	node1	node2	provenance
856	POLD4	LIG1	complexes
857	RAD51AP1	USP1	complexes
858	RAD51AP1	USP46	complexes
859	RAD51AP1	WDR20	complexes
860	RAD51AP1	WDR48	complexes
861	RAD51AP1	PHLPP1	complexes
862	RAD51AP1	PHLPP2	complexes
863	MRE11	NBN	complexes
864	MRE11	RAD50	complexes
865	MRE11	BRCA1	complexes
866	MRE11	ATM	complexes
867	MRE11	BLM	complexes
868	MRE11	MLH1	complexes
869	MRE11	MSH2	complexes
870	MRE11	MSH6	complexes
871	MRE11	LIG4	complexes
872	MRE11	XRCC4	complexes
873	MRE11	XRCC5	complexes
874	MRE11	XRCC6	complexes
875	MRE11	PARP1	complexes
876	MRE11	FANCD2	complexes
877	MRE11	MDC1	complexes
878	MRE11	BARD1	complexes
879	MRE11	RBBP8	complexes
880	MRE11	PAXIP1	complexes
881	MRE11	TP53BP1	complexes
882	EXO1	MLH1	complexes
883	EXO1	PMS2	complexes
884	EXO1	PCNA	complexes
885	PMS2	MLH1	complexes
886	PMS2	MSH2	complexes
887	PMS2	PCNA	complexes
888	PMS2	MSH6	complexes
889	PNKP	LIG4	complexes
890	PNKP	XRCC4	complexes
891	PNKP	LIG3	complexes
892	PNKP	XRCC1	complexes
893	PNKP	TDP1	complexes
894	PNKP	APTX	complexes
895	XRCC6	XRCC5	complexes
896	XRCC6	PCNA	complexes
897	XRCC6	LIG4	complexes
898	XRCC6	NBN	complexes
899	XRCC6	RAD50	complexes
900	XRCC6	XRCC4	complexes
901	XRCC6	PARP1	complexes
902	XRCC6	H2AX	complexes
903	XRCC6	WRN	complexes
904	XRCC6	MDC1	complexes
905	XRCC6	RPA2	complexes
906	XRCC6	TP53BP1	complexes
907	XRCC6	BARD1	complexes
908	XRCC6	TP53	complexes
909	USP12	WDR20	complexes
910	USP12	WDR48	complexes
911	FEN1	HUS1	complexes
912	FEN1	RAD1	complexes
913	FEN1	RAD9A	complexes
914	FEN1	WRN	complexes
915	FEN1	MSH2	complexes
916	MSH3	MSH2	complexes
917	MSH3	APLF	complexes
918	MSH3	HLTF	complexes
919	PAXIP1	BLM	complexes
920	PAXIP1	NBN	complexes
921	PAXIP1	RAD50	complexes
922	PAXIP1	TP53BP1	complexes
923	HUS1	RAD1	complexes
924	HUS1	RAD9A	complexes
925	HUS1	LIG1	complexes
926	HUS1	RAD9B	complexes
927	USP46	WDR20	complexes
928	USP46	WDR48	complexes
929	USP46	USP1	complexes
930	USP46	PHLPP1	complexes
931	USP46	PHLPP2	complexes
932	RAD50	NBN	complexes
933	RAD50	BRCA1	complexes
934	RAD50	ATM	complexes
935	RAD50	BLM	complexes
936	RAD50	MLH1	complexes
937	RAD50	MSH2	complexes
938	RAD50	MSH6	complexes
939	RAD50	LIG4	complexes
940	RAD50	XRCC4	complexes
941	RAD50	XRCC5	complexes
942	RAD50	PARP1	complexes
943	RAD50	FANCD2	complexes
944	RAD50	MDC1	complexes
945	RAD50	BARD1	complexes
946	RAD50	RBBP8	complexes
947	RAD50	TP53BP1	complexes
948	MLH1	BLM	complexes
949	MLH1	RMI1	complexes
950	MLH1	RPA2	complexes
951	MLH1	TOP3A	complexes
952	MLH1	PCNA	complexes
953	MLH1	MSH2	complexes
954	MLH1	MSH6	complexes
955	MLH1	ATM	complexes
956	MLH1	BRCA1	complexes
957	MLH1	NBN	complexes
958	MLH1	BARD1	complexes
959	BLM	RMI1	complexes
960	BLM	RPA2	complexes
961	BLM	TOP3A	complexes
962	BLM	ATM	complexes
963	BLM	BRCA1	complexes
964	BLM	MSH2	complexes
965	BLM	MSH6	complexes
966	BLM	NBN	complexes
967	BLM	RAD51	complexes
968	BLM	TP53	complexes
969	BLM	RAD51D	complexes
970	BLM	XRCC2	complexes
971	BLM	TP53BP1	complexes
972	BLM	H3C15	complexes
973	NEIL1	LIG3	complexes
974	NEIL1	XRCC1	complexes
975	LIG4	XRCC4	complexes
976	LIG4	XRCC1	complexes
977	LIG4	NHEJ1	complexes
978	LIG4	NBN	complexes
979	LIG4	XRCC5	complexes
980	LIG4	APTX	complexes
981	BRIP1	BRCA1	complexes
982	BRCA2	KDM1A	complexes
983	BRCA2	BARD1	complexes
984	BRCA2	BRCA1	complexes
985	BRCA2	RAD51	complexes
986	CDK2	PCNA	complexes
987	CDK2	POLA1	complexes
988	CDK2	POLA2	complexes
989	CDK2	LIG1	complexes
990	CDK2	PARP1	complexes
991	CDK2	POLD1	complexes
992	CDK2	POLE	complexes
993	CDK2	RPA2	complexes
994	WRN	XRCC5	complexes
995	WRN	PARP1	complexes
996	USP1	WDR48	complexes
997	USP1	AKT1	complexes
998	USP1	FANCD2	complexes
999	USP1	FANCI	complexes
1000	USP1	PHLPP1	complexes
1001	USP1	PHLPP2	complexes
1002	USP1	WDR20	complexes
1003	APLF	HLTF	complexes
1004	APLF	LIG3	complexes
1005	APLF	XRCC5	complexes
1006	APLF	XRCC1	complexes
1007	TP53BP1	H2AX	complexes
1008	TP53BP1	MDC1	complexes
1009	TP53BP1	NBN	complexes
1010	TP53BP1	RPA2	complexes
1011	TP53BP1	XRCC5	complexes
1012	PRIM1	POLA1	complexes
1013	PRIM1	POLA2	complexes
1014	PRIM1	PRIM2	complexes
1015	PRIM1	PCNA	complexes
1016	PRIM1	POLD1	complexes
1017	PRIM1	POLD2	complexes
1018	PRIM1	POLD3	complexes
1019	PRIM1	POLE	complexes
1020	PRIM1	POLE2	complexes
1021	PRIM1	POLE3	complexes
1022	PRIM1	POLE4	complexes
1023	PRIM1	LIG1	complexes
1024	HUS1B	RAD1	complexes
1025	HUS1B	RAD9B	complexes
1026	HLTF	LIG3	complexes
1027	HLTF	XRCC5	complexes
1028	HLTF	XRCC1	complexes
1029	AR	AKT1	complexes
1030	AR	KDM1A	complexes
1031	POLD1	PCNA	complexes
1032	POLD1	POLD2	complexes
1033	POLD1	POLD3	complexes
1034	POLD1	LIG1	complexes
1035	POLD1	PARP1	complexes
1036	POLD1	POLA1	complexes
1037	POLD1	POLE	complexes
1038	POLD1	RPA2	complexes
1039	POLD1	POLA2	complexes
1040	POLD1	PRIM2	complexes
1041	POLD1	POLE2	complexes
1042	POLD1	POLE3	complexes
1043	POLD1	POLE4	complexes
1044	WDR48	AKT1	complexes
1045	WDR48	FANCD2	complexes
1046	WDR48	FANCI	complexes
1047	WDR48	PHLPP1	complexes
1048	WDR48	PHLPP2	complexes
1049	WDR48	WDR20	complexes
1050	PARP1	XRCC1	complexes
1051	PARP1	LIG1	complexes
1052	PARP1	POLA1	complexes
1053	PARP1	POLE	complexes
1054	PARP1	RPA2	complexes
1055	PARP1	XRCC5	complexes
1056	PARP1	H2AX	complexes
1057	PARP1	LIG3	complexes
1058	RAD51B	RAD51C	complexes
1059	RAD51B	RAD51D	complexes
1060	RAD51B	XRCC2	complexes
1061	RAD51B	XRCC3	complexes
1062	RAD51B	NDUFAF5	complexes
1063	RPA4	RPA2	complexes
1064	NDUFAF5	RAD51D	complexes
1065	NDUFAF5	XRCC2	complexes
1066	TOP3A	RMI1	complexes
1067	TOP3A	RPA2	complexes
1068	RNF8	NBN	complexes
1069	LIG3	XRCC1	complexes
1070	LIG3	TDP1	complexes
1071	LIG3	XRCC5	complexes
1072	H2AX	MDC1	complexes
1073	RAD51C	RAD51D	complexes
1074	RAD51C	XRCC2	complexes
1075	RAD51C	XRCC3	complexes
1076	AKT1	FANCD2	complexes
1077	AKT1	FANCI	complexes
1078	AKT1	PHLPP1	complexes
1079	AKT1	PHLPP2	complexes
1080	XRCC2	RAD51D	complexes
1081	XRCC2	XRCC3	complexes
1082	XRCC2	RAD51	complexes
1083	APTX	XRCC4	complexes
1084	APTX	XRCC1	complexes
1085	XRCC5	PCNA	complexes
1086	XRCC5	NBN	complexes
1087	XRCC5	XRCC4	complexes
1088	XRCC5	MDC1	complexes
1089	XRCC5	RPA2	complexes
1090	XRCC3	RAD51D	complexes
1091	RBBP8	BRCA1	complexes
1092	RBBP8	BARD1	complexes
1093	RBBP8	NBN	complexes
1094	POLD2	PCNA	complexes
1095	POLD2	POLD3	complexes
1096	POLD2	POLA1	complexes
1097	POLD2	POLA2	complexes
1098	POLD2	PRIM2	complexes
1099	POLD2	POLE	complexes
1100	POLD2	POLE2	complexes
1101	POLD2	POLE3	complexes
1102	POLD2	POLE4	complexes
1103	POLD2	LIG1	complexes
1104	RAD9B	RAD1	complexes
1105	NBN	BRCA1	complexes
1106	NBN	ATM	complexes
1107	NBN	MSH2	complexes
1108	NBN	MSH6	complexes
1109	NBN	XRCC4	complexes
1110	NBN	FANCD2	complexes
1111	NBN	MDC1	complexes
1112	NBN	BARD1	complexes
1113	FANCI	FANCD2	complexes
1114	FANCI	PHLPP1	complexes
1115	FANCI	PHLPP2	complexes
1116	ATM	BRCA1	complexes
1117	ATM	MSH2	complexes
1118	ATM	MSH6	complexes
1119	ATM	FANCD2	complexes
1120	ATM	MDC1	complexes
1121	POLE	POLE2	complexes
1122	POLE	POLE3	complexes
1123	POLE	POLE4	complexes
1124	POLE	LIG1	complexes
1125	POLE	POLA1	complexes
1126	POLE	RPA2	complexes
1127	POLE	PCNA	complexes
1128	POLE	POLA2	complexes
1129	POLE	POLD3	complexes
1130	POLE	PRIM2	complexes
1131	POLA1	POLA2	complexes
1132	POLA1	PRIM2	complexes
1133	POLA1	LIG1	complexes
1134	POLA1	RPA2	complexes
1135	POLA1	PCNA	complexes
1136	POLA1	POLD3	complexes
1137	POLA1	POLE2	complexes
1138	POLA1	POLE3	complexes
1139	POLA1	POLE4	complexes
1140	XRCC4	NHEJ1	complexes
1141	POLE2	POLE3	complexes
1142	POLE2	POLE4	complexes
1143	POLE2	PCNA	complexes
1144	POLE2	POLA2	complexes
1145	POLE2	POLD3	complexes
1146	POLE2	PRIM2	complexes
1147	POLE2	LIG1	complexes
1148	RAD1	RAD9A	complexes
1149	RAD1	LIG1	complexes
1150	RAD52	ERCC4	complexes
1151	PRIM2	POLA2	complexes
1152	PRIM2	PCNA	complexes
1153	PRIM2	POLD3	complexes
1154	PRIM2	POLE3	complexes
1155	PRIM2	POLE4	complexes
1156	PRIM2	LIG1	complexes
1157	FANCD2	MDC1	complexes
1158	FANCD2	PHLPP1	complexes
1159	FANCD2	PHLPP2	complexes
1160	XPA	ERCC4	complexes
1161	POLE4	POLE3	complexes
1162	POLE4	PCNA	complexes
1163	POLE4	POLA2	complexes
1164	POLE4	POLD3	complexes
1165	POLE4	LIG1	complexes
1166	PHLPP1	PHLPP2	complexes
1167	BRCA1	BARD1	complexes
1168	BRCA1	MSH2	complexes
1169	BRCA1	MSH6	complexes
1170	BRCA1	RAD51	complexes
1171	BARD1	MSH6	complexes
1172	BARD1	TP53	complexes
1173	BARD1	RAD51	complexes
1174	MSH6	MSH2	complexes
1175	MSH6	PCNA	complexes
1176	MSH6	RAD51	complexes
1177	MSH6	TP53	complexes
1178	TP53	MSH2	complexes
1179	TP53	RAD51	complexes
1180	RMI1	RPA2	complexes
1181	TDP1	XRCC1	complexes
1182	POLE3	PCNA	complexes
1183	POLE3	POLA2	complexes
1184	POLE3	POLD3	complexes
1185	POLE3	LIG1	complexes
1186	RPA2	LIG1	complexes
1187	RPA2	MSH2	complexes
1188	LIG1	PCNA	complexes
1189	LIG1	POLA2	complexes
1190	LIG1	POLD3	complexes
1191	LIG1	RAD9A	complexes
1192	PCNA	MSH2	complexes
1193	PCNA	POLD3	complexes
1194	PCNA	POLA2	complexes
1195	ATRIP	ATR	complexes
1196	POLA2	POLD3	complexes
1197	MSH2	ERCC4	complexes
1198	MSH2	RAD51	complexes
