Waardenburg syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
902	GO:BP	GO:0043543	protein acylation	7.900281222365843e-05	True	"""The addition of an acyl group, any group or radical of the form RCO- where R is an organic group, to a protein amino acid."" [GOC:jl]"	246	101	9	17376	0.0891089108910891	0.0365853658536585	query_1	['GO:0036211']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'KAT2B', 'FOXO1', 'PML', 'HDAC2']
903	GO:BP	GO:1901214	regulation of neuron death	7.904768584346238e-05	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	311	101	10	17376	0.099009900990099	0.0321543408360128	query_1	['GO:0010941', 'GO:0070997']	['REST', 'AKT1', 'FOXO3', 'CTNNB1', 'PPARA', 'DAXX', 'MECP2', 'TP53', 'HIPK2', 'CCND1']
904	GO:BP	GO:0022409	positive regulation of cell-cell adhesion	8.115591497236256e-05	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	312	101	10	17376	0.099009900990099	0.032051282051282	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
905	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	8.17784008169147e-05	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	101	5	17376	0.0495049504950495	0.0943396226415094	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['STAT3', 'PPARA', 'EP300', 'NCOR1', 'TP53']
906	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	8.213706659812967e-05	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	90	101	6	17376	0.0594059405940594	0.0666666666666666	query_1	['GO:0042127', 'GO:0061351']	['CTNNB1', 'FOXG1', 'NOTCH1', 'FOXO1', 'TP53', 'KDM1A']
907	GO:BP	GO:0048709	oligodendrocyte differentiation	8.213706659812967e-05	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	101	6	17376	0.0594059405940594	0.0666666666666666	query_1	['GO:0007417', 'GO:0010001']	['PPARG', 'CTNNB1', 'HDAC1', 'NOTCH1', 'PRMT5', 'HDAC2']
908	GO:BP	GO:0002696	positive regulation of leukocyte activation	8.213706659812967e-05	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	383	101	11	17376	0.1089108910891089	0.0287206266318537	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
909	GO:BP	GO:0030879	mammary gland development	8.460571985696803e-05	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	136	101	7	17376	0.0693069306930693	0.0514705882352941	query_1	['GO:0048732']	['AKT1', 'NCOR2', 'AR', 'ESR1', 'PML', 'CCND1', 'VDR']
910	GO:BP	GO:0030071	regulation of mitotic metaphase/anaphase transition	8.726975881833752e-05	True	"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]"	91	101	6	17376	0.0594059405940594	0.0659340659340659	query_1	['GO:0007091', 'GO:1901990', 'GO:1902099']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
911	GO:BP	GO:0030177	positive regulation of Wnt signaling pathway	8.848283612947035e-05	True	"""Any process that activates or increases the frequency, rate or extent of Wnt signal transduction."" [GOC:dph, GOC:go_curators, GOC:tb]"	137	101	7	17376	0.0693069306930693	0.0510948905109489	query_1	['GO:0009967', 'GO:0016055', 'GO:0030111']	['SMURF2', 'SMARCA4', 'TBL1X', 'RBPJ', 'SKI', 'TBL1XR1', 'SMAD3']
912	GO:BP	GO:0097305	response to alcohol	8.85276890400596e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	101	9	17376	0.0891089108910891	0.036	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'PPARG', 'CTNNB1', 'PPARA', 'SMAD2', 'RARA', 'CDK4', 'HDAC2', 'CCND1']
913	GO:BP	GO:0033344	cholesterol efflux	8.866969435383033e-05	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:sart]"	54	101	5	17376	0.0495049504950495	0.0925925925925925	query_1	['GO:0030301']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
914	REAC	REAC:R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	8.901965410576292e-05	True	SCF(Skp2)-mediated degradation of p27/p21	60	101	5	17376	0.0495049504950495	0.0833333333333333	query_1	['REAC:R-HSA-69202', 'REAC:R-HSA-69656']	['CDKN1A', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
915	GO:BP	GO:1901565	organonitrogen compound catabolic process	8.93258844853214e-05	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1301	101	21	17376	0.2079207920792079	0.016141429669485	query_1	['GO:1901564', 'GO:1901575']	['UBE2I', 'AKT1', 'SMURF2', 'MDM2', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SMAD4', 'NOTCH1', 'USP7', 'SUMO2', 'CDK2', 'FOXO1', 'PDE8A', 'CDKN1B', 'TBL1XR1', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
916	GO:BP	GO:0000075	cell cycle checkpoint signaling	9.071628009163408e-05	True	"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]"	191	101	8	17376	0.0792079207920792	0.0418848167539267	query_1	['GO:0035556', 'GO:1901988']	['MDM2', 'CDKN1A', 'E2F1', 'CDK2', 'CDKN1B', 'TP53', 'PML', 'CCND1']
917	GO:BP	GO:0014745	negative regulation of muscle adaptation	9.0829563624435e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle adaptation."" [GOC:mtg_muscle]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0043500', 'GO:0043502', 'GO:0048585', 'GO:0051241']	['PPARG', 'FOXO1', 'SMAD3']
918	GO:BP	GO:0043587	tongue morphogenesis	9.0829563624435e-05	True	"""The process in which the anatomical structures of the tongue are generated and organized. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in man other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0043586', 'GO:0090596']	['CTNNB1', 'HDAC1', 'HDAC2']
919	GO:BP	GO:0022404	molting cycle process	9.15894632402978e-05	True	"""A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin."" [GOC:isa_complete]"	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['GO:0032501', 'GO:0042303']	['CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'RBPJ', 'HDAC2']
920	GO:BP	GO:0022405	hair cycle process	9.15894632402978e-05	True	"""A multicellular organismal process involved in the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:isa_complete]"	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['GO:0022404', 'GO:0042633']	['CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'RBPJ', 'HDAC2']
921	GO:BP	GO:0001657	ureteric bud development	9.15894632402978e-05	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['GO:0072164']	['SMAD1', 'CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
922	GO:BP	GO:0022407	regulation of cell-cell adhesion	9.34330018225562e-05	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	101	12	17376	0.1188118811881188	0.0258064516129032	query_1	['GO:0030155', 'GO:0098609']	['AKT1', 'CBFB', 'FOXO3', 'PPARA', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'NOTCH1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
923	GO:BP	GO:0044057	regulation of system process	9.492165083234765e-05	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	546	101	13	17376	0.1287128712871287	0.0238095238095238	query_1	['GO:0003008', 'GO:0051239']	['MDM2', 'PPARG', 'FOXO3', 'NR1H2', 'PPARA', 'NR1H3', 'SUMO1', 'SMAD4', 'NOTCH1', 'MECP2', 'FOXO1', 'SMAD3', 'THRB']
924	GO:BP	GO:0045785	positive regulation of cell adhesion	9.517205557962924e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	101	12	17376	0.1188118811881188	0.0257510729613733	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMAD3', 'SMARCC1', 'CDK6']
925	GO:BP	GO:0072164	mesonephric tubule development	9.67549952606477e-05	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	93	101	6	17376	0.0594059405940594	0.064516129032258	query_1	['GO:0035295', 'GO:0072163']	['SMAD1', 'CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
926	GO:BP	GO:0072163	mesonephric epithelium development	9.67549952606477e-05	True	"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	93	101	6	17376	0.0594059405940594	0.064516129032258	query_1	['GO:0001823', 'GO:0072073']	['SMAD1', 'CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
927	GO:BP	GO:0031400	negative regulation of protein modification process	9.6800883501455e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	12	17376	0.1188118811881188	0.025695931477516	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['AKT1', 'PPARG', 'CTNNB1', 'RB1', 'CDKN1A', 'WWTR1', 'SMARCB1', 'GPS2', 'KAT2B', 'CDKN1B', 'HDAC2', 'KDM1A']
928	GO:BP	GO:0060333	type II interferon-mediated signaling pathway	9.752986685787698e-05	True	"""The series of molecular signals initiated by interferon-gamma binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Interferon gamma is the only member of the type II interferon found so far."" [GOC:add, GOC:dph, GOC:signaling, PMID:28901902]"	27	101	4	17376	0.0396039603960396	0.1481481481481481	query_1	['GO:0071346', 'GO:0140888']	['PPARG', 'NR1H2', 'NR1H3', 'TP53']
929	GO:BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	9.752986685787698e-05	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:dph, GOC:mtg_cell_cycle, GOC:tb]"	27	101	4	17376	0.0396039603960396	0.1481481481481481	query_1	['GO:0000086', 'GO:0010389', 'GO:1901992', 'GO:1902751']	['SIN3A', 'MECP2', 'CDK4', 'CCND1']
930	GO:BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	9.92675981669628e-05	True	"""Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	140	101	7	17376	0.0693069306930693	0.05	query_1	['GO:0043161', 'GO:0061136', 'GO:2000058']	['AKT1', 'MDM2', 'SUMO1', 'USP7', 'SUMO2', 'CDK2', 'SMARCC1']
931	GO:BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.0001019978622507	True	"""The cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mtg_cell_cycle, PMID:10465783]"	94	101	6	17376	0.0594059405940594	0.0638297872340425	query_1	['GO:0044772', 'GO:0044784']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
932	GO:BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.0001019978622507	True	"""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	94	101	6	17376	0.0594059405940594	0.0638297872340425	query_1	['GO:0033045', 'GO:0044784', 'GO:1901987']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
933	GO:BP	GO:0120161	regulation of cold-induced thermogenesis	0.0001030844704362	True	"""Any process that modulates the frequency, rate or extent of cold-induced thermogenesis."" [PMID:27876809]"	141	101	7	17376	0.0693069306930693	0.0496453900709219	query_1	['GO:0019222', 'GO:0051239', 'GO:0106106']	['NR1H2', 'RB1', 'NR1H3', 'NOTCH1', 'RBPJ', 'HDAC3', 'KDM1A']
934	GO:BP	GO:0007159	leukocyte cell-cell adhesion	0.0001030844704362	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	101	11	17376	0.1089108910891089	0.0279187817258883	query_1	['GO:0098609']	['AKT1', 'CBFB', 'FOXO3', 'PPARA', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
935	GO:BP	GO:0010332	response to gamma radiation	0.0001030844704362	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	101	5	17376	0.0495049504950495	0.0892857142857142	query_1	['GO:0010212']	['MDM2', 'CDKN1A', 'TP53', 'PML', 'KDM1A']
936	GO:BP	GO:0001889	liver development	0.0001030844704362	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	101	7	17376	0.0693069306930693	0.0496453900709219	query_1	['GO:0048732', 'GO:0061008']	['SMARCB1', 'NOTCH1', 'PRMT5', 'NOTCH2', 'RARA', 'SMAD3', 'CCND1']
937	REAC	REAC:R-HSA-1980145	Signaling by NOTCH2	0.0001037185830376	True	Signaling by NOTCH2	31	101	4	17376	0.0396039603960396	0.1290322580645161	query_1	['REAC:R-HSA-157118']	['MAML1', 'EP300', 'RBPJ', 'NOTCH2']
938	REAC	REAC:R-HSA-192105	Synthesis of bile acids and bile salts	0.0001037185830376	True	Synthesis of bile acids and bile salts	31	101	4	17376	0.0396039603960396	0.1290322580645161	query_1	['REAC:R-HSA-194068']	['RXRA', 'NCOA2', 'NR1H4', 'NCOA1']
939	REAC	REAC:R-HSA-9614399	Regulation of localization of FOXO transcription factors	0.0001045806080961	True	Regulation of localization of FOXO transcription factors	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['REAC:R-HSA-9614085']	['AKT1', 'FOXO3', 'FOXO1']
940	GO:BP	GO:0006352	DNA-templated transcription initiation	0.0001070163541453	True	"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]"	142	101	7	17376	0.0693069306930693	0.0492957746478873	query_1	['GO:0006351', 'GO:0032774']	['CDK7', 'SMARCA4', 'E2F2', 'SMARCB1', 'ESR1', 'CDK4', 'TP53']
941	GO:BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	0.0001070163541453	True	"""Any process that decreases the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF]"	95	101	6	17376	0.0594059405940594	0.0631578947368421	query_1	['GO:0048585', 'GO:0071363', 'GO:0090287']	['SMURF2', 'PPARG', 'NOTCH1', 'SKI', 'SKIL', 'HIPK2']
942	GO:BP	GO:0030856	regulation of epithelial cell differentiation	0.0001070163541453	True	"""Any process that modulates the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	142	101	7	17376	0.0693069306930693	0.0492957746478873	query_1	['GO:0030855', 'GO:0045595', 'GO:2000026']	['NCOA3', 'CTNNB1', 'WWTR1', 'NOTCH1', 'CDKN1B', 'CCND1', 'VDR']
943	GO:BP	GO:0043255	regulation of carbohydrate biosynthetic process	0.0001070163541453	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of carbohydrates."" [GOC:jl]"	95	101	6	17376	0.0594059405940594	0.0631578947368421	query_1	['GO:0006109', 'GO:0009889', 'GO:0016051']	['AKT1', 'PPARA', 'USP7', 'EP300', 'KAT2B', 'FOXO1']
944	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0001070163541453	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	142	101	7	17376	0.0693069306930693	0.0492957746478873	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['PPARG', 'RB1', 'PPARA', 'NR1H3', 'GPS2', 'NR1H4', 'SMAD3']
945	GO:BP	GO:0106106	cold-induced thermogenesis	0.0001070163541453	True	"""The process by which heat is generated by increasing metabolism in response to cold ambient temperatures in order to maintain a stable core body temperature."" [PMID:27876809]"	142	101	7	17376	0.0693069306930693	0.0492957746478873	query_1	['GO:0001659', 'GO:1990845']	['NR1H2', 'RB1', 'NR1H3', 'NOTCH1', 'RBPJ', 'HDAC3', 'KDM1A']
946	GO:BP	GO:0050867	positive regulation of cell activation	0.0001090846752722	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	397	101	11	17376	0.1089108910891089	0.0277078085642317	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
947	GO:CC	GO:0098687	chromosomal region	0.000109892234042	True	"""Any subdivision of a chromosome along its length."" [GOC:dos]"	392	101	11	17376	0.1089108910891089	0.0280612244897959	query_1	['GO:0005694', 'GO:0110165']	['SMARCA4', 'SIN3A', 'DAXX', 'SMARCB1', 'SMARCC2', 'CDK2', 'KAT2B', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1']
948	GO:BP	GO:0061647	histone H3-K9 modification	0.0001107644239734	True	"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]"	28	101	4	17376	0.0396039603960396	0.1428571428571428	query_1	['GO:0016570']	['SMARCB1', 'SMAD4', 'MECP2', 'KDM1A']
949	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0001107644239734	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	28	101	4	17376	0.0396039603960396	0.1428571428571428	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['CTNNB1', 'FOXG1', 'NOTCH1', 'KDM1A']
950	GO:BP	GO:0010212	response to ionizing radiation	0.0001113733754465	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	101	7	17376	0.0693069306930693	0.0489510489510489	query_1	['GO:0009314']	['MDM2', 'CDKN1A', 'CCND2', 'TP53', 'PML', 'KDM1A', 'CCND1']
951	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.0001126642113299	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	96	101	6	17376	0.0594059405940594	0.0625	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['SIN3A', 'CDKN1A', 'MECP2', 'CDK2', 'CDK4', 'CCND1']
952	REAC	REAC:R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA	0.0001144379306807	True	Loss of MECP2 binding ability to 5mC-DNA	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9005891']	['HDAC1', 'SIN3A']
953	GO:BP	GO:0061008	hepaticobiliary system development	0.0001160297688366	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	101	7	17376	0.0693069306930693	0.0486111111111111	query_1	['GO:0048731']	['SMARCB1', 'NOTCH1', 'PRMT5', 'NOTCH2', 'RARA', 'SMAD3', 'CCND1']
954	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	0.0001160297688366	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	101	7	17376	0.0693069306930693	0.0486111111111111	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53', 'PML', 'CCND1']
955	GO:BP	GO:0009057	macromolecule catabolic process	0.0001184060747116	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	101	21	17376	0.2079207920792079	0.0157894736842105	query_1	['GO:0043170', 'GO:1901575']	['UBE2I', 'AKT1', 'SMURF2', 'MDM2', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SMAD4', 'NOTCH1', 'USP7', 'E2F1', 'SUMO2', 'CDK2', 'FOXO1', 'CDKN1B', 'TBL1XR1', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
956	GO:BP	GO:0044784	metaphase/anaphase transition of cell cycle	0.0001187113468402	True	"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]"	97	101	6	17376	0.0594059405940594	0.0618556701030927	query_1	['GO:0033045', 'GO:0044770']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
957	GO:BP	GO:0001823	mesonephros development	0.0001187113468402	True	"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]"	97	101	6	17376	0.0594059405940594	0.0618556701030927	query_1	['GO:0001822']	['SMAD1', 'CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
958	GO:BP	GO:0008150	biological_process	0.0001190585397424	True	"""A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."" [GOC:pdt]"	15627	101	101	17376	1.0	0.0064631727138926	query_1	[]	['SMAD1', 'REST', 'MAML1', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CDK8', 'SMURF2', 'CBFB', 'MDM2', 'HDAC10', 'E2F4', 'STAT3', 'PPARG', 'COPRS', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'PPARA', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'PAX3', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'DAXX', 'SMARCB1', 'SMAD9', 'SMAD4', 'NOTCH1', 'RUNX1', 'USP7', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'NOTCH2', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'FABP1', 'SMARCC2', 'SKI', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC', 'VDR']
959	GO:BP	GO:0060525	prostate glandular acinus development	0.0001225008054692	True	"""The progression of a glandular acinus of the prostate gland over time, from its initial formation to the mature structure. The glandular acini are the saclike structures of the gland."" [GOC:dph, PMID:18977204]"	10	101	3	17376	0.0297029702970297	0.3	query_1	['GO:0003006', 'GO:0030850', 'GO:0048856']	['WDR77', 'NOTCH1', 'ESR1']
960	GO:BP	GO:0010612	regulation of cardiac muscle adaptation	0.0001225008054692	True	"""Any process that modulates the rate, extent or frequency of the process in which cardiac muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors."" [GOC:dph, GOC:tb]"	10	101	3	17376	0.0297029702970297	0.3	query_1	['GO:0014887', 'GO:0043502']	['PPARG', 'FOXO1', 'SMAD3']
