Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
263	GO:BP	GO:0051174	regulation of phosphorus metabolic process	0.0002118189900382	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	99	21	17376	0.2121212121212121	0.016419077404222	query_1	['GO:0006793', 'GO:0031323']	['DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'SOS1', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'CHORDC1', 'AKAP9', 'ERBB2', 'DNAJA1', 'PTGES3', 'CBL', 'CDC37']
264	GO:BP	GO:0086002	cardiac muscle cell action potential involved in contraction	0.0002118189900382	True	"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	49	99	5	17376	0.0505050505050505	0.1020408163265306	query_1	['GO:0086001', 'GO:0086003']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
265	GO:BP	GO:0051222	positive regulation of protein transport	0.0002127815965913	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	302	99	10	17376	0.101010101010101	0.0331125827814569	query_1	['GO:0015031', 'GO:0051050', 'GO:0051223', 'GO:1904951']	['AKAP5', 'PIK3R1', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3']
266	REAC	REAC:R-HSA-5655253	Signaling by FGFR2 in disease	0.0002178550037071	True	Signaling by FGFR2 in disease	36	99	4	17376	0.0404040404040404	0.1111111111111111	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1']
267	GO:BP	GO:1901379	regulation of potassium ion transmembrane transport	0.0002183899127548	True	"""Any process that modulates the frequency, rate or extent of potassium ion transmembrane transport."" [GOC:BHF, GOC:TermGenie]"	85	99	6	17376	0.0606060606060606	0.0705882352941176	query_1	['GO:0043266', 'GO:0071805', 'GO:1904062']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
268	REAC	REAC:R-HSA-8854518	AURKA Activation by TPX2	0.0002232924899947	True	AURKA Activation by TPX2	71	99	5	17376	0.0505050505050505	0.0704225352112676	query_1	['REAC:R-HSA-69275']	['CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'PRKACA']
269	REAC	REAC:R-HSA-190236	Signaling by FGFR	0.0002371236395255	True	Signaling by FGFR	72	99	5	17376	0.0505050505050505	0.0694444444444444	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1', 'CBL']
270	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.000237872297729	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	99	4	17376	0.0404040404040404	0.1081081081081081	query_1	['REAC:R-HSA-212436']	['UBE2I', 'EGFR', 'ERBB2', 'ESR1']
271	GO:BP	GO:1903748	negative regulation of establishment of protein localization to mitochondrion	0.0002386823673048	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of establishment of protein localization to mitochondrion."" [GO_REF:0000058, GOC:TermGenie, PMID:16857185]"	8	99	3	17376	0.0303030303030303	0.375	query_1	['GO:0072655', 'GO:1903747', 'GO:1904950']	['LRRK2', 'DNAJA1', 'BAG3']
272	GO:BP	GO:0051641	cellular localization	0.0002401410525774	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3253	99	37	17376	0.3737373737373737	0.0113741162004303	query_1	['GO:0009987', 'GO:0051179']	['UBE2I', 'HSPA1A', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RNF128', 'UBE2D3', 'CEP68', 'AKAP11', 'KCNB1', 'FTL', 'EGFR', 'AKAP10', 'HSP90AA1', 'FTH1', 'PLCG1', 'USP8', 'AKAP9', 'ERBB2', 'GTF2IRD2', 'ESR1', 'PRKACA', 'GAB2', 'AKAP3', 'DNAJA1', 'TOM1L2', 'HSPA8', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CDC37']
273	GO:BP	GO:0016567	protein ubiquitination	0.0002436995689634	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	795	99	16	17376	0.1616161616161616	0.020125786163522	query_1	['GO:0032446']	['HSPA1A', 'LRRK2', 'HSP90AB1', 'STUB1', 'RNF128', 'UBE2G1', 'UBE2D3', 'UBE4B', 'HSP90AA1', 'OTUB1', 'UBE2V2', 'UBE2D2', 'DNAJA1', 'CBL', 'PDCD6', 'UBE2N']
274	GO:BP	GO:0000209	protein polyubiquitination	0.0002500389201894	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	99	9	17376	0.0909090909090909	0.0368852459016393	query_1	['GO:0016567']	['STUB1', 'UBE2G1', 'UBE2D3', 'UBE4B', 'OTUB1', 'UBE2V2', 'UBE2D2', 'CBL', 'UBE2N']
275	GO:BP	GO:0050789	regulation of biological process	0.0002513727634473	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10494	99	80	17376	0.8080808080808081	0.0076234038498189	query_1	['GO:0008150', 'GO:0065007']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'ANKRD26', 'PRKACB', 'UBE4B', 'AKAP11', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'AKAP10', 'PRKACG', 'PRKAR2A', 'DNAJA4', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'GPR161', 'PLCG1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'GTF2IRD2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'AKAP3', 'SHC3', 'GTF2IRD1', 'SIRT5', 'DNAJA1', 'TOM1L2', 'HSPA8', 'PTGES3', 'ARTN', 'UBL7', 'DNAJC7', 'MYCBP', 'GAREM1', 'BAG3', 'HELZ', 'CBL', 'KCNE1', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'GRAP2', 'CDC37']
276	REAC	REAC:R-HSA-168249	Innate Immune System	0.0002537144802786	True	Innate Immune System	1023	99	17	17376	0.1717171717171717	0.0166177908113391	query_1	['REAC:R-HSA-168256']	['HSPA1A', 'PIK3R1', 'HSP90AB1', 'SOS1', 'UBE2D3', 'PRKACB', 'FTL', 'PRKACG', 'HSP90AA1', 'FTH1', 'PLCG1', 'UBE2D2', 'PRKACA', 'GAB2', 'HSPA8', 'UBE2N', 'GRAP2']
277	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	0.0002581049581078	True	Signaling by NTRK3 (TRKC)	14	99	3	17376	0.0303030303030303	0.2142857142857142	query_1	['REAC:R-HSA-166520']	['PIK3R1', 'SOS1', 'PLCG1']
278	REAC	REAC:R-HSA-112399	IRS-mediated signalling	0.0002590273740343	True	IRS-mediated signalling	38	99	4	17376	0.0404040404040404	0.1052631578947368	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2']
279	GO:CC	GO:0034703	cation channel complex	0.0002733906619852	True	"""An ion channel complex through which cations pass."" [GOC:mah]"	190	99	8	17376	0.0808080808080808	0.0421052631578947	query_1	['GO:0034702']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
280	REAC	REAC:R-HSA-6806834	Signaling by MET	0.0002783556602736	True	Signaling by MET	75	99	5	17376	0.0505050505050505	0.0666666666666666	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'USP8', 'CBL']
281	GO:BP	GO:1903829	positive regulation of protein localization	0.0002805561344114	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	461	99	12	17376	0.1212121212121212	0.0260303687635574	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['AKAP5', 'PIK3R1', 'HSP90AB1', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNB1', 'EGFR', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3']
282	GO:CC	GO:0097708	intracellular vesicle	0.0002853303323131	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2392	99	30	17376	0.303030303030303	0.0125418060200668	query_1	['GO:0031982', 'GO:0043231']	['HSPA1A', 'LRRK2', 'AKAP5', 'HSP90AB1', 'HSPH1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'OSBPL11', 'RNF128', 'CLINT1', 'UBE2D3', 'ANXA11', 'GRB2', 'FTL', 'EGFR', 'HSP90AA1', 'FTH1', 'GPR161', 'USP8', 'ERBB2', 'OSBPL9', 'KCNQ1', 'PRKACA', 'AKAP3', 'TOM1L2', 'HSPA8', 'PDCD6', 'GRAP2']
283	GO:CC	GO:0031410	cytoplasmic vesicle	0.0002853303323131	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2390	99	30	17376	0.303030303030303	0.0125523012552301	query_1	['GO:0005737', 'GO:0097708']	['HSPA1A', 'LRRK2', 'AKAP5', 'HSP90AB1', 'HSPH1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'OSBPL11', 'RNF128', 'CLINT1', 'UBE2D3', 'ANXA11', 'GRB2', 'FTL', 'EGFR', 'HSP90AA1', 'FTH1', 'GPR161', 'USP8', 'ERBB2', 'OSBPL9', 'KCNQ1', 'PRKACA', 'AKAP3', 'TOM1L2', 'HSPA8', 'PDCD6', 'GRAP2']
284	GO:CC	GO:0031371	ubiquitin conjugating enzyme complex	0.0002853303323131	True	"""Any complex that possesses ubiquitin conjugating enzyme activity."" [GOC:mah]"	9	99	3	17376	0.0303030303030303	0.3333333333333333	query_1	['GO:0140535', 'GO:1990234']	['STUB1', 'UBE2V2', 'UBE2N']
285	REAC	REAC:R-HSA-449147	Signaling by Interleukins	0.0002907696906298	True	Signaling by Interleukins	468	99	11	17376	0.1111111111111111	0.0235042735042735	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'PTPN23', 'SHC1', 'SOS1', 'GRB2', 'HSP90AA1', 'PRKACA', 'GAB2', 'HSPA8', 'CBL', 'UBE2N']
286	GO:BP	GO:0001508	action potential	0.0002908886435767	True	"""A process in which membrane potential cycles through a depolarizing spike, triggered in response to depolarization above some threshold, followed by repolarization. This cycle is driven by the flow of ions through various voltage gated channels with different thresholds and ion specificities."" [GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]"	136	99	7	17376	0.0707070707070707	0.0514705882352941	query_1	['GO:0042391']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
287	GO:BP	GO:1904951	positive regulation of establishment of protein localization	0.0003093674986025	True	"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]"	318	99	10	17376	0.101010101010101	0.0314465408805031	query_1	['GO:0045184', 'GO:0070201', 'GO:1903829']	['AKAP5', 'PIK3R1', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3']
288	REAC	REAC:R-HSA-392517	Rap1 signalling	0.0003101413606028	True	Rap1 signalling	15	99	3	17376	0.0303030303030303	0.2	query_1	['REAC:R-HSA-1280218']	['PRKACB', 'PRKACG', 'PRKACA']
289	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0003101413606028	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	99	3	17376	0.0303030303030303	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'ESR1']
290	REAC	REAC:R-HSA-8852135	Protein ubiquitination	0.0003266507009795	True	Protein ubiquitination	78	99	5	17376	0.0505050505050505	0.0641025641025641	query_1	['REAC:R-HSA-597592']	['UBE2G1', 'UBE2D3', 'UBE2V2', 'UBE2D2', 'UBE2N']
291	GO:BP	GO:1901575	organic substance catabolic process	0.0003357656472406	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2014	99	27	17376	0.2727272727272727	0.0134061569016881	query_1	['GO:0009056', 'GO:0071704']	['UBE2I', 'HSPA1A', 'LRRK2', 'DPP3', 'HSP90AB1', 'PTPN23', 'STUB1', 'RNF128', 'UBE2G1', 'UBE2D3', 'UBE4B', 'ENDOG', 'SH3D19', 'KCNE2', 'EGFR', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'UBE2D2', 'PRKACA', 'HSPA8', 'UBL7', 'BAG3', 'ECHDC1', 'CBL', 'UBE2N']
292	GO:BP	GO:0048522	positive regulation of cellular process	0.000347130918022	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5221	99	50	17376	0.5050505050505051	0.0095767094426355	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'STUB1', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'DNAJA1', 'HSPA8', 'PTGES3', 'MYCBP', 'GAREM1', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CCDC117', 'UBE2N']
293	GO:BP	GO:0006605	protein targeting	0.0003550703328065	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	324	99	10	17376	0.101010101010101	0.0308641975308641	query_1	['GO:0006886']	['LRRK2', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'GTF2IRD2', 'HSPA8', 'BAG3', 'KCNE1', 'CDC37']
294	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	0.0003577740386543	True	IGF1R signaling cascade	42	99	4	17376	0.0404040404040404	0.0952380952380952	query_1	['REAC:R-HSA-2404192']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2']
295	REAC	REAC:R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	0.0003577740386543	True	Recruitment of mitotic centrosome proteins and complexes	80	99	5	17376	0.0505050505050505	0.0625	query_1	['REAC:R-HSA-380287']	['CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'PRKACA']
296	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.0003577740386543	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	99	4	17376	0.0404040404040404	0.0952380952380952	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2']
297	REAC	REAC:R-HSA-166520	Signaling by NTRKs	0.0003577740386543	True	Signaling by NTRKs	129	99	6	17376	0.0606060606060606	0.0465116279069767	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'PLCG1', 'SHC3']
298	REAC	REAC:R-HSA-380287	Centrosome maturation	0.0003577740386543	True	Centrosome maturation	80	99	5	17376	0.0505050505050505	0.0625	query_1	['REAC:R-HSA-69275']	['CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'PRKACA']
299	REAC	REAC:R-HSA-180292	GAB1 signalosome	0.0003577740386543	True	GAB1 signalosome	16	99	3	17376	0.0303030303030303	0.1875	query_1	['REAC:R-HSA-177929']	['PIK3R1', 'GAB1', 'EGFR']
300	REAC	REAC:R-HSA-210993	Tie2 Signaling	0.0003577740386543	True	Tie2 Signaling	16	99	3	17376	0.0303030303030303	0.1875	query_1	['REAC:R-HSA-202733']	['PIK3R1', 'SHC1', 'SOS1']
301	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	0.0003577740386543	True	IRS-related events triggered by IGF1R	42	99	4	17376	0.0404040404040404	0.0952380952380952	query_1	['REAC:R-HSA-2428924']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2']
302	GO:BP	GO:0034620	cellular response to unfolded protein	0.0003759905594328	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:mah]"	95	99	6	17376	0.0606060606060606	0.0631578947368421	query_1	['GO:0006986', 'GO:0035967']	['HSPA1A', 'PIK3R1', 'STUB1', 'HSPB8', 'HSPA8', 'BAG3']
303	GO:BP	GO:0008016	regulation of heart contraction	0.0003807199619472	True	"""Any process that modulates the frequency, rate or extent of heart contraction. Heart contraction is the process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph, GOC:go_curators, GOC:tb]"	198	99	8	17376	0.0808080808080808	0.0404040404040404	query_1	['GO:0060047', 'GO:1903522']	['KCNE5', 'KCNH2', 'KCNE2', 'HSP90AA1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
304	GO:BP	GO:0042221	response to chemical	0.0003807199619472	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3610	99	39	17376	0.3939393939393939	0.0108033240997229	query_1	['GO:0050896']	['STIP1', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE4B', 'ANXA11', 'KCNH2', 'ENDOG', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'HSP90AA1', 'USP8', 'AKAP9', 'ERBB2', 'KCNQ1', 'ESR1', 'PRKACA', 'DNAJA1', 'HSPA8', 'PTGES3', 'ARTN', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CDC37']
305	GO:BP	GO:0050794	regulation of cellular process	0.000386423889066	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9791	99	76	17376	0.7676767676767676	0.0077622306199571	query_1	['GO:0009987', 'GO:0050789']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'ANKRD26', 'PRKACB', 'UBE4B', 'AKAP11', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'AKAP10', 'PRKACG', 'PRKAR2A', 'DNAJA4', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'GPR161', 'PLCG1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'GTF2IRD2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'AKAP3', 'SHC3', 'GTF2IRD1', 'SIRT5', 'DNAJA1', 'TOM1L2', 'HSPA8', 'PTGES3', 'ARTN', 'DNAJC7', 'MYCBP', 'GAREM1', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'GRAP2', 'CDC37']
306	GO:BP	GO:0006469	negative regulation of protein kinase activity	0.0003886073064291	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	199	99	8	17376	0.0808080808080808	0.0402010050251256	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKAR2A', 'CHORDC1', 'DNAJA1', 'CBL']
307	GO:BP	GO:0051049	regulation of transport	0.0004106338801472	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	99	24	17376	0.2424242424242424	0.0142011834319526	query_1	['GO:0006810', 'GO:0032879']	['KCNE5', 'HSPA1A', 'LRRK2', 'AKAP5', 'PIK3R1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNH2', 'KCNB1', 'KCNE2', 'HSP90AA1', 'PLCG1', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'GAB2', 'DNAJA1', 'HSPA8', 'BAG3', 'CBL', 'KCNE1']
308	GO:BP	GO:0070534	protein K63-linked ubiquitination	0.0004106338801472	True	"""A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 63 of the ubiquitin monomers, is added to a protein. K63-linked ubiquitination does not target the substrate protein for degradation, but is involved in several pathways, notably as a signal to promote error-free DNA postreplication repair."" [GOC:mah, PMID:15556404]"	58	99	5	17376	0.0505050505050505	0.0862068965517241	query_1	['GO:0000209']	['STUB1', 'UBE2G1', 'OTUB1', 'UBE2V2', 'UBE2N']
309	GO:BP	GO:1901016	regulation of potassium ion transmembrane transporter activity	0.0004106338801472	True	"""Any process that modulates the frequency, rate or extent of potassium ion transmembrane transporter activity."" [GOC:BHF, GOC:TermGenie]"	58	99	5	17376	0.0505050505050505	0.0862068965517241	query_1	['GO:0032412', 'GO:1901379']	['KCNE5', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
310	GO:BP	GO:0051348	negative regulation of transferase activity	0.0004106338801472	True	"""Any process that stops or reduces the rate of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	264	99	9	17376	0.0909090909090909	0.034090909090909	query_1	['GO:0043086', 'GO:0051338']	['DDR2', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKAR2A', 'CHORDC1', 'DNAJA1', 'CBL']
311	GO:BP	GO:0048518	positive regulation of biological process	0.0004106338801472	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5895	99	54	17376	0.5454545454545454	0.0091603053435114	query_1	['GO:0008150', 'GO:0050789']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'DNAJA4', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'DNAJA1', 'HSPA8', 'PTGES3', 'ARTN', 'MYCBP', 'GAREM1', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CCDC117', 'UBE2N']
312	GO:CC	GO:0005622	intracellular anatomical structure	0.0004221955261091	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13677	99	93	17376	0.9393939393939394	0.0067997367843825	query_1	['GO:0110165']	['UBE2I', 'STIP1', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'DPP3', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'SELENOI', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'CLINT1', 'DNAJA2', 'PPAT', 'FKBP5', 'SOS1', 'GAB1', 'UBE2G1', 'UBE2D3', 'PIR', 'ANKRD26', 'PRKACB', 'UBE4B', 'CEP68', 'AKAP11', 'ANXA11', 'KCNH2', 'ENDOG', 'SH3D19', 'UQCRQ', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'FTL', 'EGFR', 'AKAP10', 'PRKACG', 'PRKAR2A', 'DNAJA4', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'GPR161', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'OSBPL9', 'GTF2IRD2', 'UBE2D2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'NPEPL1', 'AKAP3', 'SHC3', 'GTF2IRD1', 'SIRT5', 'DNAJA1', 'TOM1L2', 'HSPA8', 'PTGES3', 'UBL7', 'DNAJC7', 'MYCBP', 'BAG3', 'HELZ', 'ECHDC1', 'CBL', 'KCNE1', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'AKAP1', 'GRAP2', 'CDC37']
313	GO:CC	GO:1990565	HSP90-CDC37 chaperone complex	0.0004221955261091	True	"""A protein kinase chaperone complex required for the proper folding, maturation and stabilization of target proteins (mostly signalling protein kinases, some steroid hormone receptors), usually during or immediately after completion of translation. The highly conserved, phosphorylated CDC37-Ser13 (vertebrates) or cdc37-Ser14 (yeast) is essential for complex assembly and target protein binding. CDC37-Ser13 (Ser14) is phosphorylated by Casein kinase II (CK2), which in turn is a target of CDC37 creating a positive feedback loop. Complex binding also prevents rapid ubiquitin-dependent proteosomal degradation of target proteins."" [GOC:bhm, GOC:pad, GOC:PARL, PMID:21855797, PMID:22939624]"	2	99	2	17376	0.0202020202020202	1.0	query_1	['GO:0005737', 'GO:0101031']	['HSP90AB1', 'CDC37']
