Transaldolase deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
33	GO:CC	GO:0098796	membrane protein complex	7.942532728349366e-08	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	97	26	16420	0.268041237113402	0.0208166533226581	query_1	['GO:0016020', 'GO:0032991']	['PPIF', 'SNX6', 'SPG7', 'SNX1', 'HSPA9', 'MCUB', 'PHB2', 'SDHD', 'MCU', 'SUMO1', 'HSPD1', 'VDAC1', 'AFG3L2', 'SDHB', 'FAF2', 'NDUFAB1', 'SDHA', 'MICU1', 'SMDT1', 'SDHC', 'NDUFV3', 'MICU2', 'MFN1', 'ABHD6', 'GJA10', 'PHB1']
61	GO:BP	GO:0044237	cellular metabolic process	1.0187827985128346e-07	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	8338	95	78	15719	0.8210526315789474	0.0093547613336531	query_1	['GO:0008152', 'GO:0009987']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'HDAC6', 'MOCS3', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'ABHD6', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
34	GO:CC	GO:0035861	site of double-strand break	1.1402592854489786e-07	True	"""A region of a chromosome at which a DNA double-strand break has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:bf, GOC:mah, GOC:vw, PMID:20096808, PMID:21035408]"	75	97	8	16420	0.0824742268041237	0.1066666666666666	query_1	['GO:0090734']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'UFL1', 'MRE11', 'RAD51']
36	REAC	REAC:R-HSA-70895	Branched-chain amino acid catabolism	1.26441354316559e-07	True	Branched-chain amino acid catabolism	21	83	6	10022	0.072289156626506	0.2857142857142857	query_1	['REAC:R-HSA-71291']	['PPM1K', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
37	REAC	REAC:R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	1.26441354316559e-07	True	SUMO E3 ligases SUMOylate target proteins	170	83	12	10022	0.144578313253012	0.0705882352941176	query_1	['REAC:R-HSA-2990846']	['UBE2I', 'TP53BP1', 'ZNF350', 'MDC1', 'SUMO1', 'RPA1', 'BLM', 'PIAS1', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28']
62	GO:BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	1.285182160076215e-07	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	62	95	8	15719	0.0842105263157894	0.1290322580645161	query_1	['GO:0000086', 'GO:0010389', 'GO:1901991', 'GO:1902750']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
35	GO:CC	GO:0043227	membrane-bounded organelle	1.5012837544661177e-07	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	97	93	16420	0.9587628865979382	0.0076110974711514	query_1	['GO:0043226']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'LYRM4', 'MAIP1', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'MCU', 'SIL1', 'SETDB1', 'BCKDK', 'CDNF', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'SMDT1', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
63	GO:BP	GO:1901988	negative regulation of cell cycle phase transition	1.5764951264955297e-07	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	255	95	13	15719	0.1368421052631579	0.0509803921568627	query_1	['GO:0010948', 'GO:0044770', 'GO:1901987']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
64	GO:BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	1.6146455201068573e-07	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	64	95	8	15719	0.0842105263157894	0.125	query_1	['GO:0044839', 'GO:1901988', 'GO:1902749']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
38	REAC	REAC:R-HSA-2990846	SUMOylation	1.696493869245122e-07	True	SUMOylation	175	83	12	10022	0.144578313253012	0.0685714285714285	query_1	['REAC:R-HSA-597592']	['UBE2I', 'TP53BP1', 'ZNF350', 'MDC1', 'SUMO1', 'RPA1', 'BLM', 'PIAS1', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28']
39	REAC	REAC:R-HSA-1474165	Reproduction	1.786546268257989e-07	True	Reproduction	141	83	11	10022	0.1325301204819277	0.0780141843971631	query_1	['REAC:0000000']	['RBBP8', 'UBE2I', 'NBN', 'RAD50', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1']
65	GO:BP	GO:0018130	heterocycle biosynthetic process	1.9541800606958689e-07	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	3775	95	49	15719	0.5157894736842106	0.0129801324503311	query_1	['GO:0044249', 'GO:0046483']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'DDRGK1', 'UFL1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'HDAC6', 'MOCS3', 'PDK1', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'PHB1', 'STAT5B']
66	GO:BP	GO:1901987	regulation of cell cycle phase transition	1.9541800606958689e-07	True	"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	429	95	16	15719	0.1684210526315789	0.0372960372960372	query_1	['GO:0010564', 'GO:0044770']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'DDRGK1', 'MDC1', 'PHB2', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
67	GO:BP	GO:1990592	protein K69-linked ufmylation	2.112231498521429e-07	True	"""A protein ufmylation process in which a polymer of the ubiquitin-like protein UFM1 is formed by linkages between lysine residues at position 69 of the UFM1 monomers, is added to a protein."" [PMID:25219498]"	5	95	4	15719	0.0421052631578947	0.8	query_1	['GO:1990564']	['DDRGK1', 'UFL1', 'UBA5', 'UFM1']
68	GO:BP	GO:0050812	regulation of acyl-CoA biosynthetic process	2.112231498521429e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of acyl-CoA."" [GOC:ai]"	5	95	4	15719	0.0421052631578947	0.8	query_1	['GO:0019217', 'GO:0034248', 'GO:0042762', 'GO:0071616', 'GO:1900371']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
69	GO:BP	GO:1990564	protein polyufmylation	2.112231498521429e-07	True	"""Covalent attachment of the ubiquitin-like protein UFM1 to a protein, forming an UFM1 chain."" [PMID:25219498]"	5	95	4	15719	0.0421052631578947	0.8	query_1	['GO:0071569']	['DDRGK1', 'UFL1', 'UBA5', 'UFM1']
70	GO:BP	GO:0000725	recombinational repair	2.1661313427387047e-07	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	95	11	15719	0.1157894736842105	0.0643274853801169	query_1	['GO:0006281', 'GO:0006310']	['RBBP8', 'NBN', 'TP53BP1', 'XRCC6', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1']
40	REAC	REAC:R-HSA-71291	Metabolism of amino acids and derivatives	2.224502809854778e-07	True	Metabolism of amino acids and derivatives	354	83	16	10022	0.1927710843373494	0.0451977401129943	query_1	['REAC:R-HSA-1430728']	['GCSH', 'PPM1K', 'OTC', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'NDUFAB1', 'DLD', 'OGDH', 'BCKDHA']
41	REAC	REAC:R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	2.2622866968813425e-07	True	HDR through MMEJ (alt-NHEJ)	12	83	5	10022	0.0602409638554216	0.4166666666666667	query_1	['REAC:R-HSA-5693538']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'MRE11']
71	GO:BP	GO:0044272	sulfur compound biosynthetic process	2.60202133702974e-07	True	"""The chemical reactions and pathways resulting in the formation of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]"	134	95	10	15719	0.1052631578947368	0.0746268656716417	query_1	['GO:0006790', 'GO:0044249']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2']
72	GO:BP	GO:0006281	DNA repair	2.623966362198862e-07	True	"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]"	573	95	18	15719	0.1894736842105263	0.031413612565445	query_1	['GO:0006259', 'GO:0006974']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'H2AX', 'UFL1', 'MDC1', 'BRCA2', 'SUMO1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28', 'BARD1']
73	GO:BP	GO:1901135	carbohydrate derivative metabolic process	2.700862929126048e-07	True	"""The chemical reactions and pathways involving carbohydrate derivative."" [GOC:TermGenie]"	958	95	23	15719	0.2421052631578947	0.0240083507306889	query_1	['GO:0071704']	['PDK4', 'ADSL', 'DLST', 'TALDO1', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3', 'MFN1', 'ABHD6', 'OGDH']
74	GO:BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	2.897588570278827e-07	True	"""Any process that modulates the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	70	95	8	15719	0.0842105263157894	0.1142857142857142	query_1	['GO:0009966', 'GO:0030518']	['DDRGK1', 'UFL1', 'PHB2', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
75	GO:BP	GO:0006725	cellular aromatic compound metabolic process	3.056420155503428e-07	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	5413	95	60	15719	0.631578947368421	0.0110844263809347	query_1	['GO:0044237']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
76	GO:BP	GO:0006807	nitrogen compound metabolic process	3.267331463714265e-07	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	95	80	15719	0.8421052631578947	0.0089525514771709	query_1	['GO:0008152']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
77	GO:BP	GO:0071479	cellular response to ionizing radiation	4.857883097576372e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	95	8	15719	0.0842105263157894	0.1066666666666666	query_1	['GO:0010212', 'GO:0071478']	['TP53BP1', 'XRCC6', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1', 'BARD1']
78	GO:BP	GO:1901360	organic cyclic compound metabolic process	5.037841950888243e-07	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	5637	95	61	15719	0.6421052631578947	0.0108213588788362	query_1	['GO:0071704']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
79	GO:BP	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	5.518925816285707e-07	True	"""The transfer of electrons from succinate to ubiquinone that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex II."" [ISBN:0716731363]"	6	95	4	15719	0.0421052631578947	0.6666666666666666	query_1	['GO:0019646', 'GO:0042775']	['SDHD', 'SDHB', 'SDHA', 'SDHC']
80	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	5.558733131951817e-07	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	109	95	9	15719	0.0947368421052631	0.0825688073394495	query_1	['GO:0044839', 'GO:1901987']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
81	GO:BP	GO:0044238	primary metabolic process	5.703817058072542e-07	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9445	95	82	15719	0.8631578947368421	0.0086818422445738	query_1	['GO:0008152']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
82	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	6.037761994121541e-07	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3923	95	49	15719	0.5157894736842106	0.012490440989039	query_1	['GO:1901360', 'GO:1901576']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'DDRGK1', 'UFL1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'HDAC6', 'MOCS3', 'PDK1', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'PHB1', 'STAT5B']
83	GO:BP	GO:0010948	negative regulation of cell cycle process	7.720194341989234e-07	True	"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	298	95	13	15719	0.1368421052631579	0.0436241610738255	query_1	['GO:0010564', 'GO:0022402', 'GO:0045786']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
84	GO:BP	GO:0008152	metabolic process	9.328790327049172e-07	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	95	86	15719	0.9052631578947368	0.0082541510701602	query_1	['GO:0008150']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
85	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	9.380069697326912e-07	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	95	47	15719	0.4947368421052631	0.0126718792127258	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'DDRGK1', 'UFL1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'HDAC6', 'PDK1', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'PHB1', 'STAT5B']
42	REAC	REAC:R-HSA-69481	G2/M Checkpoints	9.58484934957987e-07	True	G2/M Checkpoints	167	83	11	10022	0.1325301204819277	0.0658682634730539	query_1	['REAC:R-HSA-69620']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'RPA1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
86	GO:BP	GO:0006261	DNA-templated DNA replication	9.86436403569857e-07	True	"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]"	157	95	10	15719	0.1052631578947368	0.0636942675159235	query_1	['GO:0006260']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
36	GO:CC	GO:0031981	nuclear lumen	9.894304508938988e-07	True	"""The volume enclosed by the nuclear inner membrane."" [GOC:mah, GOC:pz]"	4350	97	50	16420	0.5154639175257731	0.0114942528735632	query_1	['GO:0005634', 'GO:0070013']	['RBBP8', 'UBE2I', 'LYRM4', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'PDHA2', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PHB2', 'BRCA2', 'SETDB1', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SMDT1', 'PDK2', 'MBD1', 'TRIM28', 'BARD1', 'PHB1', 'STAT5B']
87	GO:BP	GO:0022904	respiratory electron transport chain	1.1048163997066668e-06	True	"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient."" [GOC:mtg_electron_transport, ISBN:0716720094]"	119	95	9	15719	0.0947368421052631	0.0756302521008403	query_1	['GO:0022900', 'GO:0045333']	['SDHD', 'ISCU', 'GPD1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3']
