Waardenburg syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
617	GO:BP	GO:1903050	regulation of proteolysis involved in protein catabolic process	8.723064076257966e-05	True	"""Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	223	101	9	15719	0.0891089108910891	0.0403587443946188	query_1	['GO:0030162', 'GO:0051603']	['AKT1', 'MDM2', 'SUMO1', 'USP7', 'SUMO2', 'CDK2', 'PML', 'SMARCC1', 'HIPK2']
618	GO:BP	GO:0000003	reproduction	8.723064076257966e-05	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1462	101	24	15719	0.2376237623762376	0.0164158686730506	query_1	['GO:0008150']	['SMAD1', 'NRIP1', 'AKT1', 'WDR77', 'SMURF2', 'STAT3', 'CTNNB1', 'RB1', 'SMARCA2', 'NCOR2', 'AR', 'SMAD4', 'NOTCH1', 'RBPJ', 'E2F1', 'CDK2', 'ESR1', 'RARA', 'CDKN1B', 'HDAC2', 'THRB', 'SKIL', 'CCND1', 'VDR']
619	GO:BP	GO:0098773	skin epidermis development	8.742237621279268e-05	True	"""The process whose specific outcome is the progression of the skin epidermis over time, from its formation to the mature structure."" [GOC:dos]"	122	101	7	15719	0.0693069306930693	0.0573770491803278	query_1	['GO:0008544', 'GO:0043588', 'GO:0060429']	['CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'RBPJ', 'HDAC3', 'HDAC2']
620	GO:BP	GO:0046677	response to antibiotic	8.864113533434216e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	101	5	15719	0.0495049504950495	0.1041666666666666	query_1	['GO:0042221']	['MDM2', 'CDKN1B', 'TP53', 'KDM1A', 'SKIL']
622	GO:BP	GO:0003162	atrioventricular node development	9.129712311140664e-05	True	"""The process whose specific outcome is the progression of the atrioventricular (AV) node over time, from its formation to the mature structure. The AV node is part of the cardiac conduction system that controls the timing of ventricle contraction by receiving electrical signals from the sinoatrial (SA) node and relaying them to the His-Purkinje system."" [GOC:mtg_heart]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0003161', 'GO:0048738']	['MAML1', 'NOTCH1', 'NOTCH2']
621	GO:BP	GO:0048617	embryonic foregut morphogenesis	9.129712311140664e-05	True	"""The process in which the anatomical structures of the foregut are generated and organized, during the embryonic phase."" [GOC:jid, GOC:rc]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0007440', 'GO:0048598']	['CTNNB1', 'SMAD2', 'SMAD3']
623	GO:BP	GO:0048593	camera-type eye morphogenesis	9.162330828544809e-05	True	"""The process in which the anatomical structures of the eye are generated and organized. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:jid, GOC:mtg_sensu]"	123	101	7	15719	0.0693069306930693	0.056910569105691	query_1	['GO:0043010', 'GO:0048592']	['STAT3', 'CTNNB1', 'NOTCH1', 'NOTCH2', 'SKI', 'THRB', 'HIPK2']
625	GO:BP	GO:0009266	response to temperature stimulus	9.188722170333064e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a temperature stimulus."" [GOC:hb]"	171	101	8	15719	0.0792079207920792	0.0467836257309941	query_1	['GO:0009628']	['AKT1', 'CREBBP', 'PPARG', 'SUMO1', 'DAXX', 'EP300', 'FOXO1', 'HDAC2']
624	GO:BP	GO:0051301	cell division	9.188722170333064e-05	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	642	101	15	15719	0.1485148514851485	0.0233644859813084	query_1	['GO:0009987']	['UBE2I', 'NCOA3', 'CDK7', 'RBL1', 'RBL2', 'RB1', 'WWTR1', 'NOTCH1', 'CCND2', 'CDK2', 'KAT2B', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
626	GO:BP	GO:0060419	heart growth	9.207221454311898e-05	True	"""The increase in size or mass of the heart."" [GOC:dph, GOC:tb]"	82	101	6	15719	0.0594059405940594	0.073170731707317	query_1	['GO:0007507', 'GO:0035265']	['SMAD1', 'PPARA', 'NOTCH1', 'RUNX1', 'RBPJ', 'SKI']
627	GO:BP	GO:0006979	response to oxidative stress	9.208624671537048e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	101	12	15719	0.1188118811881188	0.0288461538461538	query_1	['GO:0006950']	['REST', 'AKT1', 'FOXO3', 'CTNNB1', 'SIN3A', 'FABP1', 'SP1', 'FOXO1', 'PDE8A', 'TP53', 'PML', 'HDAC2']
628	GO:BP	GO:0045598	regulation of fat cell differentiation	9.583076723722672e-05	True	"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	124	101	7	15719	0.0693069306930693	0.0564516129032258	query_1	['GO:0045444', 'GO:0045595']	['AKT1', 'PPARG', 'WWTR1', 'E2F1', 'GPS2', 'FOXO1', 'SMAD3']
629	GO:BP	GO:0060038	cardiac muscle cell proliferation	9.681045566769248e-05	True	"""The expansion of a cardiac muscle cell population by cell division."" [GOC:dph, GOC:rph, PMID:11161571]"	49	101	5	15719	0.0495049504950495	0.1020408163265306	query_1	['GO:0014855', 'GO:0055017']	['SMAD1', 'NOTCH1', 'RUNX1', 'RBPJ', 'SKI']
630	GO:BP	GO:0048026	positive regulation of mRNA splicing, via spliceosome	9.890594278408867e-05	True	"""Any process that activates or increases the rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]"	24	101	4	15719	0.0396039603960396	0.1666666666666666	query_1	['GO:0000398', 'GO:0033120', 'GO:0048024', 'GO:0050685']	['WDR77', 'PRMT5', 'SNW1', 'CLNS1A']
631	GO:BP	GO:0018394	peptidyl-lysine acetylation	9.90325906834132e-05	True	"""The acetylation of peptidyl-lysine."" [GOC:mah]"	173	101	8	15719	0.0792079207920792	0.0462427745664739	query_1	['GO:0006473', 'GO:0018205']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'KAT2B', 'PML', 'HDAC2']
157	REAC	REAC:R-HSA-392499	Metabolism of proteins	0.000101751841746	True	Metabolism of proteins	1857	100	36	10022	0.36	0.0193861066235864	query_1	['REAC:0000000']	['SMAD1', 'UBE2I', 'NRIP1', 'RXRA', 'CREBBP', 'SMURF2', 'MDM2', 'STAT3', 'PPARG', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'PPARA', 'NCOR2', 'SIN3A', 'AR', 'SUMO1', 'SMAD2', 'DAXX', 'SMAD4', 'USP7', 'EP300', 'SUMO2', 'HDAC3', 'KAT2B', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'THRB', 'NCOA1', 'HIPK2', 'VDR']
632	GO:BP	GO:0060070	canonical Wnt signaling pathway	0.0001028616471785	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes. In this pathway, the activated receptor signals via downstream effectors that result in the inhibition of beta-catenin phosphorylation, thereby preventing degradation of beta-catenin. Stabilized beta-catenin can then accumulate and travel to the nucleus to trigger changes in transcription of target genes."" [GOC:bf, GOC:dph, PMID:11532397, PMID:19619488]"	288	101	10	15719	0.099009900990099	0.0347222222222222	query_1	['GO:0016055']	['SMURF2', 'CTNNB1', 'HDAC1', 'TBL1X', 'WWTR1', 'NOTCH1', 'RBPJ', 'FOXO1', 'TBL1XR1', 'SMAD3']
633	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.0001038542711965	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	494	101	13	15719	0.1287128712871287	0.0263157894736842	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['AKT1', 'MDM2', 'PPARG', 'HDAC1', 'PPARA', 'SMAD4', 'GPS2', 'NCOR1', 'HDAC3', 'NR1H4', 'ESR1', 'FOXO1', 'KDM1A']
635	GO:BP	GO:0045814	negative regulation of gene expression, epigenetic	0.0001042841217406	True	"""An epigenetic process that silences gene expression at specific genomic regions through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA."" [PMID:22243696]"	84	101	6	15719	0.0594059405940594	0.0714285714285714	query_1	['GO:0010629', 'GO:0040029']	['RB1', 'HDAC1', 'SIN3A', 'MECP2', 'CDK2', 'KDM1A']
634	GO:BP	GO:0002088	lens development in camera-type eye	0.0001042841217406	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	101	6	15719	0.0594059405940594	0.0714285714285714	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'SKI', 'CDKN1B', 'SMAD3', 'SKIL', 'HIPK2']
636	GO:BP	GO:0032504	multicellular organism reproduction	0.0001052596645891	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	101	18	15719	0.1782178217821782	0.0198675496688741	query_1	['GO:0000003', 'GO:0032501']	['SMAD1', 'NRIP1', 'AKT1', 'WDR77', 'CTNNB1', 'RB1', 'SMARCA2', 'NCOR2', 'AR', 'SMAD4', 'NOTCH1', 'E2F1', 'ESR1', 'RARA', 'HDAC2', 'THRB', 'SKIL', 'VDR']
637	GO:BP	GO:0043392	negative regulation of DNA binding	0.0001055145055429	True	"""Any process that stops or reduces the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb]"	50	101	5	15719	0.0495049504950495	0.1	query_1	['GO:0051100', 'GO:0051101']	['SIN3A', 'SUMO1', 'E2F1', 'HDAC2', 'KDM1A']
638	GO:BP	GO:0006111	regulation of gluconeogenesis	0.0001055145055429	True	"""Any process that modulates the frequency, rate or extent of gluconeogenesis, the formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol."" [GOC:go_curators]"	50	101	5	15719	0.0495049504950495	0.1	query_1	['GO:0006094', 'GO:0010906', 'GO:0043255']	['PPARA', 'USP7', 'EP300', 'KAT2B', 'FOXO1']
639	GO:BP	GO:0051099	positive regulation of binding	0.0001062935907826	True	"""Any process that activates or increases the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	175	101	8	15719	0.0792079207920792	0.0457142857142857	query_1	['GO:0044093', 'GO:0051098']	['PPARG', 'CTNNB1', 'RB1', 'EP300', 'SKI', 'RARA', 'KDM1A', 'HIPK2']
640	GO:BP	GO:1901575	organic substance catabolic process	0.0001072793328999	True	"""The chemical reactions and pathways resulting in the breakdown of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	2015	101	29	15719	0.2871287128712871	0.0143920595533498	query_1	['GO:0009056', 'GO:0071704']	['UBE2I', 'AKT1', 'SMURF2', 'MDM2', 'STAT3', 'CTNNB1', 'PPARA', 'TBL1X', 'WWTR1', 'SUMO1', 'SMAD4', 'NOTCH1', 'USP7', 'EP300', 'E2F1', 'SUMO2', 'NCOR1', 'FABP1', 'CDK2', 'FOXO1', 'PDE8A', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
641	GO:BP	GO:0042593	glucose homeostasis	0.0001074260032958	True	"""Any process involved in the maintenance of an internal steady state of glucose within an organism or cell."" [GOC:go_curators]"	230	101	9	15719	0.0891089108910891	0.0391304347826087	query_1	['GO:0033500']	['AKT1', 'STAT3', 'PPARG', 'SMARCA4', 'SIN3A', 'SMARCB1', 'SMAD4', 'NR1H4', 'FOXO1']
642	GO:BP	GO:0006281	DNA repair	0.0001084102549664	True	"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]"	573	101	14	15719	0.1386138613861386	0.0244328097731239	query_1	['GO:0006259', 'GO:0006974']	['HDAC10', 'CDK7', 'SMARCA4', 'SMARCA2', 'SUMO1', 'SMARCB1', 'USP7', 'SMARCC2', 'CDK2', 'KAT2B', 'TP53', 'PML', 'KDM1A', 'SMARCC1']
158	REAC	REAC:R-HSA-2559580	Oxidative Stress Induced Senescence	0.0001101678614442	True	Oxidative Stress Induced Senescence	122	100	8	10022	0.08	0.0655737704918032	query_1	['REAC:R-HSA-2559583']	['MDM2', 'TFDP1', 'E2F2', 'E2F1', 'CDK4', 'TP53', 'TFDP2', 'CDK6']
643	GO:BP	GO:0061053	somite development	0.0001102389447416	True	"""The progression of a somite from its initial formation to the mature structure. Somites are mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [GOC:dph]"	85	101	6	15719	0.0594059405940594	0.0705882352941176	query_1	['GO:0009790', 'GO:0060429']	['SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'TP53', 'SMAD3']
644	GO:BP	GO:0033500	carbohydrate homeostasis	0.0001106750552658	True	"""A homeostatic process involved in the maintenance of an internal steady state of a carbohydrate within an organism or cell."" [GOC:mah]"	231	101	9	15719	0.0891089108910891	0.0389610389610389	query_1	['GO:0048878']	['AKT1', 'STAT3', 'PPARG', 'SMARCA4', 'SIN3A', 'SMARCB1', 'SMAD4', 'NR1H4', 'FOXO1']
645	GO:BP	GO:0042176	regulation of protein catabolic process	0.000110683810977	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	356	101	11	15719	0.1089108910891089	0.0308988764044943	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['AKT1', 'MDM2', 'SUMO1', 'SMAD4', 'USP7', 'SUMO2', 'CDK2', 'FOXO1', 'CDKN1B', 'SMAD3', 'SMARCC1']
646	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	0.000110683810977	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	356	101	11	15719	0.1089108910891089	0.0308988764044943	query_1	['GO:0007159', 'GO:0022407']	['AKT1', 'CBFB', 'FOXO3', 'PPARA', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
648	GO:BP	GO:0045912	negative regulation of carbohydrate metabolic process	0.0001144207943328	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving carbohydrate."" [GOC:go_curators]"	51	101	5	15719	0.0495049504950495	0.0980392156862745	query_1	['GO:0005975', 'GO:0006109', 'GO:0009892']	['STAT3', 'PPARA', 'EP300', 'NCOR1', 'TP53']
649	GO:BP	GO:0003197	endocardial cushion development	0.0001144207943328	True	"""The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]"	51	101	5	15719	0.0495049504950495	0.0980392156862745	query_1	['GO:0007507', 'GO:0060485']	['MDM2', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ']
647	GO:BP	GO:0045599	negative regulation of fat cell differentiation	0.0001144207943328	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	51	101	5	15719	0.0495049504950495	0.0980392156862745	query_1	['GO:0045444', 'GO:0045596', 'GO:0045598']	['WWTR1', 'E2F1', 'GPS2', 'FOXO1', 'SMAD3']
650	GO:BP	GO:2000779	regulation of double-strand break repair	0.0001197707150873	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	101	7	15719	0.0693069306930693	0.0542635658914728	query_1	['GO:0006282', 'GO:0006302']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'PML', 'KDM1A', 'SMARCC1']
651	GO:BP	GO:0006511	ubiquitin-dependent protein catabolic process	0.0001220519863601	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]"	660	101	15	15719	0.1485148514851485	0.0227272727272727	query_1	['GO:0019941']	['UBE2I', 'AKT1', 'SMURF2', 'MDM2', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'USP7', 'SUMO2', 'CDK2', 'TBL1XR1', 'PML', 'SMARCC1', 'HIPK2']
652	GO:BP	GO:0048608	reproductive structure development	0.000122630241905	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	101	10	15719	0.099009900990099	0.0338983050847457	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['NRIP1', 'WDR77', 'CTNNB1', 'AR', 'SMAD4', 'NOTCH1', 'ESR1', 'RARA', 'CDKN1B', 'CCND1']
653	GO:BP	GO:0000165	MAPK cascade	0.0001234148044428	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	101	16	15719	0.1584158415841584	0.021505376344086	query_1	['GO:0035556']	['SMAD1', 'PPARG', 'CTNNB1', 'AR', 'DAXX', 'SMAD4', 'NOTCH1', 'PRMT5', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1', 'PDE8A', 'SMAD3', 'HIPK2']
654	GO:BP	GO:0051983	regulation of chromosome segregation	0.0001251579197163	True	"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]"	130	101	7	15719	0.0693069306930693	0.0538461538461538	query_1	['GO:0007059', 'GO:0010564']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
159	REAC	REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.000126143673353	True	Regulation of TP53 Activity through Methylation	19	100	4	10022	0.04	0.2105263157894736	query_1	['REAC:R-HSA-5633007']	['MDM2', 'EP300', 'PRMT5', 'TP53']
655	GO:BP	GO:0014745	negative regulation of muscle adaptation	0.0001290557425307	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of muscle adaptation."" [GOC:mtg_muscle]"	9	101	3	15719	0.0297029702970297	0.3333333333333333	query_1	['GO:0043500', 'GO:0043502', 'GO:0048585', 'GO:0051241']	['PPARG', 'FOXO1', 'SMAD3']
656	GO:BP	GO:0043587	tongue morphogenesis	0.0001290557425307	True	"""The process in which the anatomical structures of the tongue are generated and organized. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in man other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	9	101	3	15719	0.0297029702970297	0.3333333333333333	query_1	['GO:0043586', 'GO:0090596']	['CTNNB1', 'HDAC1', 'HDAC2']
657	GO:BP	GO:0060485	mesenchyme development	0.0001290557425307	True	"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]"	297	101	10	15719	0.099009900990099	0.0336700336700336	query_1	['GO:0009888', 'GO:0048513']	['MDM2', 'CTNNB1', 'WWTR1', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1', 'SMAD3', 'HDAC2']
659	GO:BP	GO:0050863	regulation of T cell activation	0.0001299244156709	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	101	11	15719	0.1089108910891089	0.0303030303030303	query_1	['GO:0042110', 'GO:0051249']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
658	GO:BP	GO:0008544	epidermis development	0.0001299244156709	True	"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]"	363	101	11	15719	0.1089108910891089	0.0303030303030303	query_1	['GO:0009888']	['NCOA3', 'TFDP1', 'CTNNB1', 'HDAC1', 'PPARA', 'SMAD4', 'NOTCH1', 'RBPJ', 'HDAC3', 'HDAC2', 'VDR']
660	GO:BP	GO:0061458	reproductive system development	0.0001358585581306	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	101	10	15719	0.099009900990099	0.0334448160535117	query_1	['GO:0048731']	['NRIP1', 'WDR77', 'CTNNB1', 'AR', 'SMAD4', 'NOTCH1', 'ESR1', 'RARA', 'CDKN1B', 'CCND1']
661	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	0.0001358585581306	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	101	5	15719	0.0495049504950495	0.0943396226415094	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['STAT3', 'PPARA', 'EP300', 'NCOR1', 'TP53']
662	GO:BP	GO:0006006	glucose metabolic process	0.0001362051607845	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	182	101	8	15719	0.0792079207920792	0.0439560439560439	query_1	['GO:0019318']	['AKT1', 'NCOA2', 'PPARA', 'USP7', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
663	GO:BP	GO:0010498	proteasomal protein catabolic process	0.000138601542155	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]"	510	101	13	15719	0.1287128712871287	0.0254901960784313	query_1	['GO:0030163', 'GO:0051603']	['AKT1', 'SMURF2', 'MDM2', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'USP7', 'SUMO2', 'CDK2', 'TBL1XR1', 'PML', 'SMARCC1']
664	GO:BP	GO:0001942	hair follicle development	0.0001389438246524	True	"""The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open."" [GOC:dph, UBERON:0002073]"	89	101	6	15719	0.0594059405940594	0.0674157303370786	query_1	['GO:0022405', 'GO:0048856', 'GO:0098773']	['CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'RBPJ', 'HDAC2']
665	GO:BP	GO:0007417	central nervous system development	0.0001414609278111	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	101	19	15719	0.1881188118811881	0.0186092066601371	query_1	['GO:0007399', 'GO:0048731']	['SMAD1', 'STAT3', 'PPARG', 'CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'NOTCH1', 'RBPJ', 'MECP2', 'E2F1', 'PRMT5', 'SKI', 'RARA', 'TP53', 'HDAC2', 'KDM1A', 'CDK6']
666	GO:BP	GO:0019941	modification-dependent protein catabolic process	0.0001421716954228	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]"	670	101	15	15719	0.1485148514851485	0.0223880597014925	query_1	['GO:0043632', 'GO:0051603']	['UBE2I', 'AKT1', 'SMURF2', 'MDM2', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'USP7', 'SUMO2', 'CDK2', 'TBL1XR1', 'PML', 'SMARCC1', 'HIPK2']
667	GO:BP	GO:0032368	regulation of lipid transport	0.0001422681329228	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	101	7	15719	0.0693069306930693	0.0526315789473684	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['RXRA', 'AKT1', 'PPARG', 'NR1H2', 'PPARA', 'NR1H3', 'GPS2']
669	GO:BP	GO:0033344	cholesterol efflux	0.0001471842983045	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:sart]"	54	101	5	15719	0.0495049504950495	0.0925925925925925	query_1	['GO:0030301']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
668	GO:BP	GO:0048709	oligodendrocyte differentiation	0.0001471842983045	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	101	6	15719	0.0594059405940594	0.0666666666666666	query_1	['GO:0007417', 'GO:0010001']	['PPARG', 'CTNNB1', 'HDAC1', 'NOTCH1', 'PRMT5', 'HDAC2']
670	GO:BP	GO:0060333	type II interferon-mediated signaling pathway	0.0001511337697194	True	"""The series of molecular signals initiated by interferon-gamma binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Interferon gamma is the only member of the type II interferon found so far."" [GOC:add, GOC:dph, GOC:signaling, PMID:28901902]"	27	101	4	15719	0.0396039603960396	0.1481481481481481	query_1	['GO:0071346', 'GO:0140888']	['PPARG', 'NR1H2', 'NR1H3', 'TP53']
671	GO:BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	0.0001511337697194	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:dph, GOC:mtg_cell_cycle, GOC:tb]"	27	101	4	15719	0.0396039603960396	0.1481481481481481	query_1	['GO:0000086', 'GO:0010389', 'GO:1901992', 'GO:1902751']	['SIN3A', 'MECP2', 'CDK4', 'CCND1']
