Aquagenic palmoplantar keratoderma	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
26	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	3.967059158345899e-14	True	RAF/MAP kinase cascade	256	96	22	10022	0.2291666666666666	0.0859375	query_1	['REAC:R-HSA-5684996']	['DLG4', 'MET', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'DLG3', 'HGF', 'SHC1', 'DLG2', 'SOS1', 'DLG1', 'GRIN1', 'ITGA2B', 'FYN', 'GRIN2B', 'EGFR', 'VCL', 'ERBB2', 'TLN1', 'PTK2', 'PDGFRA']
45	GO:BP	GO:0016310	phosphorylation	4.491901772277545e-14	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	99	42	15719	0.4242424242424242	0.0246478873239436	query_1	['GO:0006796']	['DLG4', 'MET', 'NCK1', 'FN1', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'PIK3R1', 'DLG3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'DLG1', 'FYN', 'LAT', 'ZAP70', 'RHOA', 'LYN', 'SHB', 'LCP2', 'EGFR', 'CHRNA7', 'SYK', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'DYNLL1', 'YES1']
46	GO:BP	GO:0002682	regulation of immune system process	5.85031097721258e-14	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1382	99	38	15719	0.3838383838383838	0.0274963820549927	query_1	['GO:0002376', 'GO:0050789']	['RAPGEF1', 'NCK1', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'DLG1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'RHOA', 'RHOG', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'EFNB2', 'CRKL', 'PTK2', 'LCK', 'EFNB1', 'PTPN11', 'NCK2', 'YES1']
47	GO:BP	GO:0120039	plasma membrane bounded cell projection morphogenesis	6.165972719016381e-14	True	"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]"	626	99	27	15719	0.2727272727272727	0.0431309904153354	query_1	['GO:0048858']	['DLG4', 'ITGB1', 'FN1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'RHOG', 'VCL', 'CHRNA7', 'ERBB2', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'SHANK3']
48	GO:BP	GO:0051239	regulation of multicellular organismal process	7.05000361713877e-14	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	99	53	15719	0.5353535353535354	0.0188612099644128	query_1	['GO:0032501', 'GO:0050789']	['DLG4', 'MET', 'GRIN2A', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'TIAM1', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'DLGAP1', 'SOS1', 'DLG1', 'GRIN1', 'FYN', 'DIP2B', 'GRIN2B', 'LAT', 'DOCK4', 'ZAP70', 'RHOA', 'CFTR', 'LYN', 'SHB', 'EGFR', 'VCL', 'CHRNA7', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'EFNB2', 'EPHB3', 'PTK2', 'ITGB6', 'LCK', 'EFNB1', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3', 'YES1']
49	GO:BP	GO:0048858	cell projection morphogenesis	7.204185959739573e-14	True	"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]"	631	99	27	15719	0.2727272727272727	0.0427892234548335	query_1	['GO:0000902', 'GO:0030030', 'GO:0032990']	['DLG4', 'ITGB1', 'FN1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'RHOG', 'VCL', 'CHRNA7', 'ERBB2', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'SHANK3']
50	GO:BP	GO:0042110	T cell activation	8.571195885343406e-14	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	525	99	25	15719	0.2525252525252525	0.0476190476190476	query_1	['GO:0046649']	['NCK1', 'PREX1', 'SRC', 'PIK3R1', 'ITK', 'SOS1', 'DLG1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'RHOA', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'EFNB2', 'DOCK2', 'LCK', 'EFNB1', 'PTPN11', 'NCK2', 'RAB27A', 'YES1']
51	GO:BP	GO:0043549	regulation of kinase activity	9.071179447653621e-14	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	99	28	15719	0.2828282828282828	0.0401721664275466	query_1	['GO:0042325', 'GO:0051338']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'PIK3R1', 'DLG3', 'HGF', 'SHC1', 'SOS1', 'DLG1', 'LAT', 'RHOA', 'LYN', 'SHB', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'EPHB3', 'PTK2', 'CBL', 'NCK2', 'PDGFRA']
27	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	9.652161955592952e-14	True	MAPK family signaling cascades	300	96	23	10022	0.2395833333333333	0.0766666666666666	query_1	['REAC:R-HSA-162582']	['DLG4', 'MET', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'DLG3', 'HGF', 'SHC1', 'DLG2', 'SOS1', 'DLG1', 'GRIN1', 'ITGA2B', 'FYN', 'GRIN2B', 'EGFR', 'VCL', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
52	GO:BP	GO:0046649	lymphocyte activation	1.0104880296578549e-13	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	99	29	15719	0.2929292929292929	0.0380577427821522	query_1	['GO:0045321']	['ITGB1', 'NCK1', 'PREX1', 'SRC', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'DLG1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'RHOA', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'EFNB2', 'DOCK2', 'LCK', 'EFNB1', 'PTPN11', 'NCK2', 'RAB27A', 'YES1']
53	GO:BP	GO:0007015	actin filament organization	1.06502583415101e-13	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	429	99	23	15719	0.2323232323232323	0.0536130536130536	query_1	['GO:0030036', 'GO:0097435']	['MET', 'NCK1', 'PREX1', 'BCAR1', 'SRC', 'PIK3R1', 'WIPF3', 'WASL', 'WIPF1', 'DLG1', 'PXN', 'WAS', 'RHOA', 'DLC1', 'RHOG', 'GRB2', 'MYO5A', 'SH3KBP1', 'PTK2B', 'ELMO1', 'NCK2', 'ELMO2', 'SHANK3']
28	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	1.0917316647773837e-13	True	Diseases of signal transduction by growth factor receptors and second messengers	410	96	26	10022	0.2708333333333333	0.0634146341463414	query_1	['REAC:R-HSA-1643685']	['MET', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'KIF5B', 'ITGA2B', 'FYN', 'RHOG', 'LYN', 'GRB2', 'EGFR', 'VCL', 'VAV1', 'PLCG1', 'ERBB2', 'TLN1', 'LCK', 'KLC1', 'CBL', 'PTPN11', 'PDGFRA', 'YES1']
54	GO:BP	GO:0032990	cell part morphogenesis	1.4120643167270466e-13	True	"""The process in which the anatomical structures of a cell part are generated and organized."" [GOC:mah]"	651	99	27	15719	0.2727272727272727	0.0414746543778801	query_1	['GO:0032989']	['DLG4', 'ITGB1', 'FN1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'RHOG', 'VCL', 'CHRNA7', 'ERBB2', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'SHANK3']
29	REAC	REAC:R-HSA-5625970	RHO GTPases activate KTN1	1.5966862615968965e-13	True	RHO GTPases activate KTN1	11	96	8	10022	0.0833333333333333	0.7272727272727273	query_1	['REAC:R-HSA-195258']	['KIF5A', 'KLC4', 'KIF5B', 'RHOA', 'RHOG', 'KLC2', 'KTN1', 'KLC1']
30	REAC	REAC:R-HSA-210990	PECAM1 interactions	1.5966862615968965e-13	True	PECAM1 interactions	11	96	8	10022	0.0833333333333333	0.7272727272727273	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3', 'FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11', 'YES1']
55	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	2.0094690033911471e-13	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	305	99	20	15719	0.202020202020202	0.0655737704918032	query_1	['GO:0002764', 'GO:0007166']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK', 'YES1']
8	GO:CC	GO:0045202	synapse	2.616266597118495e-13	True	"""The junction between an axon of one neuron and a dendrite of another neuron, a muscle fiber or a glial cell. As the axon approaches the synapse it enlarges into a specialized structure, the presynaptic terminal bouton, which contains mitochondria and synaptic vesicles. At the tip of the terminal bouton is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic terminal bouton secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane."" [GOC:aruk, ISBN:0198506732, PMID:24619342, PMID:29383328, PMID:31998110]"	1367	99	36	16420	0.3636363636363636	0.0263350402340892	query_1	['GO:0030054']	['MYRIP', 'DLG4', 'GRIN2A', 'ITGB1', 'GOPC', 'SRC', 'TIAM1', 'ITGB3', 'KIF5A', 'CRK', 'DLG3', 'DLG2', 'DYNLL2', 'DLGAP1', 'WASL', 'SOS1', 'DLG1', 'GRIN1', 'FYN', 'GRIN2B', 'RHOA', 'LYN', 'CHRNA7', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'EFNB2', 'CRKL', 'ITSN1', 'PTK2', 'EFNB1', 'SIPA1L1', 'NCK2', 'SHANK3']
56	GO:BP	GO:0048812	neuron projection morphogenesis	2.620382377923961e-13	True	"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]"	610	99	26	15719	0.2626262626262626	0.0426229508196721	query_1	['GO:0031175', 'GO:0120039']	['DLG4', 'ITGB1', 'FN1', 'EPHB4', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'RHOG', 'VCL', 'CHRNA7', 'ERBB2', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'SHANK3']
57	GO:BP	GO:0048522	positive regulation of cellular process	2.857065709979313e-13	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	99	71	15719	0.7171717171717171	0.0135859165709911	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['MYRIP', 'DLG4', 'MET', 'RAPGEF1', 'GRIN2A', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'PREX1', 'BCAR1', 'DOCK1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'ITGB3', 'PIK3R1', 'CRK', 'DLG3', 'RHOQ', 'HGF', 'SHC1', 'PLCG2', 'ZNF398', 'WASL', 'SOS1', 'DLG1', 'GRIN1', 'KIF5B', 'PXN', 'FYN', 'GRIN2B', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'RHOA', 'CFTR', 'DLC1', 'RHOG', 'LYN', 'SHB', 'GRB2', 'LCP2', 'EGFR', 'CHRNA7', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'EFNB2', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'DOCK2', 'LCK', 'EFNB1', 'DOCK5', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3', 'RAB27A', 'YES1']
58	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	3.791857929504114e-13	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	110	99	14	15719	0.1414141414141414	0.1272727272727272	query_1	['GO:0031589']	['ITGAV', 'FN1', 'PREX1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'RHOA', 'CRKL', 'EPHB3', 'PTK2', 'DOCK5']
59	GO:BP	GO:0048468	cell development	3.791857929504114e-13	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2609	99	50	15719	0.5050505050505051	0.0191644308164047	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['DLG4', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'PREX1', 'DOCK1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'PIK3R1', 'CRK', 'HGF', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'ZAP70', 'RHOA', 'CFTR', 'RHOG', 'LYN', 'SHB', 'VCL', 'CHRNA7', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'SH3GL2', 'EFNB2', 'CRKL', 'EPHB3', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'EFNB1', 'SIPA1L1', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3']
9	GO:CC	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	4.029925472582436e-13	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."" [GOC:mah]"	93	99	13	16420	0.1313131313131313	0.1397849462365591	query_1	['GO:0009898', 'GO:0019897']	['DLG4', 'SRC', 'TIAM1', 'FYN', 'ZAP70', 'RHOA', 'LYN', 'SYK', 'PTK2B', 'PTK2', 'LCK', 'SHANK3', 'YES1']
61	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	4.290550234698877e-13	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	99	19	15719	0.1919191919191919	0.0685920577617328	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK', 'YES1']
60	GO:BP	GO:0048584	positive regulation of response to stimulus	4.290550234698877e-13	True	"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	2113	99	45	15719	0.4545454545454545	0.0212967345007098	query_1	['GO:0048518', 'GO:0048583', 'GO:0050896']	['DLG4', 'MET', 'RAPGEF1', 'GRIN2A', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'GRIN1', 'FYN', 'GRIN2B', 'WAS', 'ZAP70', 'RHOA', 'LYN', 'SHB', 'GRB2', 'LCP2', 'EGFR', 'CHRNA7', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SHANK3', 'YES1']
31	REAC	REAC:R-HSA-1643685	Disease	4.719694612573749e-13	True	Disease	1723	96	49	10022	0.5104166666666666	0.028438769587928	query_1	['REAC:0000000']	['MET', 'ITGB1', 'NCK1', 'FN1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'WIPF3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'DYNLL2', 'WASL', 'SOS1', 'WIPF1', 'KIF5B', 'ITGA2B', 'WIPF2', 'FYN', 'WAS', 'CFTR', 'RHOG', 'LYN', 'GRB2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'MYO5A', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TLN1', 'SDC3', 'PTK2', 'DOCK2', 'LCK', 'KLC1', 'ELMO1', 'CBL', 'PTPN11', 'PDGFRA', 'ELMO2', 'DYNLL1', 'YES1']
62	GO:BP	GO:0032989	cellular component morphogenesis	5.090777217592088e-13	True	"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]"	752	99	28	15719	0.2828282828282828	0.0372340425531914	query_1	['GO:0009653', 'GO:0016043', 'GO:0048869']	['DLG4', 'ITGB1', 'FN1', 'EPHB4', 'SRC', 'SPP1', 'EPHA5', 'TIAM1', 'KIF5A', 'WASL', 'SOS1', 'KIF5B', 'FYN', 'DIP2B', 'RHOA', 'RHOG', 'VCL', 'CHRNA7', 'ERBB2', 'SH3GL2', 'EFNB2', 'EPHB3', 'PTK2', 'EFNB1', 'SIPA1L1', 'PTPN11', 'PDGFRA', 'SHANK3']
63	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	5.274000946265194e-13	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	99	10	15719	0.101010101010101	0.2857142857142857	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'LCK', 'YES1']
64	GO:BP	GO:0042327	positive regulation of phosphorylation	5.274000946265194e-13	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	99	28	15719	0.2828282828282828	0.0371352785145888	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'DLG3', 'HGF', 'PLCG2', 'DLG1', 'FYN', 'LAT', 'RHOA', 'LYN', 'LCP2', 'EGFR', 'CHRNA7', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'PTPN11', 'PDGFRA', 'YES1']
32	REAC	REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	5.947369353795317e-13	True	Platelet Aggregation (Plug Formation)	38	96	11	10022	0.1145833333333333	0.2894736842105263	query_1	['REAC:R-HSA-76002']	['FN1', 'BCAR1', 'SRC', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'SYK', 'TLN1', 'PTK2']
65	GO:BP	GO:0045937	positive regulation of phosphate metabolic process	6.277021489435882e-13	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	825	99	29	15719	0.2929292929292929	0.0351515151515151	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'DLG3', 'HGF', 'PLCG2', 'DLG1', 'FYN', 'LAT', 'RHOA', 'DLC1', 'LYN', 'LCP2', 'EGFR', 'CHRNA7', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'PTPN11', 'PDGFRA', 'YES1']
66	GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	6.277021489435882e-13	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	825	99	29	15719	0.2929292929292929	0.0351515151515151	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'DLG3', 'HGF', 'PLCG2', 'DLG1', 'FYN', 'LAT', 'RHOA', 'DLC1', 'LYN', 'LCP2', 'EGFR', 'CHRNA7', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'EPHB3', 'PTK2', 'PTPN11', 'PDGFRA', 'YES1']
33	REAC	REAC:R-HSA-168256	Immune System	6.392066376380264e-13	True	Immune System	1957	96	52	10022	0.5416666666666666	0.0265712825753704	query_1	['REAC:0000000']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'DOCK1', 'KIF5A', 'PIK3R1', 'WIPF3', 'CRK', 'KLC4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'DYNLL2', 'WASL', 'SOS1', 'WIPF1', 'KIF5B', 'WIPF2', 'FYN', 'WAS', 'LAT', 'ZAP70', 'RHOA', 'RHOG', 'LYN', 'GRB2', 'LCP2', 'KLC2', 'VCL', 'VAV1', 'SYK', 'MYO5A', 'PLCG1', 'FCGR1A', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'PTK2', 'DOCK2', 'LCK', 'KLC1', 'ELMO1', 'CBL', 'PTPN11', 'ELMO2', 'DYNLL1', 'RAB27A', 'YES1']
67	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	6.451427755909803e-13	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	245	99	18	15719	0.1818181818181818	0.073469387755102	query_1	['GO:0001932', 'GO:0018108']	['DLG4', 'SRC', 'ITGB3', 'DLG3', 'HGF', 'SHC1', 'PLCG2', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'PTK2B', 'DOCK3', 'CBL', 'PTPN11', 'NCK2', 'YES1']
10	GO:CC	GO:0019897	extrinsic component of plasma membrane	7.119984574841746e-13	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	99	15	16420	0.1515151515151515	0.0974025974025974	query_1	['GO:0005886', 'GO:0019898']	['DLG4', 'SRC', 'TIAM1', 'SYTL3', 'FYN', 'ZAP70', 'RHOA', 'LYN', 'SYK', 'PTK2B', 'CRKL', 'PTK2', 'LCK', 'SHANK3', 'YES1']
68	GO:BP	GO:0051338	regulation of transferase activity	7.576624182612984e-13	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	99	29	15719	0.2929292929292929	0.0348557692307692	query_1	['GO:0050790']	['DLG4', 'MET', 'EPHB4', 'SRC', 'EPHA5', 'ITGB3', 'PIK3R1', 'DLG3', 'HGF', 'SHC1', 'SOS1', 'DLG1', 'LAT', 'RHOA', 'LYN', 'SHB', 'LCP2', 'EGFR', 'CHRNA7', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'EPHB3', 'PTK2', 'CBL', 'NCK2', 'PDGFRA']
34	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	1.317425651984106e-12	True	RAC1 GTPase cycle	182	96	18	10022	0.1875	0.0989010989010989	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PREX1', 'DOCK1', 'TIAM1', 'PIK3R1', 'WIPF3', 'WASL', 'SOS1', 'WIPF1', 'WIPF2', 'WAS', 'DOCK4', 'DLC1', 'KTN1', 'VAV1', 'DOCK3', 'DOCK2', 'DOCK5']
11	GO:CC	GO:0043235	receptor complex	1.339864740539292e-12	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	99	22	16420	0.2222222222222222	0.0472103004291845	query_1	['GO:0032991']	['DLG4', 'MET', 'GRIN2A', 'ITGB1', 'ITGAV', 'EPHB4', 'EPHA5', 'ITGB3', 'DLG3', 'GRIN1', 'ITGA2B', 'GRIN2B', 'ZAP70', 'LYN', 'EGFR', 'CHRNA7', 'SYK', 'ERBB2', 'PTK2B', 'EPHB3', 'ITGB6', 'PDGFRA']
35	REAC	REAC:R-HSA-9658195	Leishmania infection	1.4215607253351758e-12	True	Leishmania infection	242	96	20	10022	0.2083333333333333	0.0826446280991735	query_1	['REAC:R-HSA-5663205']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'PLCG2', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'MYO5A', 'PLCG1', 'FCGR1A', 'PTK2', 'ELMO1', 'ELMO2', 'YES1']
69	GO:BP	GO:0051345	positive regulation of hydrolase activity	1.6225050322792888e-12	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	548	99	24	15719	0.2424242424242424	0.0437956204379562	query_1	['GO:0043085', 'GO:0051336']	['RAPGEF1', 'GRIN2A', 'ITGB1', 'PREX1', 'TIAM1', 'CRK', 'ITK', 'SOS1', 'GRIN1', 'FYN', 'GRIN2B', 'RHOA', 'DLC1', 'RHOG', 'LYN', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'LCK', 'SIPA1L1', 'PDGFRA']
