Wiedemann-Rautenstrauch syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
134	GO:BP	GO:0006952	defense response	5.47005545419012e-09	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1650	100	34	15719	0.34	0.0206060606060606	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'FGA', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'POLR3D', 'FYN', 'LAT', 'LYN', 'TNC', 'JAM3', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ADAM15', 'PTPN11', 'MFAP4']
49	REAC	REAC:R-HSA-2172127	DAP12 interactions	5.487143408248329e-09	True	DAP12 interactions	33	93	8	10022	0.086021505376344	0.2424242424242424	query_1	['REAC:R-HSA-168249']	['PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'SYK', 'PLCG1', 'LCK']
50	REAC	REAC:R-HSA-2871809	FCERI mediated Ca+2 mobilization	5.487143408248329e-09	True	FCERI mediated Ca+2 mobilization	33	93	8	10022	0.086021505376344	0.2424242424242424	query_1	['REAC:R-HSA-2454202']	['ITK', 'PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
53	REAC	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	5.495871358118627e-09	True	Signaling by ERBB2 in Cancer	21	93	7	10022	0.075268817204301	0.3333333333333333	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2']
51	REAC	REAC:R-HSA-9027284	Erythropoietin activates RAS	5.495871358118627e-09	True	Erythropoietin activates RAS	12	93	6	10022	0.064516129032258	0.5	query_1	['REAC:R-HSA-9006335']	['RAPGEF1', 'SHC1', 'SOS1', 'LYN', 'VAV1', 'CRKL']
52	REAC	REAC:R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	5.495871358118627e-09	True	Fcgamma receptor (FCGR) dependent phagocytosis	89	93	11	10022	0.1182795698924731	0.1235955056179775	query_1	['REAC:R-HSA-168249']	['PIK3R1', 'CRK', 'PLCG2', 'FYN', 'LYN', 'HSP90AA1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
136	GO:BP	GO:0044093	positive regulation of molecular function	5.502789332151529e-09	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	100	32	15719	0.32	0.0217835262083049	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'ITGB3', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'HSP90AA1', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'PTK2', 'LCK', 'THBS1', 'PDGFRA', 'PIH1D1']
137	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	5.554884129409618e-09	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	190	100	13	15719	0.13	0.0684210526315789	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'LTBP1', 'LOX', 'PXN', 'FBN1', 'FBN2', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3']
22	GO:CC	GO:0005576	extracellular region	5.7126269390589836e-09	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	101	52	16420	0.5148514851485149	0.0138040881337934	query_1	['GO:0110165']	['MET', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'PLCG2', 'LTBP1', 'LOX', 'ITGA2B', 'ITGA4', 'IQGAP1', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'MFAP3', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'APOA1', 'FBN1', 'AOX1', 'HSP90AA1', 'FGB', 'VCL', 'FBN2', 'FGG', 'CDH1', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'VTN', 'TLN1', 'VCAM1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELN', 'MFAP4']
138	GO:BP	GO:0040007	growth	5.979066759659326e-09	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	100	25	15719	0.25	0.0278396436525612	query_1	['GO:0008150']	['ITGB1', 'FN1', 'BCAR1', 'SRC', 'SPP1', 'CRK', 'LRP4', 'SOS1', 'ITGA4', 'IQGAP1', 'FBLN5', 'TNC', 'EGFR', 'URI1', 'HSP90AA1', 'VCL', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'ADAM15', 'PTPN11']
23	GO:CC	GO:0005577	fibrinogen complex	6.540838810739602e-09	True	"""A highly soluble, elongated protein complex found in blood plasma and involved in clot formation. It is converted into fibrin monomer by the action of thrombin. In the mouse, fibrinogen is a hexamer, 46 nm long and 9 nm maximal diameter, containing two sets of nonidentical chains (alpha, beta, and gamma) linked together by disulfide bonds."" [ISBN:0198547684]"	8	101	5	16420	0.0495049504950495	0.625	query_1	['GO:0005615', 'GO:0032991']	['FN1', 'FGA', 'FGB', 'FGG', 'THBS1']
140	GO:BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	6.7074603738918146e-09	True	"""An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GOC:phg, PMID:12488490, PMID:15466916]"	27	100	7	15719	0.07	0.2592592592592592	query_1	['GO:0002431', 'GO:0002433', 'GO:0038094']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
139	GO:BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	6.7074603738918146e-09	True	"""An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GO_REF:0000022, GOC:add, GOC:bf, ISBN:0781735149]"	27	100	7	15719	0.07	0.2592592592592592	query_1	['GO:0002252', 'GO:0002768', 'GO:0006909']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
141	GO:BP	GO:0035239	tube morphogenesis	6.7370415009604735e-09	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	100	24	15719	0.24	0.0289156626506024	query_1	['GO:0009653', 'GO:0035295']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'SHC1', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'JAM3', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'PTK2', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA']
142	GO:BP	GO:0070887	cellular response to chemical stimulus	6.772500628627104e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2579	100	43	15719	0.43	0.0166731291198138	query_1	['GO:0042221', 'GO:0051716']	['MET', 'RAPGEF1', 'ITGA9', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'LOX', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'FBLN5', 'GRB2', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'FBN1', 'AOX1', 'FGB', 'VAV1', 'SYK', 'FGG', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VCAM1', 'PTK2', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
24	GO:CC	GO:0032587	ruffle membrane	6.9602565392949675e-09	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	99	101	10	16420	0.099009900990099	0.101010101010101	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
143	GO:BP	GO:0051338	regulation of transferase activity	6.976047010197174e-09	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	100	24	15719	0.24	0.0288461538461538	query_1	['GO:0050790']	['MET', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'CBL', 'PDGFRA', 'PIH1D1']
144	GO:BP	GO:0050896	response to stimulus	7.139309771118854e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	100	81	15719	0.81	0.0101567398119122	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LAT', 'MADCAM1', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'LCP2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'PFDN5', 'PAPSS2', 'FBN1', 'AOX1', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
145	GO:BP	GO:0050790	regulation of catalytic activity	7.617688354887086e-09	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	100	35	15719	0.35	0.019774011299435	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'SOS1', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'URI1', 'APOA1', 'HSP90AA1', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PDGFRA', 'PIH1D1']
146	GO:BP	GO:0006897	endocytosis	8.303104051040994e-09	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	100	22	15719	0.22	0.0315186246418338	query_1	['GO:0016192']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'LRP4', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'EGFR', 'APOA1', 'VAV1', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'PTK2', 'THBS1', 'CBL']
147	GO:BP	GO:0007044	cell-substrate junction assembly	8.393071285579602e-09	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]"	93	100	10	15719	0.1	0.1075268817204301	query_1	['GO:0034329', 'GO:0150115']	['FN1', 'SRC', 'ITGB3', 'ITGA5', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'THBS1']
148	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	9.721937098985194e-09	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	100	13	15719	0.13	0.065	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'SRC', 'FGA', 'ITGB3', 'SHC1', 'EGFR', 'FGB', 'FGG', 'PTK2B', 'VEGFA', 'CRKL', 'PTPN11', 'PDGFRA']
149	GO:BP	GO:0051246	regulation of protein metabolic process	9.77225847045274e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	100	41	15719	0.41	0.0171118530884808	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'PFDN1', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'VBP1', 'PFDN5', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PIH1D1']
150	GO:BP	GO:0001525	angiogenesis	9.814384867622493e-09	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]"	510	100	19	15719	0.19	0.0372549019607843	query_1	['GO:0048514', 'GO:0048646']	['ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'SHC1', 'ITGA2B', 'ITGA5', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'PTK2', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA']
151	GO:BP	GO:1905906	regulation of amyloid fibril formation	9.88396212526824e-09	True	"""Any process that modulates the frequency, rate or extent of amyloid fibril formation."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]"	16	100	6	15719	0.06	0.375	query_1	['GO:0051246', 'GO:1902903', 'GO:1990000']	['PFDN1', 'VBP1', 'PFDN5', 'PFDN4', 'PFDN2', 'PFDN6']
152	GO:BP	GO:0018193	peptidyl-amino acid modification	1.077017686568822e-08	True	"""The alteration of an amino acid residue in a peptide."" [GOC:mah]"	1167	100	28	15719	0.28	0.0239931448157669	query_1	['GO:0036211']	['MET', 'SRC', 'ITGB3', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LOX', 'ITGA5', 'FYN', 'LYN', 'LOXL1', 'EGFR', 'APOA1', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
153	GO:BP	GO:0002253	activation of immune response	1.0911670149259593e-08	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	454	100	18	15719	0.18	0.039647577092511	query_1	['GO:0002376', 'GO:0050778']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'HSP90AA1', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK', 'MFAP4']
54	REAC	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	1.1006106575602551e-08	True	Signaling by EGFR in Cancer	23	93	7	10022	0.075268817204301	0.3043478260869565	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PLCG1', 'CBL']
55	REAC	REAC:R-HSA-114608	Platelet degranulation 	1.1006106575602551e-08	True	Platelet degranulation 	121	93	12	10022	0.1290322580645161	0.0991735537190082	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA', 'TLN1', 'THBS1']
154	GO:BP	GO:0010631	epithelial cell migration	1.1421247372248105e-08	True	"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]"	294	100	15	15719	0.15	0.0510204081632653	query_1	['GO:0001667', 'GO:0090132']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'PXN', 'APOA1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'ITGA3', 'PTPN11']
155	GO:BP	GO:0031401	positive regulation of protein modification process	1.1850184717091454e-08	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	100	25	15719	0.25	0.0267952840300107	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['SRC', 'ITGB3', 'TGFB3', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'THBS1', 'PTPN11', 'PIH1D1']
25	GO:CC	GO:0001726	ruffle	1.20483929934222e-08	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	177	101	12	16420	0.1188118811881188	0.0677966101694915	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'IQGAP1', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
156	GO:BP	GO:0090132	epithelium migration	1.2385935508925803e-08	True	"""The process in which the population of cells that make up an epithelium undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	296	100	15	15719	0.15	0.0506756756756756	query_1	['GO:0090130']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'PXN', 'APOA1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'ITGA3', 'PTPN11']
157	GO:BP	GO:0010243	response to organonitrogen compound	1.252389425451807e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	100	26	15719	0.26	0.0256410256410256	query_1	['GO:0010033', 'GO:1901698']	['RAPGEF1', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'EGFR', 'FBN1', 'HSP90AA1', 'SYK', 'CDH1', 'PTK2B', 'AGRN', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
158	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	1.3470872482914198e-08	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	48	100	8	15719	0.08	0.1666666666666666	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'CRK', 'LYN', 'JAM3', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
159	GO:BP	GO:0090130	tissue migration	1.5321757544522772e-08	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	301	100	15	15719	0.15	0.0498338870431893	query_1	['GO:0032501']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'PXN', 'APOA1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'ITGA3', 'PTPN11']
56	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	1.7075197626928182e-08	True	Response to elevated platelet cytosolic Ca2+	126	93	12	10022	0.1290322580645161	0.0952380952380952	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA', 'TLN1', 'THBS1']
160	GO:BP	GO:0045123	cellular extravasation	1.7672228378155726e-08	True	"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]"	73	100	9	15719	0.09	0.1232876712328767	query_1	['GO:0050900']	['ITGB1', 'CRK', 'ITGA4', 'MADCAM1', 'JAM3', 'CRKL', 'VCAM1', 'ITGB7', 'JAM2']
161	GO:BP	GO:0010033	response to organic substance	1.8772543064370595e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	100	43	15719	0.43	0.0160928143712574	query_1	['GO:0042221']	['MET', 'RAPGEF1', 'ITGB1', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'LOX', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'GRB2', 'LOXL1', 'EGFR', 'URI1', 'APOA1', 'FBN1', 'HSP90AA1', 'FGB', 'SYK', 'FGG', 'CDH1', 'PTK2B', 'AGRN', 'CRKL', 'VCAM1', 'PTK2', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
162	GO:BP	GO:0010941	regulation of cell death	1.9285940260206207e-08	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	100	32	15719	0.32	0.0205920205920205	query_1	['GO:0008219', 'GO:0050794']	['MET', 'ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'PLCG2', 'LOX', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'EGFR', 'URI1', 'HSP90AA1', 'FGB', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'PIH1D1']
163	GO:BP	GO:1901653	cellular response to peptide	1.957644871999233e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	100	16	15719	0.16	0.0445682451253481	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'FBN1', 'VCAM1', 'PTK2', 'PTPN11']
164	GO:BP	GO:0002764	immune response-regulating signaling pathway	1.9947746558009463e-08	True	"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	415	100	17	15719	0.17	0.0409638554216867	query_1	['GO:0007165', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
57	REAC	REAC:R-HSA-1433557	Signaling by SCF-KIT	2.0430579146698937e-08	True	Signaling by SCF-KIT	39	93	8	10022	0.086021505376344	0.2051282051282051	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'LCK', 'CBL', 'PTPN11']
58	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	2.190868868113091e-08	True	Non-integrin membrane-ECM interactions	57	93	9	10022	0.0967741935483871	0.1578947368421052	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TNC', 'AGRN', 'VTN', 'THBS1']
59	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	2.801342194579529e-08	True	Oncogenic MAPK signaling	80	93	10	10022	0.1075268817204301	0.125	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'IQGAP1', 'FGB', 'VCL', 'FGG', 'TLN1']
165	GO:BP	GO:0030154	cell differentiation	3.056605421801335e-08	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4042	100	54	15719	0.54	0.0133597229094507	query_1	['GO:0048869']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'ITGA4', 'IQGAP1', 'SH3PXD2A', 'LYN', 'GRB2', 'TNC', 'JAM3', 'EGFR', 'FBN1', 'HSP90AA1', 'VCL', 'VAV1', 'FBN2', 'SYK', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA', 'PIH1D1']
