Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
80	REAC	REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	5.752228125306051e-05	True	Constitutive Signaling by Aberrant PI3K in Cancer	63	77	6	10022	0.0779220779220779	0.0952380952380952	query_1	['REAC:R-HSA-2219528']	['PIK3R1', 'GAB1', 'EGFR', 'ERBB2', 'ESR1', 'GAB2']
41	GO:BP	GO:1903817	negative regulation of voltage-gated potassium channel activity	6.9049335219718e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of voltage-gated potassium channel activity."" [GO_REF:0000059, GOC:TermGenie, PMID:19219384]"	13	99	4	15719	0.0404040404040404	0.3076923076923077	query_1	['GO:1901017', 'GO:2001258']	['KCNE5', 'KCNE2', 'KCNQ1', 'KCNE1']
15	GO:CC	GO:0045121	membrane raft	6.991831973177456e-05	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	318	98	11	16420	0.1122448979591836	0.0345911949685534	query_1	['GO:0098857']	['LRRK2', 'AKAP5', 'PRKAR1A', 'PRKAR2B', 'RET', 'EGFR', 'PRKAR2A', 'KCNQ1', 'PRKACA', 'CBL', 'KCNE1']
16	GO:CC	GO:0098857	membrane microdomain	6.991831973177456e-05	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	319	98	11	16420	0.1122448979591836	0.0344827586206896	query_1	['GO:0016020']	['LRRK2', 'AKAP5', 'PRKAR1A', 'PRKAR2B', 'RET', 'EGFR', 'PRKAR2A', 'KCNQ1', 'PRKACA', 'CBL', 'KCNE1']
82	REAC	REAC:R-HSA-1433557	Signaling by SCF-KIT	7.635376251562321e-05	True	Signaling by SCF-KIT	39	77	5	10022	0.0649350649350649	0.1282051282051282	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB2', 'CBL', 'GRAP2']
81	REAC	REAC:R-HSA-5654736	Signaling by FGFR1	7.635376251562321e-05	True	Signaling by FGFR1	39	77	5	10022	0.0649350649350649	0.1282051282051282	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1', 'CBL']
42	GO:BP	GO:0051085	chaperone cofactor-dependent protein refolding	8.888673805338519e-05	True	"""The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release."" [GOC:rb]"	31	99	5	15719	0.0505050505050505	0.1612903225806451	query_1	['GO:0051084', 'GO:0061077']	['HSPA1A', 'HSPH1', 'HSPA8', 'PTGES3', 'DNAJC7']
43	GO:BP	GO:0033157	regulation of intracellular protein transport	9.812525776494528e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:mah]"	226	99	10	15719	0.101010101010101	0.0442477876106194	query_1	['GO:0006886', 'GO:0032386', 'GO:0051223']	['LRRK2', 'AKAP5', 'PIK3R1', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3', 'KCNE1']
44	GO:BP	GO:0086005	ventricular cardiac muscle cell action potential	9.812525776494528e-05	True	"""An action potential that occurs in a ventricular cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	32	99	5	15719	0.0505050505050505	0.15625	query_1	['GO:0086002']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
45	GO:BP	GO:0043267	negative regulation of potassium ion transport	9.812525776494528e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	32	99	5	15719	0.0505050505050505	0.15625	query_1	['GO:0006813', 'GO:0043266', 'GO:0043271']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
83	REAC	REAC:R-HSA-8963896	HDL assembly	0.0001021982442803	True	HDL assembly	7	77	3	10022	0.0389610389610389	0.4285714285714285	query_1	['REAC:R-HSA-8963898']	['PRKACB', 'PRKACG', 'PRKACA']
46	GO:BP	GO:0009719	response to endogenous stimulus	0.0001026145701641	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	99	27	15719	0.2727272727272727	0.0166256157635468	query_1	['GO:0050896']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE2D3', 'GRB2', 'EGFR', 'HSP90AA1', 'PLCG1', 'USP8', 'AKAP9', 'ERBB2', 'KCNQ1', 'ESR1', 'PRKACA', 'DNAJA1', 'HSPA8', 'PTGES3', 'GAREM1', 'CBL', 'KCNE1', 'PDCD6']
47	GO:BP	GO:0061337	cardiac conduction	0.0001070057232793	True	"""Transfer of an organized electrical impulse across the heart to coordinate the contraction of cardiac muscles. The process begins with generation of an action potential (in the sinoatrial node (SA) in humans) and ends with a change in the rate, frequency, or extent of the contraction of the heart muscles."" [GOC:dph]"	92	99	7	15719	0.0707070707070707	0.0760869565217391	query_1	['GO:0008016']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
48	GO:BP	GO:0051246	regulation of protein metabolic process	0.0001096697087802	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	99	34	15719	0.3434343434343434	0.0141903171953255	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'RNF128', 'SOS1', 'PRKACB', 'SH3D19', 'KCNE2', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'OTUB1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'PRKACA', 'DNAJA1', 'UBL7', 'CBL', 'PDCD6', 'UBE2N', 'CDC37']
88	REAC	REAC:R-HSA-5654687	Downstream signaling of activated FGFR1	0.0001139737975187	True	Downstream signaling of activated FGFR1	21	77	4	10022	0.0519480519480519	0.1904761904761904	query_1	['REAC:R-HSA-5654736']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1']
86	REAC	REAC:R-HSA-5654716	Downstream signaling of activated FGFR4	0.0001139737975187	True	Downstream signaling of activated FGFR4	21	77	4	10022	0.0519480519480519	0.1904761904761904	query_1	['REAC:R-HSA-5654743']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1']
85	REAC	REAC:R-HSA-9006115	Signaling by NTRK2 (TRKB)	0.0001139737975187	True	Signaling by NTRK2 (TRKB)	21	77	4	10022	0.0519480519480519	0.1904761904761904	query_1	['REAC:R-HSA-166520']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1']
84	REAC	REAC:R-HSA-199992	trans-Golgi Network Vesicle Budding	0.0001139737975187	True	trans-Golgi Network Vesicle Budding	72	77	6	10022	0.0779220779220779	0.0833333333333333	query_1	['REAC:R-HSA-199991']	['CLINT1', 'SH3D19', 'FTL', 'FTH1', 'PUM1', 'HSPA8']
87	REAC	REAC:R-HSA-5358351	Signaling by Hedgehog	0.0001139737975187	True	Signaling by Hedgehog	149	77	8	10022	0.1038961038961039	0.0536912751677852	query_1	['REAC:R-HSA-162582']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKACG', 'PRKAR2A', 'GPR161', 'PRKACA']
49	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	0.0001144358539327	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	99	12	15719	0.1212121212121212	0.0342857142857142	query_1	['GO:0045859']	['LRRK2', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'SOS1', 'EGFR', 'PRKAR2A', 'CHORDC1', 'ERBB2', 'DNAJA1', 'CDC37']
50	GO:BP	GO:0060048	cardiac muscle contraction	0.0001197678474406	True	"""Muscle contraction of cardiac muscle tissue."" [GOC:dph]"	135	99	8	15719	0.0808080808080808	0.0592592592592592	query_1	['GO:0006941', 'GO:0060047']	['KCNE5', 'KCNH2', 'KCNE2', 'HSP90AA1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
52	GO:BP	GO:0071363	cellular response to growth factor stimulus	0.0001213928748241	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:mah]"	638	99	16	15719	0.1616161616161616	0.0250783699059561	query_1	['GO:0070848', 'GO:0071495']	['HSPA1A', 'DDR2', 'HSP90AB1', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE2D3', 'GRB2', 'EGFR', 'PLCG1', 'USP8', 'ERBB2', 'GAREM1', 'CBL', 'PDCD6']
51	GO:BP	GO:0140115	export across plasma membrane	0.0001213928748241	True	"""The directed movement of some substance from inside of a cell, across the plasma membrane and into the extracellular region."" [GOC:pg]"	61	99	6	15719	0.0606060606060606	0.0983606557377049	query_1	['GO:0055085', 'GO:0140352']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'KCNQ1', 'KCNE1']
89	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	0.0001274847427156	True	Interleukin-2 family signaling	44	77	5	10022	0.0649350649350649	0.1136363636363636	query_1	['REAC:R-HSA-449147']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'GAB2']
90	REAC	REAC:R-HSA-74751	Insulin receptor signalling cascade	0.0001274847427156	True	Insulin receptor signalling cascade	44	77	5	10022	0.0649350649350649	0.1136363636363636	query_1	['REAC:R-HSA-74752']	['PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'GAB2']
91	REAC	REAC:R-HSA-5654696	Downstream signaling of activated FGFR2	0.0001325846939503	True	Downstream signaling of activated FGFR2	22	77	4	10022	0.0519480519480519	0.1818181818181818	query_1	['REAC:R-HSA-5654738']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1']
53	GO:BP	GO:0061684	chaperone-mediated autophagy	0.0001347329140612	True	"""The autophagy process which begins when chaperones and co-chaperones recognize a target motif and unfold the substrate protein. The proteins are then transported to the lysosome where they are degraded."" [GOC:pad, GOC:PARL, PMID:22743996, PMID:23434281]"	16	99	4	15719	0.0404040404040404	0.25	query_1	['GO:0006914', 'GO:0030163']	['STUB1', 'HSP90AA1', 'HSPA8', 'BAG3']
54	GO:BP	GO:0050790	regulation of catalytic activity	0.0001417541943341	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	99	28	15719	0.2828282828282828	0.015819209039548	query_1	['GO:0065009']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'SOS1', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'CHORDC1', 'AKAP9', 'ERBB2', 'ESR1', 'DNAJA1', 'PTGES3', 'CBL', 'PDCD6', 'UBE2N', 'CDC37']
55	GO:BP	GO:0051084	'de novo' post-translational protein folding	0.0001457553817462	True	"""The process of assisting in the correct noncovalent folding of newly formed polypeptides or folding intermediates of polypeptides that have exited the ribosome and/or have been stabilized and transferred by other chaperone proteins. This process could involve several cycles of ATP hydrolysis."" [GOC:rb]"	36	99	5	15719	0.0505050505050505	0.1388888888888889	query_1	['GO:0006458']	['HSPA1A', 'HSPH1', 'HSPA8', 'PTGES3', 'DNAJC7']
56	GO:BP	GO:0051223	regulation of protein transport	0.0001457553817462	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	99	14	15719	0.1414141414141414	0.0279441117764471	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['LRRK2', 'AKAP5', 'PIK3R1', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'DNAJA1', 'HSPA8', 'BAG3', 'KCNE1']
57	GO:BP	GO:0002027	regulation of heart rate	0.0001457553817462	True	"""Any process that modulates the frequency or rate of heart contraction."" [GOC:dph, GOC:tb, PMID:10358008]"	99	99	7	15719	0.0707070707070707	0.0707070707070707	query_1	['GO:0008016', 'GO:0065008']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
58	GO:BP	GO:0033554	cellular response to stress	0.0001539832692742	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1891	99	29	15719	0.2929292929292929	0.0153358011634056	query_1	['GO:0006950', 'GO:0051716']	['SCARA5', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'STUB1', 'UBE2D3', 'UBE4B', 'ENDOG', 'GRB2', 'HSPB8', 'EGFR', 'HSP90AA1', 'RADX', 'OTUB1', 'CHORDC1', 'UBE2V2', 'PRKACA', 'DNAJA1', 'HSPA8', 'UBL7', 'DNAJC7', 'BAG3', 'CBL', 'PDCD6', 'CCDC117', 'UBE2N', 'CDC37']
59	GO:BP	GO:0010737	protein kinase A signaling	0.0001586092057445	True	"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase A, which occurs as a result of a single trigger reaction or compound."" [GOC:BHF, GOC:dph, GOC:tb]"	37	99	5	15719	0.0505050505050505	0.1351351351351351	query_1	['GO:0035556']	['LRRK2', 'AKAP5', 'PRKACB', 'PRKACG', 'PRKACA']
92	REAC	REAC:R-HSA-112316	Neuronal System	0.0001676526525885	True	Neuronal System	378	77	12	10022	0.1558441558441558	0.0317460317460317	query_1	['REAC:0000000']	['AKAP5', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'KCNH2', 'KCNB1', 'PRKACG', 'PRKAR2A', 'KCNQ1', 'PRKACA', 'HSPA8']
93	REAC	REAC:R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	0.0001676526525885	True	Binding and Uptake of Ligands by Scavenger Receptors	47	77	5	10022	0.0649350649350649	0.1063829787234042	query_1	['REAC:R-HSA-5653656']	['SCARA5', 'HSPH1', 'FTL', 'HSP90AA1', 'FTH1']
94	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0001676526525885	True	Anti-inflammatory response favouring Leishmania parasite infection	159	77	8	10022	0.1038961038961039	0.050314465408805	query_1	['REAC:R-HSA-9664433']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKACG', 'PRKAR2A', 'PLCG1', 'PRKACA']
95	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0001676526525885	True	Leishmania parasite growth and survival	159	77	8	10022	0.1038961038961039	0.050314465408805	query_1	['REAC:R-HSA-9658195']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKACG', 'PRKAR2A', 'PLCG1', 'PRKACA']
60	GO:BP	GO:0070848	response to growth factor	0.000183533452984	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF, GOC:mah]"	667	99	16	15719	0.1616161616161616	0.0239880059970015	query_1	['GO:0009719']	['HSPA1A', 'DDR2', 'HSP90AB1', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE2D3', 'GRB2', 'EGFR', 'PLCG1', 'USP8', 'ERBB2', 'GAREM1', 'CBL', 'PDCD6']
61	GO:BP	GO:1902259	regulation of delayed rectifier potassium channel activity	0.0001897850549436	True	"""Any process that modulates the frequency, rate or extent of delayed rectifier potassium channel activity."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:11299204]"	18	99	4	15719	0.0404040404040404	0.2222222222222222	query_1	['GO:1901016', 'GO:2001257']	['KCNE5', 'KCNE2', 'KCNQ1', 'KCNE1']
63	GO:BP	GO:1904064	positive regulation of cation transmembrane transport	0.0001897850549436	True	"""Any process that activates or increases the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	148	99	8	15719	0.0808080808080808	0.054054054054054	query_1	['GO:0034767', 'GO:0098655', 'GO:1904062']	['KCNE5', 'AKAP5', 'KCNH2', 'KCNE2', 'PLCG1', 'AKAP9', 'KCNQ1', 'KCNE1']
62	GO:BP	GO:0032388	positive regulation of intracellular transport	0.0001897850549436	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	197	99	9	15719	0.0909090909090909	0.0456852791878172	query_1	['GO:0032386', 'GO:0046907', 'GO:0048522', 'GO:0051050']	['AKAP5', 'PIK3R1', 'PTPN23', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3']
64	GO:BP	GO:1901565	organonitrogen compound catabolic process	0.0001970376833272	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1302	99	23	15719	0.2323232323232323	0.0176651305683563	query_1	['GO:1901564', 'GO:1901575']	['UBE2I', 'HSPA1A', 'LRRK2', 'DPP3', 'HSP90AB1', 'PTPN23', 'STUB1', 'RNF128', 'UBE2G1', 'UBE2D3', 'UBE4B', 'SH3D19', 'KCNE2', 'EGFR', 'HSP90AA1', 'USP8', 'UBE2D2', 'PRKACA', 'HSPA8', 'UBL7', 'BAG3', 'CBL', 'UBE2N']
65	GO:BP	GO:1905323	telomerase holoenzyme complex assembly	0.0002073078462936	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase holoenzyme complex."" [GO_REF:0000079, GOC:TermGenie, PMID:26305931]"	6	99	3	15719	0.0303030303030303	0.5	query_1	['GO:0022618']	['HSP90AB1', 'HSP90AA1', 'PTGES3']
67	GO:BP	GO:0051603	proteolysis involved in protein catabolic process	0.0002090576903913	True	"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]"	762	99	17	15719	0.1717171717171717	0.0223097112860892	query_1	['GO:0006508', 'GO:0030163']	['UBE2I', 'HSPA1A', 'LRRK2', 'HSP90AB1', 'PTPN23', 'STUB1', 'RNF128', 'UBE2G1', 'UBE2D3', 'UBE4B', 'KCNE2', 'USP8', 'UBE2D2', 'PRKACA', 'UBL7', 'CBL', 'UBE2N']
66	GO:BP	GO:0006458	'de novo' protein folding	0.0002090576903913	True	"""The process of assisting in the folding of a nascent peptide chain into its correct tertiary structure."" [GOC:mb]"	40	99	5	15719	0.0505050505050505	0.125	query_1	['GO:0006457']	['HSPA1A', 'HSPH1', 'HSPA8', 'PTGES3', 'DNAJC7']
96	REAC	REAC:R-HSA-2424491	DAP12 signaling	0.0002136939443962	True	DAP12 signaling	25	77	4	10022	0.0519480519480519	0.16	query_1	['REAC:R-HSA-2172127']	['PIK3R1', 'SOS1', 'PLCG1', 'GRAP2']
68	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0002148834964155	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	99	14	15719	0.1414141414141414	0.026615969581749	query_1	['GO:0032880', 'GO:0045184']	['LRRK2', 'AKAP5', 'PIK3R1', 'PTPN23', 'PRKAR1A', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'DNAJA1', 'HSPA8', 'BAG3', 'KCNE1']
69	GO:BP	GO:0086003	cardiac muscle cell contraction	0.0002253530023684	True	"""The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	71	99	6	15719	0.0606060606060606	0.0845070422535211	query_1	['GO:0060048', 'GO:0070252']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
70	GO:BP	GO:1901381	positive regulation of potassium ion transmembrane transport	0.0002258890920352	True	"""Any process that activates or increases the frequency, rate or extent of potassium ion transmembrane transport."" [GOC:BHF, GOC:TermGenie]"	41	99	5	15719	0.0505050505050505	0.1219512195121951	query_1	['GO:0043268', 'GO:0071805', 'GO:1901379', 'GO:1904064']	['KCNE5', 'KCNH2', 'AKAP9', 'KCNQ1', 'KCNE1']
71	GO:BP	GO:0090316	positive regulation of intracellular protein transport	0.000226498967415	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	154	99	8	15719	0.0808080808080808	0.0519480519480519	query_1	['GO:0006886', 'GO:0032388', 'GO:0033157', 'GO:0051222']	['AKAP5', 'PIK3R1', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3']
97	REAC	REAC:R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	0.0002299355016084	True	ADORA2B mediated anti-inflammatory cytokines production	122	77	7	10022	0.0909090909090909	0.0573770491803278	query_1	['REAC:R-HSA-9662851']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKACG', 'PRKAR2A', 'PRKACA']
98	REAC	REAC:R-HSA-162582	Signal Transduction	0.0002299355016084	True	Signal Transduction	2438	77	35	10022	0.4545454545454545	0.0143560295324036	query_1	['REAC:0000000']	['STIP1', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'FKBP5', 'SOS1', 'GAB1', 'UBE2D3', 'ANKRD26', 'PRKACB', 'GFRA3', 'EGFR', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'USP8', 'ERBB2', 'ESR1', 'PRKACA', 'GAB2', 'SHC3', 'PTGES3', 'ARTN', 'CBL', 'GRAP2', 'CDC37']
72	GO:BP	GO:0086001	cardiac muscle cell action potential	0.0002345449673667	True	"""An action potential that occurs in a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]"	72	99	6	15719	0.0606060606060606	0.0833333333333333	query_1	['GO:0001508']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
73	GO:BP	GO:0042325	regulation of phosphorylation	0.0002426860674476	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	99	21	15719	0.2121212121212121	0.0185022026431718	query_1	['GO:0016310', 'GO:0019220']	['DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'SOS1', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'CHORDC1', 'AKAP9', 'ERBB2', 'DNAJA1', 'PTGES3', 'CBL', 'CDC37']
99	REAC	REAC:R-HSA-912526	Interleukin receptor SHC signaling	0.0002435478630008	True	Interleukin receptor SHC signaling	26	77	4	10022	0.0519480519480519	0.1538461538461538	query_1	['REAC:R-HSA-451927', 'REAC:R-HSA-512988']	['PIK3R1', 'SHC1', 'SOS1', 'GAB2']
100	REAC	REAC:R-HSA-5576891	Cardiac conduction	0.0002501986371885	True	Cardiac conduction	124	77	7	10022	0.0909090909090909	0.0564516129032258	query_1	['REAC:R-HSA-397014']	['KCNE5', 'KCNH2', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
74	GO:BP	GO:2000479	regulation of cAMP-dependent protein kinase activity	0.0002532935888939	True	"""Any process that modulates the frequency, rate or extent of cAMP-dependent protein kinase activity."" [GOC:obol]"	20	99	4	15719	0.0404040404040404	0.2	query_1	['GO:0071900']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKAR2A']
75	GO:BP	GO:0071901	negative regulation of protein serine/threonine kinase activity	0.0002675493576531	True	"""Any process that decreases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:BHF, GOC:mah]"	113	99	7	15719	0.0707070707070707	0.0619469026548672	query_1	['GO:0006469', 'GO:0071900']	['CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKAR2A', 'CHORDC1', 'DNAJA1']
77	GO:BP	GO:0035556	intracellular signal transduction	0.0002712750175911	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2545	99	34	15719	0.3434343434343434	0.0133595284872298	query_1	['GO:0007165']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'SOS1', 'PRKACB', 'AKAP11', 'ENDOG', 'GRB2', 'EGFR', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'PLCG1', 'USP8', 'ERBB2', 'ESR1', 'PRKACA', 'GAB2', 'SHC3', 'DNAJA1', 'GAREM1', 'CBL', 'PDCD6', 'UBE2N', 'GRAP2']
76	GO:BP	GO:0032386	regulation of intracellular transport	0.0002712750175911	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	99	11	15719	0.1111111111111111	0.0332326283987915	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['LRRK2', 'AKAP5', 'PIK3R1', 'PTPN23', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'PRKACA', 'BAG3', 'KCNE1']
101	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	0.000284781529263	True	Signaling by ERBB4	53	77	5	10022	0.0649350649350649	0.0943396226415094	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'ESR1']
78	GO:BP	GO:1901017	negative regulation of potassium ion transmembrane transporter activity	0.0002956163513257	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transporter activity."" [GOC:BHF, GOC:TermGenie]"	21	99	4	15719	0.0404040404040404	0.1904761904761904	query_1	['GO:0032413', 'GO:1901016', 'GO:1901380']	['KCNE5', 'KCNE2', 'KCNQ1', 'KCNE1']
79	GO:BP	GO:1901621	negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	0.0002979305659232	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of smoothened signaling pathway involved in dorsal/ventral neural tube patterning."" [GOC:TermGenie]"	7	99	3	15719	0.0303030303030303	0.4285714285714285	query_1	['GO:0045879', 'GO:0060831', 'GO:1901620']	['PRKACB', 'GPR161', 'PRKACA']
