Trichothiodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
401	GO:BP	GO:0035264	multicellular organism growth	0.0006095724788195	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	107	7	15719	0.0654205607476635	0.046979865771812	query_1	['GO:0032501', 'GO:0048589']	['AR', 'EP300', 'HDAC3', 'RARA', 'TBL1XR1', 'TP53', 'ERCC2']
402	GO:BP	GO:0034968	histone lysine methylation	0.0006220267098596	True	"""The modification of a histone by addition of one or more methyl groups to a lysine residue."" [GOC:mah, GOC:pr]"	103	107	6	15719	0.0560747663551401	0.058252427184466	query_1	['GO:0016571', 'GO:0018022']	['CTNNB1', 'SMARCB1', 'SMAD4', 'MECP2', 'BRCA1', 'KDM1A']
403	GO:BP	GO:0043500	muscle adaptation	0.0006220267098596	True	"""A process in which muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors. These adaptive events occur in both muscle fibers and associated structures (motoneurons and capillaries), and they involve alterations in regulatory mechanisms, contractile properties and metabolic capacities."" [GOC:mtg_muscle, PMID:11181628, PMID:11449884, PMID:12605307]"	103	107	6	15719	0.0560747663551401	0.058252427184466	query_1	['GO:0003012', 'GO:0050896']	['FOXO3', 'CDK9', 'CTDP1', 'SMAD4', 'FOXO1', 'SMAD3']
404	GO:BP	GO:0001655	urogenital system development	0.0006321339394848	True	"""The process whose specific outcome is the progression of the urogenital system over time, from its formation to the mature structure."" [GOC:go_curators]"	64	107	5	15719	0.0467289719626168	0.078125	query_1	['GO:0048731']	['WDR77', 'CTNNB1', 'AR', 'ESR1', 'RARA']
160	REAC	REAC:R-HSA-9609646	HCMV Infection	0.0006472643832621	True	HCMV Infection	156	102	8	10022	0.0784313725490196	0.0512820512820512	query_1	['REAC:R-HSA-5663205']	['TBL1X', 'NCOR2', 'DAXX', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'PML']
405	GO:BP	GO:0009408	response to heat	0.0006532627715816	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]"	104	107	6	15719	0.0560747663551401	0.0576923076923076	query_1	['GO:0006950', 'GO:0009266']	['AKT1', 'CREBBP', 'SUMO1', 'DAXX', 'EP300', 'HDAC2']
161	REAC	REAC:R-HSA-8878166	Transcriptional regulation by RUNX2	0.0006679040735357	True	Transcriptional regulation by RUNX2	118	102	7	10022	0.0686274509803921	0.059322033898305	query_1	['REAC:R-HSA-212436']	['AKT1', 'CBFB', 'AR', 'SMAD4', 'RUNX1', 'HDAC3', 'ESR1']
162	REAC	REAC:R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	0.0006679040735357	True	Activation of anterior HOX genes in hindbrain development during early embryogenesis	118	102	7	10022	0.0686274509803921	0.059322033898305	query_1	['REAC:R-HSA-5619507']	['RXRA', 'NCOA3', 'CREBBP', 'EP300', 'NCOR1', 'HDAC3', 'RARA']
163	REAC	REAC:R-HSA-5619507	Activation of HOX genes during differentiation	0.0006679040735357	True	Activation of HOX genes during differentiation	118	102	7	10022	0.0686274509803921	0.059322033898305	query_1	['REAC:R-HSA-1266738']	['RXRA', 'NCOA3', 'CREBBP', 'EP300', 'NCOR1', 'HDAC3', 'RARA']
406	GO:BP	GO:0051276	chromosome organization	0.0006694748080719	True	"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	620	107	14	15719	0.1308411214953271	0.0225806451612903	query_1	['GO:0006996']	['CTNNB1', 'SMARCA4', 'SMARCA2', 'ERCC3', 'SIN3A', 'SMARCB1', 'GTF2B', 'MNAT1', 'SMARCC2', 'KAT2B', 'TP53', 'PML', 'ERCC2', 'SMARCC1']
407	GO:BP	GO:0016925	protein sumoylation	0.0006761225719762	True	"""The process in which a SUMO protein (small ubiquitin-related modifier) is conjugated to a target protein via an isopeptide bond between the carboxy-terminus of SUMO with an epsilon-amino group of a lysine residue of the target protein."" [GOC:jl, PMID:11265250]"	65	107	5	15719	0.0467289719626168	0.0769230769230769	query_1	['GO:0018205', 'GO:0032446']	['UBE2I', 'CTNNB1', 'SUMO1', 'SUMO2', 'PML']
408	GO:BP	GO:0033146	regulation of intracellular estrogen receptor signaling pathway	0.0006823397168087	True	"""Any process that modulates the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	34	107	4	15719	0.0373831775700934	0.1176470588235294	query_1	['GO:0030520', 'GO:0033143']	['CARM1', 'AR', 'BRCA1', 'FOXH1']
409	GO:BP	GO:0033045	regulation of sister chromatid segregation	0.0006823397168087	True	"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]"	105	107	6	15719	0.0560747663551401	0.0571428571428571	query_1	['GO:0000819', 'GO:0033044', 'GO:0051983']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
410	GO:BP	GO:0071696	ectodermal placode development	0.0007052377442072	True	"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	13	107	3	15719	0.02803738317757	0.2307692307692307	query_1	['GO:0048856']	['CTNNB1', 'HDAC1', 'HDAC2']
411	GO:BP	GO:0001503	ossification	0.0007065380632704	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]"	398	107	11	15719	0.102803738317757	0.0276381909547738	query_1	['GO:0032501']	['RXRA', 'AKT1', 'CBFB', 'CTNNB1', 'DDX5', 'RXRB', 'SMAD4', 'RUNX1', 'SKI', 'SMAD3', 'ERCC2']
413	GO:BP	GO:0051241	negative regulation of multicellular organismal process	0.0007074377812895	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1056	107	19	15719	0.1775700934579439	0.0179924242424242	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']	['WDR77', 'CBFB', 'NR1H2', 'CTNNB1', 'HDAC1', 'SIN3A', 'NR1H3', 'CTDP1', 'SMAD4', 'RUNX1', 'MECP2', 'HDAC3', 'SKI', 'FOXO1', 'RARA', 'TP53', 'SMAD3', 'PML', 'HDAC2']
412	GO:BP	GO:0062197	cellular response to chemical stress	0.0007074377812895	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	107	10	15719	0.0934579439252336	0.0303030303030303	query_1	['GO:0033554', 'GO:0070887']	['AKT1', 'FOXO3', 'CTNNB1', 'SIN3A', 'BRF2', 'FOXO1', 'PDE8A', 'TP53', 'PML', 'HDAC2']
414	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0007130944028785	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	966	107	18	15719	0.1682242990654205	0.0186335403726708	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['AKT1', 'NR1H2', 'CTNNB1', 'NR1H3', 'SMARCB1', 'SMAD4', 'GPS2', 'BRCA1', 'KAT2B', 'RARA', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'KDM1A', 'SMARCC1', 'HEXIM1', 'HIPK2']
415	GO:BP	GO:0012501	programmed cell death	0.0007130944028785	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	107	27	15719	0.2523364485981308	0.0145945945945945	query_1	['GO:0008219']	['AKT1', 'FOXO3', 'CTNNB1', 'DDX5', 'HDAC1', 'ERCC3', 'SIN3A', 'AR', 'DAXX', 'SMAD4', 'EP300', 'MECP2', 'HDAC3', 'MNAT1', 'BRCA1', 'ESR1', 'FOXO1', 'RARA', 'TP53', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2']
416	GO:BP	GO:0016573	histone acetylation	0.0007235135534218	True	"""The modification of a histone by the addition of an acetyl group."" [GOC:ai]"	154	107	7	15719	0.0654205607476635	0.0454545454545454	query_1	['GO:0016570', 'GO:0018393']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'BRCA1', 'KAT2B']
418	GO:BP	GO:0050821	protein stabilization	0.0007246593195535	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	107	8	15719	0.0747663551401869	0.0384615384615384	query_1	['GO:0031647']	['CDK7', 'TBL1X', 'SUMO1', 'CCNH', 'EP300', 'TP53', 'SMAD3', 'PML']
417	GO:BP	GO:0001775	cell activation	0.0007246593195535	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1059	107	19	15719	0.1775700934579439	0.0179414542020774	query_1	['GO:0009987', 'GO:0032501']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'NR1H3', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'PRMT5', 'GPS2', 'SMARCC2', 'RARA', 'POU2F2', 'TP53', 'SMAD3', 'SMARCC1']
419	GO:BP	GO:0003002	regionalization	0.0007246593195535	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	400	107	11	15719	0.102803738317757	0.0275	query_1	['GO:0007389']	['CTNNB1', 'FOXG1', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'FOXH1', 'TP53', 'SMAD3', 'HIPK2']
164	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	0.0007394796628999	True	PIP3 activates AKT signaling	249	102	10	10022	0.0980392156862745	0.0401606425702811	query_1	['REAC:R-HSA-9006925']	['AKT1', 'FOXO3', 'HDAC1', 'HDAC3', 'ESR1', 'FOXO1', 'TP53', 'PML', 'HDAC2', 'KDM1A']
420	GO:BP	GO:2000758	positive regulation of peptidyl-lysine acetylation	0.000745080170791	True	"""Any process that activates or increases the frequency, rate or extent of peptidyl-lysine acetylation."" [GOC:obol]"	35	107	4	15719	0.0373831775700934	0.1142857142857142	query_1	['GO:0018394', 'GO:1901985', 'GO:2000756']	['SMARCB1', 'SMAD4', 'BRCA1', 'PML']
421	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0007463363279477	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	333	107	10	15719	0.0934579439252336	0.03003003003003	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
422	GO:BP	GO:0071417	cellular response to organonitrogen compound	0.0007507632135516	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	107	14	15719	0.1308411214953271	0.0222575516693163	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['AKT1', 'NCOA2', 'CTNNB1', 'SIN3A', 'PRMT5', 'BRCA1', 'SP1', 'KAT2B', 'FOXO1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1']
423	GO:BP	GO:1903706	regulation of hemopoiesis	0.000767032160741	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	403	107	11	15719	0.102803738317757	0.0272952853598014	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']	['CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'PRMT1', 'SMARCC2', 'RARA', 'SMARCC1']
165	REAC	REAC:R-HSA-8941326	RUNX2 regulates bone development	0.0007751711728611	True	RUNX2 regulates bone development	30	102	4	10022	0.0392156862745098	0.1333333333333333	query_1	['REAC:R-HSA-8878166']	['CBFB', 'AR', 'SMAD4', 'HDAC3']
424	GO:BP	GO:0007166	cell surface receptor signaling pathway	0.000802773358009	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	107	34	15719	0.3177570093457944	0.0128885519332827	query_1	['GO:0007165']	['AKT1', 'SMURF2', 'CREBBP', 'FOXO3', 'NR1H2', 'CTNNB1', 'DDX5', 'HDAC1', 'SMARCA4', 'TBL1X', 'SIN3A', 'NR1H3', 'AR', 'SMAD2', 'DAXX', 'RNF113A', 'SMAD9', 'SMAD4', 'EP300', 'MECP2', 'PRMT1', 'GPS2', 'SKI', 'BRCA1', 'FOXO1', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SMARCC1', 'SKIL', 'HIPK2']
425	GO:BP	GO:2000144	positive regulation of DNA-templated transcription initiation	0.000804120747253	True	"""Any process that activates or increases the frequency, rate or extent of DNA-templated transcription initiation."" [GOC:mah, GOC:txnOH]"	68	107	5	15719	0.0467289719626168	0.0735294117647058	query_1	['GO:0006352', 'GO:0045893', 'GO:2000142']	['GTF2A2', 'TBP', 'ESR1', 'TP53', 'GTF2A1']
426	GO:BP	GO:0045445	myoblast differentiation	0.000806501928307	True	"""The process in which a relatively unspecialized cell acquires specialized features of a myoblast. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into striated muscle fibers."" [CL:0000056, GOC:go_curators, GOC:mtg_muscle]"	109	107	6	15719	0.0560747663551401	0.055045871559633	query_1	['GO:0030154', 'GO:0061061']	['DDX5', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
427	GO:BP	GO:0046329	negative regulation of JNK cascade	0.0008144967116452	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	36	107	4	15719	0.0373831775700934	0.1111111111111111	query_1	['GO:0007254', 'GO:0032873', 'GO:0046328']	['PRMT1', 'GPS2', 'NCOR1', 'HDAC3']
429	GO:BP	GO:0032376	positive regulation of cholesterol transport	0.0008144967116452	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	36	107	4	15719	0.0373831775700934	0.1111111111111111	query_1	['GO:0030301', 'GO:0032373', 'GO:0032374']	['RXRA', 'NR1H2', 'NR1H3', 'GPS2']
430	GO:BP	GO:0032373	positive regulation of sterol transport	0.0008144967116452	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	36	107	4	15719	0.0373831775700934	0.1111111111111111	query_1	['GO:0015918', 'GO:0032370', 'GO:0032371']	['RXRA', 'NR1H2', 'NR1H3', 'GPS2']
428	GO:BP	GO:0010874	regulation of cholesterol efflux	0.0008144967116452	True	"""Any process that modulates the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:BHF, GOC:dph, GOC:tb]"	36	107	4	15719	0.0373831775700934	0.1111111111111111	query_1	['GO:0032374', 'GO:0033344']	['RXRA', 'NR1H2', 'NR1H3', 'GPS2']
431	GO:BP	GO:0048713	regulation of oligodendrocyte differentiation	0.0009063585329304	True	"""Any process that modulates the frequency, rate or extent of oligodendrocyte differentiation."" [GOC:vp, PMID:15139015]"	37	107	4	15719	0.0373831775700934	0.1081081081081081	query_1	['GO:0045685', 'GO:0048709']	['CTNNB1', 'HDAC1', 'PRMT5', 'HDAC2']
432	GO:BP	GO:0018393	internal peptidyl-lysine acetylation	0.0009204616775826	True	"""The addition of an acetyl group to a non-terminal lysine residue in a protein."" [GOC:mah]"	161	107	7	15719	0.0654205607476635	0.0434782608695652	query_1	['GO:0006475', 'GO:0018394']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'BRCA1', 'KAT2B']
166	REAC	REAC:R-HSA-9694631	Maturation of nucleoprotein	0.0009262037245762	True	Maturation of nucleoprotein	13	102	3	10022	0.0294117647058823	0.2307692307692307	query_1	['REAC:R-HSA-9694635']	['UBE2I', 'SUMO1', 'PRMT1']
433	GO:BP	GO:0001666	response to hypoxia	0.0009401855046611	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	107	9	15719	0.0841121495327102	0.0323741007194244	query_1	['GO:0006950', 'GO:0036293']	['CREBBP', 'ERCC3', 'SMAD4', 'EP300', 'MECP2', 'TP53', 'SMAD3', 'PML', 'HIPK2']
81	GO:CC	GO:0000775	chromosome, centromeric region	0.0009613965638034	True	"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]"	254	107	8	16420	0.0747663551401869	0.0314960629921259	query_1	['GO:0098687']	['SMARCA4', 'SIN3A', 'DAXX', 'SMARCB1', 'GTF2B', 'SMARCC2', 'KAT2B', 'SMARCC1']
434	GO:BP	GO:0009628	response to abiotic stimulus	0.0009740467100637	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	107	19	15719	0.1775700934579439	0.0174953959484346	query_1	['GO:0050896']	['AKT1', 'CREBBP', 'CTNNB1', 'ERCC3', 'SUMO1', 'DAXX', 'SMAD4', 'EP300', 'MECP2', 'BRCA1', 'GTF2H5', 'FOXO1', 'TP53', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'HIPK2']
435	GO:BP	GO:0007519	skeletal muscle tissue development	0.0009850055415302	True	"""The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers."" [GOC:mtg_muscle]"	163	107	7	15719	0.0654205607476635	0.0429447852760736	query_1	['GO:0060537', 'GO:0060538']	['CTNNB1', 'DDX5', 'CCNT2', 'EP300', 'SKI', 'GTF3C5', 'SKIL']
436	GO:BP	GO:0006475	internal protein amino acid acetylation	0.0009850055415302	True	"""The addition of an acetyl group to a non-terminal amino acid in a protein."" [GOC:mah]"	163	107	7	15719	0.0654205607476635	0.0429447852760736	query_1	['GO:0006473']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'BRCA1', 'KAT2B']
167	REAC	REAC:R-HSA-8953854	Metabolism of RNA	0.0010192622638596	True	Metabolism of RNA	655	102	17	10022	0.1666666666666666	0.0259541984732824	query_1	['REAC:0000000']	['AKT1', 'WDR77', 'CDK7', 'DDX5', 'GTF2H4', 'GTF2H1', 'ERCC3', 'SUPT5H', 'GTF2H3', 'CCNH', 'PRMT5', 'MNAT1', 'GTF2F1', 'GTF2H5', 'GTF2F2', 'CLNS1A', 'ERCC2']
437	GO:BP	GO:0048738	cardiac muscle tissue development	0.001021210037585	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	220	107	8	15719	0.0747663551401869	0.0363636363636363	query_1	['GO:0007507', 'GO:0014706']	['CTDP1', 'SMAD4', 'RUNX1', 'PRMT1', 'HDAC3', 'SKI', 'RARA', 'FOXH1']
168	REAC	REAC:R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression	0.0010231551907328	True	NR1D1 (REV-ERBA) represses gene expression	3	102	2	10022	0.0196078431372549	0.6666666666666666	query_1	['REAC:R-HSA-400253']	['NCOR1', 'HDAC3']
169	REAC	REAC:R-HSA-8941333	RUNX2 regulates genes involved in differentiation of myeloid cells	0.0010231551907328	True	RUNX2 regulates genes involved in differentiation of myeloid cells	3	102	2	10022	0.0196078431372549	0.6666666666666666	query_1	['REAC:R-HSA-8878166']	['CBFB', 'RUNX1']
438	GO:BP	GO:0060260	regulation of transcription initiation by RNA polymerase II	0.0010250277478604	True	"""Any process that modulates the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]"	72	107	5	15719	0.0467289719626168	0.0694444444444444	query_1	['GO:0006357', 'GO:0006367', 'GO:2000142']	['GTF2A2', 'TBP', 'ESR1', 'TP53', 'GTF2A1']
439	GO:BP	GO:0006468	protein phosphorylation	0.0010379517234395	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1482	107	23	15719	0.2149532710280373	0.0155195681511471	query_1	['GO:0016310', 'GO:0036211']	['CCNT1', 'AKT1', 'CDK7', 'CCNT2', 'GTF2H1', 'CDK9', 'CCNK', 'CCNH', 'SMAD2', 'DAXX', 'SMAD4', 'HDAC3', 'MNAT1', 'CDK13', 'TBP', 'KAT2B', 'PDE8A', 'RARA', 'TP53', 'PML', 'HDAC2', 'HEXIM1', 'HIPK2']
170	REAC	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	0.001066238315421	True	Regulation of PTEN gene transcription	59	102	5	10022	0.0490196078431372	0.0847457627118644	query_1	['REAC:R-HSA-6807070']	['HDAC1', 'HDAC3', 'TP53', 'HDAC2', 'KDM1A']
441	GO:BP	GO:0060769	positive regulation of epithelial cell proliferation involved in prostate gland development	0.0010700274056185	True	"""Any process that increases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	3	107	2	15719	0.0186915887850467	0.6666666666666666	query_1	['GO:0050679', 'GO:0051094', 'GO:0060767', 'GO:0060768', 'GO:2000243']	['CTNNB1', 'AR']
442	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	0.0010700274056185	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	107	10	15719	0.0934579439252336	0.0285714285714285	query_1	['GO:0045859']	['CCNT1', 'AKT1', 'CDK7', 'CCNT2', 'GTF2H1', 'CCNK', 'CCNH', 'MNAT1', 'KAT2B', 'HEXIM1']
443	GO:BP	GO:1902659	regulation of glucose mediated signaling pathway	0.0010700274056185	True	"""Any process that modulates the frequency, rate or extent of glucose mediated signaling pathway."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24277933]"	3	107	2	15719	0.0186915887850467	0.6666666666666666	query_1	['GO:0009966', 'GO:0010255']	['SMARCA4', 'SMARCB1']
444	GO:BP	GO:1904017	cellular response to Thyroglobulin triiodothyronine	0.0010700274056185	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a Thyroglobulin triiodothyronine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:7531505]"	3	107	2	15719	0.0186915887850467	0.6666666666666666	query_1	['GO:0070887', 'GO:1904016']	['NCOA2', 'NCOA1']
440	GO:BP	GO:1902661	positive regulation of glucose mediated signaling pathway	0.0010700274056185	True	"""Any process that activates or increases the frequency, rate or extent of glucose mediated signaling pathway."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24277933]"	3	107	2	15719	0.0186915887850467	0.6666666666666666	query_1	['GO:0009967', 'GO:0010255', 'GO:1902659']	['SMARCA4', 'SMARCB1']
445	GO:BP	GO:0045661	regulation of myoblast differentiation	0.0010749000601154	True	"""Any process that modulates the frequency, rate or extent of myoblast differentiation. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:go_curators, GOC:mtg_muscle]"	73	107	5	15719	0.0467289719626168	0.0684931506849315	query_1	['GO:0045445', 'GO:0045595']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
446	GO:BP	GO:0008219	cell death	0.0010749000601154	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	107	28	15719	0.2616822429906542	0.0139234211834908	query_1	['GO:0009987']	['AKT1', 'FOXO3', 'CTNNB1', 'DDX5', 'HDAC1', 'ERCC3', 'SIN3A', 'AR', 'DAXX', 'SMAD4', 'EP300', 'MECP2', 'HDAC3', 'MNAT1', 'BRCA1', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'TP53', 'SMAD3', 'PML', 'ERCC2', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'HIPK2']
447	GO:BP	GO:0009887	animal organ morphogenesis	0.0010920602407168	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1005	107	18	15719	0.1682242990654205	0.017910447761194	query_1	['GO:0009653', 'GO:0048513']	['SMURF2', 'CTNNB1', 'HDAC1', 'FOXG1', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'ESR1', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'SMARCC1', 'HIPK2']
171	REAC	REAC:R-HSA-8941856	RUNX3 regulates NOTCH signaling	0.0011295239371353	True	RUNX3 regulates NOTCH signaling	14	102	3	10022	0.0294117647058823	0.2142857142857142	query_1	['REAC:R-HSA-8878159']	['CREBBP', 'EP300', 'KAT2B']
172	REAC	REAC:R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.0011295239371353	True	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	14	102	3	10022	0.0294117647058823	0.2142857142857142	query_1	['REAC:R-HSA-192105']	['RXRA', 'NCOA2', 'NCOA1']
