Thanatophoric dysplasia type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
50	REAC	REAC:R-HSA-168256	Immune System	1.3686456860302793e-08	True	Immune System	1957	84	41	10022	0.4880952380952381	0.0209504343382728	query_1	['REAC:0000000']	['RAPGEF1', 'NCK1', 'DOCK1', 'PIK3R1', 'WIPF3', 'CRK', 'APAF1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'OSTF1', 'WASL', 'SOS1', 'WIPF1', 'SLC44A2', 'WIPF2', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'CASP9', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SH3KBP1', 'PTK2B', 'CYB5R3', 'SH3GL2', 'CRKL', 'PTK2', 'DOCK2', 'LCK', 'ELMO1', 'CBL', 'PTPN11', 'ELMO2']
51	REAC	REAC:R-HSA-354192	Integrin signaling	1.3686456860302793e-08	True	Integrin signaling	26	84	7	10022	0.0833333333333333	0.2692307692307692	query_1	['REAC:R-HSA-162582', 'REAC:R-HSA-76009']	['BCAR1', 'SRC', 'CRK', 'SHC1', 'SOS1', 'SYK', 'PTK2']
58	GO:BP	GO:0009966	regulation of signal transduction	1.5447530792335162e-08	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	96	44	15719	0.4583333333333333	0.0155531990102509	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'RPGRIP1L', 'SLC44A2', 'PXN', 'FYN', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'EGFR', 'APIP', 'VAV1', 'NEK8', 'SYK', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'PTK2', 'DOCK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'INVS']
59	GO:BP	GO:0009967	positive regulation of signal transduction	1.6178579091667355e-08	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	96	31	15719	0.3229166666666667	0.021117166212534	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['MET', 'RAPGEF1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'SLC44A2', 'FYN', 'ZAP70', 'LYN', 'FGFR3', 'DVL2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'HTRA2', 'CRKL', 'XIAP', 'HAP1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
60	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.821805171116917e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	96	30	15719	0.3125	0.0216606498194945	query_1	['GO:0009719']	['RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'HGF', 'SHC1', 'SOS1', 'PXN', 'FYN', 'LYN', 'FGFR3', 'GRB2', 'CORO1B', 'CASP9', 'EGFR', 'PLCG1', 'ERBB2', 'HTRA2', 'SH3GL2', 'CRKL', 'XIAP', 'HAP1', 'PTK2', 'CBL', 'PTPN11', 'PDGFRA']
61	GO:BP	GO:0045859	regulation of protein kinase activity	1.821805171116917e-08	True	"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	593	96	20	15719	0.2083333333333333	0.0337268128161888	query_1	['GO:0001932', 'GO:0043549']	['LATS1', 'SRC', 'HGF', 'SHC1', 'SOS1', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'PKD1', 'PTK2', 'CBL', 'NCK2']
62	GO:BP	GO:0050776	regulation of immune response	2.0415347120353948e-08	True	"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	810	96	23	15719	0.2395833333333333	0.028395061728395	query_1	['GO:0002682', 'GO:0006955', 'GO:0048583']	['RAPGEF1', 'BCAR1', 'SRC', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'XIAP', 'PTK2', 'LCK', 'PTPN11']
63	GO:BP	GO:0050896	response to stimulus	2.287936086646567e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	96	78	15719	0.8125	0.0097805642633228	query_1	['GO:0008150']	['MTARC1', 'MET', 'RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'CYCS', 'PIK3R1', 'TMEM231', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'OSTF1', 'WASL', 'SOS1', 'RPGRIP1L', 'WIPF1', 'SLC44A2', 'NPHP1', 'PXN', 'FYN', 'B9D1', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'UACA', 'GSTK1', 'LYN', 'FGFR3', 'SHB', 'GRB2', 'DVL2', 'CORO1B', 'LCP2', 'CASP9', 'ARL3', 'EGFR', 'APIP', 'SPATA7', 'AHI1', 'VAV1', 'NEK8', 'SYK', 'PLCG1', 'FCGR1A', 'MTARC2', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'SH3GL2', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'DIABLO', 'PKD1', 'RPGRIP1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'ELMO1', 'CBL', 'PTPN11', 'CYB5B', 'PDGFRA', 'NCK2', 'ELMO2', 'INVS', 'ALKBH7']
64	GO:BP	GO:0051247	positive regulation of protein metabolic process	2.287936086646567e-08	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	96	30	15719	0.3125	0.0214132762312633	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['LATS1', 'NCK1', 'SRC', 'CYCS', 'APAF1', 'HGF', 'PLCG2', 'FYN', 'LAT', 'UACA', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'CASP9', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'HTRA2', 'CRKL', 'XIAP', 'DOCK3', 'DIABLO', 'PKD1', 'PTK2', 'LCK', 'PTPN11', 'NCK2']
65	GO:BP	GO:0007155	cell adhesion	2.5847316531760334e-08	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]"	1409	96	30	15719	0.3125	0.021291696238467	query_1	['GO:0009987']	['RAPGEF1', 'TROAP', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'NPHP4', 'SHC1', 'NPHP1', 'PXN', 'FYN', 'ZAP70', 'LYN', 'SHB', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'PKD1', 'PTK2', 'LCK', 'DOCK5', 'PTPN11', 'PDGFRA', 'NCK2', 'ELMO2']
66	GO:BP	GO:0007264	small GTPase mediated signal transduction	2.7915588773718842e-08	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	96	18	15719	0.1875	0.0374220374220374	query_1	['GO:0035556']	['MET', 'RAPGEF1', 'DOCK1', 'SRC', 'CRK', 'SOS1', 'WAS', 'LAT', 'DOCK4', 'GRB2', 'ARL3', 'VAV1', 'CRKL', 'DOCK3', 'DOCK2', 'DOCK5', 'ELMO1', 'CBL']
67	GO:BP	GO:0048013	ephrin receptor signaling pathway	2.8261772297352854e-08	True	"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	50	96	8	15719	0.0833333333333333	0.16	query_1	['GO:0007169']	['NCK1', 'SRC', 'CRK', 'FYN', 'LYN', 'PTK2', 'PTPN11', 'NCK2']
68	GO:BP	GO:0042327	positive regulation of phosphorylation	2.904104294543748e-08	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	754	96	22	15719	0.2291666666666666	0.0291777188328912	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['MET', 'LATS1', 'SRC', 'HGF', 'PLCG2', 'FYN', 'LAT', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'PTPN11', 'PDGFRA']
52	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	2.993860729070304e-08	True	Signaling by ERBB2	45	84	8	10022	0.0952380952380952	0.1777777777777777	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'PLCG1', 'ERBB2']
7	GO:CC	GO:0030054	cell junction	2.996489262108272e-08	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	97	36	16420	0.3711340206185567	0.0173076923076923	query_1	['GO:0110165']	['NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'NPHP4', 'ITK', 'WASL', 'SOS1', 'RPGRIP1L', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'FGFR3', 'GRB2', 'CORO1B', 'LCP2', 'EGFR', 'AHI1', 'VAV1', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'HAP1', 'PTK2', 'CBL', 'PDGFRA', 'NCK2']
53	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	3.1274842035459754e-08	True	RAC1 GTPase cycle	182	84	13	10022	0.1547619047619047	0.0714285714285714	query_1	['REAC:R-HSA-9012999']	['DOCK1', 'PIK3R1', 'WIPF3', 'WASL', 'SOS1', 'WIPF1', 'WIPF2', 'WAS', 'DOCK4', 'VAV1', 'DOCK3', 'DOCK2', 'DOCK5']
55	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	3.242615218877881e-08	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	84	6	10022	0.0714285714285714	0.3529411764705882	query_1	['REAC:R-HSA-5637815']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
54	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	3.242615218877881e-08	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	84	6	10022	0.0714285714285714	0.3529411764705882	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
69	GO:BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	3.446364891944853e-08	True	"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	177	96	12	15719	0.125	0.0677966101694915	query_1	['GO:0001934', 'GO:0018108', 'GO:0050730']	['SRC', 'HGF', 'PLCG2', 'FYN', 'LYN', 'FGFR3', 'DVL2', 'SYK', 'FCGR1A', 'PTK2B', 'DOCK3', 'PTPN11']
70	GO:BP	GO:0009719	response to endogenous stimulus	3.698519093884356e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	96	32	15719	0.3333333333333333	0.0197044334975369	query_1	['GO:0050896']	['RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'HGF', 'SHC1', 'SOS1', 'PXN', 'FYN', 'LYN', 'FGFR3', 'GRB2', 'CORO1B', 'CASP9', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'HTRA2', 'SH3GL2', 'CRKL', 'XIAP', 'HAP1', 'PTK2', 'CBL', 'PTPN11', 'PDGFRA']
71	GO:BP	GO:0050778	positive regulation of immune response	5.088182295439414e-08	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	635	96	20	15719	0.2083333333333333	0.0314960629921259	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'XIAP', 'PTK2', 'LCK']
72	GO:BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	5.088182295439414e-08	True	"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	34	96	7	15719	0.0729166666666666	0.2058823529411764	query_1	['GO:0002429']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
73	GO:BP	GO:0040011	locomotion	6.223763110293625e-08	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1285	96	28	15719	0.2916666666666667	0.0217898832684824	query_1	['GO:0008150']	['MET', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'SOS1', 'FYN', 'WAS', 'DOCK4', 'LYN', 'CORO1B', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'PTK2', 'DOCK2', 'DOCK5', 'PDGFRA', 'ELMO2']
56	REAC	REAC:R-HSA-1643685	Disease	7.19312946787699e-08	True	Disease	1723	84	37	10022	0.4404761904761904	0.0214741729541497	query_1	['REAC:0000000']	['MET', 'NCK1', 'DOCK1', 'SRC', 'PIK3R1', 'WIPF3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'WASL', 'SOS1', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'CASP9', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'PTK2', 'DOCK2', 'LCK', 'ELMO1', 'CBL', 'PTPN11', 'PDGFRA', 'ELMO2']
8	GO:CC	GO:0005856	cytoskeleton	7.215217640168765e-08	True	"""A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."" [GOC:mah, PMID:16959967, PMID:27419875]"	2267	97	37	16420	0.3814432989690721	0.0163211292456991	query_1	['GO:0043232']	['CYS1', 'LATS1', 'TTC30B', 'BCAR1', 'SRC', 'WIPF3', 'CRK', 'NPHP4', 'WASL', 'RPGRIP1L', 'WIPF1', 'NPHP1', 'PXN', 'ASAP1', 'WIPF2', 'FYN', 'B9D1', 'WAS', 'UACA', 'CORO1B', 'ARL3', 'SPATA7', 'AHI1', 'NEK8', 'SH3KBP1', 'PTK2B', 'HTRA2', 'XIAP', 'RP2', 'HAP1', 'B9D2', 'RPGRIP1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'INVS']
57	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	7.601461606310593e-08	True	FCERI mediated MAPK activation	33	84	7	10022	0.0833333333333333	0.2121212121212121	query_1	['REAC:R-HSA-2454202']	['PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
9	GO:CC	GO:0005911	cell-cell junction	7.6474018158134e-08	True	"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]"	475	97	17	16420	0.1752577319587628	0.0357894736842105	query_1	['GO:0070161']	['NCK1', 'PIK3R1', 'NPHP4', 'ITK', 'RPGRIP1L', 'NPHP1', 'PXN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'AHI1', 'VAV1', 'PLCG1', 'SH3KBP1']
59	REAC	REAC:R-HSA-166520	Signaling by NTRKs	7.968039576112459e-08	True	Signaling by NTRKs	129	84	11	10022	0.1309523809523809	0.0852713178294573	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PLCG1', 'SH3GL2', 'CRKL', 'DOCK3', 'PTPN11']
58	REAC	REAC:R-HSA-5617833	Cilium Assembly	7.968039576112459e-08	True	Cilium Assembly	198	84	13	10022	0.1547619047619047	0.0656565656565656	query_1	['REAC:R-HSA-1852241']	['CYS1', 'TTC30B', 'UNC119B', 'NPHP4', 'RPGRIP1L', 'NPHP1', 'ASAP1', 'B9D1', 'ARL3', 'AHI1', 'RP2', 'B9D2', 'PKD1']
60	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	8.00489454589354e-08	True	MET activates RAP1 and RAC1	10	84	5	10022	0.0595238095238095	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
11	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	8.705855696760732e-08	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	163	97	11	16420	0.1134020618556701	0.0674846625766871	query_1	['GO:0005886', 'GO:0098562']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'HTRA2', 'GNAT1', 'DIABLO', 'PTK2', 'LCK']
10	GO:CC	GO:0032391	photoreceptor connecting cilium	8.705855696760732e-08	True	"""The portion of the photoreceptor cell cilium linking the photoreceptor inner and outer segments. It's considered to be equivalent to the ciliary transition zone."" [GOC:cilia, PMID:15917207, PMID:22653444, PMID:8718680]"	40	97	7	16420	0.0721649484536082	0.175	query_1	['GO:0035869', 'GO:0097733']	['NPHP4', 'RPGRIP1L', 'NPHP1', 'ARL3', 'SPATA7', 'GNAT1', 'RPGRIP1']
61	REAC	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	8.990315756014635e-08	True	Signaling by ERBB2 KD Mutants	20	84	6	10022	0.0714285714285714	0.3	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
12	GO:CC	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	9.62248088510653e-08	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."" [GOC:mah]"	93	97	9	16420	0.0927835051546391	0.0967741935483871	query_1	['GO:0009898', 'GO:0019897']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'GNAT1', 'PTK2', 'LCK']
74	GO:BP	GO:0042110	T cell activation	1.0018310772781373e-07	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	525	96	18	15719	0.1875	0.0342857142857142	query_1	['GO:0046649']	['NCK1', 'SRC', 'PIK3R1', 'ITK', 'SOS1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'DOCK2', 'LCK', 'PTPN11', 'NCK2']
62	REAC	REAC:R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	1.0868006222243368e-07	True	RHO GTPases Activate WASPs and WAVEs	35	84	7	10022	0.0833333333333333	0.2	query_1	['REAC:R-HSA-195258']	['NCK1', 'WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'WAS', 'PTK2']
75	GO:BP	GO:0045785	positive regulation of cell adhesion	1.1507788760476365e-07	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	466	96	17	15719	0.1770833333333333	0.0364806866952789	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['NCK1', 'DOCK1', 'SRC', 'CRK', 'FYN', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'LCK', 'DOCK5', 'PTPN11', 'NCK2']
63	REAC	REAC:R-HSA-9006115	Signaling by NTRK2 (TRKB)	1.192545282843404e-07	True	Signaling by NTRK2 (TRKB)	21	84	6	10022	0.0714285714285714	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1', 'DOCK3', 'PTPN11']
64	REAC	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	1.192545282843404e-07	True	Signaling by ERBB2 in Cancer	21	84	6	10022	0.0714285714285714	0.2857142857142857	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
65	REAC	REAC:R-HSA-9607240	FLT3 Signaling	1.2791491265305517e-07	True	FLT3 Signaling	36	84	7	10022	0.0833333333333333	0.1944444444444444	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'SOS1', 'FYN', 'SYK', 'LCK', 'CBL', 'PTPN11']
66	REAC	REAC:R-HSA-210990	PECAM1 interactions	1.3273636040402872e-07	True	PECAM1 interactions	11	84	5	10022	0.0595238095238095	0.4545454545454545	query_1	['REAC:R-HSA-202733']	['FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11']
77	GO:BP	GO:0045937	positive regulation of phosphate metabolic process	1.3685109811341517e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	825	96	22	15719	0.2291666666666666	0.0266666666666666	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']	['MET', 'LATS1', 'SRC', 'HGF', 'PLCG2', 'FYN', 'LAT', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'PTPN11', 'PDGFRA']
76	GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	1.3685109811341517e-07	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	825	96	22	15719	0.2291666666666666	0.0266666666666666	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']	['MET', 'LATS1', 'SRC', 'HGF', 'PLCG2', 'FYN', 'LAT', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'PTPN11', 'PDGFRA']
78	GO:BP	GO:0060326	cell chemotaxis	1.499127612782581e-07	True	"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]"	301	96	14	15719	0.1458333333333333	0.0465116279069767	query_1	['GO:0006935', 'GO:0016477', 'GO:0070887']	['MET', 'BCAR1', 'CRK', 'HGF', 'DOCK4', 'LYN', 'CORO1B', 'VAV1', 'SYK', 'PTK2B', 'CRKL', 'PTK2', 'PDGFRA', 'ELMO2']
79	GO:BP	GO:0018193	peptidyl-amino acid modification	1.653410577987999e-07	True	"""The alteration of an amino acid residue in a peptide."" [GOC:mah]"	1167	96	26	15719	0.2708333333333333	0.0222793487574978	query_1	['GO:0036211']	['MET', 'LATS1', 'NCK1', 'SRC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'FGFR3', 'DVL2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'PKD1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
80	GO:BP	GO:0023051	regulation of signaling	1.6884400100098105e-07	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	96	45	15719	0.46875	0.0140801001251564	query_1	['GO:0023052', 'GO:0050789']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'RPGRIP1L', 'SLC44A2', 'PXN', 'FYN', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'EGFR', 'APIP', 'VAV1', 'NEK8', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'PTK2', 'DOCK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'INVS']
81	GO:BP	GO:0046649	lymphocyte activation	1.7184897065622098e-07	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	96	21	15719	0.21875	0.0275590551181102	query_1	['GO:0045321']	['NCK1', 'SRC', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'DOCK2', 'LCK', 'PTPN11', 'NCK2']
83	GO:BP	GO:0010646	regulation of cell communication	1.7184897065622098e-07	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	96	45	15719	0.46875	0.0140449438202247	query_1	['GO:0007154', 'GO:0050794']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'RPGRIP1L', 'SLC44A2', 'PXN', 'FYN', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'EGFR', 'APIP', 'VAV1', 'NEK8', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'PTK2', 'DOCK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'INVS']
