B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
38	GO:BP	GO:0034205	amyloid-beta formation	3.784483088096719e-07	True	"""The generation of amyloid-beta by cleavage of the amyloid precursor protein (APP)."" [GOC:mah]"	43	94	7	15719	0.0744680851063829	0.1627906976744186	query_1	['GO:0042987', 'GO:0050435']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
10	REAC	REAC:R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	4.205182028934394e-07	True	NOTCH4 Activation and Transmission of Signal to the Nucleus	11	82	5	10022	0.0609756097560975	0.4545454545454545	query_1	['REAC:R-HSA-9013694']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
11	REAC	REAC:R-HSA-977225	Amyloid fiber formation	4.5397434070378374e-07	True	Amyloid fiber formation	109	82	10	10022	0.1219512195121951	0.091743119266055	query_1	['REAC:R-HSA-392499']	['APH1B', 'BACE1', 'NCSTN', 'GGA1', 'PSENEN', 'GGA2', 'NAT8', 'GGA3', 'APH1A', 'APP']
12	REAC	REAC:R-HSA-597592	Post-translational protein modification	5.235088573392119e-07	True	Post-translational protein modification	1337	82	31	10022	0.3780487804878049	0.0231862378459237	query_1	['REAC:R-HSA-392499']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RABGGTB', 'RAB32', 'RAB5B', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'CHML', 'TRIM4', 'AURKA', 'RAB10', 'RAB18', 'APP', 'RAB35', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
39	GO:BP	GO:0042982	amyloid precursor protein metabolic process	6.615050397572783e-07	True	"""The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]"	72	94	8	15719	0.0851063829787234	0.1111111111111111	query_1	['GO:0019538']	['PAWR', 'PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
37	GO:CC	GO:0005773	vacuole	1.00538020317426e-06	True	"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]"	800	94	19	16420	0.202127659574468	0.02375	query_1	['GO:0005737', 'GO:0043231']	['RAB14', 'SORT1', 'RAB7A', 'OPTN', 'RAB39A', 'PSEN1', 'HTT', 'HPS4', 'BACE1', 'NCSTN', 'RAB5C', 'RAB38', 'RILP', 'GGA3', 'GDI2', 'TBC1D17', 'RAB23', 'HPS1', 'RAB3A']
40	GO:BP	GO:0006887	exocytosis	1.046236187093472e-06	True	"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	346	94	14	15719	0.1489361702127659	0.0404624277456647	query_1	['GO:0016192', 'GO:0032940']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
41	GO:BP	GO:0050435	amyloid-beta metabolic process	1.214497844976628e-06	True	"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]"	51	94	7	15719	0.0744680851063829	0.1372549019607843	query_1	['GO:0006518']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
42	GO:BP	GO:0042987	amyloid precursor protein catabolic process	2.039273033809565e-06	True	"""The chemical reactions and pathways resulting in the breakdown of amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]"	55	94	7	15719	0.0744680851063829	0.1272727272727272	query_1	['GO:0042982']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
43	GO:BP	GO:0018344	protein geranylgeranylation	2.355991152775964e-06	True	"""The covalent attachment of a geranylgeranyl group to a protein."" [GOC:jl]"	7	94	4	15719	0.0425531914893617	0.5714285714285714	query_1	['GO:0018342']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
44	GO:BP	GO:0016043	cellular component organization	3.0466797288264277e-06	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	94	62	15719	0.6595744680851063	0.0102700016564518	query_1	['GO:0071840']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'BACE1', 'RABEP1', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'NAT8', 'RAB3GAP2', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
13	REAC	REAC:R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	3.167080359352956e-06	True	Cell death signalling via NRAGE, NRIF and NADE	74	82	8	10022	0.0975609756097561	0.1081081081081081	query_1	['REAC:R-HSA-193704']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
45	GO:BP	GO:0006996	organelle organization	3.717381993518796e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3437	94	44	15719	0.4680851063829787	0.0128018620890311	query_1	['GO:0016043']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'RAB32', 'RAB5B', 'RAB3IP', 'RAB38', 'RAB5A', 'RAB13', 'RILP', 'EHD3', 'RAB1A', 'SHROOM3', 'RAB3GAP2', 'EHD2', 'MECP2', 'AURKA', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'SUN2', 'EHD1', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A']
46	GO:BP	GO:0022406	membrane docking	3.971464447169172e-06	True	"""The initial attachment of a membrane or protein to a target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete, PMID:27875684]"	92	94	8	15719	0.0851063829787234	0.0869565217391304	query_1	['GO:0009987']	['RAB7A', 'RAB8A', 'RAB8B', 'RAB3IP', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
47	GO:BP	GO:0048227	plasma membrane to endosome transport	4.299535942083803e-06	True	"""Transport of a vesicle from the plasma membrane to the endosome."" [GOC:jid]"	8	94	4	15719	0.0425531914893617	0.5	query_1	['GO:0016192']	['SORT1', 'RAB5B', 'RAB5C', 'RAB35']
38	GO:CC	GO:0043231	intracellular membrane-bounded organelle	4.545663487756008e-06	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	94	85	16420	0.9042553191489362	0.0075388026607538	query_1	['GO:0043227', 'GO:0043229']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
39	GO:CC	GO:0005622	intracellular anatomical structure	6.840160901692698e-06	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	94	93	16420	0.9893617021276596	0.006787330316742	query_1	['GO:0110165']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
40	GO:CC	GO:0005798	Golgi-associated vesicle	7.081749925134052e-06	True	"""Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell."" [GOC:mah]"	90	94	7	16420	0.0744680851063829	0.0777777777777777	query_1	['GO:0031410']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'BACE1', 'RAB13', 'APP']
48	GO:BP	GO:0019882	antigen processing and presentation	7.915802437954186e-06	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	101	94	8	15719	0.0851063829787234	0.0792079207920792	query_1	['GO:0002376']	['RAB34', 'RAB8B', 'RAB32', 'RAB5B', 'RAB4A', 'RAB10', 'RAB35', 'RAB6A']
49	GO:BP	GO:0032482	Rab protein signal transduction	8.358140339833244e-06	True	"""The series of molecular signals within the cell that are mediated by a member of the Rab family of proteins switching to a GTP-bound active state."" [GOC:mah]"	22	94	5	15719	0.0531914893617021	0.2272727272727272	query_1	['GO:0007265']	['RAB39A', 'RAB4A', 'RAB12', 'GDI1', 'RAB35']
50	GO:BP	GO:0006904	vesicle docking involved in exocytosis	9.745871061566956e-06	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	43	94	6	15719	0.0638297872340425	0.1395348837209302	query_1	['GO:0048278', 'GO:0140029']	['RAB8A', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
52	GO:BP	GO:0097051	establishment of protein localization to endoplasmic reticulum membrane	9.816381940650325e-06	True	"""The directed movement of a protein to a specific location in the endoplasmic reticulum membrane."" [GOC:rb, PMID:9388185]"	3	94	3	15719	0.0319148936170212	1.0	query_1	['GO:0072599', 'GO:0090150']	['RAB3GAP2', 'RAB10', 'RAB3GAP1']
53	GO:BP	GO:0071840	cellular component organization or biogenesis	9.816381940650325e-06	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	94	62	15719	0.6595744680851063	0.0099486521181001	query_1	['GO:0009987']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'BACE1', 'RABEP1', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'NAT8', 'RAB3GAP2', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
51	GO:BP	GO:0000045	autophagosome assembly	9.816381940650325e-06	True	"""The formation of a double membrane-bounded structure, the autophagosome, that occurs when a specialized membrane sac, called the isolation membrane, starts to enclose a portion of the cytoplasm."" [GOC:autophagy, PMID:9412464]"	105	94	8	15719	0.0851063829787234	0.0761904761904762	query_1	['GO:0070925', 'GO:1905037']	['RAB1B', 'RAB7A', 'PSEN1', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'RAB23', 'RAB3GAP1']
41	GO:CC	GO:0030667	secretory granule membrane	1.2027552478253286e-05	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	307	94	11	16420	0.1170212765957446	0.0358306188925081	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['RAB14', 'RAB7A', 'PSEN1', 'RAB31', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB10', 'RAB18', 'RAB3A', 'RAB6A']
14	REAC	REAC:R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	1.2738180291575318e-05	True	NOTCH2 Activation and Transmission of Signal to the Nucleus	21	82	5	10022	0.0609756097560975	0.238095238095238	query_1	['REAC:R-HSA-1980145']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
54	GO:BP	GO:1905037	autophagosome organization	1.4674415932324548e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an autophagosome."" [GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22186024]"	111	94	8	15719	0.0851063829787234	0.072072072072072	query_1	['GO:0007033', 'GO:0016236']	['RAB1B', 'RAB7A', 'PSEN1', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'RAB23', 'RAB3GAP1']
55	GO:BP	GO:0031293	membrane protein intracellular domain proteolysis	1.713609457969612e-05	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of an intracellular domain."" [PMID:12808018]"	11	94	4	15719	0.0425531914893617	0.3636363636363636	query_1	['GO:0033619']	['APH1B', 'NCSTN', 'PSENEN', 'APH1A']
15	REAC	REAC:R-HSA-193704	p75 NTR receptor-mediated signalling	1.946044170724918e-05	True	p75 NTR receptor-mediated signalling	95	82	8	10022	0.0975609756097561	0.0842105263157894	query_1	['REAC:R-HSA-73887']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
43	GO:CC	GO:0030136	clathrin-coated vesicle	2.2145533228345964e-05	True	"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]"	206	94	9	16420	0.0957446808510638	0.0436893203883495	query_1	['GO:0030135']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB5A', 'RAB13', 'GGA2', 'RAB35', 'RAB3A']
42	GO:CC	GO:0030140	trans-Golgi network transport vesicle	2.2145533228345964e-05	True	"""A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."" [GOC:mah]"	39	94	5	16420	0.0531914893617021	0.1282051282051282	query_1	['GO:0005798', 'GO:0030133', 'GO:0030136']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB13']
56	GO:BP	GO:0006605	protein targeting	2.218650102499513e-05	True	"""The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif."" [GOC:ma]"	324	94	12	15719	0.1276595744680851	0.037037037037037	query_1	['GO:0006886']	['SORT1', 'RAB7A', 'MICALL1', 'HPS4', 'RAB8B', 'RABGEF1', 'RAB3IP', 'CHM', 'GGA3', 'YWHAE', 'GDI1', 'GOLGA7B']
57	GO:BP	GO:0006906	vesicle fusion	2.2281712749136667e-05	True	"""Fusion of the membrane of a transport vesicle with its target membrane."" [GOC:jid]"	118	94	8	15719	0.0851063829787234	0.0677966101694915	query_1	['GO:0016050', 'GO:0016192', 'GO:0090174']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
16	REAC	REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	2.3029159351530563e-05	True	NOTCH3 Activation and Transmission of Signal to the Nucleus	24	82	5	10022	0.0609756097560975	0.2083333333333333	query_1	['REAC:R-HSA-9012852']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
60	GO:BP	GO:0018342	protein prenylation	2.362585235923672e-05	True	"""The covalent attachment of a prenyl group to a protein; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, ISBN:0198506732]"	12	94	4	15719	0.0425531914893617	0.3333333333333333	query_1	['GO:0036211', 'GO:0097354']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
59	GO:BP	GO:0140056	organelle localization by membrane tethering	2.362585235923672e-05	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	82	94	7	15719	0.0744680851063829	0.0853658536585365	query_1	['GO:0022406', 'GO:0051640']	['RAB8A', 'RAB8B', 'RAB3IP', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
58	GO:BP	GO:0097354	prenylation	2.362585235923672e-05	True	"""The covalent attachment of a prenyl group to a molecule; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, PMID:18029206, PMID:21351751, PMID:22123822, PMID:22642693, PMID:22660767]"	12	94	4	15719	0.0425531914893617	0.3333333333333333	query_1	['GO:0044237']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
61	GO:BP	GO:0090174	organelle membrane fusion	2.3710402724353108e-05	True	"""The joining of two lipid bilayers to form a single organelle membrane."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	120	94	8	15719	0.0851063829787234	0.0666666666666666	query_1	['GO:0048284', 'GO:0061025']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
62	GO:BP	GO:0048168	regulation of neuronal synaptic plasticity	2.523175184469202e-05	True	"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]"	52	94	6	15719	0.0638297872340425	0.1153846153846153	query_1	['GO:0048167']	['RAB8A', 'RAB5A', 'PPFIA3', 'APP', 'RAB3GAP1', 'RAB3A']
44	GO:CC	GO:0005886	plasma membrane	2.8187737447917605e-05	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	94	49	16420	0.5212765957446809	0.0101030927835051	query_1	['GO:0016020', 'GO:0071944']	['RAB14', 'GPAM', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'PAWR', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABGGTB', 'RAB5B', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'SHROOM3', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'EHD2', 'APH1A', 'AURKA', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
63	GO:BP	GO:0140029	exocytic process	2.8813658798305863e-05	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	85	94	7	15719	0.0744680851063829	0.0823529411764705	query_1	['GO:0006887', 'GO:0009987']	['RAB8A', 'PSEN1', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
64	GO:BP	GO:0061024	membrane organization	2.9703547614293016e-05	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	785	94	18	15719	0.1914893617021276	0.0229299363057324	query_1	['GO:0016043']	['RAB34', 'ANKLE2', 'RAB7A', 'EEA1', 'RAB39A', 'MICALL1', 'RAB8A', 'TMEM102', 'RAB31', 'RAB8B', 'RABEP1', 'RAB13', 'RILP', 'RAB1A', 'EHD2', 'SIRT2', 'SUN2', 'RAB3A']
65	GO:BP	GO:0048210	Golgi vesicle fusion to target membrane	3.1294429376199366e-05	True	"""The joining of the lipid bilayer membrane around a Golgi transport vesicle to the target lipid bilayer membrane."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	4	94	3	15719	0.0319148936170212	0.75	query_1	['GO:0006906', 'GO:0048193']	['RAB8A', 'RAB8B', 'RAB13']
66	GO:BP	GO:0061919	process utilizing autophagic mechanism	3.3299941539994354e-05	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	552	94	15	15719	0.1595744680851064	0.0271739130434782	query_1	['GO:0009987']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
67	GO:BP	GO:0006914	autophagy	3.3299941539994354e-05	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	94	15	15719	0.1595744680851064	0.0271739130434782	query_1	['GO:0044248', 'GO:0061919']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
68	GO:BP	GO:0061025	membrane fusion	3.464846468688529e-05	True	"""The membrane organization process that joins two lipid bilayers to form a single membrane."" [GOC:dph, GOC:tb]"	174	94	9	15719	0.0957446808510638	0.0517241379310344	query_1	['GO:0061024']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RABEP1', 'RAB13', 'RAB3A']
69	GO:BP	GO:0007264	small GTPase mediated signal transduction	3.464846468688529e-05	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	94	14	15719	0.1489361702127659	0.0291060291060291	query_1	['GO:0035556']	['RUFY1', 'RAB39A', 'RABGEF1', 'CHM', 'RAB38', 'RAB4A', 'NGFR', 'CHML', 'RAB12', 'GDI1', 'NGF', 'GDI2', 'RAB18', 'RAB35']
70	GO:BP	GO:0033619	membrane protein proteolysis	3.502712343652668e-05	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains."" [GOC:pde]"	56	94	6	15719	0.0638297872340425	0.1071428571428571	query_1	['GO:0006508']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A']
71	GO:BP	GO:0030030	cell projection organization	3.78580600640154e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	94	25	15719	0.2659574468085106	0.0170068027210884	query_1	['GO:0016043']	['RAB34', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB23', 'RAB3A', 'RAB6A']
