Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
623	GO:BP	GO:0050678	regulation of epithelial cell proliferation	6.104317963583096e-06	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	376	100	14	21110	0.14	0.0372340425531914	query_1	['GO:0042127', 'GO:0050673']	['CDKN2B', 'AKT1', 'WDR77', 'PPARG', 'CTNNB1', 'RB1', 'AR', 'RBPJ', 'SP1', 'CDK4', 'CDKN1B', 'SMAD3', 'CDK6', 'CCND1']
624	REAC	REAC:R-HSA-2559580	Oxidative Stress Induced Senescence	6.16018737945465e-06	True	Oxidative Stress Induced Senescence	123	99	11	10790	0.1111111111111111	0.089430894308943	query_1	['REAC:R-HSA-2559583']	['CDKN2B', 'TFDP1', 'CDKN2D', 'E2F2', 'E2F1', 'CDKN2C', 'CDKN2A', 'CDK4', 'TP53', 'TFDP2', 'CDK6']
625	HPA	HPA:0330221	oral mucosa; squamous epithelial cells[≥Low]	6.186498800100994e-06	True	oral mucosa; squamous epithelial cells[≥Low]	6252	82	70	11006	0.8536585365853658	0.0111964171465131	query_1	['HPA:0330000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
626	HPA	HPA:0330000	oral mucosa	6.186498800100994e-06	True	oral mucosa	6252	82	70	11006	0.8536585365853658	0.0111964171465131	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
627	GO:BP	GO:0097190	apoptotic signaling pathway	6.505324054969133e-06	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	599	100	17	21110	0.17	0.028380634390651	query_1	['GO:0006915', 'GO:0007165']	['AKT1', 'CTNNB1', 'RB1', 'HDAC1', 'CDKN2D', 'CDKN1A', 'AR', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'CUL1', 'TP53', 'SMAD3', 'KDM1A', 'SKIL', 'HIPK2']
628	HP	HP:0100568	Neoplasm of the endocrine system	6.636663726735294e-06	True	A tumor (abnormal growth of tissue) of the endocrine system.	149	45	12	4851	0.2666666666666666	0.0805369127516778	query_1	['HP:0000818', 'HP:0011793']	['CDKN2B', 'AKT1', 'CTNNB1', 'SMARCA4', 'CDKN1A', 'SMARCB1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'CCND1']
629	GO:MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	6.816879237919754e-06	True	"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]"	966	101	21	20195	0.2079207920792079	0.0217391304347826	query_1	['GO:0016740']	['CDKN2B', 'AKT1', 'CKS1B', 'CDK8', 'CDK5', 'CDK7', 'CCNE1', 'CDKN2D', 'CDKN1A', 'RIOK1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CDK6', 'HIPK2', 'CCND1']
630	GO:BP	GO:0050673	epithelial cell proliferation	6.902195937082209e-06	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	449	100	15	21110	0.15	0.0334075723830735	query_1	['GO:0008283']	['CDKN2B', 'AKT1', 'WDR77', 'PPARG', 'CTNNB1', 'RB1', 'AR', 'RBPJ', 'SP1', 'ESR1', 'CDK4', 'CDKN1B', 'SMAD3', 'CDK6', 'CCND1']
631	GO:BP	GO:0090068	positive regulation of cell cycle process	6.942737838339927e-06	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	256	100	12	21110	0.12	0.046875	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['AKT1', 'CCNB1', 'TFDP1', 'RB1', 'SIN3A', 'MECP2', 'CCND2', 'CDK1', 'KAT2B', 'CCND3', 'CDK4', 'CCND1']
632	WP	WP:WP2032	Thyroid stimulating hormone (TSH) signaling pathway	6.986653101048123e-06	True	Thyroid stimulating hormone (TSH) signaling pathway	66	93	9	8133	0.0967741935483871	0.1363636363636363	query_1	['WP:000000']	['AKT1', 'RBL2', 'RB1', 'CCNE1', 'E2F1', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B']
633	HP	HP:0100631	Neoplasm of the adrenal gland	6.998187041676337e-06	True	A tumor (abnormal growth of tissue) of the adrenal gland.	46	45	8	4851	0.1777777777777777	0.1739130434782608	query_1	['HP:0011732', 'HP:0100568']	['CDKN2B', 'CTNNB1', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53', 'CCND1']
634	GO:BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	7.30733057137675e-06	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:dph, GOC:mtg_cell_cycle, GOC:tb]"	28	100	6	21110	0.06	0.2142857142857142	query_1	['GO:0000086', 'GO:0010389', 'GO:1901992', 'GO:1902751']	['CCNB1', 'SIN3A', 'MECP2', 'CDK1', 'CDK4', 'CCND1']
635	GO:BP	GO:1902105	regulation of leukocyte differentiation	7.405360693617349e-06	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	317	100	13	21110	0.13	0.0410094637223974	query_1	['GO:0002521', 'GO:1903706']	['CBFB', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'RARA', 'SMARCC1', 'CDK6']
636	GO:BP	GO:0001775	cell activation	7.423967240460206e-06	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1157	100	23	21110	0.23	0.0198789974070872	query_1	['GO:0009987', 'GO:0032501']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'NR1H3', 'CDKN1A', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'PRMT5', 'GPS2', 'SMARCC2', 'CDKN2A', 'CCND3', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
637	HPA	HPA:0600441	tonsil; non-germinal center cells[≥Low]	7.501197612422845e-06	True	tonsil; non-germinal center cells[≥Low]	6107	82	69	11006	0.8414634146341463	0.0112985099066644	query_1	['HPA:0600000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'CDKN1B', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
638	REAC	REAC:R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	7.57903922007615e-06	True	NOTCH4 Intracellular Domain Regulates Transcription	20	99	6	10790	0.0606060606060606	0.3	query_1	['REAC:R-HSA-9013694']	['CREBBP', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'SMAD3']
639	WP	WP:WP5300	TROP2 regulatory signaling	7.985673143790968e-06	True	TROP2 regulatory signaling	48	93	8	8133	0.086021505376344	0.1666666666666666	query_1	['WP:000000']	['CTNNB1', 'RB1', 'CCNE1', 'CDKN2A', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
640	GO:BP	GO:0033002	muscle cell proliferation	8.016585852105588e-06	True	"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]"	205	100	11	21110	0.11	0.0536585365853658	query_1	['GO:0008283']	['AKT1', 'PPARG', 'CTNNB1', 'HDAC1', 'CDKN1A', 'RUNX1', 'RBPJ', 'MNAT1', 'CDK1', 'SKI', 'CDKN1B']
641	GO:CC	GO:0032806	carboxy-terminal domain protein kinase complex	8.035322605789154e-06	True	"""A protein complex that phosphorylates amino acid residues of RNA polymerase II C-terminal domain repeats; phosphorylation occurs mainly on Ser2 and Ser5."" [PMID:15047695, PMID:16721054, PMID:17079683]"	20	101	5	22122	0.0495049504950495	0.25	query_1	['GO:0140513', 'GO:1902554']	['CDK7', 'RB1', 'CCNH', 'MNAT1', 'SNW1']
642	HP	HP:0025134	Increased serum estradiol	8.174713429050311e-06	True	An elevation above normal limits of the concentration of estradiol in the circulation.	9	45	5	4851	0.1111111111111111	0.5555555555555556	query_1	['HP:0025133']	['CTNNB1', 'AR', 'CDKN2A', 'ESR1', 'TP53']
643	HP	HP:0008261	Pancreatic islet cell adenoma	8.174713429050311e-06	True	The presence of an adenoma of the pancreas with origin in a pancreatic B cell.	9	45	5	4851	0.1111111111111111	0.5555555555555556	query_1	['HP:0002894', 'HP:0006476', 'HP:0030405']	['CDKN2B', 'CDKN1A', 'CDKN2C', 'CDKN1B', 'CCND1']
644	KEGG	KEGG:05216	Thyroid cancer	8.250685007027759e-06	True	Thyroid cancer	37	87	7	8161	0.0804597701149425	0.1891891891891892	query_1	['KEGG:00000']	['RXRA', 'PPARG', 'CTNNB1', 'RXRB', 'CDKN1A', 'TP53', 'CCND1']
645	MIRNA	MIRNA:hsa-let-7b-5p	hsa-let-7b-5p	8.255762115499982e-06	True	hsa-let-7b-5p	1211	99	27	14850	0.2727272727272727	0.0222956234516928	query_1	['MIRNA:000000']	['UBE2I', 'NCOA3', 'CBFB', 'CCNB1', 'SMARCA4', 'RXRB', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'SUMO1', 'SMARCB1', 'E2F6', 'EP300', 'RBPJ', 'CCND2', 'NCOR1', 'SMARCC2', 'SKI', 'SP1', 'CCND3', 'CDKN1B', 'CUL1', 'SMARCC1', 'CDK6', 'CCND1']
646	GO:BP	GO:0006469	negative regulation of protein kinase activity	8.435962598690915e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	206	100	11	21110	0.11	0.0533980582524271	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['CDKN2B', 'AKT1', 'PPARG', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B']
647	GO:MF	GO:0097718	disordered domain specific binding	8.912507134330746e-06	True	"""Binding to a disordered domain of a protein."" [GOC:gg, PMID:11746698]"	33	101	6	20195	0.0594059405940594	0.1818181818181818	query_1	['GO:0019904']	['NCOA3', 'CTNNB1', 'RB1', 'SMAD2', 'CDKN2A', 'TP53']
648	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	9.07469937882759e-06	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	696	100	18	21110	0.18	0.0258620689655172	query_1	['GO:0009790']	['AKT1', 'CCNB1', 'CTNNB1', 'SIN3A', 'AR', 'SMAD2', 'SMARCB1', 'SMAD4', 'EP300', 'RBPJ', 'HDAC3', 'SKI', 'RARA', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL', 'NCOA1']
649	GO:BP	GO:0045582	positive regulation of T cell differentiation	9.078934968135306e-06	True	"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	116	100	9	21110	0.09	0.0775862068965517	query_1	['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
650	WP	WP:WP3981	miRNA regulation of prostate cancer signaling pathways	9.45514309823932e-06	True	miRNA regulation of prostate cancer signaling pathways	49	93	8	8133	0.086021505376344	0.1632653061224489	query_1	['WP:000000']	['CREBBP', 'CTNNB1', 'CDKN1A', 'AR', 'FOXO1', 'CDKN1B', 'TP53', 'CCND1']
651	REAC	REAC:R-HSA-5633007	Regulation of TP53 Activity	9.617858762896658e-06	True	Regulation of TP53 Activity	160	99	12	10790	0.1212121212121212	0.075	query_1	['REAC:R-HSA-3700989']	['AKT1', 'CDK5', 'HDAC1', 'CCNA2', 'EP300', 'PRMT5', 'CDK1', 'CDKN2A', 'CDK2', 'TP53', 'HDAC2', 'HIPK2']
652	HP	HP:0011029	Internal hemorrhage	9.641999317172438e-06	True	The presence of hemorrhage within the body.	315	45	16	4851	0.3555555555555555	0.0507936507936507	query_1	['HP:0001892', 'HP:0011028']	['CDKN2B', 'AKT1', 'CTNNB1', 'RB1', 'SIN3A', 'CDKN1A', 'SMAD2', 'SMARCB1', 'SMAD4', 'RUNX1', 'RBPJ', 'CDKN2C', 'RARA', 'CDKN1B', 'TBL1XR1', 'SMAD3']
653	HPA	HPA:0600431	tonsil; germinal center cells[≥Low]	1.0036314892667942e-05	True	tonsil; germinal center cells[≥Low]	5977	82	68	11006	0.8292682926829268	0.0113769449556633	query_1	['HPA:0600000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'CCNB1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CCNA2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
654	HPA	HPA:0570812	testis; spermatogonia cells[≥Medium]	1.0047991518477418e-05	True	testis; spermatogonia cells[≥Medium]	2374	82	40	11006	0.4878048780487805	0.016849199663016	query_1	['HPA:0570811']	['REST', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CDK5', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN2D', 'CCNA2', 'SUMO1', 'CCNH', 'SMARCB1', 'SMAD4', 'MECP2', 'RIOK1', 'NCOR1', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'FOXO1', 'TBL1XR1', 'TP53', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
655	REAC	REAC:R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	1.0081714920389933e-05	True	Transcriptional activation of mitochondrial biogenesis	53	99	8	10790	0.0808080808080808	0.1509433962264151	query_1	['REAC:R-HSA-1592230']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
656	GO:BP	GO:0032869	cellular response to insulin stimulus	1.0316763551590084e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	210	100	11	21110	0.11	0.0523809523809523	query_1	['GO:0032868', 'GO:0071375']	['AKT1', 'PPARG', 'NCOA2', 'RB1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'SMARCC1', 'NCOA1']
657	HP	HP:0002664	Neoplasm	1.0405904126030462e-05	True	An organ or organ-system abnormality that consists of uncontrolled autonomous cell-proliferation which can occur in any part of the body as a benign or malignant neoplasm (tumour).	926	45	26	4851	0.5777777777777777	0.0280777537796976	query_1	['HP:0000118']	['REST', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CTNNB1', 'RB1', 'SMARCA4', 'CDKN1A', 'AR', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'SMARCC2', 'SKI', 'CDKN2C', 'CDKN2A', 'ESR1', 'FOXO1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'TP53', 'CCND1']
658	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	1.0565106932082371e-05	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	118	100	9	21110	0.09	0.0762711864406779	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['CDKN2B', 'CREBBP', 'PPARG', 'SMAD2', 'SMAD4', 'EP300', 'RBPJ', 'SNW1', 'HIPK2']
659	HPA	HPA:0470000	skin 2	1.0752428780144707e-05	True	skin 2	7029	82	74	11006	0.902439024390244	0.0105278133447147	query_1	['HPA:0000000']	['REST', 'UBE2I', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
660	GO:BP	GO:0043066	negative regulation of apoptotic process	1.0863532529914836e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	884	100	20	21110	0.2	0.0226244343891402	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['AKT1', 'CTNNB1', 'RB1', 'HDAC1', 'SIN3A', 'CDKN2D', 'AR', 'MECP2', 'CCND2', 'HDAC3', 'MNAT1', 'CDK1', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'HIPK2', 'CCND1']
661	HP	HP:0001824	Weight loss	1.10628375160573e-05	True	Reduction of total body weight.	318	45	16	4851	0.3555555555555555	0.050314465408805	query_1	['HP:0004325']	['REST', 'CDKN2B', 'AKT1', 'CTNNB1', 'RB1', 'CDKN1A', 'SMAD4', 'RUNX1', 'MECP2', 'CDKN2C', 'CDKN2A', 'RARA', 'CDKN1B', 'TBL1XR1', 'TP53', 'CCND1']
662	KEGG	KEGG:05206	MicroRNAs in cancer	1.1114892877230874e-05	True	MicroRNAs in cancer	310	87	16	8161	0.1839080459770115	0.0516129032258064	query_1	['KEGG:00000']	['UBE2I', 'CREBBP', 'CCNE2', 'HDAC1', 'CCNE1', 'CDKN1A', 'E2F2', 'EP300', 'CCND2', 'E2F1', 'CDKN2A', 'CDKN1B', 'TP53', 'HDAC2', 'CDK6', 'CCND1']
663	HP	HP:0100835	Benign neoplasm of the central nervous system	1.1355925806526716e-05	True	Benign neoplasm of the central nervous system	95	45	10	4851	0.2222222222222222	0.1052631578947368	query_1	['HP:0100006']	['CDKN2B', 'AKT1', 'CREBBP', 'CDKN1A', 'SMARCB1', 'EP300', 'CDKN2C', 'CDKN1B', 'TP53', 'CCND1']
664	GO:BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	1.1620719011151328e-05	True	"""Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	268	100	12	21110	0.12	0.044776119402985	query_1	['GO:0044093', 'GO:0051090']	['AKT1', 'PPARG', 'TFDP1', 'CTNNB1', 'SMARCA4', 'AR', 'SMARCB1', 'EP300', 'ESR1', 'SMAD3', 'KDM1A', 'HIPK2']
665	REAC	REAC:R-HSA-453274	Mitotic G2-G2/M phases	1.1860970257299444e-05	True	Mitotic G2-G2/M phases	198	99	13	10790	0.1313131313131313	0.0656565656565656	query_1	['REAC:R-HSA-69278']	['CCNB1', 'CDK7', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'EP300', 'E2F1', 'MNAT1', 'CDK1', 'CDK2', 'CUL1', 'TP53']
666	GO:MF	GO:0030234	enzyme regulator activity	1.1919347868010172e-05	True	"""Binds to and modulates the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	1300	101	24	20195	0.2376237623762376	0.0184615384615384	query_1	['GO:0098772']	['CDKN2B', 'AKT1', 'CKS1B', 'CCNB1', 'CCNE2', 'CCNE1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'GPS2', 'MNAT1', 'SKI', 'CDKN2C', 'CDKN2A', 'KAT2B', 'ESR1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'CCND1', 'CCNC']
667	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	1.212794604444072e-05	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	100	7	21110	0.07	0.1320754716981132	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['CCNB1', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'CDK6']
668	GO:BP	GO:0019083	viral transcription	1.212794604444072e-05	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	100	7	21110	0.07	0.1320754716981132	query_1	['GO:0016032', 'GO:0019080']	['REST', 'HDAC1', 'SMARCA4', 'SMARCB1', 'EP300', 'SNW1', 'SP1']
669	HPA	HPA:0480000	small intestine	1.2374317648767292e-05	True	small intestine	7868	82	78	11006	0.951219512195122	0.0099135739705134	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
