Cockayne syndrome type 3	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
97	GO:BP	GO:0048519	negative regulation of biological process	2.7870395920252272e-12	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	101	69	15719	0.6831683168316832	0.0136498516320474	query_1	['GO:0008150', 'GO:0050789']	['CUL3', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'CBX3', 'VCP', 'CCNB1', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'RBX1', 'CDKN2D', 'PCGF6', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'MCM2', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'L3MBTL2', 'NPLOC4', 'RNF2', 'CDKN1B', 'ORC6', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
98	GO:BP	GO:0050794	regulation of cellular process	3.54571044750129e-12	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	101	95	15719	0.9405940594059404	0.0096909109456288	query_1	['GO:0009987', 'GO:0050789']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
99	GO:BP	GO:0048144	fibroblast proliferation	4.257461704356221e-12	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	101	13	15719	0.1287128712871287	0.1226415094339622	query_1	['GO:0008283']	['BMI1', 'MYC', 'CKS1B', 'CCNB1', 'CDC6', 'CDKN1A', 'CCNA2', 'E2F1', 'CDK1', 'ESR1', 'CDK4', 'TP53', 'CDK6']
101	GO:BP	GO:0051052	regulation of DNA metabolic process	4.2578436154694415e-12	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	517	101	23	15719	0.2277227722772277	0.0444874274661508	query_1	['GO:0006259', 'GO:0019219', 'GO:0060255']	['MCM6', 'AKT1', 'MYC', 'GMNN', 'EHMT2', 'MCM7', 'TFDP1', 'CDT1', 'CDC6', 'PCNA', 'CDKN1A', 'ORC5', 'CCNA2', 'ORC3', 'ERCC6', 'MCM4', 'CDK1', 'CDKN2A', 'CDK2', 'MCM2', 'ERCC8', 'TP53', 'CUL4A']
100	GO:BP	GO:0009893	positive regulation of metabolic process	4.2578436154694415e-12	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	101	58	15719	0.5742574257425742	0.0158686730506155	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['CUL3', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'CREBBP', 'SERTAD1', 'CDK5', 'E2F4', 'VCP', 'CCNB1', 'CDK7', 'MAX', 'TFDP1', 'RB1', 'HDAC1', 'DDB1', 'CDT1', 'RBX1', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'NUB1', 'CDK6', 'CCND1']
102	GO:BP	GO:0035518	histone H2A monoubiquitination	4.619137513608199e-12	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	101	8	15719	0.0792079207920792	0.4210526315789473	query_1	['GO:0010390', 'GO:0033522']	['BMI1', 'CUL4B', 'DDB2', 'RING1', 'DDB1', 'PCGF6', 'PCGF2', 'RNF2']
103	GO:BP	GO:0050790	regulation of catalytic activity	5.001350063117341e-12	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	101	40	15719	0.396039603960396	0.0225988700564971	query_1	['GO:0065009']	['PKMYT1', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'MYC', 'SERTAD1', 'CDK5', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'HDAC1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'CCND2', 'MNAT1', 'CAND1', 'CDKN2A', 'CDKN2C', 'MCM2', 'ESR1', 'CCND3', 'CDKN1B', 'TP53', 'SMAD3', 'CCND1']
46	REAC	REAC:R-HSA-69275	G2/M Transition	5.370645124473767e-12	True	G2/M Transition	194	99	18	10022	0.1818181818181818	0.0927835051546391	query_1	['REAC:R-HSA-453274']	['PKMYT1', 'CDC25B', 'CCNB1', 'CCNA1', 'CDK7', 'CCNB2', 'RBX1', 'BTRC', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'EP300', 'MNAT1', 'CDK1', 'CDK2', 'CUL1', 'TP53']
47	REAC	REAC:R-HSA-69481	G2/M Checkpoints	5.484689833153414e-12	True	G2/M Checkpoints	167	99	17	10022	0.1717171717171717	0.1017964071856287	query_1	['REAC:R-HSA-69620']	['PKMYT1', 'MCM6', 'MCM7', 'CCNB1', 'CCNB2', 'CDC6', 'ORC5', 'ORC3', 'MCM4', 'CDK1', 'CDK2', 'ORC1', 'MCM2', 'ORC6', 'TP53', 'ORC4', 'ORC2']
104	GO:BP	GO:0019220	regulation of phosphate metabolic process	7.231742799572527e-12	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1280	101	34	15719	0.3366336633663366	0.0265625	query_1	['GO:0006796', 'GO:0051174']	['PKMYT1', 'CDKN2B', 'CDC25B', 'AKT1', 'SERTAD1', 'CDK5', 'MCM7', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'ERCC6', 'MNAT1', 'CDKN2A', 'CDKN2C', 'CCND3', 'CDKN1B', 'TP53', 'SMAD3', 'CCND1']
105	GO:BP	GO:0051174	regulation of phosphorus metabolic process	7.325935299955085e-12	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1281	101	34	15719	0.3366336633663366	0.0265417642466822	query_1	['GO:0006793', 'GO:0031323']	['PKMYT1', 'CDKN2B', 'CDC25B', 'AKT1', 'SERTAD1', 'CDK5', 'MCM7', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'ERCC6', 'MNAT1', 'CDKN2A', 'CDKN2C', 'CCND3', 'CDKN1B', 'TP53', 'SMAD3', 'CCND1']
106	GO:BP	GO:0016310	phosphorylation	7.53589850272805e-12	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1704	101	39	15719	0.3861386138613861	0.0228873239436619	query_1	['GO:0006796']	['PKMYT1', 'CDKN2B', 'CDC25B', 'AKT1', 'CKS1B', 'SERTAD1', 'CDK5', 'MCM7', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD2', 'SMAD4', 'CCND2', 'ERCC6', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'TP53', 'CDK6', 'CCND1']
107	GO:BP	GO:0016070	RNA metabolic process	8.102817413989284e-12	True	"""The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]"	4214	101	62	15719	0.6138613861386139	0.0147128618889416	query_1	['GO:0090304']	['CUL3', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'PCGF6', 'BTRC', 'CDK5R1', 'PCNA', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
108	GO:BP	GO:0042325	regulation of phosphorylation	8.878638010051099e-12	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	101	32	15719	0.3168316831683168	0.0281938325991189	query_1	['GO:0016310', 'GO:0019220']	['PKMYT1', 'CDKN2B', 'CDC25B', 'AKT1', 'SERTAD1', 'CDK5', 'MCM7', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'ERCC6', 'MNAT1', 'CDKN2A', 'CDKN2C', 'CCND3', 'CDKN1B', 'TP53', 'CCND1']
48	REAC	REAC:R-HSA-9755511	KEAP1-NFE2L2 pathway	1.0154706894033133e-11	True	KEAP1-NFE2L2 pathway	101	99	14	10022	0.1414141414141414	0.1386138613861386	query_1	['REAC:R-HSA-9711123']	['CUL3', 'AKT1', 'MYC', 'CREBBP', 'VCP', 'RBX1', 'BTRC', 'SKP1', 'EP300', 'UFD1', 'CDKN2A', 'SKP2', 'NPLOC4', 'CUL1']
24	GO:CC	GO:0031464	Cul4A-RING E3 ubiquitin ligase complex	1.0742367401221059e-11	True	"""A ubiquitin ligase complex in which a cullin from the Cul4A subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein."" [PMID:15571813, PMID:15688063]"	14	102	7	16420	0.0686274509803921	0.5	query_1	['GO:0080008']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'ERCC8', 'CDKN1B', 'CUL4A']
109	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	1.168781582865855e-11	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]"	998	101	30	15719	0.297029702970297	0.0300601202404809	query_1	['GO:0036211']	['CUL3', 'BMI1', 'AKT1', 'CUL4B', 'DDB2', 'CDK5', 'VCP', 'RING1', 'PHC1', 'DDB1', 'RBX1', 'PCGF6', 'UBD', 'BTRC', 'USP24', 'SKP1', 'NEDD8', 'CDK1', 'CAND1', 'CDKN2A', 'PCGF2', 'UBE2W', 'ERCC8', 'COPS5', 'SKP2', 'RNF2', 'CDKN1B', 'CUL1', 'CUL4A', 'NUB1']
110	GO:BP	GO:0050789	regulation of biological process	1.4060980212399754e-11	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	101	97	15719	0.9603960396039604	0.0092310620479634	query_1	['GO:0008150', 'GO:0065007']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'NUB1', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
111	GO:BP	GO:0010948	negative regulation of cell cycle process	1.4754732902921443e-11	True	"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	298	101	18	15719	0.1782178217821782	0.0604026845637583	query_1	['GO:0010564', 'GO:0022402', 'GO:0045786']	['CDKN2B', 'CCNB1', 'RBL1', 'RBL2', 'RB1', 'CDT1', 'CDKN2D', 'CDC6', 'CDKN1A', 'E2F1', 'ERCC6', 'CDK1', 'CDK2', 'ORC1', 'CDKN1B', 'TP53', 'CUL4A', 'CCND1']
112	GO:BP	GO:0032446	protein modification by small protein conjugation	1.7182817993676512e-11	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	872	101	28	15719	0.2772277227722772	0.0321100917431192	query_1	['GO:0070647']	['CUL3', 'BMI1', 'AKT1', 'CUL4B', 'DDB2', 'CDK5', 'VCP', 'RING1', 'PHC1', 'DDB1', 'RBX1', 'PCGF6', 'UBD', 'BTRC', 'SKP1', 'NEDD8', 'CAND1', 'CDKN2A', 'PCGF2', 'UBE2W', 'ERCC8', 'COPS5', 'SKP2', 'RNF2', 'CDKN1B', 'CUL1', 'CUL4A', 'NUB1']
25	GO:CC	GO:0035102	PRC1 complex	1.9269180381126543e-11	True	"""A multiprotein complex that mediates monoubiquitination of lysine residues of histone H2A (lysine-118 in Drosophila or lysine-119 in mammals). The complex is required for stable long-term maintenance of transcriptionally repressed states and is involved in chromatin remodeling."" [GOC:bf, PMID:10412979]"	15	102	7	16420	0.0686274509803921	0.4666666666666667	query_1	['GO:0000152', 'GO:0031519']	['BMI1', 'RING1', 'PHC1', 'PCGF6', 'PCGF2', 'RNF2', 'PHC3']
26	GO:CC	GO:0000781	chromosome, telomeric region	2.077640729706836e-11	True	"""The end of a linear chromosome, required for the integrity and maintenance of the end. A chromosome telomere usually includes a region of telomerase-encoded repeats the length of which rarely exceeds 20 bp each and that permits the formation of a telomeric loop (T-loop). The telomeric repeat region is usually preceded by a sub-telomeric region that is gene-poor but rich in repetitive elements. Some telomeres only consist of the latter part (for eg. D. melanogaster telomeres)."" [GOC:elh]"	167	102	14	16420	0.1372549019607843	0.0838323353293413	query_1	['GO:0098687']	['MCM6', 'MCM7', 'CBX3', 'DDB1', 'PCNA', 'ORC5', 'ORC3', 'MCM4', 'CDK1', 'CDK2', 'ORC1', 'MCM2', 'ORC4', 'ORC2']
49	REAC	REAC:R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	2.5641786736633172e-11	True	Formation of TC-NER Pre-Incision Complex	52	99	11	10022	0.1111111111111111	0.2115384615384615	query_1	['REAC:R-HSA-6781827']	['CUL4B', 'CDK7', 'DDB1', 'RBX1', 'CCNH', 'EP300', 'ERCC6', 'MNAT1', 'ERCC8', 'COPS5', 'CUL4A']
27	GO:CC	GO:0043227	membrane-bounded organelle	2.649364556938925e-11	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	102	101	16420	0.9901960784313726	0.008265815533186	query_1	['GO:0043226']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'USP24', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'NUB1', 'CDK6', 'ORC4', 'CCND1', 'ORC2', 'PHC3']
113	GO:BP	GO:0042127	regulation of cell population proliferation	3.0034680513257394e-11	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1604	101	37	15719	0.3663366336633663	0.0230673316708229	query_1	['GO:0008283', 'GO:0050794']	['CUL3', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'MYC', 'SERTAD1', 'E2F4', 'CCNB1', 'TFDP1', 'RB1', 'HDAC1', 'CCNE1', 'CDKN2D', 'CDC6', 'CDKN1A', 'CCNA2', 'SMAD2', 'SMAD4', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1']
114	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	3.124319884451283e-11	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	101	10	15719	0.099009900990099	0.1886792452830188	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['BMI1', 'MYC', 'CCNB1', 'CDC6', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'CDK6']
28	GO:CC	GO:0043229	intracellular organelle	3.645980031377556e-11	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	102	101	16420	0.9901960784313726	0.0082361575470928	query_1	['GO:0005622', 'GO:0043226']	['CUL3', 'PKMYT1', 'MCM6', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'E2F4', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDT1', 'CCNB2', 'RBX1', 'CDKN2D', 'PCGF6', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'ORC5', 'CCNA2', 'USP24', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'ORC3', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MCM4', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'NUB1', 'CDK6', 'ORC4', 'CCND1', 'ORC2', 'PHC3']
50	REAC	REAC:R-HSA-597592	Post-translational protein modification	4.251839784032625e-11	True	Post-translational protein modification	1337	99	41	10022	0.4141414141414141	0.0306656694091249	query_1	['REAC:R-HSA-392499']	['CUL3', 'BMI1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'VCP', 'CCNA1', 'RING1', 'HDAC1', 'PHC1', 'DDB1', 'RBX1', 'UBD', 'BTRC', 'PCNA', 'CCNA2', 'USP24', 'SMAD2', 'SKP1', 'NEDD8', 'SMAD4', 'EP300', 'UFD1', 'CDK1', 'CAND1', 'CDKN2A', 'PCGF2', 'UBE2W', 'ESR1', 'ERCC8', 'COPS5', 'SKP2', 'L3MBTL2', 'NPLOC4', 'RNF2', 'CUL1', 'TP53', 'SMAD3', 'CUL4A', 'PHC3']
29	GO:CC	GO:0140535	intracellular protein-containing complex	4.3428348650324947e-11	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	904	102	27	16420	0.2647058823529412	0.0298672566371681	query_1	['GO:0032991']	['CUL3', 'BMI1', 'CUL4B', 'DDB2', 'CREBBP', 'CKS1B', 'VCP', 'CDK7', 'RING1', 'PHC1', 'DDB1', 'RBX1', 'PCGF6', 'BTRC', 'CCNH', 'SKP1', 'EP300', 'MNAT1', 'CAND1', 'PCGF2', 'ERCC8', 'SKP2', 'RNF2', 'CDKN1B', 'CUL1', 'CUL4A', 'PHC3']
30	GO:CC	GO:0031461	cullin-RING ubiquitin ligase complex	4.676615861816512e-11	True	"""Any ubiquitin ligase complex in which the catalytic core consists of a member of the cullin family and a RING domain protein; the core is associated with one or more additional proteins that confer substrate specificity."" [PMID:15571813, PMID:15688063]"	179	102	14	16420	0.1372549019607843	0.0782122905027933	query_1	['GO:0000151']	['CUL3', 'CUL4B', 'DDB2', 'CKS1B', 'DDB1', 'RBX1', 'BTRC', 'SKP1', 'CAND1', 'ERCC8', 'SKP2', 'CDKN1B', 'CUL1', 'CUL4A']
115	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	5.931189353905829e-11	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	101	7	15719	0.0693069306930693	0.4666666666666667	query_1	['GO:0006270', 'GO:0090329']	['MCM6', 'GMNN', 'MCM7', 'CDT1', 'MCM4', 'CDK2', 'MCM2']
116	GO:BP	GO:0031325	positive regulation of cellular metabolic process	6.920088977687629e-11	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	101	49	15719	0.4851485148514851	0.0172231985940246	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['CDC25B', 'AKT1', 'MYC', 'CREBBP', 'SERTAD1', 'CDK5', 'E2F4', 'VCP', 'CCNB1', 'CDK7', 'MAX', 'TFDP1', 'RB1', 'HDAC1', 'DDB1', 'CDT1', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'ERCC6', 'MGA', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'CCND1']
51	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	8.494771746806148e-11	True	Signaling by TGFB family members	118	99	14	10022	0.1414141414141414	0.1186440677966101	query_1	['REAC:R-HSA-162582']	['CDKN2B', 'MYC', 'E2F4', 'RBL1', 'TFDP1', 'HDAC1', 'E2F5', 'SMAD2', 'NEDD8', 'SMAD4', 'EP300', 'SP1', 'TFDP2', 'SMAD3']
