Myoclonic-astatic epilepsy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
54	GO:BP	GO:0099590	neurotransmitter receptor internalization	3.5903953127269576e-08	True	"""A receptor-mediated endocytosis process that results in the internalization of a neurotransmitter receptor."" [GOC:dos]"	29	103	7	15719	0.0679611650485436	0.2413793103448276	query_1	['GO:0031503', 'GO:0031623']	['ITGB3', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'NUMB']
56	GO:CC	GO:0071682	endocytic vesicle lumen	3.7220479744226125e-08	True	"""The volume enclosed by the membrane of an endocytic vesicle."" [GOC:pde]"	23	104	6	16420	0.0576923076923076	0.2608695652173913	query_1	['GO:0030139', 'GO:0070013']	['HBB', 'APOE', 'APOA1', 'HP', 'MPO', 'HPX']
57	GO:CC	GO:0043235	receptor complex	3.77205344620619e-08	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	104	17	16420	0.1634615384615384	0.0364806866952789	query_1	['GO:0032991']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'LRP2', 'TFRC', 'ITGA2B', 'ITGA5', 'HFE', 'LDLR', 'LRP1', 'TF', 'TFR2', 'MUSK', 'LRP8', 'ITGB6', 'APP']
57	GO:BP	GO:0010876	lipid localization	3.9213250978842526e-08	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	449	103	18	15719	0.174757281553398	0.0400890868596882	query_1	['GO:0033036']	['C3', 'APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'SLC2A1', 'APOE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
34	REAC	REAC:R-HSA-5674135	MAP2K and MAPK activation	4.193605069600119e-08	True	MAP2K and MAPK activation	39	99	8	10022	0.0808080808080808	0.2051282051282051	query_1	['REAC:R-HSA-5673001']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
58	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	4.609771349940829e-08	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	163	104	11	16420	0.1057692307692307	0.0674846625766871	query_1	['GO:0005886', 'GO:0098562']	['SRC', 'AP2M1', 'AP2B1', 'FYN', 'AP2S1', 'AP2A2', 'LDLRAP1', 'NTSR1', 'AP2A1', 'FGR', 'PTK2']
35	REAC	REAC:R-HSA-5099900	WNT5A-dependent internalization of FZD4	4.653025865497755e-08	True	WNT5A-dependent internalization of FZD4	15	99	6	10022	0.0606060606060606	0.4	query_1	['REAC:R-HSA-4086400']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
59	GO:BP	GO:0070527	platelet aggregation	4.688996340625039e-08	True	"""The adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:BHF, GOC:vk]"	71	103	9	15719	0.087378640776699	0.1267605633802817	query_1	['GO:0030168', 'GO:0034109']	['FN1', 'HBB', 'FGA', 'ITGB3', 'FGB', 'FGG', 'CTSG', 'DMTN', 'TLN1']
58	GO:BP	GO:0007155	cell adhesion	4.688996340625039e-08	True	"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]"	1409	103	31	15719	0.3009708737864077	0.0220014194464159	query_1	['GO:0009987']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'TFRC', 'ITGA2B', 'ITGA5', 'HFE', 'FYN', 'FBLN5', 'FBLN2', 'APOA1', 'FBN1', 'FGB', 'FGG', 'APOA4', 'MUSK', 'CTSG', 'DMTN', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'APP', 'DAB2']
60	GO:BP	GO:0051130	positive regulation of cellular component organization	4.7964640704191254e-08	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	103	27	15719	0.2621359223300971	0.0250231696014828	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['C3', 'FN1', 'SRC', 'TGFB3', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'HFE', 'FYN', 'PCSK9', 'AGT', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'TFR2', 'APOA2', 'AGRN', 'VTN', 'APOC2', 'LRP8', 'APP', 'DAB2', 'ADD1']
36	REAC	REAC:R-HSA-9656223	Signaling by RAF1 mutants	4.918618756765166e-08	True	Signaling by RAF1 mutants	40	99	8	10022	0.0808080808080808	0.2	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
61	GO:BP	GO:0030168	platelet activation	5.01253184707341e-08	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	103	11	15719	0.1067961165048543	0.0839694656488549	query_1	['GO:0001775', 'GO:0007596']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'TLN1']
59	GO:CC	GO:0005925	focal adhesion	5.297004570230191e-08	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	417	104	16	16420	0.1538461538461538	0.0383693045563549	query_1	['GO:0030055']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'CLTC', 'ITGA2B', 'ITGA5', 'SYNE2', 'LRP1', 'TLN1', 'PTK2', 'ITGB6', 'DAB2', 'NUMB', 'ADD1']
62	GO:BP	GO:0006869	lipid transport	5.457116294069492e-08	True	"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]"	404	103	17	15719	0.1650485436893204	0.042079207920792	query_1	['GO:0010876', 'GO:0071702']	['APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'SLC2A1', 'APOE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
63	GO:BP	GO:0002376	immune system process	6.254999423109219e-08	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2394	103	41	15719	0.3980582524271844	0.017126148705096	query_1	['GO:0008150']	['C3', 'ITGB1', 'FN1', 'SRC', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'TFRC', 'APOE', 'CD320', 'LOX', 'HFE', 'FYN', 'TPD52', 'LDLR', 'CFH', 'PPP1R14B', 'APOA1', 'LRP1', 'TF', 'FBN1', 'ORM2', 'HP', 'FGB', 'APOA2', 'FGR', 'MPO', 'APOA4', 'CFB', 'CTSG', 'DMTN', 'VTN', 'SLC40A1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'ADD1', 'HPX', 'ORM1']
64	GO:BP	GO:0043691	reverse cholesterol transport	6.254999423109219e-08	True	"""The directed movement of peripheral cell cholesterol, cholest-5-en-3-beta-ol, towards the liver for catabolism."" [GOC:ecd, PMID:7751809]"	18	103	6	15719	0.058252427184466	0.3333333333333333	query_1	['GO:0030301']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
60	GO:CC	GO:0030055	cell-substrate junction	7.044427758946107e-08	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	104	16	16420	0.1538461538461538	0.0375586854460093	query_1	['GO:0070161']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'CLTC', 'ITGA2B', 'ITGA5', 'SYNE2', 'LRP1', 'TLN1', 'PTK2', 'ITGB6', 'DAB2', 'NUMB', 'ADD1']
66	GO:BP	GO:0030301	cholesterol transport	9.064145524325773e-08	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]"	106	103	10	15719	0.0970873786407767	0.0943396226415094	query_1	['GO:0015918']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
65	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	9.064145524325773e-08	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	53	103	8	15719	0.0776699029126213	0.1509433962264151	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['C3', 'AP2M1', 'HFE', 'PCSK9', 'LDLRAP1', 'TF', 'VTN', 'DAB2']
67	GO:BP	GO:0007596	blood coagulation	1.03064979392594e-07	True	"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"	221	103	13	15719	0.1262135922330097	0.0588235294117647	query_1	['GO:0007599', 'GO:0042060', 'GO:0050817']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
37	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	1.0684888207996552e-07	True	TGF-beta receptor signaling activates SMADs	44	99	8	10022	0.0808080808080808	0.1818181818181818	query_1	['REAC:R-HSA-170834']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'LTBP1', 'FBN1', 'ITGB6']
61	GO:CC	GO:0000323	lytic vacuole	1.0898235613357865e-07	True	"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]"	710	104	20	16420	0.1923076923076923	0.028169014084507	query_1	['GO:0005773']	['C3', 'TCN2', 'SRC', 'LRP2', 'CLTC', 'AP2M1', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LRP1', 'ORM2', 'AP2A1', 'MPO', 'AGRN', 'CTSG', 'DAB2', 'CP']
62	GO:CC	GO:0005764	lysosome	1.0898235613357865e-07	True	"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]"	710	104	20	16420	0.1923076923076923	0.028169014084507	query_1	['GO:0000323']	['C3', 'TCN2', 'SRC', 'LRP2', 'CLTC', 'AP2M1', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LRP1', 'ORM2', 'AP2A1', 'MPO', 'AGRN', 'CTSG', 'DAB2', 'CP']
68	GO:BP	GO:0006952	defense response	1.0979997586004237e-07	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1650	103	33	15719	0.3203883495145631	0.02	query_1	['GO:0006950']	['C3', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'FGA', 'TFRC', 'APOE', 'FYN', 'LDLR', 'AGT', 'CFH', 'PPP1R14B', 'APOA1', 'LRP1', 'TF', 'ORM2', 'TFR2', 'HP', 'FGB', 'APOA2', 'FGR', 'MPO', 'APOA4', 'CFB', 'CTSG', 'SERPINA1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'HPX', 'ORM1']
38	REAC	REAC:R-HSA-6802949	Signaling by RAS mutants	1.1132464122321444e-07	True	Signaling by RAS mutants	45	99	8	10022	0.0808080808080808	0.1777777777777777	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
40	REAC	REAC:R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	1.1132464122321444e-07	True	Signaling by moderate kinase activity BRAF mutants	45	99	8	10022	0.0808080808080808	0.1777777777777777	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
41	REAC	REAC:R-HSA-9649948	Signaling downstream of RAS mutants	1.1132464122321444e-07	True	Signaling downstream of RAS mutants	45	99	8	10022	0.0808080808080808	0.1777777777777777	query_1	['REAC:R-HSA-6802949']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
39	REAC	REAC:R-HSA-167590	Nef Mediated CD4 Down-regulation	1.1132464122321444e-07	True	Nef Mediated CD4 Down-regulation	9	99	5	10022	0.0505050505050505	0.5555555555555556	query_1	['REAC:R-HSA-164938']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
43	REAC	REAC:R-HSA-8964058	HDL remodeling	1.1132464122321444e-07	True	HDL remodeling	9	99	5	10022	0.0505050505050505	0.5555555555555556	query_1	['REAC:R-HSA-8963899']	['APOC3', 'APOE', 'APOA1', 'APOC2', 'ALB']
42	REAC	REAC:R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	1.1132464122321444e-07	True	Paradoxical activation of RAF signaling by kinase inactive BRAF	45	99	8	10022	0.0808080808080808	0.1777777777777777	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
69	GO:BP	GO:0010035	response to inorganic substance	1.1201740715061795e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	103	19	15719	0.1844660194174757	0.0347349177330895	query_1	['GO:0042221']	['SLC6A1', 'HBB', 'SRC', 'FGA', 'TFRC', 'HFE', 'FYN', 'FBLN5', 'TF', 'TFR2', 'HP', 'FGB', 'FGG', 'MPO', 'APOA4', 'DMTN', 'SLC40A1', 'APP', 'ADD1']
63	GO:CC	GO:0034364	high-density lipoprotein particle	1.2058564955843277e-07	True	"""A lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE; found in blood and carries lipids from body tissues to the liver as part of the reverse cholesterol transport process."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:pde, GOC:rl]"	28	104	6	16420	0.0576923076923076	0.2142857142857142	query_1	['GO:0034358']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
70	GO:BP	GO:0015850	organic hydroxy compound transport	1.209032499646785e-07	True	"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]"	271	103	14	15719	0.1359223300970873	0.051660516605166	query_1	['GO:0071702']	['APOC3', 'SPP1', 'ITGB3', 'APOE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
71	GO:BP	GO:0042325	regulation of phosphorylation	1.209032499646785e-07	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1135	103	27	15719	0.2621359223300971	0.0237885462555066	query_1	['GO:0016310', 'GO:0019220']	['C3', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'HFE', 'FYN', 'AGT', 'PPP1R14B', 'APOA1', 'LRP1', 'TF', 'FGR', 'MUSK', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
72	GO:BP	GO:0050817	coagulation	1.209032499646785e-07	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	225	103	13	15719	0.1262135922330097	0.0577777777777777	query_1	['GO:0032501']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
73	GO:BP	GO:0007599	hemostasis	1.3117288259723936e-07	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	227	103	13	15719	0.1262135922330097	0.0572687224669603	query_1	['GO:0050878']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
44	REAC	REAC:R-HSA-8963898	Plasma lipoprotein assembly	1.3480024912217693e-07	True	Plasma lipoprotein assembly	18	99	6	10022	0.0606060606060606	0.3333333333333333	query_1	['REAC:R-HSA-174824']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
74	GO:BP	GO:0051641	cellular localization	1.429477369191435e-07	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	103	48	15719	0.4660194174757281	0.0147646877883728	query_1	['GO:0009987', 'GO:0051179']	['SLC6A1', 'ITGB1', 'SYNE1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'AP2B1', 'SCN1A', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'AP2A2', 'LDLRAP1', 'FBLN5', 'BIN1', 'NTSR1', 'LRP1', 'FBN1', 'TFR2', 'AP2A1', 'FGB', 'FBN2', 'FGR', 'FGG', 'MUSK', 'AGRN', 'DMTN', 'SLC40A1', 'APP', 'DAB2', 'NUMB', 'ALB']
75	GO:BP	GO:0051129	negative regulation of cellular component organization	1.5911040554152297e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	103	21	15719	0.203883495145631	0.0302158273381294	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['APOC3', 'ITGAV', 'SRC', 'SPP1', 'ADD2', 'ITGB3', 'ADD3', 'TFRC', 'LRP4', 'APOE', 'FYN', 'LDLR', 'PCSK9', 'SYNGAP1', 'APOA1', 'APOA2', 'APOA4', 'DMTN', 'APOC2', 'DAB2', 'ADD1']
76	GO:BP	GO:0045834	positive regulation of lipid metabolic process	1.592346788188141e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	103	11	15719	0.1067961165048543	0.0738255033557047	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'APOE', 'LDLR', 'LDLRAP1', 'APOA1', 'APOA2', 'FGR', 'APOA4', 'APOC2', 'PTK2', 'DAB2']
77	GO:BP	GO:0097242	amyloid-beta clearance	1.6062347435771686e-07	True	"""The process in which amyloid-beta is removed from extracellular brain regions by mechanisms involving cell surface receptors."" [GOC:aruk, GOC:bc, GOC:BHF, PMID:18289866, PMID:19098903, PMID:26005850]"	37	103	7	15719	0.0679611650485436	0.1891891891891892	query_1	['GO:0032501']	['C3', 'LRP2', 'CLTC', 'LRP4', 'APOE', 'LDLR', 'LRP1']
64	GO:CC	GO:0005769	early endosome	1.8241515155688e-07	True	"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]"	397	104	15	16420	0.1442307692307692	0.0377833753148614	query_1	['GO:0005768']	['APOC3', 'TFRC', 'APOE', 'HFE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'TF', 'APOA2', 'APOA4', 'APOC2', 'APP', 'NUMB']
65	GO:CC	GO:0030125	clathrin vesicle coat	1.8241515155688e-07	True	"""A clathrin coat found on a vesicle."" [GOC:mah]"	30	104	6	16420	0.0576923076923076	0.2	query_1	['GO:0030118', 'GO:0030120', 'GO:0030665']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
78	GO:BP	GO:0034113	heterotypic cell-cell adhesion	1.8621101283229157e-07	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	59	103	8	15719	0.0776699029126213	0.135593220338983	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'FGA', 'ITGB3', 'ITGA5', 'APOA1', 'FGB', 'FGG']
45	REAC	REAC:R-HSA-2168880	Scavenging of heme from plasma	1.9120039823650987e-07	True	Scavenging of heme from plasma	19	99	6	10022	0.0606060606060606	0.3157894736842105	query_1	['REAC:R-HSA-2173782']	['HBB', 'APOA1', 'LRP1', 'HP', 'ALB', 'HPX']
79	GO:BP	GO:0003013	circulatory system process	1.925635215807099e-07	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	103	19	15719	0.1844660194174757	0.0333333333333333	query_1	['GO:0003008']	['SLC6A1', 'NTS', 'HBB', 'SRC', 'FGA', 'LRP2', 'SLC2A1', 'TFRC', 'APOE', 'SCN1A', 'FYN', 'AGT', 'BIN1', 'NTSR1', 'LRP1', 'FGB', 'FGG', 'CTSG', 'ELN']
46	REAC	REAC:R-HSA-8963899	Plasma lipoprotein remodeling	1.9546221630591238e-07	True	Plasma lipoprotein remodeling	32	99	7	10022	0.0707070707070707	0.21875	query_1	['REAC:R-HSA-174824']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4', 'APOC2', 'ALB']
80	GO:BP	GO:0042632	cholesterol homeostasis	1.9778156762802925e-07	True	"""Any process involved in the maintenance of an internal steady state of cholesterol within an organism or cell."" [GOC:go_curators]"	86	103	9	15719	0.087378640776699	0.1046511627906976	query_1	['GO:0055092']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
81	GO:BP	GO:0055092	sterol homeostasis	2.1673867208704706e-07	True	"""Any process involved in the maintenance of an internal steady state of sterol within an organism or cell."" [GOC:BHF, GOC:rl]"	87	103	9	15719	0.087378640776699	0.1034482758620689	query_1	['GO:0055088']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
83	GO:BP	GO:0043393	regulation of protein binding	2.204494579890724e-07	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	103	12	15719	0.116504854368932	0.0615384615384615	query_1	['GO:0051098']	['SRC', 'ADD2', 'APOE', 'LOX', 'HFE', 'PCSK9', 'LDLRAP1', 'LRP1', 'VTN', 'APP', 'DAB2', 'ADD1']
82	GO:BP	GO:0090207	regulation of triglyceride metabolic process	2.204494579890724e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	39	103	7	15719	0.0679611650485436	0.1794871794871795	query_1	['GO:0006641', 'GO:0019216', 'GO:0031323']	['C3', 'APOC3', 'APOE', 'LDLR', 'APOA1', 'APOA4', 'APOC2']
84	GO:BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	2.2737211716751602e-07	True	"""Any process that modulates the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]"	61	103	8	15719	0.0776699029126213	0.1311475409836065	query_1	['GO:0010810', 'GO:0034446']	['FGA', 'ITGB3', 'APOA1', 'FGB', 'FGG', 'DMTN', 'PTK2', 'DAB2']
85	GO:BP	GO:0015918	sterol transport	2.3541076805661766e-07	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	120	103	10	15719	0.0970873786407767	0.0833333333333333	query_1	['GO:0006869', 'GO:0015850']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
86	GO:BP	GO:0006879	intracellular iron ion homeostasis	2.5368556801623143e-07	True	"""A homeostatic process involved in the maintenance of a steady state level of iron ions within a cell."" [GOC:ai, GOC:mah]"	62	103	8	15719	0.0776699029126213	0.1290322580645161	query_1	['GO:0030003', 'GO:0098771']	['HEPH', 'TFRC', 'HFE', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
66	GO:CC	GO:0098562	cytoplasmic side of membrane	2.902124317343501e-07	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	104	11	16420	0.1057692307692307	0.0558375634517766	query_1	['GO:0098552']	['SRC', 'AP2M1', 'AP2B1', 'FYN', 'AP2S1', 'AP2A2', 'LDLRAP1', 'NTSR1', 'AP2A1', 'FGR', 'PTK2']
87	GO:BP	GO:0001932	regulation of protein phosphorylation	3.073775535871914e-07	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	103	25	15719	0.2427184466019417	0.0242483026188166	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['C3', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'HFE', 'FYN', 'AGT', 'APOA1', 'LRP1', 'FGR', 'MUSK', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
88	GO:BP	GO:0003018	vascular process in circulatory system	3.492620325285255e-07	True	"""A circulatory process that occurs at the level of the vasculature."" [GOC:mtg_cardio]"	250	103	13	15719	0.1262135922330097	0.052	query_1	['GO:0003013']	['SLC6A1', 'NTS', 'HBB', 'SRC', 'FGA', 'LRP2', 'SLC2A1', 'TFRC', 'APOE', 'AGT', 'LRP1', 'FGB', 'FGG']
