Xeroderma pigmentosum-Cockayne syndrome complex	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
57	GO:BP	GO:0010332	response to gamma radiation	5.087320023800481e-21	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	103	16	15719	0.1553398058252427	0.2857142857142857	query_1	['GO:0010212']	['XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'CDKN1A', 'ATR', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'RAD51', 'PRKDC', 'POLB', 'WRN', 'TP53', 'KDM1A']
50	REAC	REAC:R-HSA-453279	Mitotic G1 phase and G1/S transition	5.808967591100159e-21	True	Mitotic G1 phase and G1/S transition	147	98	23	10022	0.2346938775510204	0.1564625850340136	query_1	['REAC:R-HSA-69278']	['RPA4', 'AKT1', 'CDK7', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'CDKN1A', 'RPA3', 'CCNH', 'RPA1', 'POLE3', 'CCND2', 'MNAT1', 'PRIM2', 'CDK2', 'POLA2', 'CDK4', 'POLE2', 'POLE', 'CDK6', 'CCND1']
58	GO:BP	GO:0006807	nitrogen compound metabolic process	5.8204834995632116e-21	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	103	101	15719	0.9805825242718448	0.0113025962399283	query_1	['GO:0008152']	['RBBP8', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'CDK7', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'ERCC3', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'CDKN1A', 'USP12', 'ATR', 'RPA3', 'AR', 'CCNH', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'CCND2', 'APEX1', 'MNAT1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'CDK4', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'ERCC2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
59	GO:BP	GO:0000018	regulation of DNA recombination	6.159061771864237e-21	True	"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]"	126	103	20	15719	0.1941747572815534	0.1587301587301587	query_1	['GO:0006310', 'GO:0051052']	['RBBP8', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'RPA2', 'MSH3', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'KAT5', 'RMI2', 'ERCC2', 'KDM1A', 'MSH6']
60	GO:BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	6.159061771864237e-21	True	"""The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]"	71	103	17	15719	0.1650485436893204	0.2394366197183098	query_1	['GO:0002200', 'GO:0016444']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
61	GO:BP	GO:0016444	somatic cell DNA recombination	6.159061771864237e-21	True	"""Recombination occurring within or between DNA molecules in somatic cells."" [GOC:ma]"	71	103	17	15719	0.1650485436893204	0.2394366197183098	query_1	['GO:0006310']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
62	GO:BP	GO:0000278	mitotic cell cycle	7.484316919580869e-21	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	900	103	39	15719	0.3786407766990291	0.0433333333333333	query_1	['GO:0007049']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'CDK7', 'RPA2', 'ERCC3', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'CDKN1A', 'RPA3', 'CCNH', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'CCND2', 'APEX1', 'MNAT1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'CDK4', 'TP53', 'ERCC2', 'POLE', 'CDK6', 'CCND1']
63	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	8.709433703546937e-21	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	103	18	15719	0.174757281553398	0.2022471910112359	query_1	['GO:0007093', 'GO:0031570']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'RPA2', 'MDC1', 'CDKN1A', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'CCND1']
23	GO:CC	GO:0032993	protein-DNA complex	1.5194292561110083e-20	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	227	104	23	16420	0.2211538461538461	0.1013215859030837	query_1	['GO:0032991']	['RPA4', 'XPA', 'POLD3', 'RAD52', 'XRCC6', 'POLD4', 'H2AX', 'RPA2', 'ERCC3', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'XRCC5', 'RPA1', 'PRIM2', 'ERCC5', 'PRKDC', 'POLA2', 'KAT5', 'POLD1', 'POLD2']
64	GO:BP	GO:0006282	regulation of DNA repair	1.9144920537002635e-20	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	210	103	23	15719	0.2233009708737864	0.1095238095238095	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['RBBP8', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'PCNA', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'PNKP', 'KDM1A', 'RNF8']
65	GO:BP	GO:0016447	somatic recombination of immunoglobulin gene segments	2.1206532986518894e-20	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus."" [GOC:add, ISBN:0781735149]"	61	103	16	15719	0.1553398058252427	0.2622950819672131	query_1	['GO:0002562', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
51	REAC	REAC:R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	3.040380586217777e-20	True	Recognition of DNA damage by PCNA-containing replication complex	30	98	14	10022	0.1428571428571428	0.4666666666666667	query_1	['REAC:R-HSA-73893']	['USP1', 'POLD3', 'WDR48', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
66	GO:BP	GO:0051053	negative regulation of DNA metabolic process	3.2887681207685916e-20	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	137	103	20	15719	0.1941747572815534	0.145985401459854	query_1	['GO:0006259', 'GO:0010605', 'GO:0045934', 'GO:0051052']	['NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'MLH1', 'MSH3', 'OGG1', 'CDKN1A', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'XRCC1', 'RMI2', 'TP53', 'MSH6']
67	GO:BP	GO:0006266	DNA ligation	8.844544413750351e-20	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [ISBN:0815316194]"	16	103	11	15719	0.1067961165048543	0.6875	query_1	['GO:0006259']	['LIG3', 'XRCC6', 'LIG4', 'APLF', 'LIG1', 'XRCC4', 'NHEJ1', 'APTX', 'RAD51', 'XRCC1', 'PNKP']
52	REAC	REAC:R-HSA-69190	DNA strand elongation	9.519365593978359e-20	True	DNA strand elongation	32	98	14	10022	0.1428571428571428	0.4375	query_1	['REAC:R-HSA-69239']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
68	GO:BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	1.1555826498673834e-19	True	"""A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair."" [GOC:mah, GOC:vw]"	53	103	15	15719	0.145631067961165	0.2830188679245283	query_1	['GO:0006259', 'GO:0006261']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'POLE']
53	REAC	REAC:R-HSA-174414	Processive synthesis on the C-strand of the telomere	1.4914334195162432e-19	True	Processive synthesis on the C-strand of the telomere	19	98	12	10022	0.1224489795918367	0.631578947368421	query_1	['REAC:R-HSA-174417']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'POLD1', 'WRN', 'POLD2']
24	GO:CC	GO:1902494	catalytic complex	1.7915092404234741e-19	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	104	48	16420	0.4615384615384615	0.0278583865351131	query_1	['GO:0032991']	['TP53BP1', 'POLD3', 'FANCI', 'LIG3', 'CDK7', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'ERCC3', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'CDKN1A', 'CCNH', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'CCND2', 'MNAT1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'RMI2', 'CDK4', 'POLE2', 'RMI1', 'ERCC2', 'KDM1A', 'POLE', 'POLD2', 'CDK6', 'CCND1', 'RNF8']
54	REAC	REAC:R-HSA-69206	G1/S Transition	1.9937787683874431e-19	True	G1/S Transition	130	98	21	10022	0.2142857142857142	0.1615384615384615	query_1	['REAC:R-HSA-453279']	['RPA4', 'AKT1', 'CDK7', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'CDKN1A', 'RPA3', 'CCNH', 'RPA1', 'POLE3', 'MNAT1', 'PRIM2', 'CDK2', 'POLA2', 'CDK4', 'POLE2', 'POLE', 'CCND1']
55	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	2.17944923443345e-19	True	Generic Transcription Pathway	1153	98	48	10022	0.4897959183673469	0.04163052905464	query_1	['REAC:R-HSA-73857']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'CDK7', 'MLH1', 'H2AX', 'RPA2', 'ERCC3', 'MDC1', 'RAD1', 'PCNA', 'CDKN1A', 'ATR', 'RPA3', 'AR', 'CCNH', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'CCND2', 'MNAT1', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'CDK4', 'RMI1', 'TP53', 'ERCC2', 'CDK6', 'CCND1']
69	GO:BP	GO:0006312	mitotic recombination	3.0008385054999495e-19	True	"""The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles."" [GOC:elh]"	24	103	12	15719	0.116504854368932	0.5	query_1	['GO:0006310']	['MSH2', 'RAD50', 'RAD52', 'MLH1', 'MSH3', 'BRCA2', 'ERCC1', 'ERCC4', 'MRE11', 'RAD51', 'XRCC1', 'ERCC2']
70	GO:BP	GO:0006298	mismatch repair	3.482365877721354e-19	True	"""A system for the correction of errors in which an incorrect base, which cannot form hydrogen bonds with the corresponding base in the parent strand, is incorporated into the daughter strand. The mismatch repair system promotes genomic fidelity by repairing base-base mismatches, insertion-deletion loops and heterologies generated during DNA replication and recombination."" [ISBN:0198506732, PMID:11687886]"	33	103	13	15719	0.1262135922330097	0.3939393939393939	query_1	['GO:0006281']	['MSH2', 'POLD3', 'MLH1', 'RPA2', 'MSH3', 'LIG1', 'PCNA', 'RPA3', 'PMS2', 'ERCC1', 'RPA1', 'EXO1', 'MSH6']
25	GO:CC	GO:1990234	transferase complex	1.0841100438003217e-18	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	104	35	16420	0.3365384615384615	0.040983606557377	query_1	['GO:1902494']	['POLD3', 'CDK7', 'XRCC6', 'PAXIP1', 'POLD4', 'ERCC3', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'CDKN1A', 'CCNH', 'XRCC5', 'POLE3', 'RAD51', 'CCND2', 'MNAT1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'CDK4', 'POLE2', 'ERCC2', 'POLE', 'POLD2', 'CDK6', 'CCND1', 'RNF8']
71	GO:BP	GO:0044238	primary metabolic process	1.1365061568866874e-18	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9445	103	101	15719	0.9805825242718448	0.0106934886183165	query_1	['GO:0008152']	['RBBP8', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'CDK7', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'ERCC3', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'CDKN1A', 'USP12', 'ATR', 'RPA3', 'AR', 'CCNH', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'CCND2', 'APEX1', 'MNAT1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'CDK4', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'ERCC2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
72	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	2.2094355944759068e-18	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	331	103	25	15719	0.2427184466019417	0.0755287009063444	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'RAD50', 'CDK7', 'RPA2', 'ERCC3', 'CDKN1A', 'CCNH', 'BLM', 'ATM', 'MRE11', 'CCND2', 'APEX1', 'MNAT1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'CDK4', 'TP53', 'ERCC2', 'CCND1']
73	GO:BP	GO:0050896	response to stimulus	2.499341198828407e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	103	95	15719	0.9223300970873788	0.0119122257053291	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'CDK7', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'ERCC3', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'BRCA2', 'POLA1', 'PHLPP1', 'RAD1', 'PCNA', 'CDKN1A', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'CCND2', 'APEX1', 'MNAT1', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'XRCC1', 'KAT5', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'CDK4', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'ERCC2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
56	REAC	REAC:R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	2.52102013540908e-18	True	HDR through MMEJ (alt-NHEJ)	12	98	10	10022	0.1020408163265306	0.8333333333333334	query_1	['REAC:R-HSA-5693538']	['RBBP8', 'NBN', 'RAD50', 'RAD52', 'LIG3', 'FEN1', 'BRCA2', 'PARP1', 'MRE11', 'XRCC1']
74	GO:BP	GO:0006287	base-excision repair, gap-filling	3.1207242898630744e-18	True	"""Repair of the damaged strand by the combined action of an apurinic endouclease that degrades a few bases on the damaged strand and a polymerase that synthesizes a 'patch' in the 5' to 3' direction, using the undamaged strand as a template."" [ISBN:1550091131]"	14	103	10	15719	0.0970873786407767	0.7142857142857143	query_1	['GO:0006259', 'GO:0006284']	['LIG3', 'FEN1', 'LIG1', 'PCNA', 'APEX1', 'POLD1', 'POLB', 'PNKP', 'NEIL1', 'POLE']
75	GO:BP	GO:0009416	response to light stimulus	4.2644780162754815e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	303	103	24	15719	0.233009708737864	0.0792079207920792	query_1	['GO:0009314']	['HUS1', 'AKT1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'ERCC3', 'OGG1', 'BRCA2', 'PCNA', 'CDKN1A', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'ERCC5', 'POLD1', 'WRN', 'TP53', 'ERCC2', 'KDM1A', 'CCND1', 'MSH6']
76	GO:BP	GO:0002377	immunoglobulin production	5.4933475719402895e-18	True	"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	104	103	17	15719	0.1650485436893204	0.1634615384615384	query_1	['GO:0002440']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
77	GO:BP	GO:0051321	meiotic cell cycle	9.116830830080018e-18	True	"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]"	277	103	23	15719	0.2233009708737864	0.0830324909747292	query_1	['GO:0007049', 'GO:0019953', 'GO:0022414']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'RMI1', 'MSH6']
57	REAC	REAC:R-HSA-68962	Activation of the pre-replicative complex	1.2246042726732119e-17	True	Activation of the pre-replicative complex	33	98	13	10022	0.1326530612244898	0.3939393939393939	query_1	['REAC:R-HSA-69002', 'REAC:R-HSA-69206']	['RPA4', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
58	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	1.3037300600372289e-17	True	Formation of Incision Complex in GG-NER	43	98	14	10022	0.1428571428571428	0.3255813953488372	query_1	['REAC:R-HSA-5696399']	['USP45', 'XPA', 'CDK7', 'RPA2', 'ERCC3', 'RPA3', 'CCNH', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'MNAT1', 'ERCC5', 'ERCC2']
59	REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	1.3770087646800307e-17	True	RNA Polymerase II Transcription	1274	98	48	10022	0.4897959183673469	0.0376766091051805	query_1	['REAC:R-HSA-74160']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'CDK7', 'MLH1', 'H2AX', 'RPA2', 'ERCC3', 'MDC1', 'RAD1', 'PCNA', 'CDKN1A', 'ATR', 'RPA3', 'AR', 'CCNH', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'CCND2', 'MNAT1', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'CDK4', 'RMI1', 'TP53', 'ERCC2', 'CDK6', 'CCND1']
78	GO:BP	GO:0044772	mitotic cell cycle phase transition	1.870867459189822e-17	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	448	103	27	15719	0.2621359223300971	0.0602678571428571	query_1	['GO:0044770', 'GO:1903047']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'RAD50', 'CDK7', 'RPA2', 'ERCC3', 'CDKN1A', 'CCNH', 'BLM', 'ATM', 'MRE11', 'CCND2', 'APEX1', 'MNAT1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'CDK4', 'TP53', 'ERCC2', 'POLE', 'CDK6', 'CCND1']
60	REAC	REAC:R-HSA-69239	Synthesis of DNA	2.3897292437897413e-17	True	Synthesis of DNA	121	98	19	10022	0.1938775510204081	0.1570247933884297	query_1	['REAC:R-HSA-69242', 'REAC:R-HSA-69306']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
61	REAC	REAC:R-HSA-912446	Meiotic recombination	2.6558508853877226e-17	True	Meiotic recombination	86	98	17	10022	0.173469387755102	0.1976744186046511	query_1	['REAC:R-HSA-1500620']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2', 'CDK4']
79	GO:BP	GO:0002520	immune system development	3.377084657990571e-17	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	103	20	15719	0.1941747572815534	0.1030927835051546	query_1	['GO:0002376', 'GO:0048731']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PHLPP1', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'TP53', 'RNF8', 'MSH6']
80	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	3.6656492405004313e-17	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	226	103	21	15719	0.203883495145631	0.0929203539823008	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'CDKN1A', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'CCND1']
81	GO:BP	GO:0031297	replication fork processing	4.9945380637370833e-17	True	"""The process in which a DNA replication fork that has stalled is restored to a functional state and replication is restarted. The stalling may be due to DNA damage, DNA secondary structure, bound proteins, dNTP shortage, or other causes."" [GOC:vw, PMID:11459955, PMID:15367656, PMID:17660542]"	46	103	13	15719	0.1262135922330097	0.2826086956521739	query_1	['GO:0045005']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1', 'WRN']
