Ablepharon macrostomia syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
821	GO:BP	GO:0048550	negative regulation of pinocytosis	0.0018310166384973	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes."" [GOC:go_curators]"	5	99	2	15719	0.0202020202020202	0.4	query_1	['GO:0006907', 'GO:0045806', 'GO:0048548']	['NR1H2', 'NR1H3']
829	GO:BP	GO:0060444	branching involved in mammary gland duct morphogenesis	0.0018354606024088	True	"""The process in which the branching structure of the mammary gland duct is generated and organized. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0048754', 'GO:0060603']	['AR', 'ESR1', 'VDR']
824	GO:BP	GO:0048714	positive regulation of oligodendrocyte differentiation	0.0018354606024088	True	"""Any process that activates or increases the frequency, rate or extent of oligodendrocyte differentiation."" [GOC:vp, PMID:15139015]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0045687', 'GO:0048709', 'GO:0048713']	['HDAC1', 'PRMT5', 'HDAC2']
826	GO:BP	GO:0072273	metanephric nephron morphogenesis	0.0018354606024088	True	"""The process in which the anatomical structures of the metanephric nephron are generated and organized. A metanephric nephron is the functional unit of the metanephros."" [GOC:mtg_kidney_jan10]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0003338', 'GO:0072028', 'GO:0072210']	['SOX9', 'CTNNB1', 'WT1']
827	GO:BP	GO:0035855	megakaryocyte development	0.0018354606024088	True	"""The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow."" [CL:0000556, GOC:BHF, GOC:vk]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0030219', 'GO:0061515', 'GO:0098751']	['FLI1', 'EP300', 'SRF']
828	GO:BP	GO:0003283	atrial septum development	0.0018354606024088	True	"""The progression of the atrial septum over time, from its initial formation to the mature structure."" [GOC:mtg_heart]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0003230', 'GO:0003279']	['NKX2-5', 'TBX5', 'GATA4']
825	GO:BP	GO:0060045	positive regulation of cardiac muscle cell proliferation	0.0018354606024088	True	"""Any process that activates or increases the frequency, rate or extent of cardiac muscle cell proliferation."" [GOC:dph, GOC:rph]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0008284', 'GO:0055023', 'GO:0060038', 'GO:0060043']	['TBX5', 'YAP1', 'ZFPM2']
830	GO:BP	GO:2000179	positive regulation of neural precursor cell proliferation	0.0018474877495907	True	"""Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	55	99	4	15719	0.0404040404040404	0.0727272727272727	query_1	['GO:0008284', 'GO:0061351', 'GO:2000177']	['CTNNB1', 'FOXG1', 'GPR37L1', 'KDM1A']
831	GO:BP	GO:0002218	activation of innate immune response	0.0018959167459739	True	"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"	214	99	7	15719	0.0707070707070707	0.0327102803738317	query_1	['GO:0002253', 'GO:0045089']	['CREBBP', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'NR1H4', 'ESR1']
832	GO:BP	GO:0042176	regulation of protein catabolic process	0.0019084276724534	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	356	99	9	15719	0.0909090909090909	0.0252808988764044	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['SOX9', 'AKT1', 'SUMO1', 'SMAD4', 'VGLL4', 'SUMO2', 'FOXO1', 'SMAD3', 'SMARCC1']
833	GO:BP	GO:0048592	eye morphogenesis	0.0019132665377274	True	"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]"	153	99	6	15719	0.0606060606060606	0.0392156862745098	query_1	['GO:0001654', 'GO:0090596']	['SOX9', 'CTNNB1', 'SKI', 'HIPK1', 'THRB', 'HIPK2']
834	GO:BP	GO:0071356	cellular response to tumor necrosis factor	0.0019427495027152	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	215	99	7	15719	0.0707070707070707	0.0325581395348837	query_1	['GO:0034612', 'GO:0071345']	['AKT1', 'FOXO3', 'ASAH1', 'GPS2', 'NR1H4', 'HIPK1', 'TP53']
835	GO:BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	0.0019542464686252	True	"""The series of molecular signals initiated by tumor necrosis factor binding to its receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	100	99	5	15719	0.0505050505050505	0.05	query_1	['GO:0019221', 'GO:0071356']	['FOXO3', 'GPS2', 'NR1H4', 'HIPK1', 'TP53']
838	GO:BP	GO:0010332	response to gamma radiation	0.0019611766405406	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	99	4	15719	0.0404040404040404	0.0714285714285714	query_1	['GO:0010212']	['ELK1', 'TP53', 'YAP1', 'KDM1A']
836	GO:BP	GO:0060322	head development	0.0019611766405406	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	99	14	15719	0.1414141414141414	0.0176991150442477	query_1	['GO:0048856']	['SOX9', 'CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'GPR37L1', 'EP300', 'MECP2', 'SKI', 'RARA', 'TP53', 'KDM1A', 'SRF']
837	GO:BP	GO:0072132	mesenchyme morphogenesis	0.0019611766405406	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	56	99	4	15719	0.0404040404040404	0.0714285714285714	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	['SOX9', 'SMAD2', 'SMAD4', 'SMAD3']
839	GO:BP	GO:0030539	male genitalia development	0.0020534721983945	True	"""The process whose specific outcome is the progression of the male genitalia over time, from its formation to the mature structure."" [GOC:ems, ISBN:0140512888]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0046661', 'GO:0048806', 'GO:0061458']	['CTNNB1', 'AR', 'WT1']
840	GO:BP	GO:0072202	cell differentiation involved in metanephros development	0.0020534721983945	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the metanephros as it progresses from its formation to the mature state."" [GOC:mah, GOC:mtg_kidney_jan10]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0001656', 'GO:0061005']	['CTNNB1', 'WWTR1', 'YAP1']
841	GO:BP	GO:1902455	negative regulation of stem cell population maintenance	0.0020534721983945	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell population maintenance."" [GOC:hjd, GOC:TermGenie, PMID:22969033]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0019827', 'GO:0051093', 'GO:0051241', 'GO:2000036']	['HDAC1', 'SIN3A', 'HDAC2']
842	GO:BP	GO:0060065	uterus development	0.0020534721983945	True	"""The reproductive developmental process whose specific outcome is the progression of the uterus over time, from its formation to the mature structure."" [GOC:dph, GOC:ebc]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0048513', 'GO:0048608']	['SMAD4', 'ESR1', 'MYOCD']
843	GO:BP	GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0020534721983945	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0036474', 'GO:1901031', 'GO:1903201']	['GPR37L1', 'GPR37', 'PDE8A']
844	GO:BP	GO:0030163	protein catabolic process	0.0020598880811075	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	992	99	16	15719	0.1616161616161616	0.0161290322580645	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']	['UBE2I', 'SOX9', 'AKT1', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SMAD4', 'VGLL4', 'SUMO2', 'WWP1', 'FOXO1', 'TBL1XR1', 'SMAD3', 'SMARCC1', 'HIPK2']
847	GO:BP	GO:0061005	cell differentiation involved in kidney development	0.002076794613312	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the kidney as it progresses from its formation to the mature state."" [GOC:mtg_kidney_jan10]"	57	99	4	15719	0.0404040404040404	0.0701754385964912	query_1	['GO:0001822', 'GO:0030154']	['CTNNB1', 'WWTR1', 'WT1', 'YAP1']
846	GO:BP	GO:0030858	positive regulation of epithelial cell differentiation	0.002076794613312	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	57	99	4	15719	0.0404040404040404	0.0701754385964912	query_1	['GO:0030855', 'GO:0030856', 'GO:0045597']	['SOX9', 'NCOA3', 'CTNNB1', 'VDR']
845	GO:BP	GO:0001658	branching involved in ureteric bud morphogenesis	0.002076794613312	True	"""The process in which the branching structure of the ureteric bud is generated and organized. The ureteric bud is an epithelial tube that grows out from the metanephric duct. The bud elongates and branches to give rise to the ureter and kidney collecting tubules."" [GOC:dph, PMID:16916378]"	57	99	4	15719	0.0404040404040404	0.0701754385964912	query_1	['GO:0048754', 'GO:0060675']	['SOX9', 'CTNNB1', 'SMAD4', 'WT1']
50	GO:CC	GO:0000791	euchromatin	0.0020802550533314	True	"""A dispersed and relatively uncompacted form of chromatin that is in a transcription-competent conformation."" [PMID:32017156]"	57	99	4	16420	0.0404040404040404	0.0701754385964912	query_1	['GO:0000785']	['CTNNB1', 'SP1', 'NR1H4', 'ESR1']
848	GO:BP	GO:0048639	positive regulation of developmental growth	0.0020815804680345	True	"""Any process that activates, maintains or increases the rate of developmental growth."" [GOC:go_curators]"	156	99	6	15719	0.0606060606060606	0.0384615384615384	query_1	['GO:0045927', 'GO:0048589', 'GO:0048638', 'GO:0051094']	['AKT1', 'TBX5', 'WT1', 'YAP1', 'ZFPM2', 'SRF']
849	GO:BP	GO:0060041	retina development in camera-type eye	0.0020815804680345	True	"""The process whose specific outcome is the progression of the retina over time, from its formation to the mature structure. The retina is the innermost layer or coating at the back of the eyeball, which is sensitive to light and in which the optic nerve terminates."" [GOC:bf, GOC:dph, ISBN:0815340729]"	156	99	6	15719	0.0606060606060606	0.0384615384615384	query_1	['GO:0043010', 'GO:0048856']	['SOX9', 'SMARCA4', 'SKI', 'HIPK1', 'THRB', 'HIPK2']
850	GO:BP	GO:0051100	negative regulation of binding	0.0021508817370565	True	"""Any process that stops or reduces the rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	157	99	6	15719	0.0606060606060606	0.0382165605095541	query_1	['GO:0044092', 'GO:0051098']	['AKT1', 'SIN3A', 'SUMO1', 'SENP2', 'HDAC2', 'KDM1A']
851	GO:BP	GO:0007049	cell cycle	0.0021751525484595	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1758	99	23	15719	0.2323232323232323	0.0130830489192263	query_1	['GO:0009987']	['UBE2I', 'SOX9', 'AKT1', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'SMARCB1', 'EP300', 'MECP2', 'PRMT5', 'NCOR1', 'HDAC3', 'SMARCC2', 'SENP2', 'KAT2B', 'RARA', 'TP53', 'MYOCD', 'SMARCC1', 'SKIL', 'HIPK2']
147	REAC	REAC:R-HSA-4570464	SUMOylation of RNA binding proteins	0.0021770623884948	True	SUMOylation of RNA binding proteins	43	91	4	10022	0.0439560439560439	0.0930232558139534	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'RANBP2', 'SUMO1', 'SUMO2']
148	REAC	REAC:R-HSA-8953897	Cellular responses to stimuli	0.0021788961498678	True	Cellular responses to stimuli	784	91	17	10022	0.1868131868131868	0.0216836734693877	query_1	['REAC:0000000']	['NRIP1', 'RXRA', 'RANBP2', 'AKT1', 'CREBBP', 'NCOA2', 'TBL1X', 'NCOR2', 'SIN3A', 'AR', 'EP300', 'NCOR1', 'HDAC3', 'SP1', 'TBL1XR1', 'TP53', 'NCOA1']
852	GO:BP	GO:0019318	hexose metabolic process	0.0021825134692795	True	"""The chemical reactions and pathways involving a hexose, any monosaccharide with a chain of six carbon atoms in the molecule."" [ISBN:0198506732]"	220	99	7	15719	0.0707070707070707	0.0318181818181818	query_1	['GO:0005996']	['RANBP2', 'AKT1', 'NCOA2', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
853	GO:BP	GO:2001233	regulation of apoptotic signaling pathway	0.0021866321193328	True	"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	364	99	9	15719	0.0909090909090909	0.0247252747252747	query_1	['GO:0009966', 'GO:0042981', 'GO:0097190']	['AKT1', 'CTNNB1', 'HDAC1', 'AR', 'GATA4', 'TP53', 'YAP1', 'KDM1A', 'SKIL']
854	GO:BP	GO:0034968	histone lysine methylation	0.0021890678980079	True	"""The modification of a histone by addition of one or more methyl groups to a lysine residue."" [GOC:mah, GOC:pr]"	103	99	5	15719	0.0505050505050505	0.0485436893203883	query_1	['GO:0016571', 'GO:0018022']	['CTNNB1', 'SMARCB1', 'SMAD4', 'MECP2', 'KDM1A']
855	GO:BP	GO:0060135	maternal process involved in female pregnancy	0.0021991859741915	True	"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"	58	99	4	15719	0.0404040404040404	0.0689655172413793	query_1	['GO:0007565', 'GO:0048609']	['AKT1', 'AR', 'ESR1', 'VDR']
149	REAC	REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.0022654585001486	True	Regulation of TP53 Activity through Methylation	19	91	3	10022	0.0329670329670329	0.1578947368421052	query_1	['REAC:R-HSA-5633007']	['EP300', 'PRMT5', 'TP53']
861	GO:BP	GO:0010664	negative regulation of striated muscle cell apoptotic process	0.0022717184281526	True	"""Any process that decreases the rate or extent of striated muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a striated muscle cell and result in its death."" [GOC:BHF, GOC:dph, GOC:mtg_apoptosis, GOC:rl, GOC:tb]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0010656', 'GO:0010658', 'GO:0010662']	['NKX2-5', 'GATA4', 'MYOCD']
860	GO:BP	GO:0003181	atrioventricular valve morphogenesis	0.0022717184281526	True	"""The process in which the structure of the atrioventricular valve is generated and organized."" [GOC:mtg_heart]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0003171', 'GO:0003179']	['TBX5', 'SMAD4', 'GATA4']
856	GO:BP	GO:0001702	gastrulation with mouth forming second	0.0022717184281526	True	"""A gastrulation process in which the initial invagination becomes the anus and the mouth forms second."" [GOC:go_curators, GOC:mtg_sensu]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0007369']	['CTNNB1', 'SMAD4', 'SRF']
857	GO:BP	GO:0060740	prostate gland epithelium morphogenesis	0.0022717184281526	True	"""The process in which the anatomical structures of epithelia of the prostate gland are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0002009', 'GO:0003006', 'GO:0060512']	['SOX9', 'AR', 'ESR1']
862	GO:BP	GO:0060575	intestinal epithelial cell differentiation	0.0022717184281526	True	"""The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell of the intestine."" [GOC:dph]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0002065', 'GO:0048565']	['SOX9', 'GATA4', 'YAP1']
858	GO:BP	GO:0003148	outflow tract septum morphogenesis	0.0022717184281526	True	"""The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract."" [GOC:mtg_heart]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0003151', 'GO:0060411']	['NKX2-5', 'SMAD4', 'ZFPM2']
859	GO:BP	GO:0009408	response to heat	0.0022717184281526	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]"	104	99	5	15719	0.0505050505050505	0.048076923076923	query_1	['GO:0006950', 'GO:0009266']	['AKT1', 'CREBBP', 'SUMO1', 'EP300', 'HDAC2']
52	GO:CC	GO:0032993	protein-DNA complex	0.0023217147554105	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	227	99	7	16420	0.0707070707070707	0.0308370044052863	query_1	['GO:0032991']	['NKX2-5', 'CTNNB1', 'TBX5', 'EP300', 'TEAD4', 'SP1', 'ESR1']
51	GO:CC	GO:0005829	cytosol	0.0023217147554105	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	99	48	16420	0.4848484848484848	0.0091428571428571	query_1	['GO:0005737', 'GO:0110165']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'COPRS', 'FOXO3', 'NR1H2', 'CTNNB1', 'HDAC1', 'FLI1', 'NR1H3', 'TEAD2', 'AR', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'RUNX2', 'ELK4', 'NR5A1', 'SENP2', 'KAT2B', 'ESR1', 'WT1', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'TP53', 'SMAD3', 'YAP1', 'NCOA1', 'VDR', 'RANGAP1']
864	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0023233860035851	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	99	4	15719	0.0404040404040404	0.0677966101694915	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['NKX2-5', 'SMAD4', 'FOXH1', 'ZFPM2']
863	GO:BP	GO:0060042	retina morphogenesis in camera-type eye	0.0023233860035851	True	"""The process in which the anatomical structure of the retina is generated and organized."" [GOC:bf, GOC:dph, GOC:mtg_sensu]"	59	99	4	15719	0.0404040404040404	0.0677966101694915	query_1	['GO:0009653', 'GO:0048593', 'GO:0060041']	['SOX9', 'HIPK1', 'THRB', 'HIPK2']
865	GO:BP	GO:0044772	mitotic cell cycle phase transition	0.0023262717991367	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	448	99	10	15719	0.101010101010101	0.0223214285714285	query_1	['GO:0044770', 'GO:1903047']	['AKT1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'MECP2', 'SMARCC2', 'SENP2', 'TP53', 'SMARCC1']
866	GO:BP	GO:0006259	DNA metabolic process	0.0023664401480535	True	"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]"	1007	99	16	15719	0.1616161616161616	0.0158887785501489	query_1	['GO:0090304']	['AKT1', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SUMO1', 'SMARCB1', 'MECP2', 'PRMT5', 'SMARCC2', 'SENP2', 'KAT2B', 'WT1', 'TP53', 'KDM1A', 'SMARCC1']
867	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	0.0023963126038936	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	99	8	15719	0.0808080808080808	0.0272108843537414	query_1	['GO:0035556', 'GO:0097190']	['AKT1', 'HDAC1', 'EP300', 'HIPK1', 'TP53', 'KDM1A', 'SKIL', 'HIPK2']
868	GO:BP	GO:0006367	transcription initiation at RNA polymerase II promoter	0.0024565726095409	True	"""A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"	106	99	5	15719	0.0505050505050505	0.0471698113207547	query_1	['GO:0006352', 'GO:0006366']	['NKX2-5', 'MED12', 'ESR1', 'TP53', 'SRF']
870	GO:BP	GO:1903055	positive regulation of extracellular matrix organization	0.0025328523659937	True	"""Any process that activates or increases the frequency, rate or extent of extracellular matrix organization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22357537]"	26	99	3	15719	0.0303030303030303	0.1153846153846153	query_1	['GO:0030198', 'GO:0051130', 'GO:1903053']	['SOX9', 'RUNX1', 'SMAD3']
869	GO:BP	GO:0042659	regulation of cell fate specification	0.0025328523659937	True	"""Any process that mediates the adoption of a specific fate by a cell."" [GOC:go_curators]"	26	99	3	15719	0.0303030303030303	0.1153846153846153	query_1	['GO:0001708', 'GO:0010453']	['HDAC1', 'AR', 'HDAC2']
877	GO:BP	GO:0009757	hexose mediated signaling	0.0025553720347331	True	"""The series of molecular signals mediated by the detection of hexose."" [GOC:sm]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0010182', 'GO:0071331']	['SMARCA4', 'SMARCB1']
876	GO:BP	GO:0051890	regulation of cardioblast differentiation	0.0025553720347331	True	"""Any process that modulates the frequency, rate or extent of cardioblast differentiation, the process in which a relatively unspecialized mesodermal cell acquires the specialized structural and/or functional features of a cardioblast. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating."" [GOC:ai]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0010002', 'GO:1905207', 'GO:2000736']	['NKX2-5', 'TBX5']
875	GO:BP	GO:0010255	glucose mediated signaling pathway	0.0025553720347331	True	"""The process in which a change in the level of mono- and disaccharide glucose trigger the expression of genes controlling metabolic and developmental processes."" [GOC:sm]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0009757', 'GO:0071333']	['SMARCA4', 'SMARCB1']
874	GO:BP	GO:0051573	negative regulation of histone H3-K9 methylation	0.0025553720347331	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0031061', 'GO:0051567', 'GO:0051570']	['SMARCB1', 'KDM1A']
873	GO:BP	GO:1900112	regulation of histone H3-K9 trimethylation	0.0025553720347331	True	"""Any process that modulates the frequency, rate or extent of histone H3-K9 trimethylation."" [GOC:TermGenie]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0036124', 'GO:0051570']	['SMARCB1', 'MECP2']
872	GO:BP	GO:0061046	regulation of branching involved in lung morphogenesis	0.0025553720347331	True	"""Any process that modulates the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0060441', 'GO:0060688', 'GO:1905330']	['SOX9', 'CTNNB1']
878	GO:BP	GO:0060059	embryonic retina morphogenesis in camera-type eye	0.0025553720347331	True	"""The process in which the anatomical structure of the retina is generated and organized in a camera-type eye during the embryonic life stage."" [GOC:dgh, GOC:dph]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0048598', 'GO:0060042']	['HIPK1', 'HIPK2']
881	GO:BP	GO:0003166	bundle of His development	0.0025553720347331	True	"""The process whose specific outcome is the progression of the bundle of His over time, from its formation to the mature structure. The bundle of His is part of the His-Purkinje system that transmits signals from the AV node to the cardiac Purkinje fibers."" [GOC:mtg_heart]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0003164', 'GO:0003229']	['NKX2-5', 'TBX5']
880	GO:BP	GO:0030578	PML body organization	0.0025553720347331	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of PML bodies, a class of nuclear body; they react against SP100 auto-antibodies (PML = promyelocytic leukemia)."" [GOC:mah, PMID:10806078]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0030575']	['SUMO1', 'HIPK2']
871	GO:BP	GO:0010182	sugar mediated signaling pathway	0.0025553720347331	True	"""The process in which a change in the level of a mono- or disaccharide such as glucose, fructose or sucrose triggers the expression of genes controlling metabolic and developmental processes."" [PMID:9014361]"	6	99	2	15719	0.0202020202020202	0.3333333333333333	query_1	['GO:0009756']	['SMARCA4', 'SMARCB1']
879	GO:BP	GO:0007519	skeletal muscle tissue development	0.0025553720347331	True	"""The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers."" [GOC:mtg_muscle]"	163	99	6	15719	0.0606060606060606	0.0368098159509202	query_1	['GO:0060537', 'GO:0060538']	['CTNNB1', 'HIVEP3', 'EP300', 'SKI', 'MYOCD', 'SKIL']
882	GO:BP	GO:0006508	proteolysis	0.0025667102059027	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]"	1668	99	22	15719	0.2222222222222222	0.013189448441247	query_1	['GO:0019538']	['REST', 'UBE2I', 'AKT1', 'SENP1', 'NR1H2', 'CTNNB1', 'HDAC1', 'TBL1X', 'NR1H3', 'WWTR1', 'SUMO1', 'RUNX1', 'SUMO2', 'SENP2', 'KAT2B', 'WWP1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'SMARCC1', 'HIPK2']
