Thanatophoric dysplasia type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
213	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	1.6073553230544465e-07	True	MAPK1/MAPK3 signaling	261	98	12	17376	0.1224489795918367	0.0459770114942528	query_1	['REAC:R-HSA-5683057']	['MET', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'ERBB2', 'PTK2', 'PTPN11', 'PDGFRA']
214	GO:BP	GO:0030155	regulation of cell adhesion	1.6429010006566934e-07	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	98	20	17376	0.2040816326530612	0.0265604249667994	query_1	['GO:0007155', 'GO:0050794']	['NCK1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'FYN', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'PKD1', 'PTK2', 'LCK', 'DOCK5', 'PTPN11', 'NCK2']
215	GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	1.7437264164984557e-07	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	230	98	12	17376	0.1224489795918367	0.0521739130434782	query_1	['GO:0052548']	['SRC', 'CYCS', 'APAF1', 'HGF', 'FYN', 'UACA', 'CASP9', 'SYK', 'HTRA2', 'XIAP', 'DIABLO', 'LCK']
216	GO:BP	GO:0046777	protein autophosphorylation	1.7437264164984557e-07	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	98	12	17376	0.1224489795918367	0.0521739130434782	query_1	['GO:0006468']	['SRC', 'FYN', 'ZAP70', 'LYN', 'FGFR3', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'PTK2', 'LCK', 'PDGFRA']
217	GO:BP	GO:0043410	positive regulation of MAPK cascade	1.7526659885884e-07	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	98	16	17376	0.1632653061224489	0.0344827586206896	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'SRC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FGFR3', 'DVL2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'XIAP', 'PTPN11', 'PDGFRA']
218	REAC	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	1.7725093448640097e-07	True	Signaling by ERBB2 TMD/JMD mutants	17	98	5	17376	0.0510204081632653	0.2941176470588235	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
219	REAC	REAC:R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	1.7725093448640097e-07	True	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	17	98	5	17376	0.0510204081632653	0.2941176470588235	query_1	['REAC:R-HSA-9669938']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'LCK']
220	REAC	REAC:R-HSA-9669938	Signaling by KIT in disease	1.7725093448640097e-07	True	Signaling by KIT in disease	17	98	5	17376	0.0510204081632653	0.2941176470588235	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'LCK']
221	GO:BP	GO:2000147	positive regulation of cell motility	1.777105862619548e-07	True	"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]"	533	98	17	17376	0.173469387755102	0.0318949343339587	query_1	['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']	['MET', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'DOCK4', 'LYN', 'EGFR', 'PLCG1', 'PTK2B', 'CRKL', 'PTK2', 'DOCK5', 'PDGFRA']
222	REAC	REAC:R-HSA-1500931	Cell-Cell communication	1.788147263170447e-07	True	Cell-Cell communication	123	98	9	17376	0.0918367346938775	0.073170731707317	query_1	['REAC:0000000']	['NCK1', 'PIK3R1', 'WASL', 'PXN', 'FYN', 'PTK2B', 'PTK2', 'PTPN11', 'NCK2']
223	REAC	REAC:R-HSA-1280218	Adaptive Immune System	1.86697861806079e-07	True	Adaptive Immune System	750	98	19	17376	0.1938775510204081	0.0253333333333333	query_1	['REAC:R-HSA-168256']	['NCK1', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SH3KBP1', 'SH3GL2', 'LCK', 'PTPN11']
224	REAC	REAC:R-HSA-164944	Nef and signal transduction	1.8693104276129626e-07	True	Nef and signal transduction	7	98	4	17376	0.0408163265306122	0.5714285714285714	query_1	['REAC:R-HSA-164952']	['FYN', 'DOCK2', 'LCK', 'ELMO1']
225	GO:BP	GO:0070372	regulation of ERK1 and ERK2 cascade	2.006091196123733e-07	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	286	98	13	17376	0.1326530612244898	0.0454545454545454	query_1	['GO:0043408', 'GO:0070371']	['RAPGEF1', 'SRC', 'SHC1', 'LYN', 'FGFR3', 'EGFR', 'APIP', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'PTPN11', 'PDGFRA']
226	GO:BP	GO:0120031	plasma membrane bounded cell projection assembly	2.0067335792967068e-07	True	"""Formation of a prolongation or process extending and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	538	98	17	17376	0.173469387755102	0.0315985130111524	query_1	['GO:0030031', 'GO:0120036']	['TTC30B', 'NCK1', 'PIK3R1', 'TMEM231', 'UNC119B', 'WASL', 'RPGRIP1L', 'ASAP1', 'B9D1', 'WAS', 'ARL3', 'AHI1', 'RP2', 'HAP1', 'B9D2', 'RPGRIP1', 'NCK2']
227	GO:BP	GO:0050853	B cell receptor signaling pathway	2.194125673414732e-07	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."" [GOC:add]"	74	98	8	17376	0.0816326530612244	0.1081081081081081	query_1	['GO:0050851']	['BCAR1', 'ITK', 'PLCG2', 'SOS1', 'LYN', 'GRB2', 'SYK', 'LCK']
228	GO:BP	GO:0071840	cellular component organization or biogenesis	2.234667873551177e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	98	63	17376	0.6428571428571429	0.0101237345331833	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'LATS1', 'TTC30B', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'TMEM231', 'UNC119B', 'WIPF3', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'PLCG2', 'WASL', 'SOS1', 'RPGRIP1L', 'WIPF1', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'B9D1', 'CENPN', 'WAS', 'LYN', 'GRB2', 'DVL2', 'CORO1B', 'ARL3', 'EGFR', 'APIP', 'SPATA7', 'AHI1', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'HTRA2', 'SH3GL2', 'CRKL', 'RP2', 'HAP1', 'B9D2', 'PKD1', 'RPGRIP1', 'PTK2', 'DOCK2', 'DOCK5', 'ELMO1', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2', 'ELMO2', 'ALKBH7', 'SNX11']
229	GO:BP	GO:0048518	positive regulation of biological process	2.2446798861180007e-07	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5895	98	61	17376	0.6224489795918368	0.0103477523324851	query_1	['GO:0008150', 'GO:0050789']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'CYCS', 'PIK3R1', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ZNF398', 'WASL', 'SOS1', 'SLC44A2', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'UACA', 'LYN', 'FGFR3', 'SHB', 'GRB2', 'DVL2', 'CORO1B', 'LCP2', 'CASP9', 'EGFR', 'AHI1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'HTRA2', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'DIABLO', 'PKD1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
230	GO:BP	GO:0051246	regulation of protein metabolic process	2.520415200049032e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2393	98	36	17376	0.3673469387755102	0.0150438779774341	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['LATS1', 'NCK1', 'SRC', 'CYCS', 'APAF1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'FYN', 'LAT', 'UACA', 'LYN', 'FGFR3', 'SHB', 'DVL2', 'LCP2', 'CASP9', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'HTRA2', 'SH3GL2', 'CRKL', 'XIAP', 'DOCK3', 'HAP1', 'DIABLO', 'PKD1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'NCK2']
231	GO:BP	GO:0040017	positive regulation of locomotion	2.597794356916852e-07	True	"""Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	549	98	17	17376	0.173469387755102	0.0309653916211293	query_1	['GO:0040011', 'GO:0040012', 'GO:0048518']	['MET', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'DOCK4', 'LYN', 'EGFR', 'PLCG1', 'PTK2B', 'CRKL', 'PTK2', 'DOCK5', 'PDGFRA']
232	GO:CC	GO:0005886	plasma membrane	2.922394276152807e-07	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4844	98	54	17376	0.5510204081632653	0.0111478117258464	query_1	['GO:0016020', 'GO:0071944']	['CYS1', 'MET', 'RAPGEF1', 'EPS15L1', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'TMEM231', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'RPGRIP1L', 'SLC44A2', 'PXN', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'FGFR3', 'SHB', 'GRB2', 'DVL2', 'CORO1B', 'LCP2', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'HTRA2', 'GNAT1', 'SH3GL2', 'CRKL', 'RP2', 'DOCK3', 'DIABLO', 'PKD1', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'ELMO1', 'CBL', 'PDGFRA']
233	GO:CC	GO:0098562	cytoplasmic side of membrane	3.101746946420721e-07	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	98	11	17376	0.1122448979591836	0.0558375634517766	query_1	['GO:0098552']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'HTRA2', 'GNAT1', 'DIABLO', 'PTK2', 'LCK']
234	REAC	REAC:R-HSA-2730905	Role of LAT2/NTAL/LAB on calcium mobilization	3.132709699500402e-07	True	Role of LAT2/NTAL/LAB on calcium mobilization	19	98	5	17376	0.0510204081632653	0.2631578947368421	query_1	['REAC:R-HSA-2454202']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'SYK']
235	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	3.132709699500402e-07	True	Listeria monocytogenes entry into host cells	19	98	5	17376	0.0510204081632653	0.2631578947368421	query_1	['REAC:R-HSA-5663205']	['MET', 'SRC', 'SH3KBP1', 'SH3GL2', 'CBL']
236	GO:CC	GO:0019897	extrinsic component of plasma membrane	3.262965613672654e-07	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	98	10	17376	0.1020408163265306	0.0649350649350649	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'GNAT1', 'CRKL', 'PTK2', 'LCK']
237	GO:BP	GO:0098609	cell-cell adhesion	3.30449707505182e-07	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	98	21	17376	0.2142857142857142	0.0240549828178694	query_1	['GO:0007155']	['RAPGEF1', 'NCK1', 'SRC', 'NPHP4', 'SHC1', 'NPHP1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'PKD1', 'PTK2', 'LCK', 'PTPN11', 'PDGFRA', 'NCK2', 'ELMO2']
238	GO:BP	GO:0007229	integrin-mediated signaling pathway	3.594783887036795e-07	True	"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	113	98	9	17376	0.0918367346938775	0.079646017699115	query_1	['GO:0007166']	['BCAR1', 'DOCK1', 'SRC', 'LAT', 'VAV1', 'SYK', 'PTK2B', 'PTK2', 'PTPN11']
239	GO:BP	GO:0007010	cytoskeleton organization	3.789176697558735e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1440	98	27	17376	0.2755102040816326	0.01875	query_1	['GO:0006996']	['MET', 'LATS1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'WIPF3', 'CRK', 'NPHP4', 'SHC1', 'WASL', 'WIPF1', 'NPHP1', 'PXN', 'WAS', 'GRB2', 'CORO1B', 'SPATA7', 'SH3KBP1', 'PTK2B', 'PKD1', 'PTK2', 'DOCK2', 'ELMO1', 'PDGFRA', 'NCK2', 'ELMO2']
240	GO:BP	GO:0050863	regulation of T cell activation	3.791104922206429e-07	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	98	14	17376	0.1428571428571428	0.0385674931129476	query_1	['GO:0042110', 'GO:0051249']	['NCK1', 'SRC', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'LCK', 'PTPN11', 'NCK2']
241	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	3.953049150821169e-07	True	Cytokine Signaling in Immune system	706	98	18	17376	0.1836734693877551	0.0254957507082152	query_1	['REAC:R-HSA-168256']	['RAPGEF1', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'FYN', 'LYN', 'GRB2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'CRKL', 'LCK', 'CBL', 'PTPN11']
242	REAC	REAC:R-HSA-6807004	Negative regulation of MET activity	4.075165142964849e-07	True	Negative regulation of MET activity	20	98	5	17376	0.0510204081632653	0.25	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'SH3KBP1', 'SH3GL2', 'CBL']
243	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	4.218872134869213e-07	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	201	98	11	17376	0.1122448979591836	0.0547263681592039	query_1	['GO:2000116']	['SRC', 'CYCS', 'APAF1', 'HGF', 'UACA', 'CASP9', 'SYK', 'HTRA2', 'XIAP', 'DIABLO', 'LCK']
244	GO:BP	GO:0070371	ERK1 and ERK2 cascade	4.7473931037368877e-07	True	"""An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:add, GOC:signaling, ISBN:0121245462, ISBN:0896039986, PMID:20811974, PMID:28903453]"	310	98	13	17376	0.1326530612244898	0.0419354838709677	query_1	['GO:0000165']	['RAPGEF1', 'SRC', 'SHC1', 'LYN', 'FGFR3', 'EGFR', 'APIP', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'PTPN11', 'PDGFRA']
245	GO:BP	GO:0022607	cellular component assembly	5.466861072375237e-07	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2839	98	39	17376	0.3979591836734694	0.0137372314195139	query_1	['GO:0016043', 'GO:0044085']	['MET', 'RAPGEF1', 'LATS1', 'TTC30B', 'NCK1', 'SRC', 'PIK3R1', 'TMEM231', 'UNC119B', 'CRK', 'NPHP4', 'PLCG2', 'WASL', 'RPGRIP1L', 'WIPF1', 'NPHP1', 'PXN', 'ASAP1', 'B9D1', 'CENPN', 'WAS', 'GRB2', 'CORO1B', 'ARL3', 'APIP', 'AHI1', 'SYK', 'PTK2B', 'CRKL', 'RP2', 'HAP1', 'B9D2', 'PKD1', 'RPGRIP1', 'PTK2', 'DOCK5', 'PTPN11', 'PDGFRA', 'NCK2']
246	GO:BP	GO:0050900	leukocyte migration	6.283095288871431e-07	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	379	98	14	17376	0.1428571428571428	0.0369393139841688	query_1	['GO:0002376', 'GO:0016477']	['SRC', 'PIK3R1', 'CRK', 'WASL', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
247	GO:BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	6.283095288871431e-07	True	"""Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity."" [GOC:bf]"	33	98	6	17376	0.0612244897959183	0.1818181818181818	query_1	['GO:0043551', 'GO:0090218']	['SRC', 'LYN', 'FGFR3', 'PTK2B', 'PTK2', 'PDGFRA']
248	REAC	REAC:R-HSA-8875656	MET receptor recycling	6.34114142492934e-07	True	MET receptor recycling	9	98	4	17376	0.0408163265306122	0.4444444444444444	query_1	['REAC:R-HSA-6806834']	['MET', 'CRK', 'HGF', 'CRKL']
249	GO:BP	GO:0006796	phosphate-containing compound metabolic process	6.378867730091098e-07	True	"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]"	2608	98	37	17376	0.3775510204081632	0.0141871165644171	query_1	['GO:0006793']	['MET', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'SLC44A2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'FGFR3', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'NEK8', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
250	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	6.51783051953286e-07	True	MAPK family signaling cascades	300	98	12	17376	0.1224489795918367	0.04	query_1	['REAC:R-HSA-162582']	['MET', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'ERBB2', 'PTK2', 'PTPN11', 'PDGFRA']
251	GO:BP	GO:0000165	MAPK cascade	6.554532043310057e-07	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	98	19	17376	0.1938775510204081	0.0255376344086021	query_1	['GO:0035556']	['RAPGEF1', 'SRC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'EGFR', 'APIP', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'XIAP', 'PTPN11', 'PDGFRA']
252	GO:BP	GO:0052548	regulation of endopeptidase activity	6.599517921580229e-07	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	98	13	17376	0.1326530612244898	0.040625	query_1	['GO:0052547']	['SRC', 'CYCS', 'APAF1', 'HGF', 'FYN', 'UACA', 'LYN', 'CASP9', 'SYK', 'HTRA2', 'XIAP', 'DIABLO', 'LCK']
253	GO:BP	GO:0051347	positive regulation of transferase activity	7.130140734481001e-07	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	98	16	17376	0.1632653061224489	0.0308285163776493	query_1	['GO:0043085', 'GO:0051338']	['MET', 'SRC', 'LAT', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'PKD1', 'PTK2', 'PDGFRA']
254	GO:BP	GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	7.316479227427324e-07	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process and is mediated by cytochrome c."" [GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, Wikipedia:Caspase]"	7	98	4	17376	0.0408163265306122	0.5714285714285714	query_1	['GO:0006919']	['CYCS', 'APAF1', 'CASP9', 'DIABLO']
255	GO:BP	GO:0010950	positive regulation of endopeptidase activity	7.316479227427324e-07	True	"""Any process that increases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	166	98	10	17376	0.1020408163265306	0.0602409638554216	query_1	['GO:0010952', 'GO:0052548']	['CYCS', 'APAF1', 'FYN', 'UACA', 'LYN', 'CASP9', 'SYK', 'HTRA2', 'DIABLO', 'LCK']
256	REAC	REAC:R-HSA-9664323	FCGR3A-mediated IL10 synthesis	7.527596598812351e-07	True	FCGR3A-mediated IL10 synthesis	43	98	6	17376	0.0612244897959183	0.1395348837209302	query_1	['REAC:R-HSA-9662851']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
257	GO:BP	GO:0006793	phosphorus metabolic process	7.805659632546897e-07	True	"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]"	2632	98	37	17376	0.3775510204081632	0.0140577507598784	query_1	['GO:0044237']	['MET', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'SLC44A2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'FGFR3', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'NEK8', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
258	REAC	REAC:R-HSA-373753	Nephrin family interactions	8.391159314414444e-07	True	Nephrin family interactions	23	98	5	17376	0.0510204081632653	0.217391304347826	query_1	['REAC:R-HSA-1500931']	['NCK1', 'PIK3R1', 'WASL', 'FYN', 'NCK2']
259	GO:BP	GO:0043550	regulation of lipid kinase activity	8.605969368734363e-07	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	98	7	17376	0.0714285714285714	0.1186440677966101	query_1	['GO:0043549']	['SRC', 'PIK3R1', 'LYN', 'FGFR3', 'PTK2B', 'PTK2', 'PDGFRA']
260	GO:BP	GO:0043067	regulation of programmed cell death	8.812271507816778e-07	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1405	98	26	17376	0.2653061224489796	0.0185053380782918	query_1	['GO:0010941', 'GO:0012501']	['MET', 'LATS1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'APAF1', 'HGF', 'SHC1', 'PLCG2', 'LYN', 'CASP9', 'EGFR', 'APIP', 'AHI1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'HTRA2', 'XIAP', 'DIABLO', 'PTK2', 'LCK', 'CBL', 'NCK2']
261	GO:BP	GO:0031401	positive regulation of protein modification process	8.917236143927279e-07	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	932	98	21	17376	0.2142857142857142	0.0225321888412017	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['LATS1', 'SRC', 'HGF', 'PLCG2', 'FYN', 'LAT', 'LYN', 'FGFR3', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'XIAP', 'DOCK3', 'PKD1', 'PTK2', 'PTPN11']
262	GO:BP	GO:0030182	neuron differentiation	9.067723692620332e-07	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1308	98	25	17376	0.2551020408163265	0.0191131498470948	query_1	['GO:0030154', 'GO:0048699']	['MET', 'RAPGEF1', 'NCK1', 'CRK', 'NPHP4', 'HGF', 'WASL', 'SOS1', 'RPGRIP1L', 'ASAP1', 'FYN', 'LYN', 'DVL2', 'ARL3', 'AHI1', 'ERBB2', 'PTK2B', 'HTRA2', 'GNAT1', 'SH3GL2', 'CRKL', 'RPGRIP1', 'PTK2', 'PTPN11', 'NCK2']
263	GO:BP	GO:2000145	regulation of cell motility	9.635634103311583e-07	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	937	98	21	17376	0.2142857142857142	0.0224119530416221	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['MET', 'NCK1', 'BCAR1', 'DOCK1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'WASL', 'WAS', 'DOCK4', 'LYN', 'CORO1B', 'EGFR', 'PLCG1', 'PTK2B', 'CRKL', 'PTK2', 'DOCK5', 'PDGFRA']
