Pierpont syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1024	GO:BP	GO:0009743	response to carbohydrate	0.0021286782999728	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:jl]"	220	101	7	15719	0.0693069306930693	0.0318181818181818	query_1	['GO:0010033', 'GO:1901700']	['SMARCA4', 'SIN3A', 'SMAD2', 'SMARCB1', 'SMAD4', 'NR1H4', 'CDKN1B']
1026	GO:BP	GO:0032612	interleukin-1 production	0.0021683803524812	True	"""The appearance of interleukin-1 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	104	101	5	15719	0.0495049504950495	0.048076923076923	query_1	['GO:0001816']	['STAT3', 'NR1H4', 'SMAD3', 'PML', 'HDAC2']
1025	GO:BP	GO:0032652	regulation of interleukin-1 production	0.0021683803524812	True	"""Any process that modulates the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]"	104	101	5	15719	0.0495049504950495	0.048076923076923	query_1	['GO:0001817', 'GO:0032612']	['STAT3', 'NR1H4', 'SMAD3', 'PML', 'HDAC2']
69	GO:CC	GO:0000776	kinetochore	0.0021786711088497	True	"""A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."" [GOC:elh]"	163	101	6	16420	0.0594059405940594	0.0368098159509202	query_1	['GO:0000779', 'GO:0043232', 'GO:0099080']	['SMARCA4', 'SIN3A', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
1027	GO:BP	GO:0033673	negative regulation of kinase activity	0.0021805111747051	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	221	101	7	15719	0.0693069306930693	0.0316742081447963	query_1	['GO:0042326', 'GO:0043549', 'GO:0051348']	['AKT1', 'PPARG', 'RB1', 'CDKN1A', 'WWTR1', 'KAT2B', 'CDKN1B']
1029	GO:BP	GO:0046686	response to cadmium ion	0.0021814667038023	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	101	4	15719	0.0396039603960396	0.0677966101694915	query_1	['GO:0010038']	['AKT1', 'SUMO1', 'DAXX', 'CDKN1B']
1028	GO:BP	GO:0060042	retina morphogenesis in camera-type eye	0.0021814667038023	True	"""The process in which the anatomical structure of the retina is generated and organized."" [GOC:bf, GOC:dph, GOC:mtg_sensu]"	59	101	4	15719	0.0396039603960396	0.0677966101694915	query_1	['GO:0009653', 'GO:0048593', 'GO:0060041']	['STAT3', 'NOTCH1', 'THRB', 'HIPK2']
1030	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0021814667038023	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	101	4	15719	0.0396039603960396	0.0677966101694915	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1']
1031	GO:BP	GO:0090311	regulation of protein deacetylation	0.0021814667038023	True	"""Any process that modulates the rate, frequency, or extent of protein deacetylation, the removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:tb]"	59	101	4	15719	0.0396039603960396	0.0677966101694915	query_1	['GO:0006476', 'GO:0031399']	['EP300', 'KAT2B', 'TP53', 'PML']
1033	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.0022499883808068	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	101	5	15719	0.0495049504950495	0.0476190476190476	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['CBFB', 'CTNNB1', 'RUNX1', 'RARA', 'CDK6']
1032	GO:BP	GO:1905954	positive regulation of lipid localization	0.0022499883808068	True	"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	105	101	5	15719	0.0495049504950495	0.0476190476190476	query_1	['GO:0010876', 'GO:0048518', 'GO:1905952']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
1059	GO:BP	GO:1905203	regulation of connective tissue replacement	0.0022958919316199	True	"""Any process that modulates the frequency, rate or extent of connective tissue replacement."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25590961]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0034103', 'GO:0097709']	['PPARG', 'RUNX1']
1058	GO:BP	GO:0060956	endocardial cell differentiation	0.0022958919316199	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of an endocardial cell. An endocardial cell is a specialized endothelial cell that makes up the endocardium portion of the heart. The endocardium is the innermost layer of tissue of the heart, and lines the heart chambers."" [GOC:mtg_heart]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0003157', 'GO:0003348']	['SMAD4', 'NOTCH1']
1057	GO:BP	GO:0018393	internal peptidyl-lysine acetylation	0.0022958919316199	True	"""The addition of an acetyl group to a non-terminal lysine residue in a protein."" [GOC:mah]"	161	101	6	15719	0.0594059405940594	0.0372670807453416	query_1	['GO:0006475', 'GO:0018394']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'KAT2B']
1056	GO:BP	GO:0030301	cholesterol transport	0.0022958919316199	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]"	106	101	5	15719	0.0495049504950495	0.0471698113207547	query_1	['GO:0015918']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
1055	GO:BP	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	0.0022958919316199	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0048662', 'GO:1904705', 'GO:1990874']	['PPARG', 'CDKN1A', 'CDKN1B']
1054	GO:BP	GO:0060842	arterial endothelial cell differentiation	0.0022958919316199	True	"""The process in which a relatively unspecialized endothelial cell acquires specialized features of an arterial endothelial cell, a thin flattened cell that lines the inside surfaces of arteries."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0060837']	['NOTCH1', 'RBPJ']
1053	GO:BP	GO:1903055	positive regulation of extracellular matrix organization	0.0022958919316199	True	"""Any process that activates or increases the frequency, rate or extent of extracellular matrix organization."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22357537]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0030198', 'GO:0051130', 'GO:1903053']	['RB1', 'RUNX1', 'SMAD3']
1052	GO:BP	GO:0060770	negative regulation of epithelial cell proliferation involved in prostate gland development	0.0022958919316199	True	"""Any process that decreases the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0050680', 'GO:0051093', 'GO:0051241', 'GO:0060767', 'GO:0060768', 'GO:2000242']	['WDR77', 'CDKN1B']
1051	GO:BP	GO:0003348	cardiac endothelial cell differentiation	0.0022958919316199	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cardiac endothelial cell."" [GOC:dph, PMID:18722343]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0035051', 'GO:0045446']	['SMAD4', 'NOTCH1']
1050	GO:BP	GO:0071455	cellular response to hyperoxia	0.0022958919316199	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating increased oxygen tension."" [GOC:mah]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0036295', 'GO:0055093', 'GO:0062197']	['PPARG', 'FOXO1']
1049	GO:BP	GO:2000737	negative regulation of stem cell differentiation	0.0022958919316199	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell differentiation."" [GOC:obol]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0045596', 'GO:0048863', 'GO:2000736']	['REST', 'STAT3', 'NOTCH1']
1060	GO:BP	GO:0050994	regulation of lipid catabolic process	0.0022958919316199	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]"	60	101	4	15719	0.0396039603960396	0.0666666666666666	query_1	['GO:0009894', 'GO:0016042', 'GO:0019216']	['AKT1', 'PPARA', 'FABP1', 'CDK4']
1048	GO:BP	GO:1900112	regulation of histone H3-K9 trimethylation	0.0022958919316199	True	"""Any process that modulates the frequency, rate or extent of histone H3-K9 trimethylation."" [GOC:TermGenie]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0036124', 'GO:0051570']	['SMARCB1', 'MECP2']
1046	GO:BP	GO:0101023	vascular endothelial cell proliferation	0.0022958919316199	True	"""The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:23201774]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0001935']	['STAT3', 'PPARG', 'SP1']
1047	GO:BP	GO:0048024	regulation of mRNA splicing, via spliceosome	0.0022958919316199	True	"""Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]"	106	101	5	15719	0.0495049504950495	0.0471698113207547	query_1	['GO:0000398', 'GO:0043484', 'GO:0050684']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A']
1034	GO:BP	GO:1903944	negative regulation of hepatocyte apoptotic process	0.0022958919316199	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hepatocyte apoptotic process."" [GO_REF:0000058, GOC:TermGenie, PMID:8649852]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0097284', 'GO:1903943', 'GO:1904036']	['RB1', 'PPARA']
1044	GO:BP	GO:0009757	hexose mediated signaling	0.0022958919316199	True	"""The series of molecular signals mediated by the detection of hexose."" [GOC:sm]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0010182', 'GO:0071331']	['SMARCA4', 'SMARCB1']
1043	GO:BP	GO:0010891	negative regulation of sequestering of triglyceride	0.0022958919316199	True	"""Any process that decreases the rate, frequency or extent of sequestering of triglyceride. Triglyceride sequestration is the process of binding or confining any triester of glycerol such that it is separated from other components of a biological system."" [GOC:BHF, GOC:dph, GOC:tb]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0010888', 'GO:0010889', 'GO:0030730']	['PPARG', 'PPARA']
1042	GO:BP	GO:0070345	negative regulation of fat cell proliferation	0.0022958919316199	True	"""Any process that stops or decreases the rate or extent of fat cell proliferation."" [GOC:mah, GOC:sl]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0008285', 'GO:0070341', 'GO:0070344']	['TFDP1', 'E2F1']
1041	GO:BP	GO:0003160	endocardium morphogenesis	0.0022958919316199	True	"""The process in which the anatomical structure of the endocardium is generated and organized. The endocardium is an anatomical structure comprised of an endothelium and an extracellular matrix that forms the innermost layer of tissue of the heart, and lines the heart chambers."" [GOC:mtg_heart]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0003157', 'GO:0009653']	['NOTCH1', 'RBPJ']
1040	GO:BP	GO:0060420	regulation of heart growth	0.0022958919316199	True	"""Any process that modulates the rate or extent of heart growth. Heart growth is the increase in size or mass of the heart."" [GOC:dph, GOC:tb]"	60	101	4	15719	0.0396039603960396	0.0666666666666666	query_1	['GO:0046620', 'GO:0060419', 'GO:2000026']	['PPARA', 'NOTCH1', 'RUNX1', 'RBPJ']
1039	GO:BP	GO:0042659	regulation of cell fate specification	0.0022958919316199	True	"""Any process that mediates the adoption of a specific fate by a cell."" [GOC:go_curators]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0001708', 'GO:0010453']	['HDAC1', 'AR', 'HDAC2']
1038	GO:BP	GO:0010182	sugar mediated signaling pathway	0.0022958919316199	True	"""The process in which a change in the level of a mono- or disaccharide such as glucose, fructose or sucrose triggers the expression of genes controlling metabolic and developmental processes."" [PMID:9014361]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0009756']	['SMARCA4', 'SMARCB1']
1037	GO:BP	GO:0010255	glucose mediated signaling pathway	0.0022958919316199	True	"""The process in which a change in the level of mono- and disaccharide glucose trigger the expression of genes controlling metabolic and developmental processes."" [GOC:sm]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0009757', 'GO:0071333']	['SMARCA4', 'SMARCB1']
1036	GO:BP	GO:0002683	negative regulation of immune system process	0.0022958919316199	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	447	101	10	15719	0.099009900990099	0.0223713646532438	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['AKT1', 'CBFB', 'PPARG', 'NR1H2', 'CTNNB1', 'NR1H3', 'RUNX1', 'GPS2', 'RARA', 'CDK6']
1035	GO:BP	GO:0051573	negative regulation of histone H3-K9 methylation	0.0022958919316199	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	6	101	2	15719	0.0198019801980198	0.3333333333333333	query_1	['GO:0031061', 'GO:0051567', 'GO:0051570']	['SMARCB1', 'KDM1A']
1045	GO:BP	GO:1905562	regulation of vascular endothelial cell proliferation	0.0022958919316199	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial cell proliferation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23201774]"	26	101	3	15719	0.0297029702970297	0.1153846153846153	query_1	['GO:0001936', 'GO:0101023']	['STAT3', 'PPARG', 'SP1']
70	GO:CC	GO:0150005	enzyme activator complex	0.002336485133493	True	"""A protein complex capable of activating an enzyme. Activating subunits may dissociate from the catalytic unit before the enzyme is active."" [GOC:bhm, PMID:16244137, PMID:28710280]"	6	101	2	16420	0.0198019801980198	0.3333333333333333	query_1	['GO:0032991']	['CDK7', 'CCNH']
209	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0023451386279433	True	Extra-nuclear estrogen signaling	73	100	5	10022	0.05	0.0684931506849315	query_1	['REAC:R-HSA-8939211']	['AKT1', 'FOXO3', 'ESR1', 'CDKN1B', 'CCND1']
1061	GO:BP	GO:0031214	biomineral tissue development	0.0023499518297529	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	101	6	15719	0.0594059405940594	0.037037037037037	query_1	['GO:0009888', 'GO:0048513']	['RXRA', 'PPARA', 'RXRB', 'NOTCH1', 'SMAD3', 'VDR']
1062	GO:BP	GO:0006475	internal protein amino acid acetylation	0.0024226785825421	True	"""The addition of an acetyl group to a non-terminal amino acid in a protein."" [GOC:mah]"	163	101	6	15719	0.0594059405940594	0.0368098159509202	query_1	['GO:0006473']	['CREBBP', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'KAT2B']
1063	GO:BP	GO:0007519	skeletal muscle tissue development	0.0024226785825421	True	"""The developmental sequence of events leading to the formation of adult skeletal muscle tissue. The main events are: the fusion of myoblasts to form myotubes that increase in size by further fusion to them of myoblasts, the formation of myofibrils within their cytoplasm and the establishment of functional neuromuscular junctions with motor neurons. At this stage they can be regarded as mature muscle fibers."" [GOC:mtg_muscle]"	163	101	6	15719	0.0594059405940594	0.0368098159509202	query_1	['GO:0060537', 'GO:0060538']	['CTNNB1', 'RB1', 'NOTCH1', 'EP300', 'SKI', 'SKIL']
1064	GO:BP	GO:0006302	double-strand break repair	0.0024240547914949	True	"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]"	296	101	8	15719	0.0792079207920792	0.027027027027027	query_1	['GO:0006281']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'TP53', 'PML', 'KDM1A', 'SMARCC1']
210	REAC	REAC:R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	0.0024543748253077	True	Senescence-Associated Secretory Phenotype (SASP)	111	100	6	10022	0.06	0.054054054054054	query_1	['REAC:R-HSA-2559583']	['STAT3', 'CDKN1A', 'CDK2', 'CDK4', 'CDKN1B', 'CDK6']
1065	GO:BP	GO:0000819	sister chromatid segregation	0.0024647806092331	True	"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]"	227	101	7	15719	0.0693069306930693	0.0308370044052863	query_1	['GO:0051276', 'GO:0098813']	['RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
1066	GO:BP	GO:0043409	negative regulation of MAPK cascade	0.0024947437261523	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade."" [GOC:go_curators]"	164	101	6	15719	0.0594059405940594	0.0365853658536585	query_1	['GO:0000165', 'GO:0043408', 'GO:1902532']	['PPARG', 'SMAD4', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1']
1067	GO:BP	GO:2001234	negative regulation of apoptotic signaling pathway	0.0025249142450565	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	228	101	7	15719	0.0693069306930693	0.0307017543859649	query_1	['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']	['AKT1', 'MDM2', 'CTNNB1', 'RB1', 'HDAC1', 'AR', 'KDM1A']
1072	GO:BP	GO:2000756	regulation of peptidyl-lysine acetylation	0.0025325415124312	True	"""Any process that modulates the frequency, rate or extent of peptidyl-lysine acetylation."" [GOC:obol]"	62	101	4	15719	0.0396039603960396	0.064516129032258	query_1	['GO:0018394', 'GO:1901983']	['SMARCB1', 'SMAD4', 'PML', 'HDAC2']
1071	GO:BP	GO:0060561	apoptotic process involved in morphogenesis	0.0025325415124312	True	"""Any apoptotic process that contributes to the shaping of an anatomical structure."" [GOC:dph, GOC:mtg_apoptosis]"	27	101	3	15719	0.0297029702970297	0.1111111111111111	query_1	['GO:0009653', 'GO:1902742']	['NOTCH1', 'PML', 'VDR']
1073	GO:BP	GO:0060512	prostate gland morphogenesis	0.0025325415124312	True	"""The process in which the anatomical structures of a prostate gland are generated and organized."" [GOC:dph, PMID:18977204]"	27	101	3	15719	0.0297029702970297	0.1111111111111111	query_1	['GO:0003006', 'GO:0022612', 'GO:0030850']	['AR', 'NOTCH1', 'ESR1']
1069	GO:BP	GO:1903051	negative regulation of proteolysis involved in protein catabolic process	0.0025325415124312	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of proteolysis involved in protein catabolic process."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]"	62	101	4	15719	0.0396039603960396	0.064516129032258	query_1	['GO:0045861', 'GO:0051603', 'GO:1903050']	['USP7', 'PML', 'SMARCC1', 'HIPK2']
1068	GO:BP	GO:0031365	N-terminal protein amino acid modification	0.0025325415124312	True	"""The alteration of the N-terminal amino acid residue in a protein."" [GOC:mah]"	27	101	3	15719	0.0297029702970297	0.1111111111111111	query_1	['GO:0036211']	['CREBBP', 'EP300', 'KAT2B']
1070	GO:BP	GO:0045815	transcription initiation-coupled chromatin remodeling	0.0025325415124312	True	"""An epigenetic mechanism of regulation of gene expression that involves chromatin remodeling to capacitate gene expression by either modifying the chromatin fiber, the nucleosomal histones, or the DNA."" [PMID:34414474]"	27	101	3	15719	0.0297029702970297	0.1111111111111111	query_1	['GO:0010628', 'GO:0040029']	['EP300', 'KAT2B', 'TP53']
1074	GO:BP	GO:1901655	cellular response to ketone	0.0025660495721049	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ketone stimulus."" [GOC:pr, GOC:TermGenie]"	109	101	5	15719	0.0495049504950495	0.0458715596330275	query_1	['GO:1901654', 'GO:1901701']	['AKT1', 'PPARG', 'AR', 'SP1', 'CDK4']
1075	GO:BP	GO:0009913	epidermal cell differentiation	0.0026387067067816	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."" [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]"	230	101	7	15719	0.0693069306930693	0.0304347826086956	query_1	['GO:0008544', 'GO:0030855']	['NCOA3', 'CTNNB1', 'HDAC1', 'NOTCH1', 'RBPJ', 'HDAC2', 'VDR']
1076	GO:BP	GO:0072009	nephron epithelium development	0.002669734268345	True	"""The process whose specific outcome is the progression of the nephron epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure. The nephron epithelium is a tissue that covers the surface of a nephron."" [GOC:mtg_kidney_jan10]"	110	101	5	15719	0.0495049504950495	0.0454545454545454	query_1	['GO:0072006', 'GO:0072073']	['CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'NOTCH2']
1077	GO:BP	GO:0019953	sexual reproduction	0.0027005938707363	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	101	16	15719	0.1584158415841584	0.0157635467980295	query_1	['GO:0000003']	['SMAD1', 'NRIP1', 'AKT1', 'WDR77', 'STAT3', 'CTNNB1', 'RB1', 'SMARCA2', 'CCNE1', 'AR', 'SMAD4', 'NOTCH1', 'E2F1', 'CDK2', 'RARA', 'SKIL']
211	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	0.0027587263167527	True	TGF-beta receptor signaling activates SMADs	44	100	4	10022	0.04	0.0909090909090909	query_1	['REAC:R-HSA-170834']	['SMURF2', 'SMAD2', 'SMAD4', 'SMAD3']
214	REAC	REAC:R-HSA-3065676	SUMO is conjugated to E1 (UBA2:SAE1)	0.0027801239826039	True	SUMO is conjugated to E1 (UBA2:SAE1)	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-3215018']	['SUMO1', 'SUMO2']
212	REAC	REAC:R-HSA-5083630	Defective LFNG causes SCDO3	0.0027801239826039	True	Defective LFNG causes SCDO3	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-3906995']	['NOTCH1', 'NOTCH2']
215	REAC	REAC:R-HSA-8939247	RUNX1 regulates transcription of genes involved in interleukin signaling	0.0027801239826039	True	RUNX1 regulates transcription of genes involved in interleukin signaling	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
216	REAC	REAC:R-HSA-3656534	Loss of Function of TGFBR1 in Cancer	0.0027801239826039	True	Loss of Function of TGFBR1 in Cancer	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD3']
217	REAC	REAC:R-HSA-8935964	RUNX1 regulates expression of components of tight junctions	0.0027801239826039	True	RUNX1 regulates expression of components of tight junctions	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
213	REAC	REAC:R-HSA-68911	G2 Phase	0.0027801239826039	True	G2 Phase	5	100	2	10022	0.02	0.4	query_1	['REAC:R-HSA-453274']	['E2F1', 'CDK2']
218	REAC	REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	0.0027811833157804	True	Transcriptional regulation of pluripotent stem cells	20	100	3	10022	0.03	0.15	query_1	['REAC:R-HSA-1266738']	['STAT3', 'SMAD2', 'SMAD4']
1078	GO:BP	GO:0036296	response to increased oxygen levels	0.0027869373341883	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting an increase in the level of oxygen."" [GOC:al]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0070482']	['PPARG', 'FOXO1', 'HDAC2']
1086	GO:BP	GO:0030325	adrenal gland development	0.0027869373341883	True	"""The process whose specific outcome is the progression of the adrenal gland over time, from its formation to the mature structure. This gland can either be a discrete structure located bilaterally above each kidney, or a cluster of cells in the head kidney that perform the functions of the adrenal gland. In either case, this organ consists of two cells types, aminergic chromaffin cells and steroidogenic cortical cells."" [GOC:dgh]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0035270', 'GO:0048732']	['SMAD2', 'SMAD4', 'SMAD3']
1085	GO:BP	GO:0060479	lung cell differentiation	0.0027869373341883	True	"""The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features of a mature cell found in the lung. Differentiation includes the processes involved in commitment of a cell to a specific fate."" [GOC:dph, GOC:mtg_lung]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0030154', 'GO:0030324']	['CTNNB1', 'RBPJ', 'THRB']
1084	GO:BP	GO:0003171	atrioventricular valve development	0.0027869373341883	True	"""The progression of the atrioventricular valve over time, from its formation to the mature structure."" [GOC:mtg_heart]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0003170']	['MDM2', 'SMAD4', 'NOTCH1']
1083	GO:BP	GO:0060487	lung epithelial cell differentiation	0.0027869373341883	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell that contributes to the epithelium of the lung."" [GOC:dph]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0030855', 'GO:0060428', 'GO:0060479']	['CTNNB1', 'RBPJ', 'THRB']
1082	GO:BP	GO:0060219	camera-type eye photoreceptor cell differentiation	0.0027869373341883	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a photoreceptor cell in a camera-type eye."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	28	101	3	15719	0.0297029702970297	0.1071428571428571	query_1	['GO:0001754', 'GO:0003407', 'GO:0060042']	['STAT3', 'NOTCH1', 'THRB']
1081	GO:BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0027869373341883	True	"""Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	168	101	6	15719	0.0594059405940594	0.0357142857142857	query_1	['GO:0097193', 'GO:1902531', 'GO:2001233']	['AKT1', 'MDM2', 'HDAC1', 'TP53', 'KDM1A', 'SKIL']
1080	GO:BP	GO:0046661	male sex differentiation	0.0027869373341883	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	101	6	15719	0.0594059405940594	0.0357142857142857	query_1	['GO:0007275', 'GO:0007548']	['CTNNB1', 'AR', 'SMAD4', 'ESR1', 'RARA', 'CCND1']
1079	GO:BP	GO:0002262	myeloid cell homeostasis	0.0027869373341883	True	"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]"	168	101	6	15719	0.0594059405940594	0.0357142857142857	query_1	['GO:0002376', 'GO:0048872']	['STAT3', 'FOXO3', 'RB1', 'RCOR1', 'CDK6', 'HIPK2']
