ALG8-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
233	GO:CC	GO:0034385	triglyceride-rich plasma lipoprotein particle	6.181359695404337e-07	True	"""A plasma lipoprotein particle that has a hydrophobic core enriched in triglycerides surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Triglyceride-rich lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood."" [GOC:BHF, GOC:mah, GOC:rl]"	21	97	5	17376	0.0515463917525773	0.238095238095238	query_1	['GO:0034358']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
234	GO:BP	GO:0010876	lipid localization	6.185523384158605e-07	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	452	97	15	17376	0.1546391752577319	0.0331858407079646	query_1	['GO:0033036']	['C3', 'SIGMAR1', 'APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'BDKRB2', 'APOE', 'CRP', 'CFHR4', 'APOA1', 'LRP1', 'APOA2', 'FITM2', 'APOC2']
235	GO:BP	GO:0065007	biological regulation	6.185523384158605e-07	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10859	97	85	17376	0.8762886597938144	0.0078276084353992	query_1	['GO:0008150']	['RHOD', 'MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'SIGMAR1', 'MASP2', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'ANKFY1', 'HFE', 'COLEC10', 'CRP', 'A2M', 'INHBE', 'INHBC', 'CFHR4', 'SERPIND1', 'WHAMM', 'CFH', 'C4A', 'C4BPB', 'ZNF655', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'TFR2', 'KLKB1', 'HP', 'YWHAZ', 'FGB', 'APOA2', 'PROS1', 'C4B_2', 'FGG', 'FITM2', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'APOC2', 'FCN1', 'KNG1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'ALB', 'PRCP', 'HPX', 'ORM1']
236	REAC	REAC:R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	7.664582880053584e-07	True	Plasma lipoprotein assembly, remodeling, and clearance	69	97	7	17376	0.0721649484536082	0.1014492753623188	query_1	['REAC:R-HSA-382551']	['APOC3', 'APOE', 'A2M', 'APOA1', 'APOA2', 'APOC2', 'ALB']
237	REAC	REAC:R-HSA-975634	Retinoid metabolism and transport	7.874394263878309e-07	True	Retinoid metabolism and transport	42	97	6	17376	0.0618556701030927	0.1428571428571428	query_1	['REAC:R-HSA-2187338', 'REAC:R-HSA-6806667']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
238	GO:BP	GO:0051917	regulation of fibrinolysis	8.175673512182889e-07	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	97	5	17376	0.0515463917525773	0.2777777777777778	query_1	['GO:0030193', 'GO:0042730']	['F12', 'F11', 'F2', 'KLKB1', 'VTN']
239	GO:BP	GO:0043691	reverse cholesterol transport	8.175673512182889e-07	True	"""The directed movement of peripheral cell cholesterol, cholest-5-en-3-beta-ol, towards the liver for catabolism."" [GOC:ecd, PMID:7751809]"	18	97	5	17376	0.0515463917525773	0.2777777777777778	query_1	['GO:0030301']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
240	GO:BP	GO:0048522	positive regulation of cellular process	8.529754936787454e-07	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5221	97	55	17376	0.5670103092783505	0.010534380386899	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RHOD', 'PTX3', 'C3', 'GP1BB', 'ITGB1', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'ANKFY1', 'HFE', 'COLEC10', 'CRP', 'INHBE', 'INHBC', 'WHAMM', 'C4A', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'HP', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'GP5', 'APOC2', 'FCN1', 'KNG1', 'PTK2', 'C1QBP', 'HPX']
241	GO:BP	GO:0048585	negative regulation of response to stimulus	9.39681933520552e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1534	97	27	17376	0.2783505154639175	0.0176010430247718	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['MASP1', 'F12', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'TGFB3', 'GP1BA', 'BDKRB2', 'F11', 'APOE', 'HFE', 'A2M', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'C4BPA', 'VTN', 'KNG1', 'C1QBP']
242	GO:CC	GO:0071682	endocytic vesicle lumen	9.709406747109095e-07	True	"""The volume enclosed by the membrane of an endocytic vesicle."" [GOC:pde]"	23	97	5	17376	0.0515463917525773	0.217391304347826	query_1	['GO:0030139', 'GO:0070013']	['HBB', 'APOE', 'APOA1', 'HP', 'HPX']
243	GO:CC	GO:0090665	glycoprotein complex	9.709406747109095e-07	True	"""A protein complex containing at least one glycosylated protein, may be held together by both covalent and noncovalent bonds."" [GOC:pf, PMID:7693675, PMID:8662961]"	23	97	5	17376	0.0515463917525773	0.217391304347826	query_1	['GO:0032991']	['GP1BB', 'GP1BA', 'GP9', 'FLNA', 'GP5']
244	GO:BP	GO:0007044	cell-substrate junction assembly	9.826054499790929e-07	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]"	93	97	8	17376	0.0824742268041237	0.086021505376344	query_1	['GO:0034329', 'GO:0150115']	['RHOD', 'FN1', 'SRC', 'ITGB3', 'ITGA5', 'WHAMM', 'TLN1', 'PTK2']
245	REAC	REAC:R-HSA-162582	Signal Transduction	1.007655816351576e-06	True	Signal Transduction	2436	97	34	17376	0.3505154639175257	0.0139573070607553	query_1	['REAC:0000000']	['RHOD', 'C3', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'TJP1', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA2B', 'ITGA5', 'ANKFY1', 'WHAMM', 'BDKRB1', 'F2', 'YWHAZ', 'FGB', 'FGG', 'FILIP1', 'APOC2', 'KNG1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP']
246	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	1.013935458047396e-06	True	TGF-beta receptor signaling activates SMADs	44	97	6	17376	0.0618556701030927	0.1363636363636363	query_1	['REAC:R-HSA-170834']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6']
247	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	1.056657961676479e-06	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	97	3	17376	0.0309278350515463	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
248	GO:BP	GO:0045780	positive regulation of bone resorption	1.0735463744204609e-06	True	"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]"	19	97	5	17376	0.0515463917525773	0.2631578947368421	query_1	['GO:0045124', 'GO:0045453', 'GO:0051240']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
249	REAC	REAC:R-HSA-9657688	Defective factor XII causes hereditary angioedema	1.0919518426909033e-06	True	Defective factor XII causes hereditary angioedema	3	97	3	17376	0.0309278350515463	1.0	query_1	['REAC:R-HSA-9651496']	['F12', 'F2', 'KLKB1']
250	GO:BP	GO:0032368	regulation of lipid transport	1.1091902401531985e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	97	9	17376	0.0927835051546391	0.0676691729323308	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['APOC3', 'ITGAV', 'SPP1', 'ITGB3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
251	GO:BP	GO:2000427	positive regulation of apoptotic cell clearance	1.2448941296376647e-06	True	"""Any process that activates or increases the frequency, rate or extent of apoptotic cell clearance."" [GOC:obol]"	8	97	4	17376	0.0412371134020618	0.5	query_1	['GO:0043277', 'GO:0050766', 'GO:2000425']	['C3', 'C4A', 'C4B_2', 'C2']
252	GO:BP	GO:0001775	cell activation	1.344225224220926e-06	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	97	22	17376	0.2268041237113402	0.0206961429915333	query_1	['GO:0009987', 'GO:0032501']	['GP1BB', 'ITGB1', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'CD46', 'LRP1', 'F2', 'FGB', 'FGG', 'GP5', 'TLN1', 'ITGB6']
253	GO:BP	GO:0098751	bone cell development	1.413323720838482e-06	True	"""The process whose specific outcome is the progression of a bone cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dos]"	39	97	6	17376	0.0618556701030927	0.1538461538461538	query_1	['GO:0048468', 'GO:0060348']	['GP1BB', 'SRC', 'GP1BA', 'GP9', 'FLNA', 'GP5']
254	GO:BP	GO:0090207	regulation of triglyceride metabolic process	1.413323720838482e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	39	97	6	17376	0.0618556701030927	0.1538461538461538	query_1	['GO:0006641', 'GO:0019216', 'GO:0031323']	['C3', 'APOC3', 'APOE', 'APOA1', 'FITM2', 'APOC2']
255	GO:BP	GO:0150115	cell-substrate junction organization	1.6567636644073022e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	97	8	17376	0.0824742268041237	0.08	query_1	['GO:0034330']	['RHOD', 'FN1', 'SRC', 'ITGB3', 'ITGA5', 'WHAMM', 'TLN1', 'PTK2']
256	GO:BP	GO:0003013	circulatory system process	1.8934603090282812e-06	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	97	16	17376	0.1649484536082474	0.0280701754385964	query_1	['GO:0003008']	['HBB', 'SRC', 'FGA', 'TJP1', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'CRP', 'BDKRB1', 'LRP1', 'FGB', 'FGG', 'KNG1', 'PRCP']
257	GO:BP	GO:0019058	viral life cycle	2.3006842284699028e-06	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	303	97	12	17376	0.1237113402061855	0.0396039603960396	query_1	['GO:0016032']	['PTX3', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'FCN3', 'TFRC', 'APOE', 'ITGA5', 'CD46', 'FCN1', 'ITGB6']
258	GO:CC	GO:0016020	membrane	2.3990646761150984e-06	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8348	97	71	17376	0.7319587628865979	0.0085050311451844	query_1	['GO:0110165']	['RHOD', 'C3', 'F12', 'GP1BB', 'ITGB1', 'SIGMAR1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'ANKFY1', 'HFE', 'COLEC10', 'ROBO3', 'WHAMM', 'AGPAT4', 'C4A', 'ALG8', 'C4BPB', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'GALNT12', 'TFR2', 'KLKB1', 'UAP1', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'FITM2', 'CFI', 'FILIP1', 'SERPINC1', 'CFB', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'FCN1', 'KNG1', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'VKORC1L1', 'SC5D', 'AGPAT3']
259	GO:CC	GO:0034364	high-density lipoprotein particle	2.610759815291581e-06	True	"""A lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE; found in blood and carries lipids from body tissues to the liver as part of the reverse cholesterol transport process."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:pde, GOC:rl]"	28	97	5	17376	0.0515463917525773	0.1785714285714285	query_1	['GO:0034358']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
260	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	2.7549210754419928e-06	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	97	8	17376	0.0824742268041237	0.0747663551401869	query_1	['GO:0006898', 'GO:0030100']	['C3', 'APOC3', 'ITGAV', 'ITGB3', 'HFE', 'TF', 'VTN', 'APOC2']
261	GO:BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	2.7918591481389637e-06	True	"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]"	72	97	7	17376	0.0721649484536082	0.0972222222222222	query_1	['GO:0002429', 'GO:0002758']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
262	GO:BP	GO:0035855	megakaryocyte development	2.8327629827421825e-06	True	"""The process whose specific outcome is the progression of a megakaryocyte cell over time, from its formation to the mature structure. Megakaryocyte development does not include the steps involved in committing a cell to a megakaryocyte fate. A megakaryocyte is a giant cell 50 to 100 micron in diameter, with a greatly lobulated nucleus, found in the bone marrow."" [CL:0000556, GOC:BHF, GOC:vk]"	23	97	5	17376	0.0515463917525773	0.217391304347826	query_1	['GO:0030219', 'GO:0061515', 'GO:0098751']	['GP1BB', 'GP1BA', 'GP9', 'FLNA', 'GP5']
263	GO:BP	GO:0002353	plasma kallikrein-kinin cascade	3.106465599426941e-06	True	"""A series of reactions that takes place outside the cell occurring in response to tissue damage and initiated within blood plasma by the action of activated Factor XII (Hageman Factor) on prekallikrein to convert it to plasma kallikrein, and the subsequent reaction of plasma kallikrein with high molecular weight kininogen. The ultimate product of the plasma kallikrein-kinin cascade is bradykinin, an agent known to induce smooth muscle contraction, vasoconstriction, and increased vascular permeability."" [GOC:add, ISBN:0721601871, PMID:11842287, PMID:14501145]"	3	97	3	17376	0.0309278350515463	1.0	query_1	['GO:0002254']	['F12', 'KLKB1', 'PRCP']
264	GO:BP	GO:0002254	kinin cascade	3.106465599426941e-06	True	"""A series of reactions that takes place outside the cell that occur as a result of by-products of tissue damage, including collagen, cartilage, and basement membrane. The ultimate product of the kinin cascade include kallidin and bradykinin, agents known to induce smooth muscle contraction, vasoconstriction, and increased vascular permeability."" [GOC:jal, ISBN:0721601871, PMID:11842287, PMID:14501145]"	3	97	3	17376	0.0309278350515463	1.0	query_1	['GO:0002526', 'GO:0072376']	['F12', 'KLKB1', 'PRCP']
265	GO:BP	GO:0023056	positive regulation of signaling	3.3244761167378448e-06	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1640	97	27	17376	0.2783505154639175	0.0164634146341463	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'TFR2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
266	GO:BP	GO:2000425	regulation of apoptotic cell clearance	3.396180667397293e-06	True	"""Any process that modulates the frequency, rate or extent of apoptotic cell clearance."" [GOC:obol]"	10	97	4	17376	0.0412371134020618	0.4	query_1	['GO:0043277', 'GO:0050764']	['C3', 'C4A', 'C4B_2', 'C2']
267	GO:BP	GO:0010647	positive regulation of cell communication	3.4062758202973656e-06	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	97	27	17376	0.2783505154639175	0.0164333536214242	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'TFR2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
268	GO:BP	GO:1905953	negative regulation of lipid localization	3.6351920368410295e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	97	6	17376	0.0618556701030927	0.1304347826086956	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['APOC3', 'ITGAV', 'ITGB3', 'CRP', 'APOA2', 'APOC2']
269	GO:BP	GO:0051346	negative regulation of hydrolase activity	3.759920659386517e-06	True	"""Any process that stops or reduces the rate of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	319	97	12	17376	0.1237113402061855	0.0376175548589341	query_1	['GO:0043086', 'GO:0051336']	['PTX3', 'APOC3', 'SRC', 'A2M', 'SERPIND1', 'APOA1', 'LRP1', 'APOA2', 'SERPINC1', 'SERPINA1', 'VTN', 'KNG1']
270	GO:BP	GO:0009617	response to bacterium	3.871285627588468e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	685	97	17	17376	0.1752577319587628	0.0248175182481751	query_1	['GO:0051707']	['C3', 'SRC', 'FGA', 'FCN2', 'TJP1', 'CRP', 'C4BPB', 'BDKRB1', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'CFB', 'C2', 'MBL2', 'C4BPA']
271	GO:CC	GO:0034363	intermediate-density lipoprotein particle	3.966625465304053e-06	True	"""A triglyceride-rich lipoprotein particle that typically contains APOB100, APOE and APOCs and has a density of 1.006-1.019 g/ml and a diameter of between 25-30 nm. IDL particles are found in blood and are formed by the delipidation of very-low-density lipoprotein particles (VLDL). IDL particles are removed from blood by the liver, following binding to the APOE receptor, or are converted to low-density lipoprotein (LDL)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	4	97	3	17376	0.0309278350515463	0.75	query_1	['GO:0034385']	['APOC3', 'APOE', 'APOC2']
272	REAC	REAC:R-HSA-5653656	Vesicle-mediated transport	4.602502794124049e-06	True	Vesicle-mediated transport	661	97	16	17376	0.1649484536082474	0.0242057488653555	query_1	['REAC:0000000']	['MASP1', 'HBB', 'TJP1', 'GJA1', 'TFRC', 'COLEC11', 'APOE', 'APOA1', 'LRP1', 'TF', 'HP', 'YWHAZ', 'SERPINA1', 'ALB', 'HPX', 'AGPAT3']
273	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	4.674872507045659e-06	True	Non-integrin membrane-ECM interactions	57	97	6	17376	0.0618556701030927	0.1052631578947368	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'VTN']
274	GO:BP	GO:0009967	positive regulation of signal transduction	5.453918048016271e-06	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1467	97	25	17376	0.2577319587628865	0.0170415814587593	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
275	GO:BP	GO:0051246	regulation of protein metabolic process	5.819183379135649e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2393	97	33	17376	0.3402061855670103	0.0137902214793146	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['PTX3', 'C3', 'F12', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'BDKRB2', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'A2M', 'INHBE', 'INHBC', 'SERPIND1', 'C4BPB', 'BDKRB1', 'APOA1', 'LRP1', 'F2', 'TFR2', 'KLKB1', 'SERPINC1', 'C4BPA', 'SERPINA1', 'VTN', 'KNG1', 'PTK2', 'C1QBP', 'HPX']
276	GO:BP	GO:0019915	lipid storage	5.863501564860906e-06	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	81	97	7	17376	0.0721649484536082	0.0864197530864197	query_1	['GO:0010876', 'GO:0051235']	['C3', 'ITGAV', 'ITGB3', 'APOE', 'CRP', 'APOA1', 'FITM2']
277	GO:BP	GO:0001704	formation of primary germ layer	6.125100494365255e-06	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	120	97	8	17376	0.0824742268041237	0.0666666666666666	query_1	['GO:0007369', 'GO:0048646']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'GJA1', 'ITGA5', 'VTN']
278	GO:BP	GO:0051209	release of sequestered calcium ion into cytosol	6.913362116097181e-06	True	"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]"	122	97	8	17376	0.0824742268041237	0.0655737704918032	query_1	['GO:0051283', 'GO:0097553']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
279	GO:BP	GO:0016032	viral process	7.076771121386295e-06	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	407	97	13	17376	0.134020618556701	0.0319410319410319	query_1	['GO:0008150']	['PTX3', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'FCN3', 'TFRC', 'APOE', 'ITGA5', 'CD46', 'MBL2', 'FCN1', 'ITGB6']
280	GO:BP	GO:0051283	negative regulation of sequestering of calcium ion	7.24201235872868e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	123	97	8	17376	0.0824742268041237	0.065040650406504	query_1	['GO:0048523', 'GO:0051208', 'GO:0051282']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
281	GO:BP	GO:0040011	locomotion	7.24201235872868e-06	True	"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]"	1283	97	23	17376	0.2371134020618556	0.0179267342166796	query_1	['GO:0008150']	['RHOD', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'GP1BA', 'TJP1', 'GJA1', 'FLNA', 'APOE', 'ITGA5', 'COLEC10', 'ROBO3', 'SERPIND1', 'BDKRB1', 'APOA1', 'LRP1', 'TF', 'VTN', 'PTK2', 'C1QBP', 'PRCP']
282	GO:BP	GO:0051651	maintenance of location in cell	7.272693604865026e-06	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is maintained in a specific location within, or in the membrane of, a cell, and is prevented from moving elsewhere."" [GOC:ai]"	221	97	10	17376	0.1030927835051546	0.0452488687782805	query_1	['GO:0009987', 'GO:0051235', 'GO:0051641']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'BDKRB1', 'F2', 'GP5', 'ALB']
283	GO:BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	8.027961648595154e-06	True	"""The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]"	53	97	6	17376	0.0618556701030927	0.1132075471698113	query_1	['GO:0002220', 'GO:0002221']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
284	GO:BP	GO:0051282	regulation of sequestering of calcium ion	8.039364626912514e-06	True	"""Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	125	97	8	17376	0.0824742268041237	0.064	query_1	['GO:0032879', 'GO:0050794', 'GO:0051208']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
285	GO:BP	GO:0045088	regulation of innate immune response	8.286161753144546e-06	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	346	97	12	17376	0.1237113402061855	0.0346820809248554	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'COLEC10', 'A2M', 'CFH', 'MBL2', 'FCN1', 'C1QBP', 'HPX']
