Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
249	GO:BP	GO:0006914	autophagy	2.1281115075905968e-08	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	100	19	15719	0.19	0.0344202898550724	query_1	['GO:0044248', 'GO:0061919']	['BCL2L11', 'GSK3B', 'AKT1', 'BCL2', 'TAB2', 'MCL1', 'TBK1', 'RNF31', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'MAP3K7', 'MEFV', 'PYCARD', 'BCL2L1', 'TAB3', 'FBXW7', 'BAD', 'CDC37']
253	GO:BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	2.6190832323411756e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."" [GOC:mtg_apoptosis]"	35	100	7	15719	0.07	0.2	query_1	['GO:0097192', 'GO:1901099', 'GO:2001237', 'GO:2001239']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'TNF', 'RIPK1', 'BCL2L1']
252	GO:BP	GO:1901099	negative regulation of signal transduction in absence of ligand	2.6190832323411756e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of signal transduction in absence of ligand."" [GOC:TermGenie]"	35	100	7	15719	0.07	0.2	query_1	['GO:0009968', 'GO:0038034']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'TNF', 'RIPK1', 'BCL2L1']
87	REAC	REAC:R-HSA-5688426	Deubiquitination	2.9310767506267604e-08	True	Deubiquitination	281	93	16	10022	0.1720430107526881	0.0569395017793594	query_1	['REAC:R-HSA-597592']	['BABAM2', 'TRAF3', 'BRCC3', 'TNIP2', 'RIPK1', 'ABRAXAS2', 'TNIP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'BIRC2', 'NFKBIA']
254	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	3.1008780679591215e-08	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	100	51	15719	0.51	0.0137503370180641	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['CARD11', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'SHMT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
255	GO:BP	GO:0048585	negative regulation of response to stimulus	3.667263192771076e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	100	31	15719	0.31	0.0202349869451697	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['SHARPIN', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'PYDC2', 'BCL2', 'CARD8', 'TNFRSF1A', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'NFKB1', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'MEFV', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
256	GO:BP	GO:0044238	primary metabolic process	3.9883373485141995e-08	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9445	100	87	15719	0.87	0.0092112228692429	query_1	['GO:0008152']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'BABAM2', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'BRCC3', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'FASLG', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'ABRAXAS2', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'SHMT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'NLRP1', 'SHMT2', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
257	GO:BP	GO:0009896	positive regulation of catabolic process	4.256525506843197e-08	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	100	18	15719	0.18	0.03515625	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'RBX1', 'TBK1', 'TNF', 'RNF31', 'HSP90AA1', 'SNX33', 'IKBKG', 'MAP3K7', 'TNFAIP3', 'MEFV', 'FBXW7', 'BAD']
88	REAC	REAC:R-HSA-114452	Activation of BH3-only proteins	4.485567310959924e-08	True	Activation of BH3-only proteins	30	93	7	10022	0.075268817204301	0.2333333333333333	query_1	['REAC:R-HSA-109606']	['BCL2L11', 'AKT1', 'BCL2', 'BID', 'BBC3', 'SFN', 'BAD']
258	GO:BP	GO:0097345	mitochondrial outer membrane permeabilization	4.74602629824484e-08	True	"""The process by which the mitochondrial outer membrane becomes permeable to the passing of proteins and other molecules from the intermembrane space to the cytosol as part of the apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:pg, PMID:21041309]"	38	100	7	15719	0.07	0.1842105263157894	query_1	['GO:0097190', 'GO:1902110']	['BAX', 'HSPA1A', 'GSK3B', 'BID', 'BBC3', 'BCL2L1', 'BAK1']
259	GO:BP	GO:0006351	DNA-templated transcription	4.8682670193574094e-08	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3265	100	47	15719	0.47	0.0143950995405819	query_1	['GO:0097659']	['CARD11', 'HSPA1A', 'AKT1', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
260	GO:BP	GO:0097659	nucleic acid-templated transcription	4.900222509584885e-08	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3266	100	47	15719	0.47	0.0143906919779546	query_1	['GO:0010467', 'GO:0032774']	['CARD11', 'HSPA1A', 'AKT1', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
261	GO:BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	5.0416233537850315e-08	True	"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]"	60	100	8	15719	0.08	0.1333333333333333	query_1	['GO:0007166', 'GO:0071222']	['AKT1', 'CARD8', 'TNF', 'MALT1', 'TNFAIP3', 'TRAF6', 'NFKBIA', 'BCL10']
262	GO:BP	GO:0051402	neuron apoptotic process	5.4839196455460186e-08	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	242	100	13	15719	0.13	0.0537190082644628	query_1	['GO:0006915', 'GO:0070997']	['BCL2L11', 'BAX', 'BCL2', 'FASLG', 'MCL1', 'TNF', 'FAS', 'FADD', 'BID', 'BBC3', 'NLRP1', 'BCL2L1', 'FBXW7']
263	GO:BP	GO:0007005	mitochondrion organization	5.633714661197443e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]"	522	100	18	15719	0.18	0.0344827586206896	query_1	['GO:0006996']	['SHARPIN', 'BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'RNF31', 'BID', 'BBC3', 'HSP90AA1', 'PYCARD', 'BCL2L1', 'SFN', 'BAK1', 'FBXW7', 'BAD', 'CDC37']
264	GO:BP	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	5.7070869804443856e-08	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to a stimulus indicating endoplasmic reticulum (ER) stress, and ends when the execution phase of apoptosis is triggered. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:mah, GOC:mtg_apoptosis, PMID:18701708]"	61	100	8	15719	0.08	0.1311475409836065	query_1	['GO:0034976', 'GO:0097193']	['BCL2L11', 'BAX', 'HSPA1A', 'BCL2', 'BBC3', 'TRAF2', 'BCL2L1', 'BAK1']
265	GO:BP	GO:0042110	T cell activation	6.115737207827455e-08	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	525	100	18	15719	0.18	0.0342857142857142	query_1	['GO:0046649']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'FADD', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'RELB', 'PYCARD', 'TRAF6', 'CASP8', 'BCL10', 'BAD']
89	REAC	REAC:R-HSA-162582	Signal Transduction	6.159960719681345e-08	True	Signal Transduction	2438	93	48	10022	0.5161290322580645	0.0196882690730106	query_1	['REAC:0000000']	['SHARPIN', 'BCL2L11', 'BAX', 'STIP1', 'GSK3B', 'AKT1', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'RIPK1', 'SKP1', 'CFLAR', 'TRADD', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'SHMT2', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'CASP8', 'TAB3', 'CUL1', 'RHPN2', 'BAD', 'CDC37']
266	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	6.87024065793167e-08	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3923	100	52	15719	0.52	0.0132551618659189	query_1	['GO:1901360', 'GO:1901576']	['CARD11', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'SHMT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'SHMT2', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
267	GO:BP	GO:0043029	T cell homeostasis	8.044542150571354e-08	True	"""The process of regulating the proliferation and elimination of T cells such that the total number of T cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:mgi_curators, ISBN:0781735149]"	41	100	7	15719	0.07	0.1707317073170731	query_1	['GO:0002260']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'FAS', 'FADD', 'TNFSF14']
90	REAC	REAC:R-HSA-937042	IRAK2 mediated activation of TAK1 complex	8.15866099921563e-08	True	IRAK2 mediated activation of TAK1 complex	10	93	5	10022	0.053763440860215	0.5	query_1	['REAC:R-HSA-166058', 'REAC:R-HSA-975871']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
268	GO:BP	GO:0051252	regulation of RNA metabolic process	8.80549708366403e-08	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	3448	100	48	15719	0.48	0.0139211136890951	query_1	['GO:0016070', 'GO:0019219', 'GO:0060255']	['CARD11', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
269	GO:BP	GO:0071704	organic substance metabolic process	9.787098750733029e-08	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9998	100	89	15719	0.89	0.0089017803560712	query_1	['GO:0008152']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'BABAM2', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'BRCC3', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'FASLG', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'SKP1', 'ABRAXAS2', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'SHMT1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'NLRP1', 'SHMT2', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
270	GO:BP	GO:0030163	protein catabolic process	1.1817543116775073e-07	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	992	100	24	15719	0.24	0.0241935483870967	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']	['SHARPIN', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'HSP90AB1', 'RELA', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RIPK1', 'SKP1', 'MALT1', 'HSP90AA1', 'FBXW11', 'SNX33', 'TRAF2', 'TNFAIP3', 'BIRC2', 'CASP8', 'CUL1', 'FBXW7', 'UBE2N']
271	GO:BP	GO:0046649	lymphocyte activation	1.270337407349189e-07	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	100	21	15719	0.21	0.0275590551181102	query_1	['GO:0045321']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'FADD', 'TNIP2', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'TNFAIP3', 'RELB', 'PYCARD', 'TRAF6', 'BAK1', 'CASP8', 'BCL10', 'BAD']
272	GO:BP	GO:0045321	leukocyte activation	1.3861162512716457e-07	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	100	23	15719	0.23	0.025	query_1	['GO:0001775', 'GO:0002376']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'TNF', 'FADD', 'TNIP2', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'TNFAIP3', 'LTBR', 'RELB', 'PYCARD', 'TRAF6', 'BAK1', 'CASP8', 'BCL10', 'BAD']
91	REAC	REAC:R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	1.437423576014973e-07	True	TICAM1,TRAF6-dependent induction of TAK1 complex	11	93	5	10022	0.053763440860215	0.4545454545454545	query_1	['REAC:R-HSA-168164']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
92	REAC	REAC:R-HSA-4755510	SUMOylation of immune response proteins	1.437423576014973e-07	True	SUMOylation of immune response proteins	11	93	5	10022	0.053763440860215	0.4545454545454545	query_1	['REAC:R-HSA-3108232']	['RELA', 'IKBKE', 'NFKB2', 'IKBKG', 'NFKBIA']
93	REAC	REAC:R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	1.437423576014973e-07	True	Alpha-protein kinase 1 signaling pathway	11	93	5	10022	0.053763440860215	0.4545454545454545	query_1	['REAC:R-HSA-168249']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
273	GO:BP	GO:1904019	epithelial cell apoptotic process	1.487317753402712e-07	True	"""Any apoptotic process in an epithelial cell."" [GO_REF:0000085, GOC:TermGenie, PMID:19137015]"	133	100	10	15719	0.1	0.075187969924812	query_1	['GO:0006915']	['BAX', 'BCL2', 'FASLG', 'TNF', 'TNIP2', 'BID', 'CFLAR', 'TNFAIP3', 'BCL2L1', 'BAD']
274	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.4907241968237957e-07	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	13	15719	0.13	0.0492424242424242	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['CARD11', 'MAP3K8', 'AKT1', 'RELA', 'TNF', 'FADD', 'NLRP3', 'TNFSF14', 'MALT1', 'PYCARD', 'TRAF6', 'BCL10', 'BAD']
275	GO:BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	1.544338535005561e-07	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."" [GOC:mtg_apoptosis]"	45	100	7	15719	0.07	0.1555555555555555	query_1	['GO:0097192', 'GO:2001236']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'TNF', 'RIPK1', 'BCL2L1']
276	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	1.569664640290116e-07	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	494	100	17	15719	0.17	0.034412955465587	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'CARD8', 'RELA', 'MCL1', 'BID', 'RIPK1', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'CASP8']
277	GO:BP	GO:0060337	type I interferon-mediated signaling pathway	1.664015773036444e-07	True	"""The series of molecular signals initiated by type I interferon binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, GOC:dph, GOC:signaling, PMID:32464097]"	70	100	8	15719	0.08	0.1142857142857142	query_1	['GO:0071357', 'GO:0140888']	['TANK', 'TRAF3', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'FADD', 'CDC37']
278	GO:BP	GO:0043933	protein-containing complex organization	1.7275434708326297e-07	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1738	100	32	15719	0.32	0.0184119677790563	query_1	['GO:0016043']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'PYDC2', 'HSP90AB1', 'CARD8', 'BRCC3', 'NLRC4', 'IKBKE', 'TNF', 'FAS', 'FADD', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SHMT1', 'HSP90AA1', 'IKBKG', 'TRAF2', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'SHMT2', 'BIRC2', 'BAK1', 'BCL10', 'BAD']
279	GO:BP	GO:0009968	negative regulation of signal transduction	1.7751847612924004e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1184	100	26	15719	0.26	0.0219594594594594	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
280	GO:BP	GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	1.779859661873219e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of -kappaB kinase/NF-kappaB signaling."" [GOC:jl]"	46	100	7	15719	0.07	0.1521739130434782	query_1	['GO:0007249', 'GO:0043122', 'GO:1902532']	['TANK', 'CARD8', 'RIPK1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'CASP8']
281	GO:BP	GO:0071496	cellular response to external stimulus	1.8623945585608298e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	322	100	14	15719	0.14	0.0434782608695652	query_1	['GO:0009605']	['MAP3K14', 'BCL2', 'TNFRSF1A', 'CASP5', 'FAS', 'FADD', 'NFKB1', 'TNFSF14', 'LTBR', 'BAK1', 'CASP1', 'CASP8', 'BCL10', 'BAD']
282	GO:BP	GO:0071357	cellular response to type I interferon	2.0509549637527395e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:mah]"	72	100	8	15719	0.08	0.1111111111111111	query_1	['GO:0034340', 'GO:0071345']	['TANK', 'TRAF3', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'FADD', 'CDC37']
283	GO:BP	GO:0010648	negative regulation of cell communication	2.2493372836171495e-07	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	100	27	15719	0.27	0.0209790209790209	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'HSP90AB1', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
284	GO:BP	GO:0023057	negative regulation of signaling	2.2784208563129334e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1288	100	27	15719	0.27	0.0209627329192546	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'HSP90AB1', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
