Acral peeling skin syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
318	GO:BP	GO:0036211	protein modification process	3.365704132263224e-09	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3617	101	48	21110	0.4752475247524752	0.013270666298037	query_1	['GO:0019538', 'GO:0043412']	['MAML1', 'UBE2I', 'NCOA3', 'AKT1', 'SYVN1', 'CDK8', 'CREBBP', 'SMURF2', 'ADAM10', 'YOD1', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'SIN3A', 'PLK2', 'TGM5', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'SHH', 'EP300', 'CSTA', 'MECP2', 'GPS2', 'HDAC3', 'SNW1', 'RCOR1', 'KAT2B', 'FOXO1', 'PDE8A', 'RARA', 'APP', 'TBL1XR1', 'TP53', 'HDAC2', 'KDM1A', 'NCOA1']
319	GO:BP	GO:0098732	macromolecule deacylation	3.4722174839396873e-09	True	"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a macromolecule."" [GOC:dos]"	132	101	12	21110	0.1188118811881188	0.0909090909090909	query_1	['GO:0043412']	['KAT2A', 'HDAC1', 'TBL1X', 'SIN3A', 'SIRT1', 'EP300', 'HDAC3', 'RCOR1', 'KAT2B', 'TBL1XR1', 'TP53', 'HDAC2']
320	HPA	HPA:0160251	endometrium 1; cells in endometrial stroma[≥Low]	3.5019326837474703e-09	True	endometrium 1; cells in endometrial stroma[≥Low]	4070	76	57	11006	0.75	0.014004914004914	query_1	['HPA:0160000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'DERL2', 'VCP', 'FOXO3', 'TACC3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'OS9', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'SNW1', 'RCOR1', 'SP1', 'ESR1', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'HDAC2', 'KDM1A', 'NCOA1']
321	GO:CC	GO:0090575	RNA polymerase II transcription regulator complex	3.643089444160131e-09	True	"""A transcription factor complex that acts at a regulatory region of a gene transcribed by RNA polymerase II."" [GOC:tb]"	257	101	14	22122	0.1386138613861386	0.0544747081712062	query_1	['GO:0005667', 'GO:0140513']	['RXRA', 'KAT2A', 'NR1H2', 'NCOA2', 'CTNNB1', 'RXRB', 'NR1H3', 'SMAD2', 'SMAD4', 'DRAP1', 'RARA', 'FOXH1', 'SMAD3', 'NCOA1']
322	GO:BP	GO:0003007	heart morphogenesis	3.824425172519081e-09	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	260	101	15	21110	0.1485148514851485	0.0576923076923076	query_1	['GO:0007507', 'GO:0009887']	['PTCH1', 'IHH', 'PSEN1', 'CTNNB1', 'DLL1', 'SMAD2', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'FOXH1', 'JAG1', 'TP53', 'SMAD3']
323	GO:BP	GO:1901699	cellular response to nitrogen compound	3.8755800309624676e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	703	101	22	21110	0.2178217821782178	0.0312944523470839	query_1	['GO:0070887', 'GO:1901698']	['AKT1', 'SRC', 'PSEN1', 'NCOA2', 'CTNNB1', 'NCSTN', 'ABL1', 'SIN3A', 'AMIGO1', 'CTNNA1', 'EGFR', 'SIRT1', 'CDH1', 'SP1', 'KAT2B', 'FOXO1', 'APP', 'TP53', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
324	GO:BP	GO:0043170	macromolecule metabolic process	4.040870538390189e-09	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	12337	101	91	21110	0.900990099009901	0.0073761854583772	query_1	['GO:0071704']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'SYVN1', 'CDK8', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'YOD1', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'TGM5', 'AR', 'PSENEN', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
325	GO:BP	GO:0030163	protein catabolic process	4.506575516952687e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	1041	101	26	21110	0.2574257425742574	0.0249759846301633	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']	['UBE2I', 'AKT1', 'SYVN1', 'SMURF2', 'ADAM10', 'YOD1', 'PSEN1', 'DERL2', 'VCP', 'CTNNB1', 'OS9', 'UBE2J1', 'TBL1X', 'PLK2', 'SUMO1', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'ERLEC1', 'CDH1', 'FOXO1', 'TBL1XR1', 'SMAD3']
326	GO:BP	GO:1901564	organonitrogen compound metabolic process	4.837002123469055e-09	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	6441	101	65	21110	0.6435643564356436	0.0100916006831237	query_1	['GO:0006807', 'GO:0071704']	['MAML1', 'UBE2I', 'PTCH1', 'NCOA3', 'IHH', 'AKT1', 'SYVN1', 'CDK8', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'YOD1', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'SIN3A', 'PLK2', 'NR1H3', 'TGM5', 'PSENEN', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'CSTA', 'MECP2', 'APH1A', 'GPS2', 'HDAC3', 'ERLEC1', 'CDH1', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'RARA', 'APP', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1']
327	MIRNA	MIRNA:hsa-miR-155-5p	hsa-miR-155-5p	5.01871849280873e-09	True	hsa-miR-155-5p	920	94	27	14850	0.2872340425531915	0.0293478260869565	query_1	['MIRNA:000000']	['AKT1', 'ADAM10', 'PSEN1', 'FOXO3', 'CTNNB1', 'UBE2J1', 'SIN3A', 'NR1H3', 'CTNNA1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'CDH2', 'RBPJ', 'MECP2', 'NOTCH2', 'SKI', 'RCOR1', 'SP1', 'DRAP1', 'HHIP', 'CTNND1', 'SMAD3', 'KDM1A', 'JUP']
328	GO:BP	GO:0042063	gliogenesis	5.815882470624309e-09	True	"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	320	101	16	21110	0.1584158415841584	0.05	query_1	['GO:0022008']	['AKT1', 'PSEN1', 'CTNNB1', 'HDAC1', 'NCSTN', 'ABL1', 'FOXG1', 'DLL1', 'NOTCH1', 'CDH2', 'SHH', 'MECP2', 'SKI', 'APP', 'TP53', 'HDAC2']
329	REAC	REAC:R-HSA-9017802	Noncanonical activation of NOTCH3	5.820056795985995e-09	True	Noncanonical activation of NOTCH3	8	98	6	10790	0.0612244897959183	0.75	query_1	['REAC:R-HSA-9013507']	['NOTCH3', 'PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
330	GO:BP	GO:0043401	steroid hormone mediated signaling pathway	5.916867486930641e-09	True	"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]"	138	101	12	21110	0.1188118811881188	0.0869565217391304	query_1	['GO:0009755', 'GO:0071383']	['RXRA', 'SRC', 'HDAC1', 'NCOR2', 'RXRB', 'AR', 'SIRT1', 'EP300', 'NCOR1', 'ESR1', 'FOXH1', 'KDM1A']
331	GO:BP	GO:0019827	stem cell population maintenance	6.065925588819229e-09	True	"""The process by which an organism or tissue maintains a population of stem cells of a single type. This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types."" [GOC:mah, ISBN:0878932437]"	177	101	13	21110	0.1287128712871287	0.0734463276836158	query_1	['GO:0032501', 'GO:0098727']	['NCOA3', 'KAT2A', 'CTNNB1', 'HDAC1', 'SIN3A', 'DLL1', 'NOTCH1', 'CDH2', 'RBPJ', 'SKI', 'FOXO1', 'JAG1', 'HDAC2']
332	HPA	HPA:0340461	ovary; ovarian stroma cells[≥Low]	6.432823459480835e-09	True	ovary; ovarian stroma cells[≥Low]	3981	76	56	11006	0.7368421052631579	0.0140668173825671	query_1	['HPA:0340000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'PSEN1', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'EP300', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'HDAC3', 'ERLEC1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
333	GO:BP	GO:0062012	regulation of small molecule metabolic process	6.699187953735386e-09	True	"""Any process that modulates the rate, frequency or extent of a small molecule metabolic process."" [GOC:vw]"	323	101	16	21110	0.1584158415841584	0.0495356037151702	query_1	['GO:0019222', 'GO:0044281']	['AKT1', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'NR1H2', 'NCOA2', 'NCOR2', 'NR1H3', 'SIRT1', 'EP300', 'NCOR1', 'KAT2B', 'FOXO1', 'APP', 'TP53']
334	GO:BP	GO:0006139	nucleobase-containing compound metabolic process	6.7935443311862185e-09	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	8049	101	73	21110	0.7227722772277227	0.0090694496210709	query_1	['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
335	REAC	REAC:R-HSA-400253	Circadian Clock	7.240144439754108e-09	True	Circadian Clock	67	98	11	10790	0.1122448979591836	0.1641791044776119	query_1	['REAC:0000000']	['NRIP1', 'RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'SIRT1', 'EP300', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
336	GO:BP	GO:0051247	positive regulation of protein metabolic process	7.481143815134529e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1451	101	30	21110	0.297029702970297	0.0206753962784286	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['AKT1', 'CDON', 'SRC', 'PSEN1', 'VCP', 'APH1B', 'NR1H2', 'CTNNB1', 'ADAM17', 'NCSTN', 'ABL1', 'PLK2', 'NR1H3', 'PSENEN', 'SUMO1', 'EGFR', 'SIRT1', 'SMAD4', 'MECP2', 'APH1A', 'HDAC3', 'SNW1', 'SP1', 'FOXO1', 'PDE8A', 'APP', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
337	GO:BP	GO:0000902	cell morphogenesis	7.917730670435149e-09	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	978	101	25	21110	0.2475247524752475	0.025562372188139	query_1	['GO:0009653']	['PTCH1', 'NOTCH3', 'IHH', 'BOC', 'SRC', 'PSEN1', 'CTNNB1', 'ABL1', 'FOXG1', 'SIN3A', 'AMIGO1', 'AR', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'NOTCH2', 'CDH1', 'CTNNA2', 'APP', 'NOTCH4', 'SKIL', 'CDH10']
338	GO:BP	GO:0042692	muscle cell differentiation	7.942708826994945e-09	True	"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]"	384	101	17	21110	0.1683168316831683	0.0442708333333333	query_1	['GO:0030154', 'GO:0061061']	['MAML1', 'AKT1', 'CDON', 'KAT2A', 'CTNNB1', 'DLL1', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'MECP2', 'HDAC3', 'SKI', 'RARA', 'KDM1A']
339	GO:BP	GO:0098727	maintenance of cell number	8.067437476008362e-09	True	"""Any process by which the numbers of cells of a particular type or in a tissue are maintained."" [GOC:dos]"	181	101	13	21110	0.1287128712871287	0.0718232044198895	query_1	['GO:0032502']	['NCOA3', 'KAT2A', 'CTNNB1', 'HDAC1', 'SIN3A', 'DLL1', 'NOTCH1', 'CDH2', 'RBPJ', 'SKI', 'FOXO1', 'JAG1', 'HDAC2']
340	GO:BP	GO:0030177	positive regulation of Wnt signaling pathway	8.325312482127394e-09	True	"""Any process that activates or increases the frequency, rate or extent of Wnt signal transduction."" [GOC:dph, GOC:go_curators, GOC:tb]"	142	101	12	21110	0.1188118811881188	0.0845070422535211	query_1	['GO:0009967', 'GO:0016055', 'GO:0030111']	['SMURF2', 'SRC', 'VCP', 'ABL1', 'TBL1X', 'EGFR', 'SHH', 'RBPJ', 'SKI', 'TBL1XR1', 'SMAD3', 'JUP']
341	GO:MF	GO:1990837	sequence-specific double-stranded DNA binding	8.616946223678303e-09	True	"""Binding to double-stranded DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA, e.g. promotor binding or rDNA binding."" [GOC:dos, GOC:sl]"	1566	101	31	20195	0.3069306930693069	0.0197956577266922	query_1	['GO:0003690', 'GO:0043565']	['NRIP1', 'RXRA', 'TGIF1', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'ABL1', 'FOXG1', 'TBL1X', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'SIRT1', 'SMAD4', 'RBPJ', 'NCOR1', 'SKI', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL']
342	GO:BP	GO:0050673	epithelial cell proliferation	9.071596969459353e-09	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	449	101	18	21110	0.1782178217821782	0.0400890868596882	query_1	['GO:0008283']	['PTCH1', 'IHH', 'AKT1', 'PSEN1', 'CTNNB1', 'ADAM17', 'NCSTN', 'AR', 'EGFR', 'SIRT1', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'SP1', 'ESR1', 'JAG1', 'SMAD3']
343	REAC	REAC:R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	9.757333942293331e-09	True	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	36	98	9	10790	0.0918367346938775	0.25	query_1	['REAC:R-HSA-2173793']	['TGIF1', 'CDK8', 'HDAC1', 'SMAD2', 'SMAD4', 'EP300', 'SP1', 'SMAD3', 'CCNC']
344	GO:BP	GO:0001944	vasculature development	9.814852953656326e-09	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	737	101	22	21110	0.2178217821782178	0.0298507462686567	query_1	['GO:0048731', 'GO:0072359']	['NOTCH3', 'IHH', 'AKT1', 'ADAM10', 'PSEN1', 'CTNNB1', 'ABL1', 'DLL1', 'PLK2', 'SIRT1', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'MECP2', 'NOTCH2', 'SP1', 'FOXO1', 'FOXH1', 'JAG1', 'NOTCH4', 'JUP']
345	GO:BP	GO:2000145	regulation of cell motility	9.879876305460812e-09	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	988	101	25	21110	0.2475247524752475	0.0253036437246963	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['UBE2I', 'AKT1', 'SMURF2', 'ADAM10', 'SRC', 'FOXO3', 'HDAC1', 'ADAM17', 'ABL1', 'SIN3A', 'PLK2', 'CTNNA1', 'EGFR', 'SIRT1', 'NOTCH1', 'SHH', 'MECP2', 'CDH1', 'SP1', 'CTNNA2', 'APP', 'JAG1', 'SMAD3', 'HDAC2', 'JUP']
346	GO:CC	GO:0070765	gamma-secretase complex	1.14084549174802e-08	True	"""A protein complex that has aspartic-type endopeptidase activity and contains a presenilin catalytic subunit (either PSEN1 or PSEN2), an APH1 subunit (multiple genes and splice variants exist), nicastrin (NCT), and presenilin enhancer (aka PEN-2 or Psenen), as the core complex. Variants of the complex with different subunit compositions differ in localization and specific substrates. Additionally, variants of the complex exist that contain a additional regulatory subunit as well as the four core subunits; known regulatory subunits include gamma-secretase-activating protein (aka gSAP), TMP1 (aka TMED10), and CD147 antigen (aka basigin). Gamma-secretase cleaves type I transmembrane protein substrates, including the cell surface receptor Notch and the amyloid-beta precursor protein."" [GOC:krc, PMID:15286082, PMID:15890777, PMID:17047368, PMID:22122073, PMID:25565961, PMID:28320827, PMID:32616437]"	7	101	5	22122	0.0495049504950495	0.7142857142857143	query_1	['GO:0098797', 'GO:1902494']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
347	KEGG	KEGG:04520	Adherens junction	1.2133605650072362e-08	True	Adherens junction	71	86	11	8161	0.127906976744186	0.1549295774647887	query_1	['KEGG:00000']	['CREBBP', 'SRC', 'CTNNB1', 'CTNNA1', 'EGFR', 'SMAD4', 'EP300', 'CDH1', 'CTNNA2', 'CTNND1', 'SMAD3']
348	GO:CC	GO:0005912	adherens junction	1.2837452764203481e-08	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	182	101	12	22122	0.1188118811881188	0.0659340659340659	query_1	['GO:0005911']	['ADAM10', 'CTNNB1', 'DLL1', 'CTNNA1', 'NOTCH1', 'CDH2', 'CDH1', 'CTNNA2', 'JAG1', 'CTNND1', 'CDH10', 'JUP']
349	GO:BP	GO:0048568	embryonic organ development	1.4577317622066013e-08	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	462	101	18	21110	0.1782178217821782	0.0389610389610389	query_1	['GO:0009790', 'GO:0048513']	['PTCH1', 'IHH', 'AKT1', 'PSEN1', 'CTNNB1', 'FOXG1', 'DLL1', 'SMAD2', 'EGFR', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'RARA', 'FOXH1', 'TP53', 'SMAD3', 'NCOA1']
350	GO:BP	GO:0035108	limb morphogenesis	1.7301126857070686e-08	True	"""The process in which the anatomical structures of a limb are generated and organized. A limb is a paired appendage of a tetrapod used for locomotion or grasping."" [UBERON:0002101]"	151	101	12	21110	0.1188118811881188	0.0794701986754966	query_1	['GO:0035107', 'GO:0060173']	['PTCH1', 'IHH', 'CREBBP', 'PSEN1', 'CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'SHH', 'NOTCH2', 'SKI', 'HDAC2']
351	GO:BP	GO:0035107	appendage morphogenesis	1.7301126857070686e-08	True	"""The process in which the anatomical structures of appendages are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	151	101	12	21110	0.1188118811881188	0.0794701986754966	query_1	['GO:0009653', 'GO:0048736']	['PTCH1', 'IHH', 'CREBBP', 'PSEN1', 'CTNNB1', 'HDAC1', 'SMAD4', 'NOTCH1', 'SHH', 'NOTCH2', 'SKI', 'HDAC2']
352	GO:BP	GO:0030334	regulation of cell migration	1.7870812186843336e-08	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	927	101	24	21110	0.2376237623762376	0.0258899676375404	query_1	['GO:0016477', 'GO:2000145']	['UBE2I', 'AKT1', 'SMURF2', 'ADAM10', 'SRC', 'FOXO3', 'HDAC1', 'ADAM17', 'ABL1', 'SIN3A', 'PLK2', 'EGFR', 'SIRT1', 'NOTCH1', 'SHH', 'MECP2', 'CDH1', 'SP1', 'CTNNA2', 'APP', 'JAG1', 'SMAD3', 'HDAC2', 'JUP']
353	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	1.8041717491094032e-08	True	Signaling by ERBB4	54	98	10	10790	0.1020408163265306	0.1851851851851851	query_1	['REAC:R-HSA-9006934']	['SRC', 'PSEN1', 'APH1B', 'ADAM17', 'NCSTN', 'PSENEN', 'EGFR', 'APH1A', 'NCOR1', 'ESR1']
354	GO:BP	GO:0014706	striated muscle tissue development	1.8089076457169412e-08	True	"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]"	239	101	14	21110	0.1386138613861386	0.0585774058577405	query_1	['GO:0060537']	['MAML1', 'KAT2A', 'ABL1', 'DLL1', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'HDAC3', 'SKI', 'RARA', 'FOXH1', 'SMAD3']
355	GO:BP	GO:0016477	cell migration	1.876224335910185e-08	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1505	101	30	21110	0.297029702970297	0.0199335548172757	query_1	['GO:0048870']	['UBE2I', 'AKT1', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'FOXG1', 'SIN3A', 'PLK2', 'CTNNA1', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'MECP2', 'CDH1', 'SP1', 'CTNNA2', 'APP', 'JAG1', 'SMAD3', 'HDAC2', 'JUP']
356	GO:MF	GO:0005112	Notch binding	1.8861150500693104e-08	True	"""Binding to a Notch (N) protein, a surface receptor."" [GOC:ceb]"	25	101	7	20195	0.0693069306930693	0.28	query_1	['GO:0005102']	['ADAM17', 'NCOR2', 'DLL1', 'NOTCH1', 'SNW1', 'JAG1', 'NOTCH4']
