Cockayne syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
96	GO:CC	GO:0030894	replisome	1.1254564124130209e-27	True	"""A multi-component enzymatic machine at the replication fork which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins."" [GOC:mah, GOC:vw]"	23	103	15	17376	0.145631067961165	0.6521739130434783	query_1	['GO:0005657', 'GO:0032993']	['RPA4', 'XPA', 'POLD3', 'POLD4', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'ERCC5', 'POLA2', 'POLD1', 'POLD2']
97	GO:CC	GO:0032991	protein-containing complex	1.3673378768674365e-27	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5470	103	87	17376	0.8446601941747572	0.0159049360146252	query_1	['GO:0005575']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'OGG1', 'RBX1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
98	GO:BP	GO:0010564	regulation of cell cycle process	2.871655839264308e-27	True	"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	707	103	40	17376	0.3883495145631068	0.0565770862800565	query_1	['GO:0022402', 'GO:0051726']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'CUL4B', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'PAXIP1', 'FEN1', 'H2AX', 'RPA2', 'DDB1', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'ERCC6', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'CUL4A']
99	GO:BP	GO:0104004	cellular response to environmental stimulus	3.068580763018301e-27	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	328	103	31	17376	0.3009708737864077	0.0945121951219512	query_1	['GO:0051716']	['HUS1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'DDB1', 'RBX1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53', 'CUL4A']
100	GO:BP	GO:0071214	cellular response to abiotic stimulus	3.068580763018301e-27	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	328	103	31	17376	0.3009708737864077	0.0945121951219512	query_1	['GO:0009628', 'GO:0104004']	['HUS1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'DDB1', 'RBX1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53', 'CUL4A']
101	GO:BP	GO:0010948	negative regulation of cell cycle process	3.543249409263638e-27	True	"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	297	103	30	17376	0.2912621359223301	0.101010101010101	query_1	['GO:0010564', 'GO:0022402', 'GO:0045786']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'ERCC6', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'CUL4A']
102	GO:BP	GO:0032200	telomere organization	3.543249409263638e-27	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of telomeres, terminal regions of a linear chromosome that include the telomeric DNA repeats and associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	184	103	26	17376	0.2524271844660194	0.1413043478260869	query_1	['GO:0051276']	['HUS1', 'NBN', 'RAD50', 'XRCC6', 'FEN1', 'RPA2', 'BRCA2', 'PCNA', 'ATR', 'RPA3', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'EXO1', 'PRKDC', 'XRCC1', 'WRN', 'PNKP']
103	GO:CC	GO:0035861	site of double-strand break	3.887105006701791e-27	True	"""A region of a chromosome at which a DNA double-strand break has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:bf, GOC:mah, GOC:vw, PMID:20096808, PMID:21035408]"	75	103	20	17376	0.1941747572815534	0.2666666666666666	query_1	['GO:0090734']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD50', 'APLF', 'H2AX', 'RPA2', 'DDB1', 'RPA3', 'PARP1', 'XRCC4', 'NHEJ1', 'MRE11', 'RAD51', 'HUS1B', 'TP53', 'PNKP', 'RNF8']
104	GO:BP	GO:0043170	macromolecule metabolic process	4.110380743550902e-27	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8540	103	101	17376	0.9805825242718448	0.0118266978922716	query_1	['GO:0071704']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
105	REAC	REAC:R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	4.249032015355424e-27	True	Gap-filling DNA repair synthesis and ligation in GG-NER	25	103	15	17376	0.145631067961165	0.6	query_1	['REAC:R-HSA-5696399']	['POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
106	REAC	REAC:R-HSA-69186	Lagging Strand Synthesis	9.802860132297972e-27	True	Lagging Strand Synthesis	20	103	14	17376	0.1359223300970873	0.7	query_1	['REAC:R-HSA-69190']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
107	REAC	REAC:R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	1.3404621834264122e-26	True	Telomere C-strand (Lagging Strand) Synthesis	34	103	16	17376	0.1553398058252427	0.4705882352941176	query_1	['REAC:R-HSA-180786']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
108	REAC	REAC:R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	2.1087351561810583e-26	True	Nonhomologous End-Joining (NHEJ)	68	103	19	17376	0.1844660194174757	0.2794117647058823	query_1	['REAC:R-HSA-5693532']	['NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'LIG4', 'TDP1', 'H2AX', 'MDC1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ATM', 'MRE11', 'BRCA1', 'PRKDC', 'KAT5', 'BARD1', 'RNF8']
109	GO:CC	GO:0043601	nuclear replisome	4.307435076068101e-26	True	"""A multi-component enzymatic machine at the nuclear replication fork, which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins."" [GOC:jl, GOC:mtg_sensu]"	21	103	14	17376	0.1359223300970873	0.6666666666666666	query_1	['GO:0030894', 'GO:0043596', 'GO:0140513']	['RPA4', 'XPA', 'POLD3', 'POLD4', 'RPA2', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'PRIM2', 'ERCC5', 'POLA2', 'POLD1', 'POLD2']
110	REAC	REAC:R-HSA-1643685	Disease	1.5981244825792442e-25	True	Disease	1725	103	53	17376	0.5145631067961165	0.0307246376811594	query_1	['REAC:0000000']	['RBBP8', 'CUL3', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'XRCC6', 'WDR48', 'LIG4', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'RBX1', 'LIG1', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'ATR', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'PRIM2', 'EXO1', 'BRCA1', 'CDK2', 'POLA2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'CUL1', 'TP53', 'NEIL1', 'MSH6']
111	GO:BP	GO:0051716	cellular response to stimulus	1.7242987691321408e-25	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6647	103	92	17376	0.8932038834951457	0.0138408304498269	query_1	['GO:0009987', 'GO:0050896']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
112	GO:BP	GO:0006807	nitrogen compound metabolic process	2.8733530397113e-25	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8916	103	101	17376	0.9805825242718448	0.0113279497532525	query_1	['GO:0008152']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
113	GO:CC	GO:0043596	nuclear replication fork	3.179765343798115e-25	True	"""The Y-shaped region of a nuclear replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:jl, GOC:mtg_sensu]"	39	103	16	17376	0.1553398058252427	0.4102564102564102	query_1	['GO:0000228', 'GO:0005657']	['RPA4', 'XPA', 'POLD3', 'POLD4', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'PRIM2', 'ERCC5', 'POLA2', 'POLD1', 'POLD2']
114	REAC	REAC:R-HSA-180786	Extension of Telomeres	3.933477857962832e-25	True	Extension of Telomeres	51	103	17	17376	0.1650485436893204	0.3333333333333333	query_1	['REAC:R-HSA-157579']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
115	GO:BP	GO:0071897	DNA biosynthetic process	5.243700794763864e-25	True	"""The biosynthetic process resulting in the formation of DNA."" [GOC:mah]"	195	103	25	17376	0.2427184466019417	0.1282051282051282	query_1	['GO:0006259', 'GO:0009059', 'GO:0034654']	['USP1', 'POLD3', 'RAD50', 'LIG3', 'LIG4', 'POLD4', 'LIG1', 'POLE4', 'POLA1', 'PCNA', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'POLE3', 'MRE11', 'CHRAC1', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2']
116	GO:BP	GO:0071479	cellular response to ionizing radiation	9.660523416682555e-25	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	103	19	17376	0.1844660194174757	0.2533333333333333	query_1	['GO:0010212', 'GO:0071478']	['HUS1', 'RAD9B', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'ATR', 'XRCC5', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'BARD1', 'WRN', 'TP53']
117	REAC	REAC:R-HSA-69239	Synthesis of DNA	1.856212364428853e-24	True	Synthesis of DNA	121	103	21	17376	0.203883495145631	0.1735537190082644	query_1	['REAC:R-HSA-69242', 'REAC:R-HSA-69306']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'RBX1', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'CUL1', 'POLE', 'POLD2']
118	GO:BP	GO:0006282	regulation of DNA repair	2.9957722350278963e-24	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	209	103	25	17376	0.2427184466019417	0.1196172248803827	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['RBBP8', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'PCNA', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'ERCC6', 'BRCA1', 'PRKDC', 'XRCC1', 'ERCC8', 'KAT5', 'BARD1', 'RMI2', 'PNKP', 'CUL4A', 'RNF8']
119	GO:BP	GO:0045786	negative regulation of cell cycle	3.3253925733499494e-24	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	375	103	30	17376	0.2912621359223301	0.08	query_1	['GO:0007049', 'GO:0048523', 'GO:0051726']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'ERCC6', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'CUL4A']
120	GO:CC	GO:0042575	DNA polymerase complex	4.955839636388936e-24	True	"""A protein complex that possesses DNA polymerase activity and is involved in template directed synthesis of DNA."" [GOC:jl, PMID:12045093]"	20	103	13	17376	0.1262135922330097	0.65	query_1	['GO:0061695', 'GO:0140535']	['POLD3', 'POLD4', 'POLE4', 'POLA1', 'PRIM1', 'POLE3', 'PRIM2', 'CHRAC1', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
121	GO:CC	GO:0043232	intracellular non-membrane-bounded organelle	1.2174287544464603e-23	True	"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane and occurring within the cell. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]"	5008	103	80	17376	0.7766990291262136	0.0159744408945686	query_1	['GO:0043228', 'GO:0043229']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'AKT1', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MDC1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
122	GO:CC	GO:0043228	non-membrane-bounded organelle	1.2174287544464603e-23	True	"""Organized structure of distinctive morphology and function, not bounded by a lipid bilayer membrane. Includes ribosomes, the cytoskeleton and chromosomes."" [GOC:go_curators]"	5009	103	80	17376	0.7766990291262136	0.0159712517468556	query_1	['GO:0043226']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'AKT1', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MDC1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
123	REAC	REAC:R-HSA-69306	DNA Replication	2.3491217778610482e-23	True	DNA Replication	185	103	23	17376	0.2233009708737864	0.1243243243243243	query_1	['REAC:0000000']	['RPA4', 'POLD3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'RBX1', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'CUL1', 'POLE', 'POLD2']
124	REAC	REAC:R-HSA-69242	S Phase	3.3925747913988737e-23	True	S Phase	162	103	22	17376	0.2135922330097087	0.1358024691358024	query_1	['REAC:R-HSA-69278']	['AKT1', 'POLD3', 'FEN1', 'POLD4', 'RPA2', 'RBX1', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'CUL1', 'POLE', 'POLD2']
125	GO:BP	GO:0044238	primary metabolic process	6.447814938296369e-23	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9425	103	101	17376	0.9805825242718448	0.0107161803713527	query_1	['GO:0008152']	['RBBP8', 'CUL3', 'HUS1', 'RPA4', 'USP45', 'BRIP1', 'AKT1', 'CUL4B', 'DDB2', 'XPA', 'RAD9B', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'DDB1', 'MSH3', 'MDC1', 'OGG1', 'RBX1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'USP24', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'CAND1', 'BRCA1', 'CDK2', 'ERCC5', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'ERCC8', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'CUL1', 'TP53', 'PNKP', 'NEIL1', 'CUL4A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
126	REAC	REAC:R-HSA-69190	DNA strand elongation	9.618854530516376e-23	True	DNA strand elongation	32	103	14	17376	0.1359223300970873	0.4375	query_1	['REAC:R-HSA-69239']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
