Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
36	GO:CC	GO:0097134	cyclin E1-CDK2 complex	1.7309542515711914e-06	True	"""A protein complex consisting of cyclin E1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0000307']	['CCNE2', 'CCNE1', 'CDK2']
37	GO:CC	GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	1.7309542515711914e-06	True	"""A protein complex that consists of the intracellular domain of Notch1 (ICN1), the DNA-binding transcription factor RBP-Jkappa, and the transcriptional coactivator Mastermind-like-1 (MAML1); the complex is involved in transcriptional activation in response to Notch-mediated signaling."" [CORUM:2949, PMID:16510869]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0032991']	['MAML1', 'NOTCH1', 'RBPJ']
38	GO:CC	GO:0070985	transcription factor TFIIK complex	1.7309542515711914e-06	True	"""A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin28p/CDK7."" [GOC:mah, PMID:19818408, PMID:22572993]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0005675', 'GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
39	GO:CC	GO:0097129	cyclin D2-CDK4 complex	1.7309542515711914e-06	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0000307']	['CDKN2D', 'CCND2', 'CDK4']
40	GO:CC	GO:0140552	TEAD-YAP complex	1.7309542515711914e-06	True	"""A transcription factor complex that is composed of the one DNA binding protein of the TEAD family and the transcriptional coactivator YAP."" [GOC:mah, PMID:11358867]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0090575']	['TEAD2', 'TEAD1', 'YAP1']
41	GO:CC	GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex	1.7309542515711914e-06	True	"""A cyclin-dependent kinase activating kinase complex capable of activating cyclin-dependent kinases by threonine phosphorylation, thus regulating cell cycle progression. consists of a kinase, cyclin and optional assembly factors, in human CDK7, CCNH and MNAT1. CAK activity is itself regulated throughout the cell cycle by T-loop phosphorylation of its kinase component (CDK7 in human). Phosphorylation of serine residues during mitosis inactivates the enzyme. Also capable of CAK phosphorylating the carboxyl-terminal domain (CTD) of RNA polymerase II and other transcription activating proteins, as part of the general transcription factor TFIIH."" [GOC:bhm, PMID:8752210]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0019908', 'GO:0032806', 'GO:0150005']	['CDK7', 'CCNH', 'MNAT1']
309	GO:BP	GO:0048738	cardiac muscle tissue development	1.768630007785893e-06	True	"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	220	100	11	15719	0.11	0.05	query_1	['GO:0007507', 'GO:0014706']	['MAML1', 'TBX5', 'SMAD4', 'NOTCH1', 'VGLL4', 'RUNX1', 'RBPJ', 'NOTCH2', 'CDK1', 'FOXH1', 'YAP1']
310	GO:BP	GO:0001649	osteoblast differentiation	1.768630007785893e-06	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	220	100	11	15719	0.11	0.05	query_1	['GO:0001503', 'GO:0030154']	['REST', 'AKT1', 'CBFB', 'CTNNB1', 'SNAI1', 'WWTR1', 'SMAD4', 'NOTCH1', 'SMAD3', 'YAP1', 'CDK6']
105	REAC	REAC:R-HSA-6804758	Regulation of TP53 Activity through Acetylation	1.881991128621873e-06	True	Regulation of TP53 Activity through Acetylation	30	96	6	10022	0.0625	0.2	query_1	['REAC:R-HSA-5633007']	['AKT1', 'HDAC1', 'CHD4', 'EP300', 'TP53', 'HDAC2']
42	GO:CC	GO:0140092	bBAF complex	2.022759784044964e-06	True	"""A brain-specific SWI/SNF-type complex that contains eight or nine proteins, including both conserved (core) and nonconserved components; contains the ATPase product of either the SMARCA4/BAF190A/BRG1 gene, the mammalian ortholog of the yeast SNF2 gene, or the SMARCA2/BAF190B/BRM gene, the mammalian ortholog of the Drosophila brm (brahma) gene, or an ortholog of either of these genes. Compared to the neuron-specific nBAF complex (GO:0071565) it does not contain DPF1, DPF3 or SMARCC1 or their orthologs. May contain PB1/BAF180."" [GOC:bhm, PMID:12368262, PMID:12620226, PMID:15525990, PMID:17640523, PMID:17920018, PMID:8804307, PMID:8895581]"	10	101	4	16420	0.0396039603960396	0.4	query_1	['GO:0070603']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2']
311	GO:BP	GO:0016571	histone methylation	2.113147477345248e-06	True	"""The modification of histones by addition of methyl groups."" [GOC:ai]"	134	100	9	15719	0.09	0.0671641791044776	query_1	['GO:0006479', 'GO:0016570']	['WDR77', 'COPRS', 'CTNNB1', 'SMARCB1', 'SMAD4', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
312	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	2.146432780022616e-06	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	100	8	15719	0.08	0.0824742268041237	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['CCNB1', 'SIN3A', 'CDKN1A', 'CDK1', 'CDKN2A', 'CDK2', 'CDK4', 'CCND1']
313	GO:BP	GO:0090398	cellular senescence	2.146432780022616e-06	True	"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]"	97	100	8	15719	0.08	0.0824742268041237	query_1	['GO:0033554', 'GO:0044237']	['CDKN2B', 'RBL1', 'CDKN1A', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53', 'CDK6']
314	GO:BP	GO:1901699	cellular response to nitrogen compound	2.176161487216615e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	667	100	18	15719	0.18	0.0269865067466266	query_1	['GO:0070887', 'GO:1901698']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'CCNA2', 'PRMT5', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'EGR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1']
315	GO:BP	GO:0007440	foregut morphogenesis	2.200418728408122e-06	True	"""The process in which the anatomical structures of the foregut are generated and organized."" [GOC:jid]"	9	100	4	15719	0.04	0.4444444444444444	query_1	['GO:0009653', 'GO:0048546']	['CTNNB1', 'SMAD2', 'NOTCH1', 'SMAD3']
316	GO:BP	GO:0034969	histone arginine methylation	2.200418728408122e-06	True	"""The modification of a histone by addition of a methyl group to an arginine residue."" [GOC:mah]"	9	100	4	15719	0.04	0.4444444444444444	query_1	['GO:0016571', 'GO:0018216']	['WDR77', 'COPRS', 'PRMT5', 'CLNS1A']
317	GO:BP	GO:0001666	response to hypoxia	2.250696983313027e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	100	12	15719	0.12	0.0431654676258992	query_1	['GO:0006950', 'GO:0036293']	['REST', 'CREBBP', 'CCNA2', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'E2F1', 'CDKN1B', 'EGR1', 'TP53', 'SMAD3']
318	GO:BP	GO:0009966	regulation of signal transduction	2.279631646396373e-06	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2829	100	40	15719	0.4	0.0141392718275008	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'SOX10', 'WWTR1', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'VGLL4', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'CDKN2A', 'SNW1', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'FOXH1', 'CDK4', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'CCNC']
319	GO:BP	GO:0045787	positive regulation of cell cycle	2.288586479292388e-06	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	335	100	13	15719	0.13	0.0388059701492537	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['AKT1', 'CCNB1', 'TFDP1', 'RB1', 'SIN3A', 'CCND2', 'MNAT1', 'CDK1', 'KAT2B', 'CCND3', 'CDK4', 'CDKN1B', 'CCND1']
320	GO:BP	GO:0007517	muscle organ development	2.360956593068781e-06	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	100	13	15719	0.13	0.0386904761904761	query_1	['GO:0048513', 'GO:0061061']	['CDK5', 'COPRS', 'CTNNB1', 'RB1', 'EGR2', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'TEAD4', 'FOXH1', 'EGR1', 'SMAD3']
43	GO:CC	GO:1904949	ATPase complex	2.413988522277091e-06	True	"""A protein complex which is capable of ATPase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:9606181]"	149	101	9	16420	0.0891089108910891	0.0604026845637583	query_1	['GO:1902494']	['RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'CHD4', 'SMARCC2', 'HDAC2', 'SMARCC1']
321	GO:BP	GO:0035239	tube morphogenesis	2.502102618028506e-06	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	100	20	15719	0.2	0.0240963855421686	query_1	['GO:0009653', 'GO:0035295']	['AKT1', 'AMOT', 'CTNNB1', 'TBX5', 'SOX10', 'TEAD2', 'E2F2', 'SMAD2', 'SMAD4', 'AMOTL2', 'NOTCH1', 'RUNX1', 'RBPJ', 'NOTCH2', 'SP1', 'AMOTL1', 'ESR1', 'FOXH1', 'SMAD3', 'YAP1']
322	GO:BP	GO:1901698	response to nitrogen compound	2.502102618028506e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	100	23	15719	0.23	0.021256931608133	query_1	['GO:0042221']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'EGR2', 'CCNA2', 'NOTCH1', 'PRMT5', 'CDK1', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'CCND1']
323	GO:BP	GO:0030097	hemopoiesis	2.6042151467368086e-06	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	100	21	15719	0.21	0.0229759299781181	query_1	['GO:0048468']	['REST', 'CDKN2B', 'CBFB', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'NOTCH1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'RCOR1', 'EGR1', 'TP53', 'SMARCC1', 'CDK6']
324	GO:BP	GO:0010646	regulation of cell communication	2.622241370598522e-06	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	100	43	15719	0.43	0.0134207240948813	query_1	['GO:0007154', 'GO:0050794']	['REST', 'CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'WWTR1', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'VGLL4', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'CDKN2A', 'SNW1', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'FOXH1', 'CDK4', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'CCNC']
106	REAC	REAC:R-HSA-9755511	KEAP1-NFE2L2 pathway	2.689164719601616e-06	True	KEAP1-NFE2L2 pathway	101	96	9	10022	0.09375	0.0891089108910891	query_1	['REAC:R-HSA-9711123']	['AKT1', 'CREBBP', 'RBX1', 'SKP1', 'NOTCH1', 'EP300', 'CDKN2A', 'SKP2', 'CUL1']
325	GO:BP	GO:0014855	striated muscle cell proliferation	2.703929323645729e-06	True	"""The multiplication or reproduction of striated muscle cells, resulting in the expansion of a cell population. Striated muscles contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:ef, GOC:mtg_muscle]"	68	100	7	15719	0.07	0.1029411764705882	query_1	['GO:0033002']	['TBX5', 'NOTCH1', 'VGLL4', 'RUNX1', 'RBPJ', 'CDK1', 'YAP1']
326	GO:BP	GO:0045685	regulation of glial cell differentiation	2.703929323645729e-06	True	"""Any process that modulates the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]"	68	100	7	15719	0.07	0.1029411764705882	query_1	['GO:0010001', 'GO:0045595']	['CTNNB1', 'HDAC1', 'EGR2', 'NOTCH1', 'PRMT5', 'CDK1', 'HDAC2']
327	GO:BP	GO:1903131	mononuclear cell differentiation	2.703929323645729e-06	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	466	100	15	15719	0.15	0.0321888412017167	query_1	['GO:0002521']	['CBFB', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'EGR1', 'TP53', 'SMARCC1', 'CDK6']
328	GO:BP	GO:0001568	blood vessel development	2.7125601475339874e-06	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	100	18	15719	0.18	0.0265095729013254	query_1	['GO:0001944', 'GO:0048856']	['AKT1', 'AMOT', 'CTNNB1', 'TBX5', 'EGR2', 'TEAD2', 'E2F2', 'AMOTL2', 'NOTCH1', 'RUNX1', 'RBPJ', 'NOTCH2', 'SP1', 'AMOTL1', 'FOXO1', 'FOXH1', 'EGR1', 'YAP1']
329	GO:BP	GO:0031400	negative regulation of protein modification process	2.762404742328622e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	100	15	15719	0.15	0.032119914346895	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['CDKN2B', 'AKT1', 'CDK5', 'CTNNB1', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'SMARCB1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B', 'HDAC2', 'KDM1A']
330	GO:BP	GO:0003365	establishment of cell polarity involved in ameboidal cell migration	2.768605790376886e-06	True	"""The specification and formation of anisotropic intracellular organization that contributes to the self-propelled directed movement of an ameboid cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	3	100	3	15719	0.03	1.0	query_1	['GO:0001667', 'GO:0030010']	['AMOT', 'AMOTL2', 'AMOTL1']
331	GO:BP	GO:0061198	fungiform papilla formation	2.768605790376886e-06	True	"""The developmental process pertaining to the initial formation of a spongiform papilla from unspecified parts. The fungiform papilla is a mushroom-shaped papilla of the tongue."" [GOC:dph]"	3	100	3	15719	0.03	1.0	query_1	['GO:0048646', 'GO:0061197']	['CTNNB1', 'HDAC1', 'HDAC2']
332	GO:BP	GO:0046649	lymphocyte activation	3.041788822351019e-06	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	100	19	15719	0.19	0.0249343832020997	query_1	['GO:0045321']	['AKT1', 'CBFB', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'CDKN1A', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'CCND3', 'EGR1', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
107	REAC	REAC:R-HSA-8951936	RUNX3 regulates p14-ARF	3.050544921557343e-06	True	RUNX3 regulates p14-ARF	8	96	4	10022	0.0416666666666666	0.5	query_1	['REAC:R-HSA-8878159']	['CBFB', 'RUNX1', 'EP300', 'CCND1']
333	GO:BP	GO:0048762	mesenchymal cell differentiation	3.0640120565738923e-06	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]"	234	100	11	15719	0.11	0.047008547008547	query_1	['GO:0030154', 'GO:0060485']	['CTNNB1', 'SNAI1', 'TBX5', 'SOX10', 'WWTR1', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ', 'SMAD3', 'HDAC2']
108	REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	3.098233276485895e-06	True	Intracellular signaling by second messengers	288	96	14	10022	0.1458333333333333	0.0486111111111111	query_1	['REAC:R-HSA-162582']	['REST', 'AKT1', 'HDAC1', 'SNAI1', 'CDKN1A', 'CHD4', 'RCOR1', 'ESR1', 'FOXO1', 'CDKN1B', 'EGR1', 'TP53', 'HDAC2', 'KDM1A']
334	GO:BP	GO:0046622	positive regulation of organ growth	3.153015941125444e-06	True	"""Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	43	100	6	15719	0.06	0.1395348837209302	query_1	['GO:0035265', 'GO:0046620', 'GO:0048639', 'GO:0051240']	['AKT1', 'TBX5', 'NOTCH1', 'RBPJ', 'CDK1', 'YAP1']
335	GO:BP	GO:0060045	positive regulation of cardiac muscle cell proliferation	3.1693226248729185e-06	True	"""Any process that activates or increases the frequency, rate or extent of cardiac muscle cell proliferation."" [GOC:dph, GOC:rph]"	23	100	5	15719	0.05	0.217391304347826	query_1	['GO:0008284', 'GO:0055023', 'GO:0060038', 'GO:0060043']	['TBX5', 'NOTCH1', 'RBPJ', 'CDK1', 'YAP1']
336	GO:BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	3.215509486294001e-06	True	"""Any process that modulates the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	70	100	7	15719	0.07	0.1	query_1	['GO:0009966', 'GO:0030518']	['HDAC1', 'SMARCA4', 'EP300', 'SKP2', 'FOXH1', 'YAP1', 'KDM1A']
337	GO:BP	GO:0010243	response to organonitrogen compound	3.271261930475622e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	100	22	15719	0.22	0.0216962524654832	query_1	['GO:0010033', 'GO:1901698']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'EGR2', 'CCNA2', 'NOTCH1', 'PRMT5', 'CDK1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1', 'CCND1']
338	GO:BP	GO:0060768	regulation of epithelial cell proliferation involved in prostate gland development	3.4126177637550976e-06	True	"""Any process that modulates the rate, frequency or extent of epithelial cell proliferation that contributes to the progression of the prostate gland over time."" [GOC:dph]"	10	100	4	15719	0.04	0.4	query_1	['GO:0050678', 'GO:0060767', 'GO:2000241']	['WDR77', 'CTNNB1', 'NOTCH1', 'CDKN1B']
339	GO:BP	GO:0031401	positive regulation of protein modification process	3.49070217864299e-06	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	100	21	15719	0.21	0.022508038585209	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['AKT1', 'CDK5', 'CTNNB1', 'RBX1', 'CDKN1A', 'SMARCB1', 'SKP1', 'SMAD4', 'NAB2', 'CCND2', 'MNAT1', 'CDKN2A', 'SNW1', 'CCND3', 'SKP2', 'CDKN1B', 'EGR1', 'TP53', 'HDAC2', 'KDM1A', 'CCND1']
340	GO:BP	GO:0033045	regulation of sister chromatid segregation	3.6574096955582418e-06	True	"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]"	105	100	8	15719	0.08	0.0761904761904762	query_1	['GO:0000819', 'GO:0033044', 'GO:0051983']	['CCNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
341	GO:BP	GO:0060828	regulation of canonical Wnt signaling pathway	3.69708500337624e-06	True	"""Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	239	100	11	15719	0.11	0.0460251046025104	query_1	['GO:0030111', 'GO:0060070']	['CTNNB1', 'HDAC1', 'RBX1', 'SOX10', 'WWTR1', 'NOTCH1', 'RBPJ', 'FOXO1', 'EGR1', 'SMAD3', 'YAP1']
342	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	3.795856781056883e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	100	12	15719	0.12	0.0408163265306122	query_1	['GO:0035556', 'GO:0097190']	['AKT1', 'HDAC1', 'SNAI1', 'CDKN2D', 'CDKN1A', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'CUL1', 'TP53', 'KDM1A']
343	GO:BP	GO:0042770	signal transduction in response to DNA damage	3.795856781056883e-06	True	"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]"	190	100	10	15719	0.1	0.0526315789473684	query_1	['GO:0006974', 'GO:0035556']	['SNAI1', 'CDKN1A', 'E2F1', 'CDK1', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53', 'KDM1A', 'CCND1']
344	GO:BP	GO:0006352	DNA-templated transcription initiation	3.974203477712089e-06	True	"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]"	146	100	9	15719	0.09	0.0616438356164383	query_1	['GO:0006351', 'GO:0032774']	['CDK7', 'SMARCA4', 'E2F2', 'CCNH', 'SMARCB1', 'TBP', 'ESR1', 'CDK4', 'TP53']
109	REAC	REAC:R-HSA-6807070	PTEN Regulation	4.056804709290304e-06	True	PTEN Regulation	138	96	10	10022	0.1041666666666666	0.072463768115942	query_1	['REAC:R-HSA-1257604']	['REST', 'AKT1', 'HDAC1', 'SNAI1', 'CHD4', 'RCOR1', 'EGR1', 'TP53', 'HDAC2', 'KDM1A']
345	GO:BP	GO:0030217	T cell differentiation	4.057571553670849e-06	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	100	12	15719	0.12	0.0405405405405405	query_1	['GO:0030098', 'GO:0042110']	['CBFB', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'EGR1', 'TP53', 'SMARCC1', 'CDK6']
346	GO:BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	4.158139906325321e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	107	100	8	15719	0.08	0.0747663551401869	query_1	['GO:0006974', 'GO:0097193']	['SNAI1', 'CDKN2D', 'CDKN1A', 'EP300', 'E2F1', 'SNW1', 'TP53', 'KDM1A']
116	REAC	REAC:R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	4.351798100982301e-06	True	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-9630747']	['CDKN2A', 'CDK4', 'CDK6']
115	REAC	REAC:R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	4.351798100982301e-06	True	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-9632693']	['CDKN2A', 'CDK4', 'CDK6']
114	REAC	REAC:R-HSA-9630750	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	4.351798100982301e-06	True	Evasion of Oncogene Induced Senescence Due to p16INK4A Defects	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-9630747']	['CDKN2A', 'CDK4', 'CDK6']
113	REAC	REAC:R-HSA-9630794	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	4.351798100982301e-06	True	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-9630750']	['CDKN2A', 'CDK4', 'CDK6']
