Acquired partial lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
16	GO:CC	GO:0045121	membrane raft	1.3515518073017057e-12	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	318	101	19	16420	0.1881188118811881	0.0597484276729559	query_1	['GO:0098857']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'LRP4', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'CDH1', 'PTK2B', 'TGFBR1', 'LCK', 'CBL']
17	GO:CC	GO:0098857	membrane microdomain	1.3515518073017057e-12	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	319	101	19	16420	0.1881188118811881	0.0595611285266457	query_1	['GO:0016020']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'LRP4', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'CDH1', 'PTK2B', 'TGFBR1', 'LCK', 'CBL']
23	REAC	REAC:R-HSA-8875878	MET promotes cell motility	1.3549715189435224e-12	True	MET promotes cell motility	39	98	11	10022	0.1122448979591836	0.282051282051282	query_1	['REAC:R-HSA-6806834']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'CRK', 'HGF', 'CRKL', 'PTK2', 'ITGA3', 'ITGA2']
154	GO:BP	GO:0009887	animal organ morphogenesis	1.3825951193370046e-12	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1005	100	31	15719	0.31	0.0308457711442786	query_1	['GO:0009653', 'GO:0048513']	['SRC', 'SMAD7', 'TGFB3', 'VEGFC', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'SYK', 'VEGFA', 'AGRN', 'MFAP2', 'MFAP5', 'CRKL', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'ADAM15', 'ELN', 'PDGFRA', 'ITGA2', 'PLXNA1']
155	GO:BP	GO:0009790	embryo development	1.5642300136912676e-12	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	100	32	15719	0.32	0.0295475530932594	query_1	['GO:0007275']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'VEGFC', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'FBN2', 'PLCG1', 'VEGFA', 'MFAP2', 'MFAP5', 'VTN', 'TGFBR1', 'NRP1', 'ITGA3', 'PDGFRA', 'FLT1', 'ITGA2']
156	GO:BP	GO:0045595	regulation of cell differentiation	1.5673658489890779e-12	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1479	100	37	15719	0.37	0.0250169033130493	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ZAP70', 'LYN', 'TGFB1', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
24	REAC	REAC:R-HSA-186797	Signaling by PDGF	1.6237456352604149e-12	True	Signaling by PDGF	53	98	12	10022	0.1224489795918367	0.2264150943396226	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'BCAR1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'THBS1', 'PTPN11', 'PDGFRA']
25	REAC	REAC:R-HSA-445144	Signal transduction by L1	1.8375210216438494e-12	True	Signal transduction by L1	20	98	9	10022	0.0918367346938775	0.45	query_1	['REAC:R-HSA-373760']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'EGFR', 'L1CAM', 'NRP1']
157	GO:BP	GO:0046777	protein autophosphorylation	1.9483144096848228e-12	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	100	17	15719	0.17	0.0739130434782608	query_1	['GO:0006468']	['SRC', 'VEGFC', 'FLT4', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'LCK', 'PDGFRA', 'FLT1']
158	GO:BP	GO:0048589	developmental growth	2.1996323354313087e-12	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"	626	100	25	15719	0.25	0.0399361022364217	query_1	['GO:0032502', 'GO:0040007']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'ITGA4', 'TGFB1', 'NRP2', 'VCL', 'MUSK', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'TGFBR1', 'L1CAM', 'NRP1', 'ADAM15', 'PTPN11', 'SEMA4D', 'PLXNA1']
26	REAC	REAC:R-HSA-912631	Regulation of signaling by CBL	3.0717895770117945e-12	True	Regulation of signaling by CBL	21	98	9	10022	0.0918367346938775	0.4285714285714285	query_1	['REAC:R-HSA-512988']	['RAPGEF1', 'PIK3R1', 'CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'CRKL', 'CBL']
159	GO:BP	GO:0043549	regulation of kinase activity	3.093390735829161e-12	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	100	26	15719	0.26	0.0373027259684361	query_1	['GO:0042325', 'GO:0051338']	['MET', 'SRC', 'ITGB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'CBL', 'PDGFRA', 'FLT1']
160	GO:BP	GO:0006897	endocytosis	3.178072509782747e-12	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	100	26	15719	0.26	0.0372492836676217	query_1	['GO:0016192']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'LRP4', 'TGFBR2', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'VTN', 'PTK2', 'THBS1', 'CBL', 'ITGA2']
161	GO:BP	GO:0051338	regulation of transferase activity	3.610175476045993e-12	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	100	28	15719	0.28	0.0336538461538461	query_1	['GO:0050790']	['MET', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'CBL', 'PDGFRA', 'FLT1']
19	GO:CC	GO:0031012	extracellular matrix	4.745432848162097e-12	True	"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, NIF_Subcellular:nlx_subcell_20090513, PMID:21123617, PMID:28089324]"	499	101	22	16420	0.2178217821782178	0.0440881763527054	query_1	['GO:0030312']	['FN1', 'TGFB3', 'LTBP1', 'LOX', 'ADAM19', 'FBLN5', 'TNC', 'TGFB1', 'FBLN2', 'LOXL1', 'FBN1', 'FBN2', 'VEGFA', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'L1CAM', 'EMILIN1', 'THBS1', 'ELN', 'MFAP4']
18	GO:CC	GO:0030312	external encapsulating structure	4.745432848162097e-12	True	"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]"	499	101	22	16420	0.2178217821782178	0.0440881763527054	query_1	['GO:0071944', 'GO:0110165']	['FN1', 'TGFB3', 'LTBP1', 'LOX', 'ADAM19', 'FBLN5', 'TNC', 'TGFB1', 'FBLN2', 'LOXL1', 'FBN1', 'FBN2', 'VEGFA', 'AGRN', 'MFAP2', 'MFAP5', 'VTN', 'L1CAM', 'EMILIN1', 'THBS1', 'ELN', 'MFAP4']
162	GO:BP	GO:0090287	regulation of cellular response to growth factor stimulus	4.935893789561735e-12	True	"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]"	285	100	18	15719	0.18	0.0631578947368421	query_1	['GO:0048583', 'GO:0071363']	['VEGFB', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'CTNNB1', 'LTBP1', 'LOX', 'ITGA5', 'FBN1', 'KDR', 'FBN2', 'VEGFA', 'VTN', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3']
163	GO:BP	GO:0048666	neuron development	5.177922514212565e-12	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	100	31	15719	0.31	0.0293005671077504	query_1	['GO:0030182', 'GO:0048468']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'CRK', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'VCL', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'PLXNA1']
164	GO:BP	GO:0033674	positive regulation of kinase activity	5.4589067014363906e-12	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	428	100	21	15719	0.21	0.0490654205607476	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']	['MET', 'SRC', 'ITGB3', 'VEGFC', 'FLT4', 'TGFBR2', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PDGFRA', 'FLT1']
165	GO:BP	GO:0030030	cell projection organization	7.071559427326832e-12	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	100	36	15719	0.36	0.0244897959183673	query_1	['GO:0016043']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'VCL', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'ITGA2', 'PLXNA1']
166	GO:BP	GO:0014065	phosphatidylinositol 3-kinase signaling	7.186413663565922e-12	True	"""A series of reactions within the signal-receiving cell, mediated by the intracellular phosphatidylinositol 3-kinase (PI3K). Many cell surface receptor linked signaling pathways signal through PI3K to regulate numerous cellular functions."" [GOC:ef, http://www.biocarta.com, PMID:22525052, Wikipedia:PI3K]"	143	100	14	15719	0.14	0.0979020979020979	query_1	['GO:0048015']	['PLXNB1', 'FN1', 'SRC', 'PIK3R1', 'HGF', 'EGFR', 'KDR', 'ERBB2', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
27	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	7.511792634088319e-12	True	p130Cas linkage to MAPK signaling for integrins	15	98	8	10022	0.0816326530612244	0.5333333333333333	query_1	['REAC:R-HSA-354192']	['FN1', 'BCAR1', 'SRC', 'ITGB3', 'CRK', 'ITGA2B', 'TLN1', 'PTK2']
167	GO:BP	GO:0043542	endothelial cell migration	7.621303168777891e-12	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	212	100	16	15719	0.16	0.0754716981132075	query_1	['GO:0010631']	['MET', 'ITGB1', 'BCAR1', 'ITGB3', 'VEGFC', 'FLT4', 'PXN', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1']
28	REAC	REAC:R-HSA-9006335	Signaling by Erythropoietin	7.824548778891415e-12	True	Signaling by Erythropoietin	23	98	9	10022	0.0918367346938775	0.391304347826087	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'LYN', 'VAV1', 'PLCG1', 'CRKL']
168	GO:BP	GO:0048729	tissue morphogenesis	8.212948287747829e-12	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	605	100	24	15719	0.24	0.0396694214876033	query_1	['GO:0009653', 'GO:0009888']	['MET', 'ITGB1', 'SRC', 'SMAD7', 'ITGB3', 'VEGFC', 'HGF', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'VCL', 'VEGFA', 'TGFBR1', 'NRP1', 'ITGA3', 'ITGA2', 'PLXNA1']
169	GO:BP	GO:0051130	positive regulation of cellular component organization	8.424961535652392e-12	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	100	31	15719	0.31	0.0287303058387395	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['MET', 'RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'PLCG2', 'CTNNB1', 'LRP4', 'PXN', 'FYN', 'LYN', 'GRB2', 'KDR', 'SYK', 'FCGR1A', 'PTK2B', 'VEGFA', 'AGRN', 'VTN', 'TGFBR1', 'L1CAM', 'NRP1', 'EMILIN1', 'ITGA3', 'CBL', 'SEMA4D', 'ITGA2', 'PLXNA1']
170	GO:BP	GO:0031346	positive regulation of cell projection organization	8.445364951836766e-12	True	"""Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	340	100	19	15719	0.19	0.0558823529411764	query_1	['GO:0030030', 'GO:0031344', 'GO:0051130']	['RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'FYN', 'LYN', 'PTK2B', 'VEGFA', 'AGRN', 'TGFBR1', 'L1CAM', 'NRP1', 'ITGA3', 'SEMA4D', 'ITGA2', 'PLXNA1']
171	GO:BP	GO:0050920	regulation of chemotaxis	1.068301591143362e-11	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	217	100	16	15719	0.16	0.0737327188940092	query_1	['GO:0006935', 'GO:0032101', 'GO:0040012']	['MET', 'VEGFB', 'VEGFC', 'LYN', 'JAM3', 'KDR', 'PTK2B', 'VEGFA', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'ITGA2', 'PGF']
172	GO:BP	GO:0007159	leukocyte cell-cell adhesion	1.114765025687818e-11	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	100	20	15719	0.2	0.0507614213197969	query_1	['GO:0098609']	['ITGB1', 'SRC', 'SMAD7', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'ITGB7', 'PTPN11', 'JAM2', 'SEMA4D']
173	GO:BP	GO:0048588	developmental cell growth	1.2170411371620109e-11	True	"""The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."" [GOC:go_curators, GOC:isa_complete]"	219	100	16	15719	0.16	0.0730593607305936	query_1	['GO:0016049', 'GO:0048468', 'GO:0048589']	['ITGB1', 'FN1', 'SPP1', 'SMAD7', 'CTNNB1', 'TGFBR2', 'ITGA4', 'NRP2', 'VCL', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
174	GO:BP	GO:0010811	positive regulation of cell-substrate adhesion	1.3616463770022727e-11	True	"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	120	100	13	15719	0.13	0.1083333333333333	query_1	['GO:0010810', 'GO:0031589', 'GO:0045785']	['FN1', 'ITGB3', 'CRK', 'ITGA5', 'FBLN2', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'NRP1', 'EMILIN1', 'ITGA3']
29	REAC	REAC:R-HSA-114604	GPVI-mediated activation cascade	1.3828389101426414e-11	True	GPVI-mediated activation cascade	35	98	10	10022	0.1020408163265306	0.2857142857142857	query_1	['REAC:R-HSA-76002']	['PIK3R1', 'PLCG2', 'FYN', 'LAT', 'LYN', 'LCP2', 'VAV1', 'SYK', 'LCK', 'PTPN11']
175	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	1.453851772157558e-11	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	305	100	18	15719	0.18	0.0590163934426229	query_1	['GO:0002764', 'GO:0007166']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
176	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	1.5629635003251028e-11	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	100	9	15719	0.09	0.2571428571428571	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'LCK']
177	GO:BP	GO:0050789	regulation of biological process	1.577752057213083e-11	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	100	96	15719	0.96	0.0091358964598401	query_1	['GO:0008150', 'GO:0065007']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'MEMO1', 'LAT', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'FBLN2', 'JAM3', 'EGFR', 'FBN1', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'MFAP2', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1', 'MFAP4']
178	GO:BP	GO:0071417	cellular response to organonitrogen compound	1.7891398412204108e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	100	24	15719	0.24	0.0381558028616852	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['RAPGEF1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'FBN1', 'CDH1', 'AGRN', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
179	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	1.7905023866602078e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1435	100	35	15719	0.35	0.024390243902439	query_1	['GO:0030030']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'VCL', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'PLXNA1']
30	REAC	REAC:R-HSA-3000170	Syndecan interactions	1.800770852281636e-11	True	Syndecan interactions	25	98	9	10022	0.0918367346938775	0.36	query_1	['REAC:R-HSA-3000171']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TNC', 'VTN', 'THBS1', 'ITGA2']
180	GO:BP	GO:0031344	regulation of cell projection organization	1.8306125640578885e-11	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	630	100	24	15719	0.24	0.0380952380952381	query_1	['GO:0030030', 'GO:0051128']	['RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'LRP4', 'FYN', 'LYN', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'TGFBR1', 'L1CAM', 'NRP1', 'ITGA3', 'SEMA4D', 'ITGA2', 'PLXNA1']
181	GO:BP	GO:0050678	regulation of epithelial cell proliferation	1.9842314463412717e-11	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	358	100	19	15719	0.19	0.053072625698324	query_1	['GO:0042127', 'GO:0050673']	['VEGFB', 'ITGB3', 'VEGFC', 'FLT4', 'CTNNB1', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'VEGFD', 'TGFBR1', 'NRP1', 'THBS1', 'FLT1', 'PGF']
182	GO:BP	GO:1901700	response to oxygen-containing compound	2.1147291094495407e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	100	38	15719	0.38	0.0222612770943175	query_1	['GO:0042221']	['MET', 'RAPGEF1', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PXN', 'FYN', 'ITGA4', 'LYN', 'FBLN5', 'GRB2', 'TGFB1', 'LOXL1', 'EGFR', 'FBN1', 'CDH1', 'PTK2B', 'AGRN', 'CRKL', 'VCAM1', 'TGFBR1', 'PTK2', 'THBS1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'ITGA2']
183	GO:BP	GO:0051347	positive regulation of transferase activity	2.480773312665769e-11	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	521	100	22	15719	0.22	0.0422264875239923	query_1	['GO:0043085', 'GO:0051338']	['MET', 'SRC', 'ITGB3', 'VEGFC', 'FLT4', 'CTNNB1', 'TGFBR2', 'LAT', 'LYN', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PDGFRA', 'FLT1']
184	GO:BP	GO:0060560	developmental growth involved in morphogenesis	2.6049312400487465e-11	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	231	100	16	15719	0.16	0.0692640692640692	query_1	['GO:0009653', 'GO:0048589']	['ITGB1', 'FN1', 'SPP1', 'CTNNB1', 'TGFBR2', 'ITGA4', 'TGFB1', 'NRP2', 'VCL', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
