SHORT syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
453	GO:BP	GO:0051050	positive regulation of transport	8.777703196176972e-09	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	888	99	23	17376	0.2323232323232323	0.0259009009009009	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RAPGEF1', 'ITGB1', 'PIK3R2', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'PLCG2', 'WASL', 'PARD6A', 'FYN', 'PRKCI', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'VEGFA', 'VTN', 'DOCK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL']
454	GO:BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	9.064632662103366e-09	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	80	99	9	17376	0.0909090909090909	0.1125	query_1	['GO:0014065', 'GO:0014066', 'GO:1902533']	['FN1', 'SRC', 'HGF', 'PIK3AP1', 'KDR', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA']
455	GO:BP	GO:2000811	negative regulation of anoikis	9.340896322717092e-09	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	99	6	17376	0.0606060606060606	0.3157894736842105	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
456	GO:BP	GO:0071674	mononuclear cell migration	9.722220148070632e-09	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	189	99	12	17376	0.1212121212121212	0.0634920634920634	query_1	['GO:0050900']	['ITGB3', 'CRK', 'WASL', 'PIK3CD', 'DOCK8', 'ZAP70', 'LYN', 'TGFB1', 'PTK2B', 'CRKL', 'PTK2', 'F11R']
457	GO:BP	GO:0007492	endoderm development	1.0055276460489826e-08	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	81	99	9	17376	0.0909090909090909	0.1111111111111111	query_1	['GO:0009888']	['ITGB5', 'ITGAV', 'FN1', 'CTNNB1', 'ITGA5', 'GRB2', 'TGFB1', 'VTN', 'SMAD3']
458	GO:BP	GO:0045597	positive regulation of cell differentiation	1.0107360296785774e-08	True	"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	815	99	22	17376	0.2222222222222222	0.0269938650306748	query_1	['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']	['ITGB1', 'FN1', 'SMAD7', 'TGFB3', 'HGF', 'CTNNB1', 'TGFBR2', 'PRKCI', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'KDR', 'SYK', 'SMURF1', 'VEGFA', 'TRAF6', 'TGFBR1', 'PTK2', 'PRKCZ', 'SMAD3', 'F11R']
459	REAC	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	1.1032579146076609e-08	True	CD28 dependent PI3K/Akt signaling	22	99	6	17376	0.0606060606060606	0.2727272727272727	query_1	['REAC:R-HSA-389356']	['PIK3R2', 'PIK3R1', 'FYN', 'PIK3CA', 'PIK3R3', 'LCK']
460	GO:BP	GO:0032101	regulation of response to external stimulus	1.1358887796934786e-08	True	"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	984	99	24	17376	0.2424242424242424	0.024390243902439	query_1	['GO:0009605', 'GO:0048583']	['MET', 'VEGFB', 'SRC', 'SPP1', 'CRK', 'HGF', 'PIK3AP1', 'PLCG2', 'TGFBR2', 'FYN', 'LYN', 'KDR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VEGFA', 'TRAF6', 'VTN', 'PTK2', 'SMAD3', 'PTPN11', 'PDGFRA']
461	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	1.1586517936527091e-08	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	99	8	17376	0.0808080808080808	0.1428571428571428	query_1	['GO:0007169']	['RAPGEF1', 'BCAR1', 'SRC', 'ITGB3', 'VEGFA', 'PTPN11', 'CBL', 'PDGFRA']
462	GO:CC	GO:0097708	intracellular vesicle	1.1975369882059531e-08	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2392	99	38	17376	0.3838383838383838	0.015886287625418	query_1	['GO:0031982', 'GO:0043231']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'WIPF3', 'HGF', 'PLCG2', 'WASL', 'WIPF1', 'ITGA2B', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'WAS', 'LYN', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'TRAF6', 'TGFBR1', 'DOCK2', 'PRKCZ']
463	GO:CC	GO:0098552	side of membrane	1.1975369882059531e-08	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	593	99	19	17376	0.1919191919191919	0.0320404721753794	query_1	['GO:0016020', 'GO:0110165']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'TGFBR2', 'ITGA2B', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'KDR', 'SYK', 'FCGR1A', 'PTK2B', 'TRAF6', 'PTK2', 'ITGB6', 'LCK', 'PDGFRA']
464	GO:CC	GO:0098796	membrane protein complex	1.1975369882059531e-08	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	99	27	17376	0.2727272727272727	0.0216519647153167	query_1	['GO:0016020', 'GO:0032991']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'PIK3R2', 'ITGB3', 'PIK3R1', 'SHC1', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'VTN', 'TGFBR1', 'ITGB6', 'CBL']
465	GO:BP	GO:0010468	regulation of gene expression	1.2760980608373931e-08	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	4484	99	54	17376	0.5454545454545454	0.0120428189116859	query_1	['GO:0010467', 'GO:0060255']	['MET', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'SQSTM1', 'FYN', 'PRKCI', 'WAS', 'LYN', 'DIP2A', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'TGFBR1', 'ITGB6', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'NCK2', 'PDGFRA', 'F11R']
466	GO:BP	GO:1990858	cellular response to lectin	1.2918464865602546e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	99	6	17376	0.0606060606060606	0.3	query_1	['GO:1990840']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK', 'TRAF6']
467	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	1.2918464865602546e-08	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	99	6	17376	0.0606060606060606	0.3	query_1	['GO:0002220', 'GO:1990858']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK', 'TRAF6']
468	GO:BP	GO:1990840	response to lectin	1.2918464865602546e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	99	6	17376	0.0606060606060606	0.3	query_1	['GO:0009607']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK', 'TRAF6']
469	GO:BP	GO:0031400	negative regulation of protein modification process	1.3088675920144121e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	99	17	17376	0.1717171717171717	0.0364025695931477	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['NCK1', 'PIK3CB', 'SMAD7', 'HGF', 'CTNNB1', 'USP4', 'PARD6A', 'SQSTM1', 'FYN', 'PARD3', 'LYN', 'SHB', 'SH3GL2', 'CRKL', 'PRKCZ', 'CBL', 'NCK2']
470	GO:BP	GO:0006952	defense response	1.4639401188696271e-08	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1654	99	31	17376	0.3131313131313131	0.0187424425634824	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'TRAF6', 'PTK2', 'ITGB6', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'F11R']
471	GO:BP	GO:0009887	animal organ morphogenesis	1.7228644180994504e-08	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1006	99	24	17376	0.2424242424242424	0.0238568588469184	query_1	['GO:0009653', 'GO:0048513']	['SMURF2', 'SRC', 'SMAD7', 'FGFR2', 'TGFB3', 'HGF', 'CTNNB1', 'SOS1', 'TGFBR2', 'PRKCI', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'SYK', 'SMURF1', 'VEGFA', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3', 'PDGFRA']
472	GO:BP	GO:0043550	regulation of lipid kinase activity	1.7405988963651487e-08	True	"""Any process that modulates the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:bf]"	59	99	8	17376	0.0808080808080808	0.135593220338983	query_1	['GO:0043549']	['PIK3R2', 'SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PIK3R3', 'PTK2', 'PDGFRA']
473	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	1.7595250282052237e-08	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	297	99	14	17376	0.1414141414141414	0.0471380471380471	query_1	['GO:1990234']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'TGFBR2', 'PIK3CD', 'PARD6A', 'PARD6B', 'PRKCI', 'PARD6G', 'PARD3', 'PIK3CA', 'PIK3R3', 'TGFBR1', 'PRKCZ']
474	GO:BP	GO:0006996	organelle organization	1.9403669973259504e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	99	46	17376	0.4646464646464646	0.0134071699213057	query_1	['GO:0016043']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'WASL', 'WIPF1', 'PARD6A', 'SQSTM1', 'PXN', 'PARD6B', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'GRB2', 'TGFB1', 'PIK3CA', 'KDR', 'SMURF1', 'SH3KBP1', 'PTK2B', 'CRKL', 'TLN1', 'TGFBR1', 'PTK2', 'DOCK2', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
475	REAC	REAC:R-HSA-2173788	Downregulation of TGF-beta receptor signaling	1.9546818081794456e-08	True	Downregulation of TGF-beta receptor signaling	24	99	6	17376	0.0606060606060606	0.25	query_1	['REAC:R-HSA-2173789']	['SMURF2', 'SMAD7', 'TGFBR2', 'SMURF1', 'TGFBR1', 'SMAD3']
476	GO:BP	GO:1904018	positive regulation of vasculature development	1.9832453172376496e-08	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	159	99	11	17376	0.1111111111111111	0.0691823899371069	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']	['ITGB1', 'VEGFB', 'ITGB3', 'HGF', 'TGFBR2', 'PIK3CD', 'ITGA5', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA']
477	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	1.9832453172376496e-08	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	99	12	17376	0.1212121212121212	0.0594059405940594	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['VEGFB', 'FGFR2', 'ITGB3', 'CTNNB1', 'PIK3CD', 'TGFB1', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'TGFBR1']
478	GO:BP	GO:0045766	positive regulation of angiogenesis	1.9832453172376496e-08	True	"""Any process that activates or increases angiogenesis."" [GOC:go_curators]"	159	99	11	17376	0.1111111111111111	0.0691823899371069	query_1	['GO:0001525', 'GO:0045765', 'GO:1904018']	['ITGB1', 'VEGFB', 'ITGB3', 'HGF', 'TGFBR2', 'PIK3CD', 'ITGA5', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA']
479	GO:BP	GO:0022604	regulation of cell morphogenesis	2.0180022420707345e-08	True	"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]"	250	99	13	17376	0.1313131313131313	0.052	query_1	['GO:0000902', 'GO:0022603']	['RHOJ', 'FN1', 'SRC', 'CRK', 'FYN', 'DVL2', 'KDR', 'SMURF1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PTK2', 'F11R']
480	GO:BP	GO:0044089	positive regulation of cellular component biogenesis	2.0557145942808177e-08	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	482	99	17	17376	0.1717171717171717	0.0352697095435684	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']	['MET', 'NCK1', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'WASL', 'PXN', 'GRB2', 'PIK3CA', 'KDR', 'SYK', 'PTK2B', 'VEGFA', 'TGFBR1', 'SMAD3', 'NCK2']
481	GO:BP	GO:0010628	positive regulation of gene expression	2.0661940068975922e-08	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1104	99	25	17376	0.2525252525252525	0.0226449275362318	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['NCK1', 'PIK3CB', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'CTNNB1', 'PIK3CD', 'TGFB1', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'TGFBR1', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'NCK2']
482	GO:BP	GO:0018105	peptidyl-serine phosphorylation	2.0931330925209555e-08	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	99	14	17376	0.1414141414141414	0.0462046204620462	query_1	['GO:0006468', 'GO:0018209']	['NCK1', 'SRC', 'SMAD7', 'HGF', 'TGFBR2', 'PRKCI', 'EGFR', 'PIK3CA', 'SYK', 'VEGFA', 'TGFBR1', 'PKN3', 'PRKCZ', 'NCK2']
483	REAC	REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	2.217583332753985e-08	True	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	12	99	5	17376	0.0505050505050505	0.4166666666666667	query_1	['REAC:R-HSA-9006335']	['PIK3CB', 'PIK3R1', 'PIK3CD', 'LYN', 'PIK3CA']
484	GO:BP	GO:0010720	positive regulation of cell development	2.2253707143485894e-08	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	421	99	16	17376	0.1616161616161616	0.0380047505938242	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['ITGB1', 'FN1', 'SMAD7', 'CTNNB1', 'TGFBR2', 'PRKCI', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'SYK', 'SMURF1', 'VEGFA', 'TRAF6', 'PRKCZ', 'F11R']
485	GO:BP	GO:1902903	regulation of supramolecular fiber organization	2.3190754050758317e-08	True	"""Any process that modulates the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	362	99	15	17376	0.1515151515151515	0.0414364640883977	query_1	['GO:0051128', 'GO:0097435']	['MET', 'NCK1', 'PIK3R2', 'TGFB3', 'PIK3R1', 'WASL', 'PXN', 'WAS', 'GRB2', 'PIK3CA', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2', 'F11R']
486	GO:BP	GO:0048589	developmental growth	2.349428075122576e-08	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"	625	99	19	17376	0.1919191919191919	0.0304	query_1	['GO:0032502', 'GO:0040007']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'CTNNB1', 'SOS1', 'TGFBR2', 'TGFB1', 'PIK3CA', 'VCL', 'SMURF1', 'VEGFA', 'SH3GL2', 'TGFBR1', 'PRKCZ', 'SMAD3', 'PTPN11']
487	GO:BP	GO:0001894	tissue homeostasis	2.3905378356688872e-08	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]"	254	99	13	17376	0.1313131313131313	0.0511811023622047	query_1	['GO:0048871', 'GO:0060249']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'CTNNB1', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'TRAF6', 'PTPN11', 'F11R']
488	GO:BP	GO:0060249	anatomical structure homeostasis	2.3905378356688872e-08	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	254	99	13	17376	0.1313131313131313	0.0511811023622047	query_1	['GO:0048871']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'CTNNB1', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'TRAF6', 'PTPN11', 'F11R']
489	GO:BP	GO:0051492	regulation of stress fiber assembly	2.4213174688159185e-08	True	"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	90	99	9	17376	0.0909090909090909	0.1	query_1	['GO:0032231', 'GO:0043149', 'GO:0110020']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'WAS', 'TGFBR1', 'SMAD3', 'F11R']
490	GO:BP	GO:0010594	regulation of endothelial cell migration	2.4993406711867993e-08	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	163	99	11	17376	0.1111111111111111	0.0674846625766871	query_1	['GO:0010632', 'GO:0043542']	['RHOJ', 'MET', 'PIK3CB', 'BCAR1', 'ITGB3', 'PIK3CD', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2']
491	REAC	REAC:R-HSA-3000170	Syndecan interactions	2.5160158425314535e-08	True	Syndecan interactions	25	99	6	17376	0.0606060606060606	0.24	query_1	['REAC:R-HSA-3000171']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'VTN']
492	REAC	REAC:R-HSA-8851907	MET activates PI3K/AKT signaling	2.5858031050482024e-08	True	MET activates PI3K/AKT signaling	5	99	4	17376	0.0404040404040404	0.8	query_1	['REAC:R-HSA-6806834']	['MET', 'PIK3R1', 'HGF', 'PIK3CA']
493	REAC	REAC:R-HSA-74751	Insulin receptor signalling cascade	2.6333563522212143e-08	True	Insulin receptor signalling cascade	44	99	7	17376	0.0707070707070707	0.1590909090909091	query_1	['REAC:R-HSA-74752']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CA', 'PTPN11']
494	GO:BP	GO:0060341	regulation of cellular localization	2.9312601758413873e-08	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	950	99	23	17376	0.2323232323232323	0.0242105263157894	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CTNNB1', 'WASL', 'PARD6A', 'SQSTM1', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'TGFB1', 'EGFR', 'VCL', 'ERBB2', 'VEGFA', 'CRKL', 'PRKCZ', 'SMAD3', 'PTPN11']
495	GO:BP	GO:0038083	peptidyl-tyrosine autophosphorylation	3.1187474774516384e-08	True	"""The phosphorylation by a protein of one or more of its own tyrosine amino acid residues, or a tyrosine residue on an identical protein."" [PMID:10037737, PMID:10068444, PMID:10940390]"	23	99	6	17376	0.0606060606060606	0.2608695652173913	query_1	['GO:0018108', 'GO:0046777']	['SRC', 'EGFR', 'KDR', 'PTK2B', 'VEGFA', 'LCK']
496	GO:BP	GO:0048732	gland development	3.138128905123224e-08	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	432	99	16	17376	0.1616161616161616	0.037037037037037	query_1	['GO:0048513']	['MET', 'SRC', 'FGFR2', 'TGFB3', 'HGF', 'CTNNB1', 'TGFBR2', 'TGFB1', 'EGFR', 'PIK3CA', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'SMAD3', 'PDGFRA']
497	GO:BP	GO:0048565	digestive tract development	3.3426785683749195e-08	True	"""The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	128	99	10	17376	0.101010101010101	0.078125	query_1	['GO:0035295', 'GO:0055123']	['SRC', 'FGFR2', 'TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'EGFR', 'CRKL', 'SMAD3', 'PDGFRA']
498	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	3.437859847352787e-08	True	Regulation of KIT signaling	13	99	5	17376	0.0505050505050505	0.3846153846153846	query_1	['REAC:R-HSA-1433557']	['SOS1', 'FYN', 'LYN', 'LCK', 'CBL']
499	REAC	REAC:R-HSA-418885	DCC mediated attractive signaling	3.437859847352787e-08	True	DCC mediated attractive signaling	13	99	5	17376	0.0505050505050505	0.3846153846153846	query_1	['REAC:R-HSA-373752']	['NCK1', 'DOCK1', 'SRC', 'WASL', 'PTK2']
500	GO:BP	GO:0034109	homotypic cell-cell adhesion	3.868173652799073e-08	True	"""The attachment of a cell to a second cell of the identical type via adhesion molecules."" [GOC:add]"	95	99	9	17376	0.0909090909090909	0.0947368421052631	query_1	['GO:0098609']	['PIK3CB', 'FN1', 'ITGB3', 'LYN', 'VCL', 'SYK', 'TLN1', 'PDGFRA', 'F11R']
501	REAC	REAC:R-HSA-9682385	FLT3 signaling in disease	3.9946815061513416e-08	True	FLT3 signaling in disease	27	99	6	17376	0.0606060606060606	0.2222222222222222	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GRB2', 'PIK3CA', 'PTPN11', 'CBL']
502	REAC	REAC:R-HSA-1474244	Extracellular matrix organization	4.004388928954133e-08	True	Extracellular matrix organization	284	99	13	17376	0.1313131313131313	0.0457746478873239	query_1	['REAC:0000000']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SPP1', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'KDR', 'VTN', 'ITGB6', 'F11R']
503	GO:BP	GO:0038084	vascular endothelial growth factor signaling pathway	4.0550756750241095e-08	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding its receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling, PMID:17470632]"	42	99	7	17376	0.0707070707070707	0.1666666666666666	query_1	['GO:0007169', 'GO:0035924']	['PIK3CB', 'VEGFB', 'PIK3CD', 'PIK3CA', 'KDR', 'VEGFA', 'PDGFRA']
504	GO:BP	GO:1902905	positive regulation of supramolecular fiber organization	4.0642343084076326e-08	True	"""Any process that activates or increases the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	171	99	11	17376	0.1111111111111111	0.0643274853801169	query_1	['GO:0051130', 'GO:0097435', 'GO:1902903']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
505	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	4.1153270568374696e-08	True	Extra-nuclear estrogen signaling	73	99	8	17376	0.0808080808080808	0.1095890410958904	query_1	['REAC:R-HSA-8939211']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'PIK3CA', 'PIK3R3', 'PTK2', 'PRKCZ']
