Waardenburg syndrome type 2	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
229	GO:BP	GO:0031344	regulation of cell projection organization	1.806671205610222e-08	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	630	106	21	15719	0.1981132075471698	0.0333333333333333	query_1	['GO:0030030', 'GO:0051128']	['RAPGEF1', 'KEL', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'FYN', 'LYN', 'POU3F2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'TGFBR1', 'L1CAM', 'XK', 'ITGA3', 'PLXNA1']
230	GO:BP	GO:0043066	negative regulation of apoptotic process	1.877818780033249e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	835	106	24	15719	0.2264150943396226	0.0287425149700598	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['ITGB1', 'VEGFB', 'ITGAV', 'KITLG', 'SRC', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITGA5', 'SNAI2', 'SOX10', 'PLK1', 'EGFR', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'THBS1', 'CBL']
231	GO:BP	GO:0030168	platelet activation	2.0896870884343544e-08	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	106	11	15719	0.1037735849056603	0.0839694656488549	query_1	['GO:0001775', 'GO:0007596']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'TLN1', 'LCK', 'PDGFRA']
232	GO:BP	GO:0031325	positive regulation of cellular metabolic process	2.2080488895087406e-08	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	106	46	15719	0.4339622641509434	0.0161687170474516	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['MET', 'VEGFB', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'EDN3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SOX10', 'LYN', 'NEK7', 'GRB2', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'THBS1', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
47	REAC	REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	2.293001386054277e-08	True	Signaling by ERBB2 ECD mutants	14	96	6	10022	0.0625	0.4285714285714285	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
233	GO:BP	GO:0045123	cellular extravasation	2.2935858473707797e-08	True	"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]"	73	106	9	15719	0.0849056603773584	0.1232876712328767	query_1	['GO:0050900']	['ITGB1', 'CRK', 'ITGA4', 'MADCAM1', 'JAM3', 'CRKL', 'VCAM1', 'ITGB7', 'JAM2']
234	GO:BP	GO:0071375	cellular response to peptide hormone stimulus	2.3446593310505812e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]"	298	106	15	15719	0.1415094339622641	0.0503355704697986	query_1	['GO:0032870', 'GO:0043434', 'GO:1901653']	['BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'PTK2', 'PTPN11']
235	GO:BP	GO:0006955	immune response	2.458256827843164e-08	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	106	34	15719	0.320754716981132	0.0204572803850782	query_1	['GO:0002376', 'GO:0050896']	['RAPGEF1', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'FYN', 'LAT', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EDN1', 'PTK2B', 'CRKL', 'VTN', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'CBL', 'PTPN11']
236	GO:BP	GO:0048598	embryonic morphogenesis	2.674139144762434e-08	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	106	20	15719	0.1886792452830188	0.0344234079173838	query_1	['GO:0009653', 'GO:0009790']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'TGFB3', 'SOS1', 'TGFBR2', 'ITGA5', 'ITGA4', 'GRB2', 'TGFB1', 'EDN1', 'ECE1', 'VTN', 'TGFBR1', 'ITGA3', 'PDGFRA', 'FLT1']
18	GO:CC	GO:0001726	ruffle	2.9052701247535664e-08	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	177	106	12	16420	0.1132075471698113	0.0677966101694915	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
48	REAC	REAC:R-HSA-1433557	Signaling by SCF-KIT	3.0656241380179734e-08	True	Signaling by SCF-KIT	39	96	8	10022	0.0833333333333333	0.2051282051282051	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'LCK', 'CBL', 'PTPN11']
237	GO:BP	GO:0050789	regulation of biological process	3.0934573137658794e-08	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	106	97	15719	0.9150943396226416	0.0092310620479634	query_1	['GO:0008150', 'GO:0065007']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'ITGA9', 'EDN2', 'KLHDC10', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'EML3', 'SOS1', 'PYCR1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'ADAM19', 'MADCAM1', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'EML2', 'GPR143', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
238	GO:BP	GO:0014826	vein smooth muscle contraction	3.1666026587866444e-08	True	"""A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the vein. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The vein is a vessel carrying blood away from the capillary beds."" [GOC:mtg_muscle, MA:0000715, MSH:D014680]"	4	106	4	15719	0.0377358490566037	1.0	query_1	['GO:0014821', 'GO:0014829']	['EDN2', 'EDN3', 'EDN1', 'EDNRB']
240	GO:BP	GO:0050878	regulation of body fluid levels	3.198596444287895e-08	True	"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]"	356	106	16	15719	0.1509433962264151	0.0449438202247191	query_1	['GO:0065008']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'EDN1', 'VEGFA', 'EDNRB', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA']
239	GO:BP	GO:0051336	regulation of hydrolase activity	3.198596444287895e-08	True	"""Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."" [GOC:ai]"	933	106	25	15719	0.2358490566037736	0.0267952840300107	query_1	['GO:0050790']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'EDNRA', 'CRK', 'HGF', 'ITK', 'SOS1', 'FYN', 'LYN', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'PTK2', 'LCK', 'THBS1', 'PDGFRA', 'FLT1', 'PLXNA1']
241	GO:BP	GO:0043434	response to peptide hormone	3.45795077528273e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	412	106	17	15719	0.160377358490566	0.0412621359223301	query_1	['GO:0009725', 'GO:1901652']	['BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'NUDC', 'EDNRB', 'PTK2', 'PTPN11']
242	GO:BP	GO:0050920	regulation of chemotaxis	3.7825509871332373e-08	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	217	106	13	15719	0.1226415094339622	0.0599078341013824	query_1	['GO:0006935', 'GO:0032101', 'GO:0040012']	['MET', 'EDN2', 'VEGFB', 'EDN3', 'LYN', 'JAM3', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PDGFRA', 'PGF']
243	GO:BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	3.8105531762528325e-08	True	"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	34	106	7	15719	0.0660377358490566	0.2058823529411764	query_1	['GO:0002429']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
244	GO:BP	GO:0002764	immune response-regulating signaling pathway	3.8105531762528325e-08	True	"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	415	106	17	15719	0.160377358490566	0.0409638554216867	query_1	['GO:0007165', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
245	GO:BP	GO:0061138	morphogenesis of a branching epithelium	4.492645196936514e-08	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	179	106	12	15719	0.1132075471698113	0.0670391061452514	query_1	['GO:0001763', 'GO:0002009']	['MET', 'SRC', 'EDNRA', 'HGF', 'TGFBR2', 'SNAI2', 'SOX10', 'GRB2', 'TGFB1', 'EDN1', 'VEGFA', 'PLXNA1']
19	GO:CC	GO:0009897	external side of plasma membrane	4.5298401358118395e-08	True	"""The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	378	106	16	16420	0.1509433962264151	0.0423280423280423	query_1	['GO:0005886', 'GO:0009986', 'GO:0098552']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'ITGAE', 'FCGR1A', 'ECE1', 'VCAM1', 'ITGB6', 'THBS1', 'ITGA3', 'PDGFRA']
246	GO:BP	GO:0006915	apoptotic process	4.676027934677951e-08	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	106	35	15719	0.330188679245283	0.0194552529182879	query_1	['GO:0012501']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'KITLG', 'SRC', 'EDNRA', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'TGFBR2', 'ITGA5', 'ITGA4', 'NEK6', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL']
247	GO:BP	GO:0014032	neural crest cell development	4.9716630795933854e-08	True	"""The process aimed at the progression of a neural crest cell over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:dh, GOC:ef]"	80	106	9	15719	0.0849056603773584	0.1125	query_1	['GO:0014033', 'GO:0048864']	['FN1', 'KITLG', 'EDNRA', 'EDN3', 'SNAI2', 'SOX10', 'NRP2', 'EDN1', 'EDNRB']
248	GO:BP	GO:0007010	cytoskeleton organization	5.0429857903643064e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1444	106	31	15719	0.2924528301886792	0.0214681440443213	query_1	['GO:0006996']	['MET', 'ITGB1', 'ITGB5', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'EML3', 'PXN', 'NEK6', 'NEK7', 'GRB2', 'TGFB1', 'PLK1', 'JAM3', 'EML1', 'EDN1', 'SH3KBP1', 'PTK2B', 'NUDC', 'EML4', 'EML2', 'TUBB2A', 'TLN1', 'TGFBR1', 'PTK2', 'PDGFRA']
249	GO:BP	GO:0051246	regulation of protein metabolic process	5.2458325395070255e-08	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	106	41	15719	0.3867924528301887	0.0171118530884808	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'LYN', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'FLT1', 'PGF']
250	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	5.465472087271463e-08	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	106	8	15719	0.0754716981132075	0.1428571428571428	query_1	['GO:0007169']	['RAPGEF1', 'BCAR1', 'SRC', 'ITGB3', 'VEGFA', 'CBL', 'PTPN11', 'PDGFRA']
251	GO:BP	GO:0001755	neural crest cell migration	5.465472087271463e-08	True	"""The characteristic movement of cells from the dorsal ridge of the neural tube to a variety of locations in a vertebrate embryo."" [GOC:ascb_2009, GOC:dph, GOC:tb, ISBN:0878932437]"	56	106	8	15719	0.0754716981132075	0.1428571428571428	query_1	['GO:0014032', 'GO:0090497']	['FN1', 'KITLG', 'EDNRA', 'EDN3', 'SOX10', 'NRP2', 'EDN1', 'EDNRB']
252	GO:BP	GO:0050851	antigen receptor-mediated signaling pathway	5.97532384852803e-08	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]"	184	106	12	15719	0.1132075471698113	0.0652173913043478	query_1	['GO:0002429']	['BCAR1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'SYK', 'PLCG1', 'CRKL', 'LCK']
253	GO:BP	GO:0010975	regulation of neuron projection development	6.26618157333481e-08	True	"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	430	106	17	15719	0.160377358490566	0.0395348837209302	query_1	['GO:0031175', 'GO:0120035']	['RAPGEF1', 'KEL', 'FN1', 'SPP1', 'CRK', 'HGF', 'FYN', 'LYN', 'POU3F2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'L1CAM', 'XK', 'ITGA3', 'PLXNA1']
254	GO:BP	GO:0042981	regulation of apoptotic process	6.697291686830885e-08	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	106	30	15719	0.2830188679245283	0.0218023255813953	query_1	['GO:0006915', 'GO:0043067']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'KITLG', 'SRC', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITGA5', 'ITGA4', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL']
255	GO:BP	GO:0080134	regulation of response to stress	7.13845056572472e-08	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	106	30	15719	0.2830188679245283	0.0217391304347826	query_1	['GO:0006950', 'GO:0048583']	['MET', 'RAPGEF1', 'ITGB1', 'KLHDC10', 'VEGFB', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'PYCR1', 'FYN', 'SNAI2', 'LYN', 'TNC', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'VTN', 'PTK2', 'THBS1', 'PTPN11', 'PDGFRA']
256	GO:BP	GO:0090497	mesenchymal cell migration	7.151643394914192e-08	True	"""The orderly movement of a mesenchymal cell from one site to another, often during the development of a multicellular organism."" [GOC:dph, GOC:tb]"	58	106	8	15719	0.0754716981132075	0.1379310344827586	query_1	['GO:0001667']	['FN1', 'KITLG', 'EDNRA', 'EDN3', 'SOX10', 'NRP2', 'EDN1', 'EDNRB']
258	GO:BP	GO:0046777	protein autophosphorylation	7.18500747930253e-08	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	106	13	15719	0.1226415094339622	0.0565217391304347	query_1	['GO:0006468']	['SRC', 'FYN', 'NEK6', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'LCK', 'PDGFRA', 'FLT1']
257	GO:BP	GO:0001952	regulation of cell-matrix adhesion	7.18500747930253e-08	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix."" [GOC:hjd]"	114	106	10	15719	0.0943396226415094	0.087719298245614	query_1	['GO:0007160', 'GO:0010810']	['SRC', 'ITGB3', 'PIK3R1', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'THBS1', 'ADAM15']
49	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	8.690277162432486e-08	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	96	6	10022	0.0625	0.3529411764705882	query_1	['REAC:R-HSA-5637815']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
50	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	8.690277162432486e-08	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	96	6	10022	0.0625	0.3529411764705882	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
51	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	8.817788810424781e-08	True	MET activates PTK2 signaling	29	96	7	10022	0.0729166666666666	0.2413793103448276	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'FN1', 'SRC', 'HGF', 'PTK2', 'ITGA3']
52	REAC	REAC:R-HSA-8941237	Invadopodia formation	8.817788810424781e-08	True	Invadopodia formation	4	96	4	10022	0.0416666666666666	1.0	query_1	['REAC:R-HSA-1474244']	['SH3PXD2A', 'ADAM19', 'ADAM12', 'ADAM15']
259	GO:BP	GO:0002009	morphogenesis of an epithelium	8.850044042175488e-08	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	500	106	18	15719	0.1698113207547169	0.036	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SRC', 'EDNRA', 'HGF', 'SOS1', 'TGFBR2', 'ITGA5', 'SNAI2', 'SOX10', 'GRB2', 'TNC', 'TGFB1', 'EGFR', 'VCL', 'EDN1', 'VEGFA', 'PLXNA1']
260	GO:BP	GO:0048864	stem cell development	9.059706264761636e-08	True	"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]"	86	106	9	15719	0.0849056603773584	0.1046511627906976	query_1	['GO:0048468', 'GO:0048863']	['FN1', 'KITLG', 'EDNRA', 'EDN3', 'SNAI2', 'SOX10', 'NRP2', 'EDN1', 'EDNRB']
261	GO:BP	GO:0030036	actin cytoskeleton organization	9.093422371309447e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	106	21	15719	0.1981132075471698	0.0302158273381294	query_1	['GO:0007010', 'GO:0030029']	['MET', 'ITGB1', 'ITGB5', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'EDN1', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'PDGFRA']
53	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	9.298358747199329e-08	True	Signaling by ERBB2	45	96	8	10022	0.0833333333333333	0.1777777777777777	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'PLCG1', 'ERBB2']
262	GO:BP	GO:0002757	immune response-activating signaling pathway	9.646707902951533e-08	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]"	387	106	16	15719	0.1509433962264151	0.041343669250646	query_1	['GO:0002253', 'GO:0002764']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
263	GO:BP	GO:0001763	morphogenesis of a branching structure	1.0420732348599707e-07	True	"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]"	194	106	12	15719	0.1132075471698113	0.0618556701030927	query_1	['GO:0009653', 'GO:0032501']	['MET', 'SRC', 'EDNRA', 'HGF', 'TGFBR2', 'SNAI2', 'SOX10', 'GRB2', 'TGFB1', 'EDN1', 'VEGFA', 'PLXNA1']
54	REAC	REAC:R-HSA-373760	L1CAM interactions	1.0667406944928613e-07	True	L1CAM interactions	114	96	11	10022	0.1145833333333333	0.0964912280701754	query_1	['REAC:R-HSA-422475']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'NRP2', 'EGFR', 'SH3GL2', 'TUBB2A', 'L1CAM']
264	GO:BP	GO:0034329	cell junction assembly	1.0682217407292897e-07	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	390	106	16	15719	0.1509433962264151	0.041025641025641	query_1	['GO:0022607', 'GO:0034330']	['RAPGEF1', 'FN1', 'SRC', 'ITGB3', 'CRK', 'ITGA5', 'SNAI2', 'JAM3', 'VCL', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'TLN1', 'PTK2', 'THBS1']
