Nicolaides-Baraitser syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
194	REAC	REAC:R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.001007025764193	True	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	14	99	3	10022	0.0303030303030303	0.2142857142857142	query_1	['REAC:R-HSA-192105']	['RXRA', 'NCOA2', 'NCOA1']
195	REAC	REAC:R-HSA-5578768	Physiological factors	0.001007025764193	True	Physiological factors	14	99	3	10022	0.0303030303030303	0.2142857142857142	query_1	['REAC:R-HSA-5576891']	['WWTR1', 'KAT2B', 'HIPK2']
197	REAC	REAC:R-HSA-198323	AKT phosphorylates targets in the cytosol	0.001007025764193	True	AKT phosphorylates targets in the cytosol	14	99	3	10022	0.0303030303030303	0.2142857142857142	query_1	['REAC:R-HSA-1257604']	['AKT1', 'CDKN1A', 'CDKN1B']
699	GO:BP	GO:0045668	negative regulation of osteoblast differentiation	0.0010142115568815	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	45	100	4	15719	0.04	0.0888888888888888	query_1	['GO:0001649', 'GO:0045596', 'GO:0045667']	['PPARG', 'SKI', 'SMAD3', 'CDK6']
700	GO:BP	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.0010198438796743	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in heart morphogenesis."" [GOC:dph]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0042127', 'GO:0061323']	['CTNNB1', 'SMAD4', 'RBPJ']
703	GO:BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	0.0010198438796743	True	"""Any positive regulation of transcription from RNA polymerase II promoter that is involved in cellular response to chemical stimulus."" [GOC:TermGenie, PMID:22840777]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0045944', 'GO:0070887']	['SMAD4', 'RBPJ', 'TP53']
701	GO:BP	GO:0043586	tongue development	0.0010198438796743	True	"""The process whose specific outcome is the progression of the tongue over time, from its formation to the mature structure. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in many other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0007423']	['CTNNB1', 'HDAC1', 'HDAC2']
702	GO:BP	GO:1902170	cellular response to reactive nitrogen species	0.0010198438796743	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive nitrogen species stimulus."" [GOC:sl, GOC:TermGenie, PMID:22504638]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:1901699']	['CCNA2', 'CDK2', 'FOXO1']
198	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.0010544036651472	True	Transcriptional Regulation by E2F6	34	99	4	10022	0.0404040404040404	0.1176470588235294	query_1	['REAC:R-HSA-212436']	['TFDP1', 'E2F6', 'E2F1', 'TFDP2']
78	GO:CC	GO:0016580	Sin3 complex	0.0010636897463451	True	"""A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins."" [PMID:10589671, PMID:11743021, PMID:12865422]"	21	101	3	16420	0.0297029702970297	0.1428571428571428	query_1	['GO:0070822']	['HDAC1', 'SIN3A', 'HDAC2']
79	GO:CC	GO:0070822	Sin3-type complex	0.0010636897463451	True	"""Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex."" [PMID:15565322, PMID:18292778]"	21	101	3	16420	0.0297029702970297	0.1428571428571428	query_1	['GO:0000118', 'GO:0000228', 'GO:0000785']	['HDAC1', 'SIN3A', 'HDAC2']
704	GO:BP	GO:0032368	regulation of lipid transport	0.0010909539133433	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	100	6	15719	0.06	0.0451127819548872	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['RXRA', 'AKT1', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
705	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.0010944648837133	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['REST', 'AKT1', 'CTNNB1', 'PDE8A']
706	GO:BP	GO:1905953	negative regulation of lipid localization	0.0010944648837133	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['AKT1', 'PPARG', 'NR1H2', 'NR1H3']
708	GO:BP	GO:0061053	somite development	0.0011000220921071	True	"""The progression of a somite from its initial formation to the mature structure. Somites are mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."" [GOC:dph]"	85	100	5	15719	0.05	0.0588235294117647	query_1	['GO:0009790', 'GO:0060429']	['SMAD4', 'EP300', 'RBPJ', 'TP53', 'SMAD3']
707	GO:BP	GO:2000781	positive regulation of double-strand break repair	0.0011000220921071	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	100	5	15719	0.05	0.0588235294117647	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
199	REAC	REAC:R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0011448966268517	True	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	96	99	6	10022	0.0606060606060606	0.0625	query_1	['REAC:R-HSA-8878171']	['CBFB', 'HDAC1', 'SIN3A', 'RUNX1', 'EP300', 'KAT2B']
709	GO:BP	GO:0060562	epithelial tube morphogenesis	0.0011465971769358	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	323	100	9	15719	0.09	0.0278637770897832	query_1	['GO:0002009', 'GO:0035239']	['CTNNB1', 'AR', 'SMAD4', 'RBPJ', 'SKI', 'ESR1', 'RARA', 'FOXH1', 'SMAD3']
710	GO:BP	GO:0009895	negative regulation of catabolic process	0.001171566995085	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	324	100	9	15719	0.09	0.0277777777777777	query_1	['GO:0009056', 'GO:0009892', 'GO:0009894']	['AKT1', 'SMAD4', 'E2F1', 'NCOR1', 'CDKN2A', 'TP53', 'SMAD3', 'SMARCC1', 'HIPK2']
711	GO:BP	GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	0.0011787966479996	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signaling via the stress-activated protein kinase signaling cascade."" [GOC:mah]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0031098', 'GO:0070302', 'GO:1902532']	['GPS2', 'NCOR1', 'HDAC3', 'FOXO1']
712	GO:BP	GO:0032873	negative regulation of stress-activated MAPK cascade	0.0011787966479996	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0032872', 'GO:0043409', 'GO:0051403', 'GO:0070303']	['GPS2', 'NCOR1', 'HDAC3', 'FOXO1']
713	GO:BP	GO:0120163	negative regulation of cold-induced thermogenesis	0.0011787966479996	True	"""Any process that stops, prevents, or reduces the rate of cold-induced thermogenesis."" [PMID:27876809]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0009892', 'GO:0051241', 'GO:0106106', 'GO:0120161']	['NR1H2', 'RB1', 'NR1H3', 'RBPJ']
714	GO:BP	GO:0061323	cell proliferation involved in heart morphogenesis	0.0011836238782629	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population that contributes to the shaping of the heart."" [GOC:dph, GOC:mtg_heart]"	19	100	3	15719	0.03	0.1578947368421052	query_1	['GO:0003007', 'GO:0008283']	['CTNNB1', 'SMAD4', 'RBPJ']
715	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0011836238782629	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	100	3	15719	0.03	0.1578947368421052	query_1	['GO:0030330', 'GO:0042772']	['CDKN1A', 'TP53', 'HIPK2']
716	GO:BP	GO:0010878	cholesterol storage	0.0011836238782629	True	"""The accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:BHF, GOC:dph, GOC:tb]"	19	100	3	15719	0.03	0.1578947368421052	query_1	['GO:0019915']	['PPARG', 'NR1H2', 'NR1H3']
717	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0012106547698544	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	100	23	15719	0.23	0.0139056831922611	query_1	['GO:0009966', 'GO:0035556']	['UBE2I', 'AKT1', 'PPARG', 'CCNB1', 'CTNNB1', 'HDAC1', 'CDKN2D', 'AR', 'WWTR1', 'SMAD4', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'CDKN2A', 'ESR1', 'FOXO1', 'PDE8A', 'TP53', 'KDM1A', 'SKIL', 'HIPK2']
718	GO:BP	GO:0009057	macromolecule catabolic process	0.0012171458835365	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	100	20	15719	0.2	0.0150375939849624	query_1	['GO:0043170', 'GO:1901575']	['UBE2I', 'AKT1', 'CDK5', 'CTNNB1', 'TBL1X', 'WWTR1', 'SUMO1', 'SKP1', 'SMAD4', 'E2F1', 'CDKN2A', 'CDK2', 'FOXO1', 'SKP2', 'CDKN1B', 'CUL1', 'TBL1XR1', 'SMAD3', 'SMARCC1', 'HIPK2']
719	GO:BP	GO:0021537	telencephalon development	0.0012218244086306	True	"""The process whose specific outcome is the progression of the telencephalon over time, from its formation to the mature structure. The telencephalon is the paired anteriolateral division of the prosencephalon plus the lamina terminalis from which the olfactory lobes, cerebral cortex, and subcortical nuclei are derived."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	257	100	8	15719	0.08	0.0311284046692607	query_1	['GO:0030900', 'GO:0048856']	['CDK5', 'CTNNB1', 'HDAC1', 'FOXG1', 'SKI', 'RARA', 'KDM1A', 'CDK6']
200	REAC	REAC:R-HSA-9022699	MECP2 regulates neuronal receptors and channels	0.0012311233425719	True	MECP2 regulates neuronal receptors and channels	15	99	3	10022	0.0303030303030303	0.2	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'SIN3A', 'HDAC2']
725	GO:BP	GO:0035270	endocrine system development	0.0012441748023052	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	137	100	6	15719	0.06	0.0437956204379562	query_1	['GO:0048731']	['AKT1', 'SMAD2', 'SMAD4', 'RBPJ', 'SMAD3', 'CDK6']
724	GO:BP	GO:0030177	positive regulation of Wnt signaling pathway	0.0012441748023052	True	"""Any process that activates or increases the frequency, rate or extent of Wnt signal transduction."" [GOC:dph, GOC:go_curators, GOC:tb]"	137	100	6	15719	0.06	0.0437956204379562	query_1	['GO:0009967', 'GO:0016055', 'GO:0030111']	['SMARCA4', 'TBL1X', 'RBPJ', 'SKI', 'TBL1XR1', 'SMAD3']
722	GO:BP	GO:1990086	lens fiber cell apoptotic process	0.0012441748023052	True	"""Any apoptotic process in a lens fiber cell. Lens fiber cells are elongated, tightly packed cells that make up the bulk of the mature lens in a camera-type eye."" [CL:0011004, GOC:hjd, PMID:11095619]"	4	100	2	15719	0.02	0.5	query_1	['GO:1904019']	['E2F2', 'E2F1']
721	GO:BP	GO:1905448	positive regulation of mitochondrial ATP synthesis coupled electron transport	0.0012441748023052	True	"""Any process that activates or increases the frequency, rate or extent of mitochondrial ATP synthesis coupled electron transport."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:23707074]"	4	100	2	15719	0.02	0.5	query_1	['GO:0031325', 'GO:0042775', 'GO:1905446']	['CCNB1', 'CDK1']
720	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0012441748023052	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	100	6	15719	0.06	0.0437956204379562	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['SKP1', 'HDAC3', 'CDKN2A', 'SKP2', 'CDKN1B', 'KDM1A']
723	GO:BP	GO:0043378	positive regulation of CD8-positive, alpha-beta T cell differentiation	0.0012441748023052	True	"""Any process that activates or increases the frequency, rate or extent of CD8-positive, alpha-beta T cell differentiation."" [GOC:add, ISBN:0781735149]"	4	100	2	15719	0.02	0.5	query_1	['GO:0043374', 'GO:0043376', 'GO:0046638', 'GO:2001187']	['CBFB', 'RUNX1']
726	GO:BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	0.0012551079760223	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome."" [PMID:15380083]"	48	100	4	15719	0.04	0.0833333333333333	query_1	['GO:0043161']	['WWTR1', 'SKP1', 'SKP2', 'CUL1']
727	GO:BP	GO:0046677	response to antibiotic	0.0012551079760223	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:ai, GOC:ef]"	48	100	4	15719	0.04	0.0833333333333333	query_1	['GO:0042221']	['CDKN1B', 'TP53', 'KDM1A', 'SKIL']
728	GO:BP	GO:0019217	regulation of fatty acid metabolic process	0.0012586797314324	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."" [GOC:go_curators]"	88	100	5	15719	0.05	0.0568181818181818	query_1	['GO:0006631', 'GO:0010565', 'GO:0019216']	['AKT1', 'PPARG', 'NR1H2', 'NR1H3', 'NCOR1']
729	GO:BP	GO:2000241	regulation of reproductive process	0.0013102024932524	True	"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]"	196	100	7	15719	0.07	0.0357142857142857	query_1	['GO:0022414', 'GO:0050789']	['WDR77', 'CTNNB1', 'AR', 'RBPJ', 'ESR1', 'CDKN1B', 'HDAC2']
732	GO:BP	GO:0034644	cellular response to UV	0.0013196959435105	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0009411', 'GO:0071482']	['CREBBP', 'CDKN1A', 'EP300', 'TP53', 'KDM1A']
730	GO:BP	GO:0001942	hair follicle development	0.0013196959435105	True	"""The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open."" [GOC:dph, UBERON:0002073]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0022405', 'GO:0048856', 'GO:0098773']	['CTNNB1', 'HDAC1', 'SMAD4', 'RBPJ', 'HDAC2']
731	GO:BP	GO:1901216	positive regulation of neuron death	0.0013196959435105	True	"""Any process that activates or increases the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0010942', 'GO:0070997', 'GO:1901214']	['REST', 'CDK5', 'FOXO3', 'CTNNB1', 'TP53']
733	GO:BP	GO:0072073	kidney epithelium development	0.001329135709291	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	100	6	15719	0.06	0.0431654676258992	query_1	['GO:0001822', 'GO:0060429']	['CTNNB1', 'WWTR1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
734	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	0.001329135709291	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	139	100	6	15719	0.06	0.0431654676258992	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['AKT1', 'PPARG', 'NR1H2', 'NR1H3', 'KAT2B', 'FOXO1']
736	GO:BP	GO:0060749	mammary gland alveolus development	0.0013411865135667	True	"""The progression of the mammary gland alveolus over time, from its formation to its mature state. The mammary gland alveolus is a sac-like structure that is found in the mature gland."" [GOC:dph]"	20	100	3	15719	0.03	0.15	query_1	['GO:0048856', 'GO:0061377']	['AR', 'ESR1', 'CCND1']
737	GO:BP	GO:0061377	mammary gland lobule development	0.0013411865135667	True	"""The progression of the mammary gland lobule over time, from its formation to the mature structure. A mammary gland lobule is a small rounded projection of the mammary gland."" [GOC:dph, GOC:yaf]"	20	100	3	15719	0.03	0.15	query_1	['GO:0030879', 'GO:0048856']	['AR', 'ESR1', 'CCND1']
738	GO:BP	GO:0060038	cardiac muscle cell proliferation	0.0013411865135667	True	"""The expansion of a cardiac muscle cell population by cell division."" [GOC:dph, GOC:rph, PMID:11161571]"	49	100	4	15719	0.04	0.0816326530612244	query_1	['GO:0014855', 'GO:0055017']	['RUNX1', 'RBPJ', 'CDK1', 'SKI']
739	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	0.0013411865135667	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	100	3	15719	0.03	0.15	query_1	['GO:0042770']	['CDKN1A', 'TP53', 'HIPK2']
740	GO:BP	GO:0071731	response to nitric oxide	0.0013411865135667	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus."" [GOC:mah, GOC:yaf]"	20	100	3	15719	0.03	0.15	query_1	['GO:0010035', 'GO:1901698', 'GO:1901700']	['CCNA2', 'CDK2', 'FOXO1']
735	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0013411865135667	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	100	3	15719	0.03	0.15	query_1	['GO:0030330', 'GO:0031571']	['CDKN1A', 'CDKN1B', 'TP53']
741	GO:BP	GO:0001889	liver development	0.0014201930683972	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	100	6	15719	0.06	0.0425531914893617	query_1	['GO:0048732', 'GO:0061008']	['CDKN2B', 'SMARCB1', 'PRMT5', 'RARA', 'SMAD3', 'CCND1']
742	GO:BP	GO:0030856	regulation of epithelial cell differentiation	0.0014201930683972	True	"""Any process that modulates the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	141	100	6	15719	0.06	0.0425531914893617	query_1	['GO:0030855', 'GO:0045595', 'GO:2000026']	['CDKN2B', 'NCOA3', 'CTNNB1', 'WWTR1', 'CDKN1B', 'CCND1']
745	GO:BP	GO:0030514	negative regulation of BMP signaling pathway	0.0014383182490783	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the BMP signaling pathway."" [GOC:go_curators]"	50	100	4	15719	0.04	0.08	query_1	['GO:0030509', 'GO:0030510', 'GO:0090101', 'GO:0090288']	['PPARG', 'SKI', 'SKIL', 'HIPK2']
743	GO:BP	GO:0009798	axis specification	0.0014383182490783	True	"""The establishment, maintenance and elaboration of a pattern along a line or around a point."" [GOC:dph, GOC:go_curators, GOC:isa_complete]"	91	100	5	15719	0.05	0.0549450549450549	query_1	['GO:0007389']	['WDR77', 'CTNNB1', 'SMAD2', 'SMAD4', 'SKI']
744	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	0.0014383182490783	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	91	100	5	15719	0.05	0.0549450549450549	query_1	['GO:0042127', 'GO:0061351']	['CTNNB1', 'FOXG1', 'FOXO1', 'TP53', 'KDM1A']
201	REAC	REAC:R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	0.0014461361735189	True	Association of TriC/CCT with target proteins during biosynthesis	37	99	4	10022	0.0404040404040404	0.1081081081081081	query_1	['REAC:R-HSA-390466']	['CCNE2', 'CCNE1', 'HDAC3', 'TP53']
747	GO:BP	GO:0120161	regulation of cold-induced thermogenesis	0.0014654457792972	True	"""Any process that modulates the frequency, rate or extent of cold-induced thermogenesis."" [PMID:27876809]"	142	100	6	15719	0.06	0.0422535211267605	query_1	['GO:0019222', 'GO:0051239', 'GO:0106106']	['NR1H2', 'RB1', 'NR1H3', 'RBPJ', 'HDAC3', 'KDM1A']
746	GO:BP	GO:0035051	cardiocyte differentiation	0.0014654457792972	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	142	100	6	15719	0.06	0.0422535211267605	query_1	['GO:0007507', 'GO:0030154']	['REST', 'SMAD4', 'RBPJ', 'HDAC3', 'CDK1', 'RARA']
748	GO:BP	GO:0009987	cellular process	0.0014694660554041	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	100	100	15719	1.0	0.006899406651028	query_1	['GO:0008150']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
202	REAC	REAC:R-HSA-159418	Recycling of bile acids and salts	0.0014895714961857	True	Recycling of bile acids and salts	16	99	3	10022	0.0303030303030303	0.1875	query_1	['REAC:R-HSA-194068']	['RXRA', 'NCOA2', 'NCOA1']
751	GO:BP	GO:0001657	ureteric bud development	0.0015013073869815	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	92	100	5	15719	0.05	0.0543478260869565	query_1	['GO:0072164']	['CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
750	GO:BP	GO:0022404	molting cycle process	0.0015013073869815	True	"""A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin."" [GOC:isa_complete]"	92	100	5	15719	0.05	0.0543478260869565	query_1	['GO:0032501', 'GO:0042303']	['CTNNB1', 'HDAC1', 'SMAD4', 'RBPJ', 'HDAC2']
749	GO:BP	GO:0022405	hair cycle process	0.0015013073869815	True	"""A multicellular organismal process involved in the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:isa_complete]"	92	100	5	15719	0.05	0.0543478260869565	query_1	['GO:0022404', 'GO:0042633']	['CTNNB1', 'HDAC1', 'SMAD4', 'RBPJ', 'HDAC2']
752	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.0015056769950278	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	494	100	11	15719	0.11	0.0222672064777327	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['AKT1', 'PPARG', 'HDAC1', 'CDKN2D', 'SMAD4', 'GPS2', 'NCOR1', 'HDAC3', 'ESR1', 'FOXO1', 'KDM1A']
755	GO:BP	GO:0106106	cold-induced thermogenesis	0.0015057431590497	True	"""The process by which heat is generated by increasing metabolism in response to cold ambient temperatures in order to maintain a stable core body temperature."" [PMID:27876809]"	143	100	6	15719	0.06	0.0419580419580419	query_1	['GO:0001659', 'GO:1990845']	['NR1H2', 'RB1', 'NR1H3', 'RBPJ', 'HDAC3', 'KDM1A']
