Cockayne syndrome type 3	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
222	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	3.0126910074776355e-11	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	102	7	17376	0.0686274509803921	0.4666666666666667	query_1	['GO:0006270', 'GO:0090329']	['MCM6', 'GMNN', 'MCM7', 'CDT1', 'MCM4', 'CDK2', 'MCM2']
223	REAC	REAC:R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	3.0908199764612575e-11	True	FOXO-mediated transcription of cell cycle genes	17	102	7	17376	0.0686274509803921	0.4117647058823529	query_1	['REAC:R-HSA-9614085']	['RBL2', 'CDKN1A', 'SMAD2', 'SMAD4', 'FOXO1', 'CDKN1B', 'SMAD3']
224	GO:BP	GO:0006468	protein phosphorylation	3.0919219548650667e-11	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1479	102	34	17376	0.3333333333333333	0.0229885057471264	query_1	['GO:0016310', 'GO:0036211']	['PKMYT1', 'CDKN2B', 'CDC25B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDC6', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD2', 'SMAD4', 'CCND2', 'ERCC6', 'MNAT1', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'CDK6', 'CCND1']
225	GO:BP	GO:1901576	organic substance biosynthetic process	3.750221384500683e-11	True	"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	5345	102	66	17376	0.6470588235294118	0.0123479887745556	query_1	['GO:0009058', 'GO:0071704']	['CUL3', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'VCP', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDKN2D', 'PCGF6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
226	REAC	REAC:R-HSA-9711123	Cellular response to chemical stress	3.760701935300776e-11	True	Cellular response to chemical stress	187	102	14	17376	0.1372549019607843	0.0748663101604278	query_1	['REAC:R-HSA-2262752']	['CUL3', 'AKT1', 'MYC', 'CREBBP', 'VCP', 'RBX1', 'BTRC', 'SKP1', 'EP300', 'UFD1', 'CDKN2A', 'SKP2', 'NPLOC4', 'CUL1']
227	GO:BP	GO:0000086	G2/M transition of mitotic cell cycle	3.860681047049883e-11	True	"""The mitotic cell cycle transition by which a cell in G2 commits to M phase. The process begins when the kinase activity of M cyclin/CDK complex reaches a threshold high enough for the cell cycle to proceed. This is accomplished by activating a positive feedback loop that results in the accumulation of unphosphorylated and active M cyclin/CDK complex."" [GOC:mtg_cell_cycle]"	139	102	13	17376	0.1274509803921568	0.0935251798561151	query_1	['GO:0044772', 'GO:0044839']	['PKMYT1', 'CDC25B', 'CCNB1', 'CDC6', 'CDKN1A', 'CCNA2', 'CDK1', 'CDKN2A', 'CDK2', 'ORC1', 'SKP2', 'CDK4', 'CCND1']
228	GO:BP	GO:0010467	gene expression	4.850498815156325e-11	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5526	102	67	17376	0.6568627450980392	0.0121245023525153	query_1	['GO:0043170']	['CUL3', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'PCGF6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'EP300', 'UFD1', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'L3MBTL2', 'NPLOC4', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
229	GO:BP	GO:0009416	response to light stimulus	5.201662811532914e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	304	102	17	17376	0.1666666666666666	0.0559210526315789	query_1	['GO:0009314']	['AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CDK5', 'DDB1', 'RBX1', 'CDKN2D', 'PCNA', 'CDKN1A', 'EP300', 'ERCC6', 'ERCC8', 'TP53', 'CUL4A', 'CCND1']
230	REAC	REAC:R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	5.25264515841776e-11	True	Drug-mediated inhibition of CDK4/CDK6 activity	5	102	5	17376	0.0490196078431372	1.0	query_1	['REAC:R-HSA-69231']	['CCND2', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
231	GO:BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	5.4088760728316295e-11	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	178	102	14	17376	0.1372549019607843	0.0786516853932584	query_1	['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']	['CDKN2B', 'CCNB1', 'RBL1', 'RBL2', 'RB1', 'CDT1', 'CDC6', 'CDKN1A', 'CDK1', 'CDK2', 'ORC1', 'CDKN1B', 'TP53', 'CCND1']
232	GO:CC	GO:0031519	PcG protein complex	5.550391611445589e-11	True	"""A chromatin-associated multiprotein complex containing Polycomb Group proteins. In Drosophila, Polycomb group proteins are involved in the long-term maintenance of gene repression, and PcG protein complexes associate with Polycomb group response elements (PREs) in target genes to regulate higher-order chromatin structure."" [PMID:9372908]"	47	102	9	17376	0.088235294117647	0.1914893617021276	query_1	['GO:0140513']	['BMI1', 'RING1', 'PHC1', 'PCGF6', 'SKP1', 'RYBP', 'PCGF2', 'RNF2', 'PHC3']
233	GO:BP	GO:0006915	apoptotic process	5.865511989439266e-11	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1798	102	37	17376	0.3627450980392157	0.0205784204671857	query_1	['GO:0012501']	['CUL3', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'VCP', 'MAX', 'TFDP1', 'RB1', 'HDAC1', 'DDB1', 'CDKN2D', 'UBD', 'CDK5R1', 'CDKN1A', 'E2F2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'ERCC6', 'MNAT1', 'CDK1', 'CDKN2A', 'MCM2', 'PCGF2', 'ESR1', 'FOXO1', 'COPS5', 'SKP2', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CUL4A', 'CCND1']
234	GO:BP	GO:0009058	biosynthetic process	6.725659615321989e-11	True	"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	5412	102	66	17376	0.6470588235294118	0.0121951219512195	query_1	['GO:0008152']	['CUL3', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CKS1B', 'SERTAD1', 'GMNN', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'VCP', 'CDK7', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'PHC1', 'CCNE1', 'DDB1', 'CDKN2D', 'PCGF6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'E2F5', 'CCNA2', 'E2F2', 'CCNH', 'SMAD2', 'RYBP', 'NEDD8', 'SMAD4', 'E2F6', 'EP300', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'CDK6', 'CCND1', 'ORC2', 'PHC3']
235	REAC	REAC:R-HSA-5688426	Deubiquitination	6.745864806791304e-11	True	Deubiquitination	282	102	16	17376	0.1568627450980392	0.0567375886524822	query_1	['REAC:R-HSA-597592']	['MYC', 'DDB2', 'VCP', 'CCNA1', 'CCNA2', 'USP24', 'SMAD2', 'NEDD8', 'SMAD4', 'EP300', 'UFD1', 'CDK1', 'ESR1', 'SKP2', 'TP53', 'SMAD3']
236	GO:BP	GO:0033522	histone H2A ubiquitination	6.993925753444307e-11	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	102	8	17376	0.0784313725490196	0.2857142857142857	query_1	['GO:0016574']	['BMI1', 'CUL4B', 'DDB2', 'RING1', 'DDB1', 'PCGF6', 'PCGF2', 'RNF2']
237	REAC	REAC:R-HSA-5633007	Regulation of TP53 Activity	7.809545036430914e-11	True	Regulation of TP53 Activity	160	102	13	17376	0.1274509803921568	0.08125	query_1	['REAC:R-HSA-3700989']	['AKT1', 'CDK5', 'EHMT2', 'CCNA1', 'HDAC1', 'CDK5R1', 'CCNA2', 'EP300', 'EHMT1', 'CDK1', 'CDKN2A', 'CDK2', 'TP53']
238	GO:BP	GO:0016570	histone modification	9.467076139969268e-11	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	477	102	20	17376	0.196078431372549	0.0419287211740041	query_1	['GO:0036211']	['BMI1', 'CUL4B', 'DDB2', 'CREBBP', 'CDK5', 'EHMT2', 'RING1', 'HDAC1', 'PHC1', 'DDB1', 'PCGF6', 'SMAD4', 'EP300', 'ERCC6', 'EHMT1', 'CDK1', 'CDK2', 'PCGF2', 'RNF2', 'TP53']
239	GO:BP	GO:0048145	regulation of fibroblast proliferation	9.467076139969268e-11	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	102	11	17376	0.1078431372549019	0.1235955056179775	query_1	['GO:0042127', 'GO:0048144']	['BMI1', 'MYC', 'CCNB1', 'CDC6', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'TP53', 'CDK6']
240	GO:BP	GO:0034644	cellular response to UV	1.0575777028547374e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	90	102	11	17376	0.1078431372549019	0.1222222222222222	query_1	['GO:0009411', 'GO:0071482']	['CUL4B', 'MYC', 'DDB2', 'CREBBP', 'DDB1', 'RBX1', 'PCNA', 'CDKN1A', 'EP300', 'TP53', 'CUL4A']
241	GO:BP	GO:0012501	programmed cell death	1.297370658527584e-10	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1849	102	37	17376	0.3627450980392157	0.0200108166576527	query_1	['GO:0008219']	['CUL3', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'VCP', 'MAX', 'TFDP1', 'RB1', 'HDAC1', 'DDB1', 'CDKN2D', 'UBD', 'CDK5R1', 'CDKN1A', 'E2F2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'ERCC6', 'MNAT1', 'CDK1', 'CDKN2A', 'MCM2', 'PCGF2', 'ESR1', 'FOXO1', 'COPS5', 'SKP2', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CUL4A', 'CCND1']
242	GO:BP	GO:0016574	histone ubiquitination	1.4651109873930872e-10	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	102	9	17376	0.088235294117647	0.1914893617021276	query_1	['GO:0016567', 'GO:0016570']	['BMI1', 'CUL4B', 'DDB2', 'RING1', 'PHC1', 'DDB1', 'PCGF6', 'PCGF2', 'RNF2']
243	GO:BP	GO:0010390	histone monoubiquitination	1.6730192750655808e-10	True	"""The modification of histones by addition of a single ubiquitin group."" [PMID:17329563]"	31	102	8	17376	0.0784313725490196	0.2580645161290322	query_1	['GO:0006513', 'GO:0016574']	['BMI1', 'CUL4B', 'DDB2', 'RING1', 'DDB1', 'PCGF6', 'PCGF2', 'RNF2']
244	GO:BP	GO:0045787	positive regulation of cell cycle	2.0475064318266279e-10	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	333	102	17	17376	0.1666666666666666	0.051051051051051	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['CUL3', 'CDC25B', 'AKT1', 'CUL4B', 'CCNB1', 'TFDP1', 'RB1', 'CDT1', 'CDC6', 'CCND2', 'MNAT1', 'CDK1', 'CCND3', 'CDK4', 'CDKN1B', 'CUL4A', 'CCND1']
245	REAC	REAC:R-HSA-8939243	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	2.2503739033193604e-10	True	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	36	102	8	17376	0.0784313725490196	0.2222222222222222	query_1	['REAC:R-HSA-8878171']	['BMI1', 'RING1', 'PHC1', 'RYBP', 'EP300', 'YAF2', 'RNF2', 'PHC3']
246	REAC	REAC:R-HSA-8849470	PTK6 Regulates Cell Cycle	2.9718205190227747e-10	True	PTK6 Regulates Cell Cycle	6	102	5	17376	0.0490196078431372	0.8333333333333334	query_1	['REAC:R-HSA-8848021']	['CCNE1', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
247	GO:CC	GO:0005829	cytosol	3.2651116226366545e-10	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5248	102	63	17376	0.6176470588235294	0.0120045731707317	query_1	['GO:0005737', 'GO:0110165']	['CUL3', 'PKMYT1', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'CREBBP', 'GMNN', 'CDK5', 'MCM7', 'VCP', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'CCNE1', 'CCNB2', 'RBX1', 'CDKN2D', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'CDKN1A', 'ORC5', 'CCNA2', 'USP24', 'SMAD2', 'SKP1', 'NEDD8', 'SMAD4', 'EP300', 'UFD1', 'CCND2', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'CDK2', 'ORC1', 'YAF2', 'ESR1', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'NPLOC4', 'CDK4', 'CDKN1B', 'ORC6', 'CUL1', 'TP53', 'SMAD3', 'NUB1', 'CDK6', 'ORC4', 'CCND1']
248	GO:BP	GO:0090068	positive regulation of cell cycle process	3.8653215650881015e-10	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	250	102	15	17376	0.1470588235294117	0.06	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['CUL3', 'CDC25B', 'AKT1', 'CUL4B', 'CCNB1', 'TFDP1', 'RB1', 'CDT1', 'CDC6', 'CCND2', 'CDK1', 'CCND3', 'CDK4', 'CUL4A', 'CCND1']
249	REAC	REAC:R-HSA-157118	Signaling by NOTCH	4.457869900993336e-10	True	Signaling by NOTCH	226	102	14	17376	0.1372549019607843	0.0619469026548672	query_1	['REAC:R-HSA-162582']	['AKT1', 'MYC', 'CREBBP', 'TFDP1', 'HDAC1', 'RBX1', 'SKP1', 'EP300', 'E2F1', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CCND1']
250	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	4.581113980518941e-10	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	102	10	17376	0.0980392156862745	0.119047619047619	query_1	['REAC:R-HSA-5696398']	['CUL4B', 'DDB2', 'CDK7', 'DDB1', 'RBX1', 'PCNA', 'CCNH', 'MNAT1', 'COPS5', 'CUL4A']
251	GO:BP	GO:0031570	DNA integrity checkpoint signaling	4.77887182161476e-10	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	135	102	12	17376	0.1176470588235294	0.0888888888888888	query_1	['GO:0000075']	['CDT1', 'CDC6', 'CDKN1A', 'E2F1', 'ERCC6', 'CDK1', 'CDK2', 'ORC1', 'CDKN1B', 'TP53', 'CUL4A', 'CCND1']
252	REAC	REAC:R-HSA-162582	Signal Transduction	4.896514100892705e-10	True	Signal Transduction	2436	102	41	17376	0.4019607843137255	0.0168308702791461	query_1	['REAC:0000000']	['CUL3', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'E2F4', 'VCP', 'RBL1', 'TFDP1', 'RING1', 'HDAC1', 'PHC1', 'CCNE1', 'RBX1', 'BTRC', 'CDK5R1', 'CDKN1A', 'E2F5', 'SMAD2', 'SKP1', 'NEDD8', 'SMAD4', 'EP300', 'E2F1', 'CDK1', 'CDK2', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CCND1', 'PHC3']
253	GO:BP	GO:0006511	ubiquitin-dependent protein catabolic process	5.920039779336047e-10	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]"	660	102	22	17376	0.2156862745098039	0.0333333333333333	query_1	['GO:0019941']	['CUL3', 'AKT1', 'CUL4B', 'VCP', 'DDB1', 'RBX1', 'UBD', 'BTRC', 'USP24', 'SKP1', 'RYBP', 'NEDD8', 'UFD1', 'CDKN2A', 'CDK2', 'UBE2W', 'ERCC8', 'SKP2', 'NPLOC4', 'CUL1', 'CUL4A', 'NUB1']
254	REAC	REAC:R-HSA-3899300	SUMOylation of transcription cofactors	6.502882875534286e-10	True	SUMOylation of transcription cofactors	41	102	8	17376	0.0784313725490196	0.1951219512195122	query_1	['REAC:R-HSA-3108232']	['BMI1', 'CREBBP', 'RING1', 'PHC1', 'EP300', 'PCGF2', 'RNF2', 'PHC3']
255	GO:BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	6.633365962737834e-10	True	"""Any process that regulates transcription such that the target genes are involved in the transition between G1 and S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	22	102	7	17376	0.0686274509803921	0.3181818181818182	query_1	['GO:0000082', 'GO:0006355', 'GO:1903047']	['CDK5', 'E2F4', 'TFDP1', 'RB1', 'E2F2', 'E2F6', 'E2F1']
256	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	6.788325872740181e-10	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1959	102	37	17376	0.3627450980392157	0.0188871873404798	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['AKT1', 'MYC', 'CREBBP', 'SERTAD1', 'E2F4', 'VCP', 'CDK7', 'MAX', 'TFDP1', 'RB1', 'HDAC1', 'CDT1', 'BTRC', 'PCNA', 'E2F5', 'CCNA2', 'E2F2', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'E2F1', 'ERCC6', 'MGA', 'CDK1', 'CAND1', 'CDKN2A', 'CDK2', 'SP1', 'YAF2', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'TP53', 'TFDP2', 'SMAD3']
257	REAC	REAC:R-HSA-453276	Regulation of mitotic cell cycle	6.987426474824405e-10	True	Regulation of mitotic cell cycle	88	102	10	17376	0.0980392156862745	0.1136363636363636	query_1	['REAC:R-HSA-69278']	['CCNB1', 'CCNA1', 'RB1', 'BTRC', 'CCNA2', 'SKP1', 'CDK1', 'CDK2', 'SKP2', 'CUL1']
258	REAC	REAC:R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	6.987426474824405e-10	True	APC/C-mediated degradation of cell cycle proteins	88	102	10	17376	0.0980392156862745	0.1136363636363636	query_1	['REAC:R-HSA-453276']	['CCNB1', 'CCNA1', 'RB1', 'BTRC', 'CCNA2', 'SKP1', 'CDK1', 'CDK2', 'SKP2', 'CUL1']
259	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	7.481863168010147e-10	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	102	11	17376	0.1078431372549019	0.1018518518518518	query_1	['GO:0044839', 'GO:1901987']	['CDC25B', 'CCNB1', 'CDC6', 'CDKN1A', 'CDK1', 'CDKN2A', 'CDK2', 'ORC1', 'CDK4', 'TP53', 'CCND1']
260	GO:BP	GO:0019941	modification-dependent protein catabolic process	7.698445940392039e-10	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]"	670	102	22	17376	0.2156862745098039	0.0328358208955223	query_1	['GO:0043632', 'GO:0051603']	['CUL3', 'AKT1', 'CUL4B', 'VCP', 'DDB1', 'RBX1', 'UBD', 'BTRC', 'USP24', 'SKP1', 'RYBP', 'NEDD8', 'UFD1', 'CDKN2A', 'CDK2', 'UBE2W', 'ERCC8', 'SKP2', 'NPLOC4', 'CUL1', 'CUL4A', 'NUB1']
261	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	8.590665998951051e-10	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	102	10	17376	0.0980392156862745	0.1234567901234567	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['CDKN2B', 'RBL1', 'RBL2', 'RB1', 'CDKN2D', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
262	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	9.421090802481711e-10	True	Formation of Incision Complex in GG-NER	43	102	8	17376	0.0784313725490196	0.1860465116279069	query_1	['REAC:R-HSA-5696399']	['CUL4B', 'DDB2', 'CDK7', 'DDB1', 'RBX1', 'CCNH', 'MNAT1', 'CUL4A']
263	GO:BP	GO:0043632	modification-dependent macromolecule catabolic process	1.069103354687325e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, initiated by covalent modification of the target molecule."" [GOC:jl]"	682	102	22	17376	0.2156862745098039	0.032258064516129	query_1	['GO:0009057']	['CUL3', 'AKT1', 'CUL4B', 'VCP', 'DDB1', 'RBX1', 'UBD', 'BTRC', 'USP24', 'SKP1', 'RYBP', 'NEDD8', 'UFD1', 'CDKN2A', 'CDK2', 'UBE2W', 'ERCC8', 'SKP2', 'NPLOC4', 'CUL1', 'CUL4A', 'NUB1']
264	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	1.111629210571781e-09	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	225	102	14	17376	0.1372549019607843	0.0622222222222222	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['CDKN2B', 'CCNB1', 'RBL1', 'RBL2', 'RB1', 'CDT1', 'CDC6', 'CDKN1A', 'CDK1', 'CDK2', 'ORC1', 'CDKN1B', 'TP53', 'CCND1']
265	REAC	REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	1.142357192838255e-09	True	p53-Dependent G1 DNA Damage Response	66	102	9	17376	0.088235294117647	0.1363636363636363	query_1	['REAC:R-HSA-69580']	['CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53']
266	REAC	REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	1.142357192838255e-09	True	p53-Dependent G1/S DNA damage checkpoint	66	102	9	17376	0.088235294117647	0.1363636363636363	query_1	['REAC:R-HSA-69615']	['CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53']
267	REAC	REAC:R-HSA-4655427	SUMOylation of DNA methylation proteins	1.177623808815987e-09	True	SUMOylation of DNA methylation proteins	15	102	6	17376	0.0588235294117647	0.4	query_1	['REAC:R-HSA-3108232']	['BMI1', 'RING1', 'PHC1', 'PCGF2', 'RNF2', 'PHC3']
268	GO:BP	GO:0008284	positive regulation of cell population proliferation	1.234007069628482e-09	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	102	25	17376	0.2450980392156862	0.0275027502750275	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['CUL3', 'CDC25B', 'BMI1', 'AKT1', 'MYC', 'SERTAD1', 'CCNB1', 'HDAC1', 'CCNE1', 'CDC6', 'CDKN1A', 'CCNA2', 'SMAD4', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'CDK2', 'SP1', 'ESR1', 'CDK4', 'CDKN1B', 'CUL4A', 'CDK6', 'CCND1']
