Vogt-Koyanagi-Harada disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
55	GO:BP	GO:0007165	signal transduction	3.354935711500424e-22	True	"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]"	5252	101	83	15719	0.8217821782178217	0.0158035034272658	query_1	['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'TICAM2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'UBE2N', 'TNFAIP3', 'CDC37']
56	GO:BP	GO:0007166	cell surface receptor signaling pathway	3.945696446496067e-22	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	101	62	15719	0.6138613861386139	0.023502653525398	query_1	['GO:0007165']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'TRAF3', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'CFLAR', 'TRADD', 'IRAK1', 'MALT1', 'TICAM2', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TICAM1', 'FBXW7', 'BCL10', 'CD14', 'UBE2N', 'TNFAIP3', 'CDC37']
57	GO:BP	GO:0007154	cell communication	4.886680611771093e-22	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5768	101	86	15719	0.8514851485148515	0.0149098474341192	query_1	['GO:0009987']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'TICAM2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'UBE2N', 'TNFAIP3', 'CDC37']
33	REAC	REAC:R-HSA-448424	Interleukin-17 signaling	5.71405905289508e-22	True	Interleukin-17 signaling	71	96	19	10022	0.1979166666666666	0.2676056338028169	query_1	['REAC:R-HSA-449147']	['MAP3K8', 'UBE2V1', 'CHUK', 'TAB2', 'IKBKB', 'BTRC', 'IRAK2', 'NFKB1', 'TNIP2', 'SKP1', 'IRAK1', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3', 'CUL1', 'UBE2N']
34	REAC	REAC:R-HSA-2871837	FCERI mediated NF-kB activation	8.174496444843553e-22	True	FCERI mediated NF-kB activation	86	96	20	10022	0.2083333333333333	0.2325581395348837	query_1	['REAC:R-HSA-2454202']	['CARD11', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'NFKBIA', 'TAB3', 'CUL1', 'BCL10', 'UBE2N']
58	GO:BP	GO:0023052	signaling	1.1134044361030012e-21	True	"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]"	5663	101	85	15719	0.8415841584158416	0.015009712166696	query_1	['GO:0050789']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'TICAM2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'UBE2N', 'TNFAIP3', 'CDC37']
59	GO:BP	GO:0002224	toll-like receptor signaling pathway	1.3534134439142265e-21	True	"""The series of molecular signals initiated by a ligand binding to a toll-like receptor of a target cell. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]"	66	101	17	15719	0.1683168316831683	0.2575757575757575	query_1	['GO:0002221']	['MYD88', 'TRAF3', 'SARM1', 'IRAK3', 'TLR4', 'IRAK4', 'IRAK2', 'IRF7', 'IRAK1', 'TNIP1', 'TICAM2', 'BIRC3', 'MAP3K7', 'TRAF6', 'BIRC2', 'TICAM1', 'BCL10']
60	GO:BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	1.6955541893528718e-21	True	"""The series of molecular signals initiated by tumor necrosis factor binding to its receptor on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	100	101	19	15719	0.1881188118811881	0.19	query_1	['GO:0019221', 'GO:0071356']	['SHARPIN', 'HSPA1A', 'TNFRSF1B', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TNFAIP3']
61	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	1.713719460237353e-21	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	101	68	15719	0.6732673267326733	0.0202260559190957	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['CUL3', 'PTPN22', 'CARD11', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'SKP1', 'CFLAR', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'DNAJA4', 'TICAM2', 'HSP90AA1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'UBE2N', 'TNFAIP3']
35	REAC	REAC:R-HSA-937041	IKK complex recruitment mediated by RIP1	1.5641828838523315e-20	True	IKK complex recruitment mediated by RIP1	22	96	13	10022	0.1354166666666666	0.5909090909090909	query_1	['REAC:R-HSA-937061']	['UBE2V1', 'CHUK', 'IKBKB', 'TLR4', 'RIPK1', 'TICAM2', 'IKBKG', 'BIRC3', 'TRAF6', 'BIRC2', 'TICAM1', 'CD14', 'UBE2N']
36	REAC	REAC:R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	2.045329204468089e-20	True	TNFR2 non-canonical NF-kB pathway	100	96	20	10022	0.2083333333333333	0.2	query_1	['REAC:R-HSA-1280215']	['TNFRSF1B', 'MAP3K14', 'TRAF3', 'CHUK', 'TNFRSF1A', 'FASLG', 'BTRC', 'TNF', 'LTA', 'SKP1', 'TNFSF14', 'LTB', 'NFKB2', 'FBXW11', 'BIRC3', 'TRAF2', 'LTBR', 'RELB', 'BIRC2', 'CUL1']
62	GO:BP	GO:0070887	cellular response to chemical stimulus	4.8385853901894715e-20	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2579	101	59	15719	0.5841584158415841	0.0228770841411399	query_1	['GO:0042221', 'GO:0051716']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'OPTN', 'RAB8A', 'TRAF3', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'TNFAIP3', 'CDC37']
63	GO:BP	GO:0032496	response to lipopolysaccharide	4.8938771579058154e-20	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:add, ISBN:0721601464]"	321	101	26	15719	0.2574257425742574	0.0809968847352024	query_1	['GO:0002237', 'GO:0033993', 'GO:1901700']	['PTPN22', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'IRAK3', 'TAB2', 'RELA', 'FASLG', 'TLR4', 'TNF', 'IRAK2', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'TRAF6', 'NFKBIA', 'CASP8', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
64	GO:BP	GO:0002237	response to molecule of bacterial origin	1.6656955743117798e-19	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]"	337	101	26	15719	0.2574257425742574	0.0771513353115727	query_1	['GO:0009617', 'GO:0010033', 'GO:0043207']	['PTPN22', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'IRAK3', 'TAB2', 'RELA', 'FASLG', 'TLR4', 'TNF', 'IRAK2', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'TRAF6', 'NFKBIA', 'CASP8', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
65	GO:BP	GO:0001817	regulation of cytokine production	1.937409980257766e-19	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	709	101	34	15719	0.3366336633663366	0.0479548660084626	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['PTPN22', 'CARD11', 'HSPA1A', 'TNFRSF1B', 'MYD88', 'TRAF3', 'IRAK3', 'HSP90AB1', 'CHUK', 'RELA', 'TLR4', 'TBK1', 'TNF', 'FADD', 'IRF7', 'NFKB1', 'PELI1', 'LTA', 'RIPK1', 'IRAK1', 'MALT1', 'LTB', 'TICAM2', 'HSP90AA1', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'CASP8', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
66	GO:BP	GO:0001816	cytokine production	2.3852971651579695e-19	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	101	34	15719	0.3366336633663366	0.0476190476190476	query_1	['GO:0010467', 'GO:0032501']	['PTPN22', 'CARD11', 'HSPA1A', 'TNFRSF1B', 'MYD88', 'TRAF3', 'IRAK3', 'HSP90AB1', 'CHUK', 'RELA', 'TLR4', 'TBK1', 'TNF', 'FADD', 'IRF7', 'NFKB1', 'PELI1', 'LTA', 'RIPK1', 'IRAK1', 'MALT1', 'LTB', 'TICAM2', 'HSP90AA1', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'CASP8', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
67	GO:BP	GO:0008219	cell death	2.9832057583815534e-19	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	101	52	15719	0.5148514851485149	0.0258577821979114	query_1	['GO:0009987']	['CUL3', 'SHARPIN', 'CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'OPTN', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'FASLG', 'IKBKE', 'TLR4', 'RBCK1', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'TNFAIP3']
68	GO:BP	GO:0065009	regulation of molecular function	3.16026261112084e-19	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	101	57	15719	0.5643564356435643	0.0229838709677419	query_1	['GO:0065007']	['PTPN22', 'CARD11', 'TANK', 'HSPA1A', 'GSK3B', 'NFKBIE', 'MYD88', 'NFKBIB', 'UBE2V1', 'TRAF3', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'TLR4', 'RBCK1', 'BTRC', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'NFKB1', 'PELI1', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TBC1D17', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'UBE2N', 'TNFAIP3', 'CDC37']
37	REAC	REAC:R-HSA-1169091	Activation of NF-kappaB in B cells	3.2542226834251263e-19	True	Activation of NF-kappaB in B cells	67	96	17	10022	0.1770833333333333	0.2537313432835821	query_1	['REAC:R-HSA-1168372']	['CARD11', 'NFKBIE', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'MAP3K7', 'REL', 'NFKBIA', 'CUL1', 'BCL10']
69	GO:BP	GO:0002753	cytosolic pattern recognition receptor signaling pathway	3.8141153038837183e-19	True	"""The series of molecular signals initiated by the binding of a ligand from another organism to a cytosolic pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967, PMID:17328678, PMID:18272355, PMID:19531363, PMID:21187438]"	90	101	17	15719	0.1683168316831683	0.1888888888888888	query_1	['GO:0002221', 'GO:0030522']	['PTPN22', 'HSPA1A', 'MYD88', 'RELA', 'TLR4', 'IRAK4', 'TNF', 'IRF7', 'TNIP2', 'PELI1', 'IRAK1', 'BIRC3', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA', 'TNFAIP3']
38	REAC	REAC:R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	5.778222372333129e-19	True	Caspase activation via Death Receptors in the presence of ligand	15	96	11	10022	0.1145833333333333	0.7333333333333333	query_1	['REAC:R-HSA-5357769']	['FASLG', 'TLR4', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TICAM2', 'TRAF2', 'CASP8', 'TICAM1', 'CD14']
70	GO:BP	GO:0009617	response to bacterium	5.793972920202626e-19	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	681	101	33	15719	0.3267326732673267	0.0484581497797356	query_1	['GO:0051707']	['PTPN22', 'SHARPIN', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'OPTN', 'IRAK3', 'TNFRSF1A', 'TAB2', 'RELA', 'FKBP5', 'FASLG', 'TLR4', 'RBCK1', 'TBK1', 'TNF', 'RNF31', 'IRAK2', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'TRAF6', 'NFKBIA', 'CASP8', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
71	GO:BP	GO:0048522	positive regulation of cellular process	8.0269964788854115e-19	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	101	79	15719	0.7821782178217822	0.0151167240719479	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'DNAJA2', 'FASLG', 'IKBKE', 'TLR4', 'IRAK4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'TICAM2', 'HSP90AA1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3']
39	REAC	REAC:R-HSA-202403	TCR signaling	8.984367579472362e-19	True	TCR signaling	120	96	20	10022	0.2083333333333333	0.1666666666666666	query_1	['REAC:R-HSA-1280218']	['PTPN22', 'CARD11', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'FYB1', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA', 'CUL1', 'BCL10', 'UBE2N']
40	REAC	REAC:R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	9.667222654832969e-19	True	ZBP1(DAI) mediated induction of type I IFNs	21	96	12	10022	0.125	0.5714285714285714	query_1	['REAC:R-HSA-1834949']	['MYD88', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'TBK1', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'NFKBIA', 'TICAM1']
72	GO:BP	GO:0012501	programmed cell death	2.7541720459913963e-18	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	101	49	15719	0.4851485148514851	0.0264864864864864	query_1	['GO:0008219']	['CUL3', 'SHARPIN', 'CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'FASLG', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'TNFAIP3']
73	GO:BP	GO:0034612	response to tumor necrosis factor	4.372130141812904e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	237	101	22	15719	0.2178217821782178	0.0928270042194092	query_1	['GO:0034097']	['SHARPIN', 'TANK', 'HSPA1A', 'TNFRSF1B', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'NFKB1', 'RIPK1', 'TRADD', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'CD14', 'TNFAIP3']
74	GO:BP	GO:0042221	response to chemical	4.468027795764309e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3611	101	66	15719	0.6534653465346535	0.0182774854610911	query_1	['GO:0050896']	['CUL3', 'PTPN22', 'SHARPIN', 'STIP1', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'OPTN', 'RAB8A', 'TRAF3', 'SARM1', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'HSP90AA1', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'TNFAIP3', 'CDC37']
41	REAC	REAC:R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	4.789269903884961e-18	True	RIP-mediated NFkB activation via ZBP1	17	96	11	10022	0.1145833333333333	0.6470588235294118	query_1	['REAC:R-HSA-1606322']	['MYD88', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'NFKBIA', 'TICAM1']
43	REAC	REAC:R-HSA-5602358	Diseases associated with the TLR signaling cascade	4.9497089810881654e-18	True	Diseases associated with the TLR signaling cascade	31	96	13	10022	0.1354166666666666	0.4193548387096774	query_1	['REAC:R-HSA-5260271']	['MYD88', 'TRAF3', 'CHUK', 'RELA', 'IKBKB', 'TLR4', 'IRAK4', 'NFKB1', 'NFKB2', 'IKBKG', 'NFKBIA', 'TICAM1', 'CD14']
