Cluster	HPO ID	Phenotype	p-value	Corrected p-value
3	HP:0001030	Fragile skin	1.0	1.0
3	HP:0030838	Hip pain	1.0	1.0
3	HP:0000174	Abnormal palate morphology	0.056313587641837984	0.4465798461829477
3	HP:0100321	Abnormal dentate nucleus morphology	1.0	1.0
3	HP:0003298	Spina bifida occulta	1.0	1.0
3	HP:0007366	Atrophy/Degeneration affecting the brainstem	1.0	1.0
3	HP:0002242	Abnormal intestine morphology	0.23464911755063708	1.0
3	HP:0000969	Edema	0.6331845153085429	1.0
3	HP:0040019	Finger clinodactyly	1.0	1.0
3	HP:0011040	Abnormal intrahepatic bile duct morphology	1.0	1.0
3	HP:0008070	Sparse hair	0.0003425552224371784	0.02920283271276946
3	HP:0006248	Limited wrist movement	1.0	1.0
3	HP:0410219	Hypoplasia of mandible relative to maxilla	0.002111684655091506	0.07916652489459763
3	HP:0003160	Abnormal isoelectric focusing of serum transferrin	1.0	1.0
3	HP:0012393	Allergy	0.051617582418253864	0.4221324445209327
3	HP:0100512	Low levels of vitamin D	1.0	1.0
3	HP:0003422	Vertebral segmentation defect	1.0	1.0
3	HP:0001654	Abnormal heart valve morphology	1.0	1.0
3	HP:0000505	Visual impairment	0.7126890812937758	1.0
3	HP:0000464	Abnormality of the neck	0.2509849128515476	1.0
3	HP:0000546	Retinal degeneration	0.12178714891729905	0.6950530172518656
3	HP:0012448	Delayed myelination	1.0	1.0
3	HP:0002659	Increased susceptibility to fractures	1.0	1.0
3	HP:0010719	Abnormality of hair texture	0.022955277369860607	0.2827725115079963
3	HP:0000275	Narrow face	1.0	1.0
3	HP:0200055	Small hand	1.0	1.0
3	HP:0003002	Breast carcinoma	1.0	1.0
3	HP:0002553	Highly arched eyebrow	0.0005305154901543581	0.03293598384674433
3	HP:0025428	Bronchospasm	0.01886297970230197	0.2522461207249008
3	HP:0009473	Joint contracture of the hand	0.3528662019404647	1.0
3	HP:0002353	EEG abnormality	1.0	1.0
3	HP:0008113	Multiple plantar creases	1.0	1.0
3	HP:0000798	Oligospermia	1.0	1.0
3	HP:0002745	Oral leukoplakia	1.0	1.0
3	HP:0000413	Atresia of the external auditory canal	0.07356888131339502	0.5119793577115858
3	HP:0010648	Dermal translucency	1.0	1.0
3	HP:0001181	Adducted thumb	1.0	1.0
3	HP:0004209	Clinodactyly of the 5th finger	1.0	1.0
3	HP:0005425	Recurrent sinopulmonary infections	1.0	1.0
3	HP:0002953	Vertebral compression fracture	1.0	1.0
3	HP:0006956	Lateral ventricle dilatation	1.0	1.0
3	HP:0010609	Skin tags	1.0	1.0
3	HP:0000492	Abnormal eyelid morphology	2.5439892596304634e-05	0.005290509701336004
3	HP:0006288	Advanced eruption of teeth	1.0	1.0
3	HP:0000716	Depression	1.0	1.0
3	HP:0004381	Supravalvular aortic stenosis	1.0	1.0
3	HP:0000331	Short chin	1.0	1.0
3	HP:0000818	Abnormality of the endocrine system	0.8932006760057569	1.0
3	HP:0000973	Cutis laxa	0.00792746217015035	0.16383421818310723
3	HP:0007108	Demyelinating peripheral neuropathy	1.0	1.0
3	HP:0000121	Nephrocalcinosis	1.0	1.0
3	HP:0012542	Onychauxis	1.0	1.0
3	HP:0008391	Dystrophic fingernails	0.04148778746709969	0.3650925297104773
3	HP:0001270	Motor delay	1.0	1.0
3	HP:0002239	Gastrointestinal hemorrhage	1.0	1.0
3	HP:0000200	Short lingual frenulum	1.0	1.0
3	HP:0001622	Premature birth	1.0	1.0
3	HP:0010720	Abnormal hair pattern	0.0005312255459152311	0.03293598384674433
3	HP:0002751	Kyphoscoliosis	0.17669536864465113	0.8546541944372487
3	HP:0002105	Hemoptysis	1.0	1.0
3	HP:0000752	Hyperactivity	1.0	1.0
3	HP:0000486	Strabismus	0.003099293377514731	0.10115872643535442
3	HP:0008419	Intervertebral disc degeneration	1.0	1.0
3	HP:0000509	Conjunctivitis	0.15692739183370688	0.7925348234959408
3	HP:0003079	Defective DNA repair after ultraviolet radiation damage	0.002111684655091506	0.07916652489459763
3	HP:0004326	Cachexia	1.0	1.0
3	HP:0002094	Dyspnea	1.0	1.0
3	HP:0004970	Ascending tubular aorta aneurysm	1.0	1.0
3	HP:0012706	Elevated brain choline level by MRS	1.0	1.0
3	HP:0001837	Broad toe	1.0	1.0
3	HP:0002362	Shuffling gait	1.0	1.0
3	HP:0007676	Hypoplasia of the iris	1.0	1.0
3	HP:0004785	Malrotation of colon	1.0	1.0
3	HP:0003196	Short nose	0.3369023089981331	1.0
3	HP:0002187	Intellectual disability, profound	1.0	1.0
3	HP:0000589	Coloboma	1.0	1.0
3	HP:0011170	Generalized myoclonic-atonic seizure	1.0	1.0
3	HP:0002637	Cerebral ischemia	1.0	1.0
3	HP:0011341	Long upper lip	0.014698762119411018	0.21792512533561553
3	HP:0001029	Poikiloderma	1.0	1.0
3	HP:0000679	Taurodontia	1.0	1.0
3	HP:0004334	Dermal atrophy	1.0	1.0
3	HP:0001762	Talipes equinovarus	1.0	1.0
3	HP:0002299	Brittle hair	0.04352140602268578	0.3781095402225695
3	HP:0004054	Sclerosis of hand bone	1.0	1.0
3	HP:0002509	Limb hypertonia	1.0	1.0
3	HP:0012156	Hemophagocytosis	1.0	1.0
3	HP:0001000	Abnormality of skin pigmentation	4.521999335011692e-05	0.006853341214395498
3	HP:0001310	Dysmetria	1.0	1.0
3	HP:0000958	Dry skin	0.0150347373619777	0.2205094813090063
3	HP:0100718	Uterine rupture	1.0	1.0
3	HP:0000289	Broad philtrum	0.031261930727253376	0.3182184590445791
3	HP:0002677	Small foramen magnum	1.0	1.0
3	HP:0000991	Xanthomatosis	1.0	1.0
3	HP:0011819	Submucous cleft soft palate	1.0	1.0
3	HP:0001305	Dandy-Walker malformation	1.0	1.0
3	HP:0000368	Low-set, posteriorly rotated ears	1.0	1.0
3	HP:0000402	Stenosis of the external auditory canal	1.0	1.0
3	HP:0000365	Hearing impairment	0.002394595889171827	0.0837494562264198
3	HP:0000649	Abnormality of visual evoked potentials	1.0	1.0
3	HP:0100806	Sepsis	1.0	1.0
3	HP:0000905	Progressive clavicular acroosteolysis	1.0	1.0
3	HP:0000008	Abnormal morphology of female internal genitalia	1.0	1.0
3	HP:0010566	Hamartoma	1.0	1.0
3	HP:0001597	Abnormality of the nail	0.5452920981915715	1.0
3	HP:0002910	Elevated hepatic transaminase	1.0	1.0
3	HP:0000016	Urinary retention	1.0	1.0
3	HP:0004492	Widely patent fontanelles and sutures	1.0	1.0
3	HP:0000389	Chronic otitis media	1.0	1.0
3	HP:0200134	Epileptic encephalopathy	1.0	1.0
3	HP:0007618	Subcutaneous calcification	1.0	1.0
3	HP:0025610	Posterior blepharitis	1.0	1.0
3	HP:0004305	Involuntary movements	0.7063498621459443	1.0
3	HP:0002645	Wormian bones	1.0	1.0
3	HP:0001376	Limitation of joint mobility	1.0	1.0
3	HP:0003758	Reduced subcutaneous adipose tissue	1.0	1.0
3	HP:0410263	Brain imaging abnormality	0.16955521074027516	0.8440631658749465
3	HP:0009763	Limb pain	1.0	1.0
3	HP:0100761	Visceral angiomatosis	1.0	1.0
3	HP:0012202	Increased serum bile acid concentration	1.0	1.0
3	HP:0003202	Skeletal muscle atrophy	1.0	1.0
3	HP:0002013	Vomiting	1.0	1.0
3	HP:0001647	Bicuspid aortic valve	1.0	1.0
3	HP:0008046	Abnormal retinal vascular morphology	1.0	1.0
3	HP:0100540	Palpebral edema	0.08924858965203093	0.5688554966606084
3	HP:0000020	Urinary incontinence	1.0	1.0
3	HP:0000194	Open mouth	1.0	1.0
3	HP:0030890	Hyperintensity of cerebral white matter on MRI	1.0	1.0
3	HP:0025134	Increased serum estradiol	1.0	1.0
3	HP:0004426	Abnormal cheek morphology	1.0	1.0
3	HP:0100560	Upper limb asymmetry	1.0	1.0
3	HP:0010754	Abnormality of the temporomandibular joint	1.0	1.0
3	HP:0040270	Impaired glucose tolerance	1.0	1.0
3	HP:0001508	Failure to thrive	1.0	1.0
3	HP:0001331	Absent septum pellucidum	1.0	1.0
3	HP:0000418	Narrow nasal ridge	1.0	1.0
3	HP:0011448	Ankle clonus	1.0	1.0
3	HP:0001025	Urticaria	1.0	1.0
3	HP:0007957	Corneal opacity	0.29622443744721205	1.0
3	HP:0004934	Vascular calcification	1.0	1.0
3	HP:0100872	Abnormality of the plantar skin of foot	0.24515243291671826	1.0
3	HP:0000695	Natal tooth	1.0	1.0
3	HP:0002230	Generalized hirsutism	1.0	1.0
3	HP:0010669	Hypoplasia of the zygomatic bone	0.07356888131339502	0.5119793577115858
3	HP:0000664	Synophrys	0.018298363801832564	0.24958968225699615
3	HP:0010668	Abnormal zygomatic bone morphology	0.04046998005457439	0.3607911947348985
3	HP:0000541	Retinal detachment	1.0	1.0
3	HP:0001073	Cigarette-paper scars	1.0	1.0
3	HP:0000320	Bird-like facies	0.012610767972736825	0.2123591051211485
3	HP:0000988	Skin rash	1.0	1.0
3	HP:0002665	Lymphoma	1.0	1.0
3	HP:0030318	Angular cheilitis	1.0	1.0
3	HP:0000499	Abnormal eyelash morphology	0.00020803993208612202	0.02182818979734388
3	HP:0002110	Bronchiectasis	1.0	1.0
3	HP:0001892	Abnormal bleeding	1.0	1.0
3	HP:0000023	Inguinal hernia	1.0	1.0
3	HP:0009928	Thick nasal alae	0.04959927034489474	0.415051562886113
3	HP:0100769	Synovitis	1.0	1.0
3	HP:0001105	Retinal atrophy	1.0	1.0
3	HP:0001561	Polyhydramnios	1.0	1.0
3	HP:0001596	Alopecia	0.05199285240433775	0.4221324445209327
3	HP:0004313	Decreased circulating antibody level	0.15874175182258699	0.7931272874945372
3	HP:0002017	Nausea and vomiting	1.0	1.0
3	HP:0007776	Sparse lower eyelashes	0.0042194046358716465	0.10943087844821187
3	HP:0003134	Abnormality of peripheral nerve conduction	1.0	1.0
3	HP:0001928	Abnormality of coagulation	1.0	1.0
3	HP:0011675	Arrhythmia	0.5083550376426872	1.0
3	HP:0003319	Abnormality of the cervical spine	0.11128510489046263	0.6599690568286567
3	HP:0002240	Hepatomegaly	0.5536160422088428	1.0
3	HP:0000407	Sensorineural hearing impairment	0.006049153899895404	0.14248883175038848
3	HP:0006970	Periventricular leukomalacia	0.031261930727253376	0.3182184590445791
3	HP:0009773	Symphalangism affecting the phalanges of the hand	1.0	1.0
3	HP:0004586	Biconcave vertebral bodies	1.0	1.0
3	HP:0100781	Abnormal sacroiliac joint morphology	0.025079976061123117	0.2944473317751816
3	HP:0006709	Aplasia/Hypoplasia of the nipples	0.0021474790477273554	0.07916652489459763
3	HP:0001256	Intellectual disability, mild	1.0	1.0
3	HP:0002080	Intention tremor	0.09506738151413642	0.5894177653876458
3	HP:0000468	Increased adipose tissue around the neck	1.0	1.0
3	HP:0002634	Arteriosclerosis	1.0	1.0
3	HP:0000506	Telecanthus	6.753780058484069e-05	0.00921215599977227
3	HP:0200102	Sparse or absent eyelashes	0.006372301126666934	0.14248883175038848
3	HP:0004349	Reduced bone mineral density	0.471178892879743	1.0
3	HP:0000540	Hypermetropia	0.17669536864465113	0.8546541944372487
3	HP:0030680	Abnormality of cardiovascular system morphology	0.5962442646734478	1.0
3	HP:0040022	Clinodactyly of the 2nd finger	1.0	1.0
3	HP:0200021	Down-sloping shoulders	1.0	1.0
3	HP:0006380	Knee flexion contracture	1.0	1.0
3	HP:0012397	Aortic atherosclerotic lesion	1.0	1.0
3	HP:0002461	Dense calcifications in the cerebellar dentate nucleus	1.0	1.0
3	HP:0100581	Dilatation of renal calices	1.0	1.0
3	HP:0001251	Ataxia	0.33621810732660956	1.0
3	HP:0005177	Premature arteriosclerosis	1.0	1.0
3	HP:0009738	Abnormal antihelix morphology	1.0	1.0
3	HP:0003186	Inverted nipples	1.0	1.0
3	HP:0000482	Microcornea	0.0065847992458093006	0.14486558340780462
3	HP:0002748	Rickets	1.0	1.0
3	HP:0011220	Prominent forehead	1.0	1.0
3	HP:0007381	Congenital exfoliative erythroderma	0.0042194046358716465	0.10943087844821187
3	HP:0040154	Acne inversa	1.0	1.0
3	HP:0011832	Narrow nasal tip	1.0	1.0
3	HP:0002326	Transient ischemic attack	1.0	1.0
3	HP:0001004	Lymphedema	1.0	1.0
3	HP:0012719	Functional abnormality of the gastrointestinal tract	0.7921613193032006	1.0
3	HP:0001757	High-frequency sensorineural hearing impairment	1.0	1.0
3	HP:0000336	Prominent supraorbital ridges	1.0	1.0
3	HP:0009059	Congenital generalized lipodystrophy	1.0	1.0
3	HP:0000212	Gingival overgrowth	1.0	1.0
3	HP:0002061	Lower limb spasticity	1.0	1.0
3	HP:0011364	White hair	0.025079976061123117	0.2944473317751816
3	HP:0001646	Abnormal aortic valve morphology	1.0	1.0
3	HP:0100874	Thick hair	1.0	1.0
3	HP:0003717	Minimal subcutaneous fat	1.0	1.0
3	HP:0001555	Asymmetry of the thorax	1.0	1.0
3	HP:0001601	Laryngomalacia	1.0	1.0
3	HP:0001883	Talipes	1.0	1.0
3	HP:0001177	Preaxial hand polydactyly	1.0	1.0
3	HP:0000572	Visual loss	1.0	1.0
3	HP:0011370	Recurrent cutaneous fungal infections	1.0	1.0
3	HP:0003552	Muscle stiffness	1.0	1.0
3	HP:0005344	Abnormal carotid artery morphology	1.0	1.0
3	HP:0000684	Delayed eruption of teeth	1.0	1.0
3	HP:0011410	Caesarian section	1.0	1.0
3	HP:0004380	Aortic valve calcification	1.0	1.0
3	HP:0100785	Insomnia	1.0	1.0
3	HP:0000787	Nephrolithiasis	1.0	1.0
3	HP:0002960	Autoimmunity	1.0	1.0
3	HP:0000836	Hyperthyroidism	1.0	1.0
3	HP:0002213	Fine hair	0.11042293549416335	0.6577156507163268
3	HP:0001653	Mitral regurgitation	1.0	1.0
3	HP:0012385	Camptodactyly	0.37268932269758875	1.0
3	HP:0003292	Decreased serum leptin	1.0	1.0
3	HP:0004969	Peripheral pulmonary artery stenosis	1.0	1.0
3	HP:0000519	Developmental cataract	0.08730161514059823	0.5603989640104009
3	HP:0001320	Cerebellar vermis hypoplasia	1.0	1.0
3	HP:0000271	Abnormality of the face	0.036767084984065695	0.3507014260018574
3	HP:0001641	Abnormal pulmonary valve morphology	1.0	1.0
3	HP:0001480	Freckling	1.0	1.0
3	HP:0012896	Abnormal motor evoked potentials	1.0	1.0
3	HP:0007740	Long eyelashes in irregular rows	1.0	1.0
3	HP:0006191	Deep palmar crease	0.031261930727253376	0.3182184590445791
3	HP:0002392	EEG with polyspike wave complexes	1.0	1.0
3	HP:0001043	Prominent scalp veins	1.0	1.0
3	HP:0001874	Abnormality of neutrophils	0.22009824741736939	0.9778957963429702
3	HP:0005528	Bone marrow hypocellularity	1.0	1.0
3	HP:0012506	Small pituitary gland	1.0	1.0
3	HP:0200036	Skin nodule	1.0	1.0
3	HP:0001635	Congestive heart failure	1.0	1.0
3	HP:0003199	Decreased muscle mass	1.0	1.0
3	HP:0000139	Uterine prolapse	1.0	1.0
3	HP:0011471	Gastrostomy tube feeding in infancy	1.0	1.0
3	HP:0002465	Poor speech	1.0	1.0
3	HP:0040071	Abnormal morphology of ulna	1.0	1.0
3	HP:0040266	Proximal upper limb muscle hypertrophy	1.0	1.0
3	HP:0007394	Prominent superficial blood vessels	1.0	1.0
3	HP:0004464	Postauricular pit	1.0	1.0
3	HP:0100615	Ovarian neoplasm	1.0	1.0
3	HP:0002516	Increased intracranial pressure	1.0	1.0
3	HP:0001809	Split nail	0.002111684655091506	0.07916652489459763
3	HP:0005978	Type II diabetes mellitus	1.0	1.0
3	HP:0002561	Absent nipple	0.006323166457063467	0.14248883175038848
3	HP:0000337	Broad forehead	1.0	1.0
3	HP:0005916	Abnormal metacarpal morphology	0.3130571235701392	1.0
3	HP:0001704	Tricuspid valve prolapse	1.0	1.0
3	HP:0001680	Coarctation of aorta	1.0	1.0
3	HP:0012433	Abnormal social behavior	0.014038761465738797	0.21792512533561553
3	HP:0010299	Abnormal dentin morphology	0.023011546024477705	0.2827725115079963
3	HP:0010628	Facial palsy	1.0	1.0
3	HP:0002217	Slow-growing hair	1.0	1.0
3	HP:0000075	Renal duplication	1.0	1.0
3	HP:0000453	Choanal atresia	1.0	1.0
3	HP:0010885	Avascular necrosis	1.0	1.0
3	HP:0001065	Striae distensae	1.0	1.0
3	HP:0001852	Sandal gap	0.10277435836735942	0.6230409991692367
3	HP:0011344	Severe global developmental delay	0.1873033036648858	0.8817113575081278
3	HP:0004308	Ventricular arrhythmia	1.0	1.0
3	HP:0100578	Lipoatrophy	1.0	1.0
3	HP:0002352	Leukoencephalopathy	0.14228683287639407	0.7522451164472926
3	HP:0002716	Lymphadenopathy	1.0	1.0
3	HP:0045075	Sparse eyebrow	0.14780331339148206	0.7636504525226573
3	HP:0006470	Thin long bone diaphyses	1.0	1.0
3	HP:0003233	Decreased HDL cholesterol concentration	1.0	1.0
3	HP:0000750	Delayed speech and language development	0.19769823217632185	0.9141030125034
3	HP:0000011	Neurogenic bladder	1.0	1.0
3	HP:0000771	Gynecomastia	1.0	1.0
3	HP:0001773	Short foot	1.0	1.0
3	HP:0011457	Loss of eyelashes	1.0	1.0
3	HP:0012758	Neurodevelopmental delay	0.0778216732859674	0.5203370704022525
3	HP:0006610	Wide intermamillary distance	0.00792746217015035	0.16383421818310723
3	HP:0000391	Thickened helices	1.0	1.0
3	HP:0000938	Osteopenia	0.2401996211720752	1.0
3	HP:0002093	Respiratory insufficiency	1.0	1.0
3	HP:0012733	Macule	0.03184368350148397	0.31937341394135393
3	HP:0004382	Mitral valve calcification	1.0	1.0
3	HP:0000369	Low-set ears	1.0	1.0
3	HP:0002823	Abnormality of femur morphology	1.0	1.0
3	HP:0012811	Wide nasal ridge	0.010518841633696012	0.1913026665114848
3	HP:0005280	Depressed nasal bridge	0.09983104461209481	0.6106257616632167
3	HP:0008625	Severe sensorineural hearing impairment	1.0	1.0
3	HP:0025509	Piezogenic pedal papules	1.0	1.0
3	HP:0000574	Thick eyebrow	0.15874175182258699	0.7931272874945372
3	HP:0100627	Displacement of the urethral meatus	0.37825301984019044	1.0
3	HP:0000496	Abnormality of eye movement	0.007343580267840753	0.15651005445835606
3	HP:0003691	Scapular winging	1.0	1.0
3	HP:0006695	Atrioventricular canal defect	1.0	1.0
3	HP:0004437	Cranial hyperostosis	1.0	1.0
3	HP:0011121	Abnormality of skin morphology	0.0002069009787298914	0.02182818979734388
3	HP:0001126	Cryptophthalmos	0.006323166457063467	0.14248883175038848
3	HP:0100790	Hernia	0.005146759192180345	0.13000332478025908
3	HP:0000637	Long palpebral fissure	1.0	1.0
3	HP:0000518	Cataract	0.5638303372272078	1.0
3	HP:0000504	Abnormality of vision	0.1946687868567136	0.9031572288182222
3	HP:0003028	Abnormality of the ankle	1.0	1.0
3	HP:0200034	Papule	0.2268506043179738	1.0
3	HP:0000613	Photophobia	0.22516740534333937	0.9971699379490744
3	HP:0001812	Hyperconvex fingernails	1.0	1.0
3	HP:0002376	Developmental regression	1.0	1.0
3	HP:0002151	Increased serum lactate	1.0	1.0
3	HP:0003070	Elbow ankylosis	1.0	1.0
3	HP:0000298	Mask-like facies	1.0	1.0
3	HP:0009890	High anterior hairline	0.05965278531787437	0.45203555096433695
3	HP:0001888	Lymphopenia	1.0	1.0
3	HP:0100559	Lower limb asymmetry	1.0	1.0
3	HP:0012110	Hypoplasia of the pons	1.0	1.0
3	HP:0002414	Spina bifida	0.14780331339148206	0.7636504525226573
3	HP:0000952	Jaundice	1.0	1.0
3	HP:0008479	Hypoplastic vertebral bodies	1.0	1.0
3	HP:0002227	White eyelashes	0.014698762119411018	0.21792512533561553
3	HP:0005244	Gastrointestinal infarctions	1.0	1.0
3	HP:0025169	Left ventricular systolic dysfunction	1.0	1.0
3	HP:0001338	Partial agenesis of the corpus callosum	0.027144512582405446	0.2985896384064599
3	HP:0000010	Recurrent urinary tract infections	1.0	1.0
3	HP:0001272	Cerebellar atrophy	0.31908878107972494	1.0
3	HP:0002721	Immunodeficiency	1.0	1.0
3	HP:0006335	Persistence of primary teeth	1.0	1.0
3	HP:0000692	Tooth malposition	0.31456947334701507	1.0
3	HP:0007443	Partial albinism	1.0	1.0
3	HP:0000992	Cutaneous photosensitivity	0.11422544536415472	0.6715668425720132
3	HP:0009924	Aplasia/Hypoplasia involving the nose	0.0005897871319516958	0.03497694121661361
3	HP:0001297	Stroke	1.0	1.0
3	HP:0001511	Intrauterine growth retardation	0.5049713088281302	1.0
3	HP:0000490	Deeply set eye	0.25497204578983357	1.0
3	HP:0000219	Thin upper lip vermilion	0.2012581694461694	0.9274194024478887
3	HP:0007018	Attention deficit hyperactivity disorder	1.0	1.0
3	HP:0001061	Acne	1.0	1.0
3	HP:0000125	Pelvic kidney	1.0	1.0
3	HP:0001052	Nevus flammeus	1.0	1.0
3	HP:0001545	Anteriorly placed anus	0.03945032645793674	0.35401477163569545
3	HP:0003477	Peripheral axonal neuropathy	1.0	1.0
3	HP:0002829	Arthralgia	1.0	1.0
3	HP:0000494	Downslanted palpebral fissures	0.016189068249343692	0.23123010969887403
3	HP:0008615	Adult onset sensorineural hearing impairment	1.0	1.0
3	HP:0003510	Severe short stature	0.14596800107287075	0.7636504525226573
3	HP:0003011	Abnormality of the musculature	0.7541184079384515	1.0
3	HP:0004947	Arteriovenous fistula	1.0	1.0
3	HP:0002857	Genu valgum	1.0	1.0
3	HP:0001800	Hypoplastic toenails	1.0	1.0
3	HP:0005543	Reduced protein C activity	1.0	1.0
3	HP:0000823	Delayed puberty	1.0	1.0
3	HP:0000912	Sprengel anomaly	0.05363208365928188	0.4328648645636715
3	HP:0007359	Focal-onset seizure	1.0	1.0
3	HP:0100031	Neoplasm of the thyroid gland	1.0	1.0
3	HP:0002378	Hand tremor	1.0	1.0
3	HP:0000158	Macroglossia	1.0	1.0
3	HP:0006579	Prolonged neonatal jaundice	1.0	1.0
3	HP:0002506	Diffuse cerebral atrophy	1.0	1.0
3	HP:0001884	Talipes calcaneovalgus	1.0	1.0
3	HP:0002211	White forelock	0.020939216049040574	0.2644545434341791
3	HP:0012447	Abnormal myelination	0.37129150242135167	1.0
3	HP:0009832	Abnormal distal phalanx morphology of finger	0.2318807172886828	1.0
3	HP:0100308	Cerebral cortical hemiatrophy	1.0	1.0
3	HP:0003162	Fasting hypoglycemia	1.0	1.0
3	HP:0010838	High nonceruloplasmin-bound serum copper	1.0	1.0
3	HP:0000436	Abnormal nasal tip morphology	0.31908878107972494	1.0
3	HP:0011001	Increased bone mineral density	0.15328823367289482	0.7860344012399569
3	HP:0000602	Ophthalmoplegia	1.0	1.0
3	HP:0030265	Wide penis	1.0	1.0
3	HP:0008606	Supraauricular pit	1.0	1.0
3	HP:0010624	Aplastic/hypoplastic toenail	1.0	1.0
3	HP:0000311	Round face	1.0	1.0
3	HP:0012379	Abnormal circulating enzyme concentration or activity	1.0	1.0
3	HP:0007754	Macular dystrophy	1.0	1.0
3	HP:0012450	Chronic constipation	1.0	1.0
3	HP:0001350	Slurred speech	1.0	1.0
3	HP:0001640	Cardiomegaly	1.0	1.0
3	HP:0012686	Increased pineal volume	1.0	1.0
3	HP:0045055	Tiger tail banding	0.002111684655091506	0.07916652489459763
3	HP:0004388	Microcolon	0.006323166457063467	0.14248883175038848
3	HP:0012060	Acral lentiginous melanoma	1.0	1.0
3	HP:0002107	Pneumothorax	1.0	1.0
3	HP:0010674	Abnormality of the curvature of the vertebral column	0.01204974453805236	0.21071604551158232
3	HP:0001341	Olfactory lobe agenesis	1.0	1.0
3	HP:0032107	Limbal stem cell deficiency	1.0	1.0
3	HP:0010766	Ectopic calcification	1.0	1.0
3	HP:0004428	Elfin facies	1.0	1.0
3	HP:0002231	Sparse body hair	1.0	1.0
3	HP:0003642	Type I transferrin isoform profile	1.0	1.0
3	HP:0000193	Bifid uvula	0.12178714891729905	0.6950530172518656
3	HP:0025092	Epidermal acanthosis	1.0	1.0
3	HP:0100820	Glomerulopathy	1.0	1.0
3	HP:0001166	Arachnodactyly	1.0	1.0
3	HP:0002208	Coarse hair	1.0	1.0
3	HP:0003198	Myopathy	1.0	1.0
3	HP:0100268	Upper lip pit	1.0	1.0
3	HP:0006114	Multiple palmar creases	1.0	1.0
3	HP:0003693	Distal amyotrophy	1.0	1.0
3	HP:0000687	Widely spaced teeth	0.07751113697701421	0.5203370704022525
3	HP:0000062	Ambiguous genitalia	0.1496351190230744	0.7701973673489565
3	HP:0009748	Large earlobe	0.03945032645793674	0.35401477163569545
3	HP:0003077	Hyperlipidemia	1.0	1.0
3	HP:0003712	Skeletal muscle hypertrophy	1.0	1.0
3	HP:0005328	Progeroid facial appearance	1.0	1.0
3	HP:0002804	Arthrogryposis multiplex congenita	0.09506738151413642	0.5894177653876458
3	HP:0003761	Calcinosis	1.0	1.0
3	HP:0000347	Micrognathia	0.6750924045969113	1.0
3	HP:0010845	EEG with generalized slow activity	1.0	1.0
3	HP:0008981	Calf muscle hypertrophy	1.0	1.0
3	HP:0002875	Exertional dyspnea	1.0	1.0
3	HP:0002021	Pyloric stenosis	1.0	1.0
3	HP:0001634	Mitral valve prolapse	1.0	1.0
3	HP:0001212	Prominent fingertip pads	0.025079976061123117	0.2944473317751816
3	HP:0001388	Joint laxity	0.17847185909830687	0.8561335704649624
3	HP:0000290	Abnormality of the forehead	0.3824002057715282	1.0
3	HP:0001807	Ridged nail	0.016782830542660214	0.23123010969887403
3	HP:0001533	Slender build	1.0	1.0
3	HP:0010874	Tendon xanthomatosis	1.0	1.0
3	HP:0003635	Loss of subcutaneous adipose tissue in limbs	1.0	1.0
3	HP:0006243	Phalangeal dislocation	1.0	1.0
3	HP:0000998	Hypertrichosis	0.03358909273564498	0.32725373208156966
3	HP:0002007	Frontal bossing	1.0	1.0
3	HP:0002617	Vascular dilatation	1.0	1.0
3	HP:0002092	Pulmonary arterial hypertension	1.0	1.0
3	HP:0000824	Decreased response to growth hormone stimulation test	1.0	1.0
3	HP:0010780	Hyperacusis	1.0	1.0
3	HP:0000035	Abnormal testis morphology	0.10952817282125077	0.6552474900359038
3	HP:0001257	Spasticity	0.2575527384752568	1.0
3	HP:0045025	Narrow palpebral fissure	0.03945032645793674	0.35401477163569545
3	HP:0004950	Peripheral arterial stenosis	1.0	1.0
3	HP:0003076	Glycosuria	1.0	1.0
3	HP:0010935	Abnormality of the upper urinary tract	0.6024396679753187	1.0
3	HP:0009003	Increased subcutaneous truncal adipose tissue	1.0	1.0
3	HP:0008573	Low-frequency sensorineural hearing impairment	1.0	1.0
3	HP:0011171	Simple febrile seizure	1.0	1.0
3	HP:0002673	Coxa valga	1.0	1.0
3	HP:0002361	Psychomotor deterioration	1.0	1.0
3	HP:0031248	Palmar pruritus	1.0	1.0
3	HP:0001063	Acrocyanosis	1.0	1.0
3	HP:0200128	Biventricular hypertrophy	1.0	1.0
3	HP:0002719	Recurrent infections	0.6459824122244205	1.0
3	HP:0001337	Tremor	0.4900680341770964	1.0
3	HP:0012471	Thick vermilion border	1.0	1.0
3	HP:0009882	Short distal phalanx of finger	1.0	1.0
3	HP:0025244	Subretinal pigment epithelium hemorrhage	1.0	1.0
3	HP:0002761	Generalized joint laxity	1.0	1.0
3	HP:0000470	Short neck	0.0875109819165802	0.5603989640104009
3	HP:0010751	Dimple chin	0.027144512582405446	0.2985896384064599
3	HP:0005272	Prominent nasolabial fold	1.0	1.0
3	HP:0000307	Pointed chin	0.08730161514059823	0.5603989640104009
3	HP:0002967	Cubitus valgus	1.0	1.0
3	HP:0012075	Personality disorder	1.0	1.0
3	HP:0001650	Aortic valve stenosis	1.0	1.0
3	HP:0002672	Gastrointestinal carcinoma	1.0	1.0
3	HP:0000399	Prelingual sensorineural hearing impairment	1.0	1.0
3	HP:0002725	Systemic lupus erythematosus	1.0	1.0
3	HP:0000260	Wide anterior fontanel	1.0	1.0
