Cluster	HPO ID	Phenotype	p-value	Corrected p-value
4	HP:0009473	Joint contracture of the hand	0.17577098580389575	1.0
4	HP:0002353	EEG abnormality	1.0	1.0
4	HP:0008113	Multiple plantar creases	1.0	1.0
4	HP:0000798	Oligospermia	1.0	1.0
4	HP:0002745	Oral leukoplakia	1.0	1.0
4	HP:0000413	Atresia of the external auditory canal	1.0	1.0
4	HP:0010648	Dermal translucency	1.0	1.0
4	HP:0001181	Adducted thumb	0.03520209151537245	1.0
4	HP:0004209	Clinodactyly of the 5th finger	1.0	1.0
4	HP:0005425	Recurrent sinopulmonary infections	1.0	1.0
4	HP:0002953	Vertebral compression fracture	1.0	1.0
4	HP:0006956	Lateral ventricle dilatation	0.03154105741442605	1.0
4	HP:0010609	Skin tags	1.0	1.0
4	HP:0000492	Abnormal eyelid morphology	0.607386237433519	1.0
4	HP:0006288	Advanced eruption of teeth	1.0	1.0
4	HP:0000716	Depression	1.0	1.0
4	HP:0004381	Supravalvular aortic stenosis	1.0	1.0
4	HP:0000331	Short chin	1.0	1.0
4	HP:0000818	Abnormality of the endocrine system	0.6297113371865327	1.0
4	HP:0000973	Cutis laxa	1.0	1.0
4	HP:0007108	Demyelinating peripheral neuropathy	1.0	1.0
4	HP:0000121	Nephrocalcinosis	1.0	1.0
4	HP:0012542	Onychauxis	1.0	1.0
4	HP:0008391	Dystrophic fingernails	1.0	1.0
4	HP:0001270	Motor delay	0.24798681697168984	1.0
4	HP:0002239	Gastrointestinal hemorrhage	1.0	1.0
4	HP:0000200	Short lingual frenulum	1.0	1.0
4	HP:0001622	Premature birth	1.0	1.0
4	HP:0010720	Abnormal hair pattern	0.178204731417319	1.0
4	HP:0002751	Kyphoscoliosis	1.0	1.0
4	HP:0002105	Hemoptysis	1.0	1.0
4	HP:0000752	Hyperactivity	1.0	1.0
4	HP:0000486	Strabismus	0.4315008383979187	1.0
4	HP:0008419	Intervertebral disc degeneration	1.0	1.0
4	HP:0000509	Conjunctivitis	1.0	1.0
4	HP:0003079	Defective DNA repair after ultraviolet radiation damage	1.0	1.0
4	HP:0004326	Cachexia	1.0	1.0
4	HP:0002094	Dyspnea	1.0	1.0
4	HP:0004970	Ascending tubular aorta aneurysm	1.0	1.0
4	HP:0012706	Elevated brain choline level by MRS	1.0	1.0
4	HP:0001837	Broad toe	1.0	1.0
4	HP:0002362	Shuffling gait	1.0	1.0
4	HP:0007676	Hypoplasia of the iris	1.0	1.0
4	HP:0004785	Malrotation of colon	1.0	1.0
4	HP:0003196	Short nose	1.0	1.0
4	HP:0002187	Intellectual disability, profound	1.0	1.0
4	HP:0000589	Coloboma	1.0	1.0
4	HP:0011170	Generalized myoclonic-atonic seizure	1.0	1.0
4	HP:0002637	Cerebral ischemia	0.051548457690101336	1.0
4	HP:0011341	Long upper lip	1.0	1.0
4	HP:0001029	Poikiloderma	1.0	1.0
4	HP:0000679	Taurodontia	1.0	1.0
4	HP:0004334	Dermal atrophy	1.0	1.0
4	HP:0001762	Talipes equinovarus	1.0	1.0
4	HP:0002299	Brittle hair	1.0	1.0
4	HP:0004054	Sclerosis of hand bone	1.0	1.0
4	HP:0002509	Limb hypertonia	1.0	1.0
4	HP:0012156	Hemophagocytosis	1.0	1.0
4	HP:0001000	Abnormality of skin pigmentation	0.3279811621944452	1.0
4	HP:0001310	Dysmetria	1.0	1.0
4	HP:0000958	Dry skin	1.0	1.0
4	HP:0100718	Uterine rupture	1.0	1.0
4	HP:0000289	Broad philtrum	1.0	1.0
4	HP:0002677	Small foramen magnum	1.0	1.0
4	HP:0000991	Xanthomatosis	1.0	1.0
4	HP:0011819	Submucous cleft soft palate	1.0	1.0
4	HP:0001305	Dandy-Walker malformation	1.0	1.0
4	HP:0000368	Low-set, posteriorly rotated ears	1.0	1.0
4	HP:0000402	Stenosis of the external auditory canal	1.0	1.0
4	HP:0000365	Hearing impairment	0.1677501420110572	1.0
4	HP:0000649	Abnormality of visual evoked potentials	1.0	1.0
4	HP:0100806	Sepsis	1.0	1.0
4	HP:0000905	Progressive clavicular acroosteolysis	1.0	1.0
4	HP:0000008	Abnormal morphology of female internal genitalia	1.0	1.0
4	HP:0010566	Hamartoma	1.0	1.0
4	HP:0001597	Abnormality of the nail	1.0	1.0
4	HP:0002910	Elevated hepatic transaminase	0.010501258059261082	0.954914399522141
4	HP:0000016	Urinary retention	1.0	1.0
4	HP:0004492	Widely patent fontanelles and sutures	1.0	1.0
4	HP:0000389	Chronic otitis media	1.0	1.0
4	HP:0200134	Epileptic encephalopathy	1.0	1.0
4	HP:0007618	Subcutaneous calcification	1.0	1.0
4	HP:0025610	Posterior blepharitis	1.0	1.0
4	HP:0004305	Involuntary movements	1.0	1.0
4	HP:0002645	Wormian bones	1.0	1.0
4	HP:0001376	Limitation of joint mobility	1.0	1.0
4	HP:0003758	Reduced subcutaneous adipose tissue	1.0	1.0
4	HP:0410263	Brain imaging abnormality	1.0	1.0
4	HP:0009763	Limb pain	1.0	1.0
4	HP:0100761	Visceral angiomatosis	1.0	1.0
4	HP:0012202	Increased serum bile acid concentration	1.0	1.0
4	HP:0003202	Skeletal muscle atrophy	1.0	1.0
4	HP:0002013	Vomiting	1.0	1.0
4	HP:0001647	Bicuspid aortic valve	1.0	1.0
4	HP:0008046	Abnormal retinal vascular morphology	1.0	1.0
4	HP:0100540	Palpebral edema	1.0	1.0
4	HP:0000020	Urinary incontinence	0.07301943214224776	1.0
4	HP:0000194	Open mouth	1.0	1.0
4	HP:0030890	Hyperintensity of cerebral white matter on MRI	1.0	1.0
4	HP:0025134	Increased serum estradiol	1.0	1.0
4	HP:0004426	Abnormal cheek morphology	1.0	1.0
4	HP:0100560	Upper limb asymmetry	1.0	1.0
4	HP:0010754	Abnormality of the temporomandibular joint	1.0	1.0
4	HP:0040270	Impaired glucose tolerance	1.0	1.0
4	HP:0001508	Failure to thrive	0.36148140976513227	1.0
4	HP:0001331	Absent septum pellucidum	1.0	1.0
4	HP:0000418	Narrow nasal ridge	1.0	1.0
4	HP:0011448	Ankle clonus	1.0	1.0
4	HP:0001025	Urticaria	1.0	1.0
4	HP:0007957	Corneal opacity	1.0	1.0
4	HP:0004934	Vascular calcification	1.0	1.0
4	HP:0100872	Abnormality of the plantar skin of foot	1.0	1.0
4	HP:0000695	Natal tooth	1.0	1.0
4	HP:0002230	Generalized hirsutism	1.0	1.0
4	HP:0010669	Hypoplasia of the zygomatic bone	1.0	1.0
4	HP:0000664	Synophrys	1.0	1.0
4	HP:0010668	Abnormal zygomatic bone morphology	1.0	1.0
4	HP:0000541	Retinal detachment	0.059643304249817494	1.0
4	HP:0001073	Cigarette-paper scars	1.0	1.0
4	HP:0000320	Bird-like facies	1.0	1.0
4	HP:0000988	Skin rash	1.0	1.0
4	HP:0002665	Lymphoma	1.0	1.0
4	HP:0030318	Angular cheilitis	1.0	1.0
4	HP:0000499	Abnormal eyelash morphology	0.14196504319228545	1.0
4	HP:0002110	Bronchiectasis	1.0	1.0
4	HP:0001892	Abnormal bleeding	0.3111001801578452	1.0
4	HP:0000023	Inguinal hernia	1.0	1.0
4	HP:0009928	Thick nasal alae	1.0	1.0
4	HP:0100769	Synovitis	1.0	1.0
4	HP:0001105	Retinal atrophy	1.0	1.0
4	HP:0001561	Polyhydramnios	1.0	1.0
4	HP:0001596	Alopecia	1.0	1.0
4	HP:0004313	Decreased circulating antibody level	1.0	1.0
4	HP:0002017	Nausea and vomiting	1.0	1.0
4	HP:0007776	Sparse lower eyelashes	1.0	1.0
4	HP:0003134	Abnormality of peripheral nerve conduction	1.0	1.0
4	HP:0001928	Abnormality of coagulation	1.0	1.0
4	HP:0011675	Arrhythmia	1.0	1.0
4	HP:0003319	Abnormality of the cervical spine	0.022977717191064954	1.0
4	HP:0002240	Hepatomegaly	0.03906731842799466	1.0
4	HP:0000407	Sensorineural hearing impairment	0.04445661884014502	1.0
4	HP:0006970	Periventricular leukomalacia	1.0	1.0
4	HP:0009773	Symphalangism affecting the phalanges of the hand	1.0	1.0
4	HP:0004586	Biconcave vertebral bodies	1.0	1.0
4	HP:0100781	Abnormal sacroiliac joint morphology	1.0	1.0
4	HP:0006709	Aplasia/Hypoplasia of the nipples	1.0	1.0
4	HP:0001256	Intellectual disability, mild	0.19029271381458585	1.0
4	HP:0002080	Intention tremor	1.0	1.0
4	HP:0000468	Increased adipose tissue around the neck	1.0	1.0
4	HP:0002634	Arteriosclerosis	0.056052018633411915	1.0
4	HP:0000506	Telecanthus	1.0	1.0
4	HP:0200102	Sparse or absent eyelashes	1.0	1.0
4	HP:0004349	Reduced bone mineral density	1.0	1.0
4	HP:0000540	Hypermetropia	1.0	1.0
4	HP:0030680	Abnormality of cardiovascular system morphology	0.3883570433270161	1.0
4	HP:0040022	Clinodactyly of the 2nd finger	1.0	1.0
4	HP:0200021	Down-sloping shoulders	1.0	1.0
4	HP:0006380	Knee flexion contracture	1.0	1.0
4	HP:0012397	Aortic atherosclerotic lesion	1.0	1.0
4	HP:0002461	Dense calcifications in the cerebellar dentate nucleus	1.0	1.0
4	HP:0100581	Dilatation of renal calices	1.0	1.0
4	HP:0001251	Ataxia	0.4315008383979187	1.0
4	HP:0005177	Premature arteriosclerosis	1.0	1.0
4	HP:0009738	Abnormal antihelix morphology	1.0	1.0
4	HP:0003186	Inverted nipples	1.0	1.0
4	HP:0000482	Microcornea	1.0	1.0
4	HP:0002748	Rickets	1.0	1.0
4	HP:0011220	Prominent forehead	1.0	1.0
4	HP:0007381	Congenital exfoliative erythroderma	1.0	1.0
4	HP:0040154	Acne inversa	1.0	1.0
4	HP:0011832	Narrow nasal tip	1.0	1.0
4	HP:0002326	Transient ischemic attack	1.0	1.0
4	HP:0001004	Lymphedema	1.0	1.0
4	HP:0012719	Functional abnormality of the gastrointestinal tract	1.0	1.0
4	HP:0001757	High-frequency sensorineural hearing impairment	1.0	1.0
4	HP:0000336	Prominent supraorbital ridges	1.0	1.0
4	HP:0009059	Congenital generalized lipodystrophy	1.0	1.0
4	HP:0000212	Gingival overgrowth	1.0	1.0
4	HP:0002061	Lower limb spasticity	1.0	1.0
4	HP:0011364	White hair	1.0	1.0
4	HP:0001646	Abnormal aortic valve morphology	1.0	1.0
4	HP:0100874	Thick hair	1.0	1.0
4	HP:0003717	Minimal subcutaneous fat	1.0	1.0
4	HP:0001555	Asymmetry of the thorax	1.0	1.0
4	HP:0001601	Laryngomalacia	1.0	1.0
4	HP:0001883	Talipes	1.0	1.0
4	HP:0001177	Preaxial hand polydactyly	1.0	1.0
4	HP:0000572	Visual loss	1.0	1.0
4	HP:0011370	Recurrent cutaneous fungal infections	1.0	1.0
4	HP:0003552	Muscle stiffness	1.0	1.0
4	HP:0005344	Abnormal carotid artery morphology	1.0	1.0
4	HP:0000684	Delayed eruption of teeth	1.0	1.0
4	HP:0011410	Caesarian section	1.0	1.0
4	HP:0004380	Aortic valve calcification	1.0	1.0
4	HP:0100785	Insomnia	1.0	1.0
4	HP:0000787	Nephrolithiasis	1.0	1.0
4	HP:0002960	Autoimmunity	1.0	1.0
4	HP:0000836	Hyperthyroidism	1.0	1.0
4	HP:0002213	Fine hair	1.0	1.0
4	HP:0001653	Mitral regurgitation	1.0	1.0
4	HP:0012385	Camptodactyly	0.18708238010316947	1.0
4	HP:0003292	Decreased serum leptin	1.0	1.0
4	HP:0004969	Peripheral pulmonary artery stenosis	1.0	1.0
4	HP:0000519	Developmental cataract	1.0	1.0
4	HP:0001320	Cerebellar vermis hypoplasia	1.0	1.0
4	HP:0000271	Abnormality of the face	0.08922006803336488	1.0
4	HP:0001641	Abnormal pulmonary valve morphology	1.0	1.0
4	HP:0001480	Freckling	1.0	1.0
4	HP:0012896	Abnormal motor evoked potentials	1.0	1.0
4	HP:0007740	Long eyelashes in irregular rows	1.0	1.0
4	HP:0006191	Deep palmar crease	1.0	1.0
4	HP:0002392	EEG with polyspike wave complexes	1.0	1.0
4	HP:0001043	Prominent scalp veins	1.0	1.0
4	HP:0001874	Abnormality of neutrophils	1.0	1.0
4	HP:0005528	Bone marrow hypocellularity	1.0	1.0
4	HP:0012506	Small pituitary gland	1.0	1.0
4	HP:0200036	Skin nodule	1.0	1.0
4	HP:0001635	Congestive heart failure	1.0	1.0
4	HP:0003199	Decreased muscle mass	1.0	1.0
4	HP:0000139	Uterine prolapse	1.0	1.0
4	HP:0011471	Gastrostomy tube feeding in infancy	0.05335181139887916	1.0
4	HP:0002465	Poor speech	1.0	1.0
4	HP:0040071	Abnormal morphology of ulna	1.0	1.0
4	HP:0040266	Proximal upper limb muscle hypertrophy	1.0	1.0
4	HP:0007394	Prominent superficial blood vessels	1.0	1.0
4	HP:0004464	Postauricular pit	1.0	1.0
4	HP:0100615	Ovarian neoplasm	1.0	1.0
4	HP:0002516	Increased intracranial pressure	1.0	1.0
4	HP:0001809	Split nail	1.0	1.0
4	HP:0005978	Type II diabetes mellitus	1.0	1.0
4	HP:0002561	Absent nipple	1.0	1.0
4	HP:0000337	Broad forehead	1.0	1.0
4	HP:0005916	Abnormal metacarpal morphology	1.0	1.0
4	HP:0001704	Tricuspid valve prolapse	1.0	1.0
4	HP:0001680	Coarctation of aorta	1.0	1.0
4	HP:0012433	Abnormal social behavior	0.38983356666513785	1.0
4	HP:0010299	Abnormal dentin morphology	1.0	1.0
4	HP:0010628	Facial palsy	1.0	1.0
4	HP:0002217	Slow-growing hair	1.0	1.0
4	HP:0000075	Renal duplication	1.0	1.0
4	HP:0000453	Choanal atresia	1.0	1.0
4	HP:0010885	Avascular necrosis	1.0	1.0
4	HP:0001065	Striae distensae	1.0	1.0
4	HP:0001852	Sandal gap	1.0	1.0
4	HP:0011344	Severe global developmental delay	1.0	1.0
4	HP:0004308	Ventricular arrhythmia	1.0	1.0
4	HP:0100578	Lipoatrophy	1.0	1.0
4	HP:0002352	Leukoencephalopathy	1.0	1.0
4	HP:0002716	Lymphadenopathy	1.0	1.0
4	HP:0045075	Sparse eyebrow	1.0	1.0
4	HP:0006470	Thin long bone diaphyses	1.0	1.0
4	HP:0003233	Decreased HDL cholesterol concentration	1.0	1.0
4	HP:0000750	Delayed speech and language development	0.3202830289098902	1.0
4	HP:0000011	Neurogenic bladder	0.023265641714643775	1.0
4	HP:0000771	Gynecomastia	1.0	1.0
4	HP:0001773	Short foot	1.0	1.0
4	HP:0011457	Loss of eyelashes	1.0	1.0
4	HP:0012758	Neurodevelopmental delay	0.3163165708125927	1.0
4	HP:0006610	Wide intermamillary distance	1.0	1.0
4	HP:0000391	Thickened helices	1.0	1.0
4	HP:0000938	Osteopenia	1.0	1.0
4	HP:0002093	Respiratory insufficiency	1.0	1.0
4	HP:0012733	Macule	1.0	1.0
4	HP:0004382	Mitral valve calcification	1.0	1.0
4	HP:0000369	Low-set ears	0.058239589133495556	1.0
4	HP:0002823	Abnormality of femur morphology	1.0	1.0
4	HP:0012811	Wide nasal ridge	1.0	1.0
4	HP:0005280	Depressed nasal bridge	1.0	1.0
4	HP:0008625	Severe sensorineural hearing impairment	1.0	1.0
4	HP:0025509	Piezogenic pedal papules	1.0	1.0
4	HP:0000574	Thick eyebrow	1.0	1.0
4	HP:0100627	Displacement of the urethral meatus	1.0	1.0
4	HP:0000496	Abnormality of eye movement	0.6595175100806612	1.0
4	HP:0003691	Scapular winging	1.0	1.0
4	HP:0006695	Atrioventricular canal defect	1.0	1.0
4	HP:0004437	Cranial hyperostosis	1.0	1.0
4	HP:0011121	Abnormality of skin morphology	0.0231291019481355	1.0
4	HP:0001126	Cryptophthalmos	1.0	1.0
4	HP:0100790	Hernia	1.0	1.0
4	HP:0000637	Long palpebral fissure	1.0	1.0
4	HP:0000518	Cataract	0.04110469438575682	1.0
4	HP:0000504	Abnormality of vision	0.14165120583206622	1.0
4	HP:0003028	Abnormality of the ankle	1.0	1.0
4	HP:0200034	Papule	1.0	1.0
4	HP:0000613	Photophobia	1.0	1.0
4	HP:0001812	Hyperconvex fingernails	1.0	1.0
4	HP:0002376	Developmental regression	1.0	1.0
4	HP:0002151	Increased serum lactate	1.0	1.0
4	HP:0003070	Elbow ankylosis	1.0	1.0
4	HP:0000298	Mask-like facies	1.0	1.0
4	HP:0009890	High anterior hairline	1.0	1.0
4	HP:0001888	Lymphopenia	1.0	1.0
4	HP:0100559	Lower limb asymmetry	1.0	1.0
4	HP:0012110	Hypoplasia of the pons	1.0	1.0
4	HP:0002414	Spina bifida	1.0	1.0
4	HP:0000952	Jaundice	0.12340220351953965	1.0
4	HP:0008479	Hypoplastic vertebral bodies	1.0	1.0
4	HP:0002227	White eyelashes	1.0	1.0
4	HP:0005244	Gastrointestinal infarctions	1.0	1.0
4	HP:0025169	Left ventricular systolic dysfunction	1.0	1.0
4	HP:0001338	Partial agenesis of the corpus callosum	1.0	1.0
4	HP:0000010	Recurrent urinary tract infections	1.0	1.0
4	HP:0001272	Cerebellar atrophy	0.00984468291220873	0.954914399522141
4	HP:0002721	Immunodeficiency	1.0	1.0
4	HP:0006335	Persistence of primary teeth	1.0	1.0
4	HP:0000692	Tooth malposition	1.0	1.0
4	HP:0007443	Partial albinism	1.0	1.0
4	HP:0000992	Cutaneous photosensitivity	1.0	1.0
4	HP:0009924	Aplasia/Hypoplasia involving the nose	1.0	1.0
4	HP:0001297	Stroke	0.10021076317223769	1.0
4	HP:0001511	Intrauterine growth retardation	0.26824948174842184	1.0
4	HP:0000490	Deeply set eye	0.12255134421696216	1.0
4	HP:0000219	Thin upper lip vermilion	1.0	1.0
4	HP:0007018	Attention deficit hyperactivity disorder	1.0	1.0
4	HP:0001061	Acne	1.0	1.0
4	HP:0000125	Pelvic kidney	1.0	1.0
4	HP:0001052	Nevus flammeus	1.0	1.0
4	HP:0001545	Anteriorly placed anus	1.0	1.0
4	HP:0003477	Peripheral axonal neuropathy	1.0	1.0
4	HP:0002829	Arthralgia	1.0	1.0
4	HP:0000494	Downslanted palpebral fissures	1.0	1.0
4	HP:0008615	Adult onset sensorineural hearing impairment	1.0	1.0
4	HP:0003510	Severe short stature	1.0	1.0
4	HP:0003011	Abnormality of the musculature	0.3184202323003556	1.0
4	HP:0004947	Arteriovenous fistula	1.0	1.0
4	HP:0002857	Genu valgum	0.08800597171353061	1.0
4	HP:0001800	Hypoplastic toenails	1.0	1.0
4	HP:0005543	Reduced protein C activity	1.0	1.0
4	HP:0000823	Delayed puberty	0.10971397547035547	1.0
4	HP:0000912	Sprengel anomaly	1.0	1.0
4	HP:0007359	Focal-onset seizure	1.0	1.0
4	HP:0100031	Neoplasm of the thyroid gland	1.0	1.0
4	HP:0002378	Hand tremor	1.0	1.0
4	HP:0000158	Macroglossia	1.0	1.0
4	HP:0006579	Prolonged neonatal jaundice	1.0	1.0
4	HP:0002506	Diffuse cerebral atrophy	0.02049542054677375	1.0
4	HP:0001884	Talipes calcaneovalgus	1.0	1.0
4	HP:0002211	White forelock	1.0	1.0
4	HP:0012447	Abnormal myelination	0.18627830728428038	1.0
4	HP:0009832	Abnormal distal phalanx morphology of finger	1.0	1.0
4	HP:0100308	Cerebral cortical hemiatrophy	1.0	1.0
4	HP:0003162	Fasting hypoglycemia	1.0	1.0
4	HP:0010838	High nonceruloplasmin-bound serum copper	1.0	1.0
4	HP:0000436	Abnormal nasal tip morphology	1.0	1.0
4	HP:0011001	Increased bone mineral density	1.0	1.0
4	HP:0000602	Ophthalmoplegia	1.0	1.0
4	HP:0030265	Wide penis	1.0	1.0
4	HP:0008606	Supraauricular pit	1.0	1.0
4	HP:0010624	Aplastic/hypoplastic toenail	1.0	1.0
4	HP:0000311	Round face	1.0	1.0
4	HP:0012379	Abnormal circulating enzyme concentration or activity	0.03285236933124683	1.0
4	HP:0007754	Macular dystrophy	1.0	1.0
4	HP:0012450	Chronic constipation	1.0	1.0
4	HP:0001350	Slurred speech	1.0	1.0
4	HP:0001640	Cardiomegaly	1.0	1.0
4	HP:0012686	Increased pineal volume	1.0	1.0
4	HP:0045055	Tiger tail banding	1.0	1.0
4	HP:0004388	Microcolon	1.0	1.0
4	HP:0012060	Acral lentiginous melanoma	1.0	1.0
4	HP:0002107	Pneumothorax	1.0	1.0
4	HP:0010674	Abnormality of the curvature of the vertebral column	1.0	1.0
4	HP:0001341	Olfactory lobe agenesis	1.0	1.0
4	HP:0032107	Limbal stem cell deficiency	1.0	1.0
4	HP:0010766	Ectopic calcification	1.0	1.0
4	HP:0004428	Elfin facies	1.0	1.0
4	HP:0002231	Sparse body hair	1.0	1.0
4	HP:0003642	Type I transferrin isoform profile	1.0	1.0
4	HP:0000193	Bifid uvula	1.0	1.0
4	HP:0025092	Epidermal acanthosis	1.0	1.0
4	HP:0100820	Glomerulopathy	1.0	1.0
4	HP:0001166	Arachnodactyly	1.0	1.0
4	HP:0002208	Coarse hair	1.0	1.0
4	HP:0003198	Myopathy	1.0	1.0
4	HP:0100268	Upper lip pit	1.0	1.0
4	HP:0006114	Multiple palmar creases	1.0	1.0
4	HP:0003693	Distal amyotrophy	1.0	1.0
4	HP:0000687	Widely spaced teeth	1.0	1.0
4	HP:0000062	Ambiguous genitalia	1.0	1.0
4	HP:0009748	Large earlobe	1.0	1.0
4	HP:0003077	Hyperlipidemia	1.0	1.0
4	HP:0003712	Skeletal muscle hypertrophy	1.0	1.0
4	HP:0005328	Progeroid facial appearance	1.0	1.0
4	HP:0002804	Arthrogryposis multiplex congenita	1.0	1.0
4	HP:0003761	Calcinosis	1.0	1.0
4	HP:0000347	Micrognathia	0.3930679432569963	1.0
4	HP:0010845	EEG with generalized slow activity	1.0	1.0
4	HP:0008981	Calf muscle hypertrophy	1.0	1.0
4	HP:0002875	Exertional dyspnea	1.0	1.0
4	HP:0002021	Pyloric stenosis	1.0	1.0
4	HP:0001634	Mitral valve prolapse	1.0	1.0
4	HP:0001212	Prominent fingertip pads	1.0	1.0
4	HP:0001388	Joint laxity	1.0	1.0
4	HP:0000290	Abnormality of the forehead	0.46514902122166957	1.0
4	HP:0001807	Ridged nail	1.0	1.0
4	HP:0001533	Slender build	1.0	1.0
4	HP:0010874	Tendon xanthomatosis	1.0	1.0
4	HP:0003635	Loss of subcutaneous adipose tissue in limbs	1.0	1.0
4	HP:0006243	Phalangeal dislocation	1.0	1.0
4	HP:0000998	Hypertrichosis	1.0	1.0
4	HP:0002007	Frontal bossing	1.0	1.0
4	HP:0002617	Vascular dilatation	1.0	1.0
4	HP:0002092	Pulmonary arterial hypertension	1.0	1.0
4	HP:0000824	Decreased response to growth hormone stimulation test	0.0694665100777845	1.0
4	HP:0010780	Hyperacusis	1.0	1.0
4	HP:0000035	Abnormal testis morphology	0.09018945837192979	1.0
4	HP:0001257	Spasticity	1.0	1.0
4	HP:0045025	Narrow palpebral fissure	1.0	1.0
4	HP:0004950	Peripheral arterial stenosis	1.0	1.0
4	HP:0003076	Glycosuria	1.0	1.0
4	HP:0010935	Abnormality of the upper urinary tract	0.6166170182827793	1.0
4	HP:0009003	Increased subcutaneous truncal adipose tissue	1.0	1.0
4	HP:0008573	Low-frequency sensorineural hearing impairment	1.0	1.0
4	HP:0011171	Simple febrile seizure	1.0	1.0
4	HP:0002673	Coxa valga	1.0	1.0
4	HP:0002361	Psychomotor deterioration	1.0	1.0
4	HP:0031248	Palmar pruritus	1.0	1.0
4	HP:0001063	Acrocyanosis	1.0	1.0
4	HP:0200128	Biventricular hypertrophy	1.0	1.0
4	HP:0002719	Recurrent infections	0.3694909526411364	1.0
4	HP:0001337	Tremor	1.0	1.0
4	HP:0012471	Thick vermilion border	1.0	1.0
4	HP:0009882	Short distal phalanx of finger	1.0	1.0
4	HP:0025244	Subretinal pigment epithelium hemorrhage	1.0	1.0
4	HP:0002761	Generalized joint laxity	1.0	1.0
4	HP:0000470	Short neck	0.017568904849054393	1.0
4	HP:0010751	Dimple chin	1.0	1.0
4	HP:0005272	Prominent nasolabial fold	1.0	1.0
4	HP:0000307	Pointed chin	1.0	1.0
4	HP:0002967	Cubitus valgus	1.0	1.0
4	HP:0012075	Personality disorder	1.0	1.0
4	HP:0001650	Aortic valve stenosis	1.0	1.0
4	HP:0002672	Gastrointestinal carcinoma	1.0	1.0
4	HP:0000399	Prelingual sensorineural hearing impairment	1.0	1.0
4	HP:0002725	Systemic lupus erythematosus	1.0	1.0
4	HP:0000260	Wide anterior fontanel	1.0	1.0
4	HP:0001903	Anemia	1.0	1.0
4	HP:0004361	Abnormal circulating leptin concentration	1.0	1.0
4	HP:0000718	Aggressive behavior	1.0	1.0
4	HP:0001805	Onychogryposis	1.0	1.0
4	HP:0002113	Pulmonary infiltrates	1.0	1.0
4	HP:0008897	Postnatal growth retardation	0.11572215129744	1.0
4	HP:0000527	Long eyelashes	1.0	1.0
4	HP:0001382	Joint hypermobility	1.0	1.0
4	HP:0000325	Triangular face	1.0	1.0
4	HP:0003312	Abnormal form of the vertebral bodies	1.0	1.0
4	HP:0001525	Severe failure to thrive	1.0	1.0
4	HP:0003074	Hyperglycemia	1.0	1.0
4	HP:0000253	Progressive microcephaly	0.025109188543396794	1.0
4	HP:0006958	Abnormal auditory evoked potentials	1.0	1.0
4	HP:0000465	Webbed neck	1.0	1.0
4	HP:0000609	Optic nerve hypoplasia	1.0	1.0
4	HP:0002342	Intellectual disability, moderate	0.1267994541637874	1.0
4	HP:0008661	Urethral stenosis	1.0	1.0
4	HP:0000348	High forehead	1.0	1.0
4	HP:0001138	Optic neuropathy	1.0	1.0
4	HP:0001289	Confusion	1.0	1.0
4	HP:0002749	Osteomalacia	1.0	1.0
4	HP:0002293	Alopecia of scalp	1.0	1.0
4	HP:0030088	Increased serum testosterone level	1.0	1.0
4	HP:0008066	Abnormal blistering of the skin	1.0	1.0
4	HP:0007305	CNS demyelination	1.0	1.0
4	HP:0008065	Aplasia/Hypoplasia of the skin	1.0	1.0
4	HP:0002797	Osteolysis	1.0	1.0
4	HP:0000411	Protruding ear	1.0	1.0
4	HP:0001285	Spastic tetraparesis	1.0	1.0
4	HP:0000072	Hydroureter	1.0	1.0
4	HP:0011097	Epileptic spasm	1.0	1.0
4	HP:0001875	Neutropenia	1.0	1.0
4	HP:0008647	Pubertal developmental failure in females	1.0	1.0
4	HP:0025190	Bilateral tonic-clonic seizure with generalized onset	1.0	1.0
4	HP:0008404	Nail dystrophy	1.0	1.0
4	HP:0010994	Abnormal corpus striatum morphology	1.0	1.0
4	HP:0000141	Amenorrhea	1.0	1.0
4	HP:0001231	Abnormal fingernail morphology	1.0	1.0
4	HP:0200035	Skin plaque	1.0	1.0
4	HP:0011710	Bundle branch block	1.0	1.0
4	HP:0001048	Cavernous hemangioma	1.0	1.0
4	HP:0000929	Abnormal skull morphology	0.1531782703681345	1.0
4	HP:0100545	Arterial stenosis	0.050645815251548015	1.0
4	HP:0000444	Convex nasal ridge	1.0	1.0
4	HP:0002226	White eyebrow	1.0	1.0
4	HP:0007477	Abnormal dermatoglyphics	1.0	1.0
4	HP:0001631	Atrial septal defect	1.0	1.0
4	HP:0005164	Dysplastic pulmonary valve	1.0	1.0
4	HP:0010551	Paraplegia/paraparesis	1.0	1.0
4	HP:0002902	Hyponatremia	1.0	1.0
4	HP:0001810	Dystrophic toenail	1.0	1.0
4	HP:0000252	Microcephaly	0.11364427901349759	1.0
4	HP:0009933	Narrow naris	1.0	1.0
4	HP:0002066	Gait ataxia	1.0	1.0
4	HP:0002014	Diarrhea	0.23039660716863902	1.0
4	HP:0000272	Malar flattening	1.0	1.0
4	HP:0001321	Cerebellar hypoplasia	1.0	1.0
4	HP:0000269	Prominent occiput	1.0	1.0
4	HP:0001976	Reduced antithrombin III activity	1.0	1.0
4	HP:0001804	Hypoplastic fingernail	1.0	1.0
4	HP:0010880	Increased nuchal translucency	1.0	1.0
4	HP:0009721	Shagreen patch	1.0	1.0
