Representing term id	Representing term name	Representing term rank	93932 term id	93932 term name	93932 term rank	920 term id	920 term name	920 term rank	909 term id	909 term name	909 term rank	904 term id	904 term name	904 term rank	90348 term id	90348 term name	90348 term rank	90324 term id	90324 term name	90324 term rank	90322 term id	90322 term name	90322 term rank	90321 term id	90321 term name	90321 term rank	902 term id	902 term name	902 term rank	90154 term id	90154 term name	90154 term rank	90153 term id	90153 term name	90153 term rank	897 term id	897 term name	897 term rank	895 term id	895 term name	895 term rank	894 term id	894 term name	894 term rank	808 term id	808 term name	808 term rank	79477 term id	79477 term name	79477 term rank	79476 term id	79476 term name	79476 term rank	79474 term id	79474 term name	79474 term rank	79333 term id	79333 term name	79333 term rank	79325 term id	79325 term name	79325 term rank	79087 term id	79087 term name	79087 term rank	769 term id	769 term name	769 term rank	758 term id	758 term name	758 term rank	75496 term id	75496 term name	75496 term rank	740 term id	740 term name	740 term rank	633 term id	633 term name	633 term rank	500 term id	500 term name	500 term rank	498359 term id	498359 term name	498359 term rank	487825 term id	487825 term name	487825 term rank	477 term id	477 term name	477 term rank	435628 term id	435628 term name	435628 term rank	412057 term id	412057 term name	412057 term rank	363618 term id	363618 term name	363618 term rank	357074 term id	357074 term name	357074 term rank	3455 term id	3455 term name	3455 term rank	3437 term id	3437 term name	3437 term rank	33445 term id	33445 term name	33445 term rank	33364 term id	33364 term name	33364 term rank	3322 term id	3322 term name	3322 term rank	3163 term id	3163 term name	3163 term rank	3051 term id	3051 term name	3051 term rank	2963 term id	2963 term name	2963 term rank	287 term id	287 term name	287 term rank	286 term id	286 term name	286 term rank	2834 term id	2834 term name	2834 term rank	280679 term id	280679 term name	280679 term rank	280365 term id	280365 term name	280365 term rank	2658 term id	2658 term name	2658 term rank	263534 term id	263534 term name	263534 term rank	263487 term id	263487 term name	263487 term rank	2500 term id	2500 term name	2500 term rank	220295 term id	220295 term name	220295 term rank	2078 term id	2078 term name	2078 term rank	2067 term id	2067 term name	2067 term rank	1942 term id	1942 term name	1942 term rank	1901 term id	1901 term name	1901 term rank	1860 term id	1860 term name	1860 term rank	1807 term id	1807 term name	1807 term rank	1775 term id	1775 term name	1775 term rank	163746 term id	163746 term name	163746 term rank	1387 term id	1387 term name	1387 term rank	137608 term id	137608 term name	137608 term rank	1340 term id	1340 term name	1340 term rank	1299 term id	1299 term name	1299 term rank	1297 term id	1297 term name	1297 term rank	101028 term id	101028 term name	101028 term rank	100 term id	100 term name	100 term rank
			REAC:R-HSA-186797	Signaling by PDGF	30							REAC:R-HSA-186797	Signaling by PDGF	23	REAC:R-HSA-186797	Signaling by PDGF	24																			REAC:R-HSA-186797	Signaling by PDGF	16	REAC:R-HSA-186797	Signaling by PDGF	17																						REAC:R-HSA-186797	Signaling by PDGF	23	REAC:R-HSA-186797	Signaling by PDGF	33										REAC:R-HSA-186797	Signaling by PDGF	201	REAC:R-HSA-186797	Signaling by PDGF	31	REAC:R-HSA-186797	Signaling by PDGF	32				REAC:R-HSA-186797	Signaling by PDGF	30				REAC:R-HSA-186797	Signaling by PDGF	201							REAC:R-HSA-186797	Signaling by PDGF	19													REAC:R-HSA-186797	Signaling by PDGF	18				REAC:R-HSA-186797	Signaling by PDGF	22	REAC:R-HSA-186797	Signaling by PDGF	4	REAC:R-HSA-186797	Signaling by PDGF	9																			REAC:R-HSA-186797	Signaling by PDGF	9				REAC:R-HSA-186797	Signaling by PDGF	15							REAC:R-HSA-186797	Signaling by PDGF	21	REAC:R-HSA-186797	Signaling by PDGF	14																REAC:R-HSA-186797	Signaling by PDGF	43	REAC:R-HSA-186797	Signaling by PDGF	227									
			REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	37				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	112	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	35	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	31																			REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	38	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	42																			REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	110	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	30	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	34													REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	27	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	15				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	34	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	116	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	99							REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	39													REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	6				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	10	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	80	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	11													REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	152				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	11				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	4				REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	125	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	20	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	9																REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	24	REAC:R-HSA-4420097	VEGFA-VEGFR2 Pathway	112									
			REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	70							REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	55	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	67																			REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	64	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	61																REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	218				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	68	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	76													REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	66	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	79				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	70				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	5							REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	50	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	186										REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	80				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	76	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	68	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	79				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	200										REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	218	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	79				REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	72							REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	76	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	55																REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	55	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	235									
			REAC:R-HSA-186763	Downstream signal transduction	14							REAC:R-HSA-186763	Downstream signal transduction	21	REAC:R-HSA-186763	Downstream signal transduction	22																			REAC:R-HSA-186763	Downstream signal transduction	14	REAC:R-HSA-186763	Downstream signal transduction	15																						REAC:R-HSA-186763	Downstream signal transduction	21	REAC:R-HSA-186763	Downstream signal transduction	21										REAC:R-HSA-186763	Downstream signal transduction	169	REAC:R-HSA-186763	Downstream signal transduction	18	REAC:R-HSA-186763	Downstream signal transduction	20				REAC:R-HSA-186763	Downstream signal transduction	15				REAC:R-HSA-186763	Downstream signal transduction	160							REAC:R-HSA-186763	Downstream signal transduction	18													REAC:R-HSA-186763	Downstream signal transduction	13				REAC:R-HSA-186763	Downstream signal transduction	11	REAC:R-HSA-186763	Downstream signal transduction	20	REAC:R-HSA-186763	Downstream signal transduction	10																			REAC:R-HSA-186763	Downstream signal transduction	10				REAC:R-HSA-186763	Downstream signal transduction	10							REAC:R-HSA-186763	Downstream signal transduction	9	REAC:R-HSA-186763	Downstream signal transduction	5																REAC:R-HSA-186763	Downstream signal transduction	26	REAC:R-HSA-186763	Downstream signal transduction	168				REAC:R-HSA-186763	Downstream signal transduction	104			
			REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	71							REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	56	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	68																			REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	65	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	62																REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	220				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	67	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	75													REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	63	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	80				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	71				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	6							REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	51	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	187										REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	81				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	77	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	67	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	78				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	201										REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	220	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	78				REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	73							REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	73	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	56																REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	54	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	234									
																																																																																																						REAC:R-HSA-77387	Insulin receptor recycling	6																															REAC:R-HSA-77387	Insulin receptor recycling	17																																																																		
			REAC:R-HSA-6806834	Signaling by MET	25				REAC:R-HSA-6806834	Signaling by MET	87	REAC:R-HSA-6806834	Signaling by MET	12	REAC:R-HSA-6806834	Signaling by MET	11																			REAC:R-HSA-6806834	Signaling by MET	9	REAC:R-HSA-6806834	Signaling by MET	7																			REAC:R-HSA-6806834	Signaling by MET	88	REAC:R-HSA-6806834	Signaling by MET	10	REAC:R-HSA-6806834	Signaling by MET	28	REAC:R-HSA-6806834	Signaling by MET	78										REAC:R-HSA-6806834	Signaling by MET	37	REAC:R-HSA-6806834	Signaling by MET	28				REAC:R-HSA-6806834	Signaling by MET	25				REAC:R-HSA-6806834	Signaling by MET	123				REAC:R-HSA-6806834	Signaling by MET	57	REAC:R-HSA-6806834	Signaling by MET	20													REAC:R-HSA-6806834	Signaling by MET	26				REAC:R-HSA-6806834	Signaling by MET	16	REAC:R-HSA-6806834	Signaling by MET	7	REAC:R-HSA-6806834	Signaling by MET	8	REAC:R-HSA-6806834	Signaling by MET	55																REAC:R-HSA-6806834	Signaling by MET	8				REAC:R-HSA-6806834	Signaling by MET	25	REAC:R-HSA-6806834	Signaling by MET	69	REAC:R-HSA-6806834	Signaling by MET	114	REAC:R-HSA-6806834	Signaling by MET	8	REAC:R-HSA-6806834	Signaling by MET	15																REAC:R-HSA-6806834	Signaling by MET	38	REAC:R-HSA-6806834	Signaling by MET	261									
			REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	82							REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	62	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	70																			REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	71	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	65																REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	222				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	70	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	90													REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	71	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	88				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	83				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	7							REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	61	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	192										REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	91				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	81	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	72	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	83				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	204										REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	222	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	83				REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	80							REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	80	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	61																REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	59	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	245									
			REAC:R-HSA-1227986	Signaling by ERBB2	74							REAC:R-HSA-1227986	Signaling by ERBB2	42	REAC:R-HSA-1227986	Signaling by ERBB2	47																			REAC:R-HSA-1227986	Signaling by ERBB2	60	REAC:R-HSA-1227986	Signaling by ERBB2	59																REAC:R-HSA-1227986	Signaling by ERBB2	200				REAC:R-HSA-1227986	Signaling by ERBB2	49	REAC:R-HSA-1227986	Signaling by ERBB2	80													REAC:R-HSA-1227986	Signaling by ERBB2	73	REAC:R-HSA-1227986	Signaling by ERBB2	50				REAC:R-HSA-1227986	Signaling by ERBB2	72	REAC:R-HSA-1227986	Signaling by ERBB2	100	REAC:R-HSA-1227986	Signaling by ERBB2	8							REAC:R-HSA-1227986	Signaling by ERBB2	54													REAC:R-HSA-1227986	Signaling by ERBB2	82				REAC:R-HSA-1227986	Signaling by ERBB2	72	REAC:R-HSA-1227986	Signaling by ERBB2	64	REAC:R-HSA-1227986	Signaling by ERBB2	75				REAC:R-HSA-1227986	Signaling by ERBB2	173							REAC:R-HSA-1227986	Signaling by ERBB2	194	REAC:R-HSA-1227986	Signaling by ERBB2	200	REAC:R-HSA-1227986	Signaling by ERBB2	75				REAC:R-HSA-1227986	Signaling by ERBB2	78							REAC:R-HSA-1227986	Signaling by ERBB2	52	REAC:R-HSA-1227986	Signaling by ERBB2	53																REAC:R-HSA-1227986	Signaling by ERBB2	66	REAC:R-HSA-1227986	Signaling by ERBB2	146									
			REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	83							REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	65	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	74																			REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	76	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	68																REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	224				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	75	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	91													REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	74	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	93				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	84				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	9							REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	63	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	194										REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	93				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	86	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	76	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	88				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	209										REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	224	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	88				REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	82							REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	83	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	67																REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	60	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	251									
			REAC:R-HSA-1643713	Signaling by EGFR in Cancer	88							REAC:R-HSA-1643713	Signaling by EGFR in Cancer	70	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	76																			REAC:R-HSA-1643713	Signaling by EGFR in Cancer	81	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	73																REAC:R-HSA-1643713	Signaling by EGFR in Cancer	229				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	76	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	95													REAC:R-HSA-1643713	Signaling by EGFR in Cancer	79	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	96				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	89				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	10							REAC:R-HSA-1643713	Signaling by EGFR in Cancer	67	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	200										REAC:R-HSA-1643713	Signaling by EGFR in Cancer	98				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	87	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	79	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	91				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	215										REAC:R-HSA-1643713	Signaling by EGFR in Cancer	229	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	91				REAC:R-HSA-1643713	Signaling by EGFR in Cancer	88							REAC:R-HSA-1643713	Signaling by EGFR in Cancer	87	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	74																REAC:R-HSA-1643713	Signaling by EGFR in Cancer	68	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	255									
			REAC:R-HSA-8875878	MET promotes cell motility	64				REAC:R-HSA-8875878	MET promotes cell motility	74	REAC:R-HSA-8875878	MET promotes cell motility	24	REAC:R-HSA-8875878	MET promotes cell motility	32																			REAC:R-HSA-8875878	MET promotes cell motility	30	REAC:R-HSA-8875878	MET promotes cell motility	24																			REAC:R-HSA-8875878	MET promotes cell motility	70	REAC:R-HSA-8875878	MET promotes cell motility	24	REAC:R-HSA-8875878	MET promotes cell motility	67													REAC:R-HSA-8875878	MET promotes cell motility	99	REAC:R-HSA-8875878	MET promotes cell motility	63				REAC:R-HSA-8875878	MET promotes cell motility	63													REAC:R-HSA-8875878	MET promotes cell motility	45													REAC:R-HSA-8875878	MET promotes cell motility	74				REAC:R-HSA-8875878	MET promotes cell motility	49	REAC:R-HSA-8875878	MET promotes cell motility	11	REAC:R-HSA-8875878	MET promotes cell motility	16																			REAC:R-HSA-8875878	MET promotes cell motility	16				REAC:R-HSA-8875878	MET promotes cell motility	91				REAC:R-HSA-8875878	MET promotes cell motility	86	REAC:R-HSA-8875878	MET promotes cell motility	71	REAC:R-HSA-8875878	MET promotes cell motility	71																REAC:R-HSA-8875878	MET promotes cell motility	102												
			REAC:R-HSA-177929	Signaling by EGFR	43							REAC:R-HSA-177929	Signaling by EGFR	15	REAC:R-HSA-177929	Signaling by EGFR	20																			REAC:R-HSA-177929	Signaling by EGFR	18	REAC:R-HSA-177929	Signaling by EGFR	14																						REAC:R-HSA-177929	Signaling by EGFR	20	REAC:R-HSA-177929	Signaling by EGFR	40	REAC:R-HSA-177929	Signaling by EGFR	42										REAC:R-HSA-177929	Signaling by EGFR	47	REAC:R-HSA-177929	Signaling by EGFR	45				REAC:R-HSA-177929	Signaling by EGFR	43				REAC:R-HSA-177929	Signaling by EGFR	36				REAC:R-HSA-177929	Signaling by EGFR	51	REAC:R-HSA-177929	Signaling by EGFR	38													REAC:R-HSA-177929	Signaling by EGFR	48				REAC:R-HSA-177929	Signaling by EGFR	33	REAC:R-HSA-177929	Signaling by EGFR	35	REAC:R-HSA-177929	Signaling by EGFR	29	REAC:R-HSA-177929	Signaling by EGFR	49										REAC:R-HSA-177929	Signaling by EGFR	149				REAC:R-HSA-177929	Signaling by EGFR	29				REAC:R-HSA-177929	Signaling by EGFR	43	REAC:R-HSA-177929	Signaling by EGFR	60				REAC:R-HSA-177929	Signaling by EGFR	28	REAC:R-HSA-177929	Signaling by EGFR	12																REAC:R-HSA-177929	Signaling by EGFR	49	REAC:R-HSA-177929	Signaling by EGFR	151									
			REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	120							REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	94	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	82																			REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	93	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	83																REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	219				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	83	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	130													REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	105	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	117				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	121				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	14							REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	74	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	185										REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	133				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	100	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	88	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	102				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	199										REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	219	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	102				REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	117							REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	154	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	86																REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	87												
			REAC:R-HSA-8874081	MET activates PTK2 signaling	115				REAC:R-HSA-8874081	MET activates PTK2 signaling	67	REAC:R-HSA-8874081	MET activates PTK2 signaling	75	REAC:R-HSA-8874081	MET activates PTK2 signaling	66																			REAC:R-HSA-8874081	MET activates PTK2 signaling	62	REAC:R-HSA-8874081	MET activates PTK2 signaling	60																			REAC:R-HSA-8874081	MET activates PTK2 signaling	64	REAC:R-HSA-8874081	MET activates PTK2 signaling	47	REAC:R-HSA-8874081	MET activates PTK2 signaling	123													REAC:R-HSA-8874081	MET activates PTK2 signaling	149	REAC:R-HSA-8874081	MET activates PTK2 signaling	106				REAC:R-HSA-8874081	MET activates PTK2 signaling	115													REAC:R-HSA-8874081	MET activates PTK2 signaling	83													REAC:R-HSA-8874081	MET activates PTK2 signaling	125				REAC:R-HSA-8874081	MET activates PTK2 signaling	95	REAC:R-HSA-8874081	MET activates PTK2 signaling	16	REAC:R-HSA-8874081	MET activates PTK2 signaling	25																			REAC:R-HSA-8874081	MET activates PTK2 signaling	25				REAC:R-HSA-8874081	MET activates PTK2 signaling	145				REAC:R-HSA-8874081	MET activates PTK2 signaling	79	REAC:R-HSA-8874081	MET activates PTK2 signaling	149	REAC:R-HSA-8874081	MET activates PTK2 signaling	136																REAC:R-HSA-8874081	MET activates PTK2 signaling	149												
																																																																					REAC:R-HSA-177504	Retrograde neurotrophin signalling	17																																																																																											REAC:R-HSA-177504	Retrograde neurotrophin signalling	61	REAC:R-HSA-177504	Retrograde neurotrophin signalling	36																REAC:R-HSA-177504	Retrograde neurotrophin signalling	58																		
			REAC:R-HSA-1251985	Nuclear signaling by ERBB4	288	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	145	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	105																															REAC:R-HSA-1251985	Nuclear signaling by ERBB4	252																REAC:R-HSA-1251985	Nuclear signaling by ERBB4	107				REAC:R-HSA-1251985	Nuclear signaling by ERBB4	294				REAC:R-HSA-1251985	Nuclear signaling by ERBB4	18				REAC:R-HSA-1251985	Nuclear signaling by ERBB4	232							REAC:R-HSA-1251985	Nuclear signaling by ERBB4	260	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	291																						REAC:R-HSA-1251985	Nuclear signaling by ERBB4	256							REAC:R-HSA-1251985	Nuclear signaling by ERBB4	309																						REAC:R-HSA-1251985	Nuclear signaling by ERBB4	54																REAC:R-HSA-1251985	Nuclear signaling by ERBB4	161							REAC:R-HSA-1251985	Nuclear signaling by ERBB4	145				REAC:R-HSA-1251985	Nuclear signaling by ERBB4	280	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	18							REAC:R-HSA-1251985	Nuclear signaling by ERBB4	66									
			REAC:R-HSA-74752	Signaling by Insulin receptor	131							REAC:R-HSA-74752	Signaling by Insulin receptor	143	REAC:R-HSA-74752	Signaling by Insulin receptor	186																			REAC:R-HSA-74752	Signaling by Insulin receptor	163	REAC:R-HSA-74752	Signaling by Insulin receptor	157																						REAC:R-HSA-74752	Signaling by Insulin receptor	184	REAC:R-HSA-74752	Signaling by Insulin receptor	106													REAC:R-HSA-74752	Signaling by Insulin receptor	109	REAC:R-HSA-74752	Signaling by Insulin receptor	224				REAC:R-HSA-74752	Signaling by Insulin receptor	130				REAC:R-HSA-74752	Signaling by Insulin receptor	114				REAC:R-HSA-74752	Signaling by Insulin receptor	21	REAC:R-HSA-74752	Signaling by Insulin receptor	189													REAC:R-HSA-74752	Signaling by Insulin receptor	147				REAC:R-HSA-74752	Signaling by Insulin receptor	193	REAC:R-HSA-74752	Signaling by Insulin receptor	176	REAC:R-HSA-74752	Signaling by Insulin receptor	197	REAC:R-HSA-74752	Signaling by Insulin receptor	28																REAC:R-HSA-74752	Signaling by Insulin receptor	197				REAC:R-HSA-74752	Signaling by Insulin receptor	110							REAC:R-HSA-74752	Signaling by Insulin receptor	122	REAC:R-HSA-74752	Signaling by Insulin receptor	167																REAC:R-HSA-74752	Signaling by Insulin receptor	107												
