Unnamed: 0	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	evidences
342	GO:BP	GO:1901565	organonitrogen compound catabolic process	1.2249047762232968e-07	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1302	135	33	15719	0.2444444444444444	0.0253456221198156	query_1	['GO:1901564', 'GO:1901575']	['AKT1', 'BIRC2', 'BTRC', 'SNX33', 'SHMT2', 'CUL4A', 'RBCK1', 'IRAK3', 'FBXW11', 'LRSAM1', 'RIPK1', 'HSP90AB1', 'TNF', 'FBXW7', 'TRAF2', 'GSK3B', 'MALT1', 'RBX1', 'SARM1', 'TNFAIP3', 'HSPA8', 'TNFRSF1B', 'SKP1', 'CASP8', 'CUL1', 'SPOP', 'PELI1', 'SHARPIN', 'RELA', 'CUL3', 'SHMT1', 'HSP90AA1', 'UBE2N']	[['IEA'], ['IDA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'NAS', 'IC'], ['IDA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS'], ['IMP', 'IBA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IBA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IBA'], ['IGI', 'TAS'], ['IEA']]
343	GO:BP	GO:0031647	regulation of protein stability	1.4226845877839165e-07	True	"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]"	315	135	16	15719	0.1185185185185185	0.0507936507936507	query_1	['GO:0065008']	['PYCARD', 'BTRC', 'TNIP2', 'CDC37', 'BCL2', 'FBXW11', 'CREBBP', 'HSP90AB1', 'FBXW7', 'PTGES3', 'HSPA8', 'COG7', 'HTT', 'CUL3', 'HSP90AA1', 'TP53']	[['ISS', 'IEA'], ['IMP'], ['ISS'], ['IBA'], ['IEA'], ['IMP'], ['IMP'], ['IBA'], ['IDA', 'IEA'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IGI'], ['IMP', 'IBA'], ['IEA']]
344	GO:BP	GO:0032501	multicellular organismal process	1.4592969252816817e-07	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6812	135	91	15719	0.674074074074074	0.0133587786259541	query_1	['GO:0008150']	['CARD11', 'LTA', 'AKT1', 'PYCARD', 'FOXO3', 'CD14', 'CASP1', 'AZI2', 'RAB8A', 'BCL2L11', 'FADD', 'BIRC3', 'NFKB1', 'TRADD', 'TNFRSF1A', 'BTRC', 'NLRP3', 'BBC3', 'MAP3K7', 'FASLG', 'CUL4A', 'TNIP2', 'IRF7', 'TICAM2', 'IRAK3', 'HSPH1', 'DNAJA4', 'MYD88', 'BCL2', 'IKBKB', 'PTPN22', 'RAB8B', 'FBXW11', 'IRAK1', 'CREBBP', 'MEFV', 'RIPK1', 'HSP90AB1', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'CARD8', 'GSK3B', 'MALT1', 'TBK1', 'TAB1', 'TNFSF14', 'SKAP2', 'TRAF6', 'TLR4', 'PTGES3', 'LTBR', 'FAS', 'BAD', 'NFKB2', 'BAX', 'SARM1', 'TNFAIP3', 'CFLAR', 'NLRP1', 'TNFRSF1B', 'RHPN2', 'SFN', 'XPNPEP3', 'CASP8', 'TICAM1', 'BID', 'PELI1', 'NLRP2', 'SHARPIN', 'PYDC2', 'HTT', 'BCL10', 'RELA', 'NLRC4', 'LTB', 'NFKBIA', 'APP', 'REL', 'CUL3', 'AIM2', 'TRAF3', 'HSP90AA1', 'CHUK', 'CASP5', 'RELB', 'BCL2L1', 'MAP3K8', 'TAB2', 'TP53']	[['IDA', 'IMP', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'ISO', 'NAS', 'IEA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'NAS'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['IDA', 'IEA'], ['IEA'], ['ISS'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IMP'], ['IMP', 'ISS', 'IBA', 'IEA'], ['TAS'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IMP', 'NAS', 'IEA'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IBA'], ['IMP'], ['TAS'], ['IDA', 'IMP'], ['IDA', 'IMP'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'IEP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP', 'ISS', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS'], ['ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['IMP', 'ISS', 'TAS'], ['ISS', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IGI', 'IEA'], ['IGI', 'NAS'], ['ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IMP'], ['HEP'], ['IMP', 'IEA'], ['IEA'], ['TAS'], ['IMP'], ['IMP', 'ISS', 'IEA']]
345	GO:BP	GO:0050863	regulation of T cell activation	1.6040443481380172e-07	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	135	17	15719	0.1259259259259259	0.046831955922865	query_1	['GO:0042110', 'GO:0051249']	['CARD11', 'AKT1', 'PYCARD', 'FOXO3', 'FADD', 'NLRP3', 'HSPH1', 'PTPN22', 'MALT1', 'TNFSF14', 'TRAF6', 'BAD', 'TNFRSF1B', 'BID', 'PELI1', 'BCL10', 'MAP3K8']	[['IDA', 'IEA'], ['TAS'], ['IMP', 'ISS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['TAS'], ['IMP', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS']]
18	GO:CC	GO:0005622	intracellular anatomical structure	1.6262891899688304e-07	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	135	133	16420	0.9851851851851852	0.0097066121734053	query_1	['GO:0110165']	['CARD11', 'BRCC3', 'AKT1', 'FKBP5', 'PYCARD', 'FOXO3', 'CD14', 'RNF31', 'CASP1', 'AZI2', 'RAB8A', 'BCL2L11', 'FADD', 'BIRC3', 'NFKB1', 'BIRC2', 'TAB3', 'TRADD', 'TNFRSF1A', 'BTRC', 'NLRP3', 'SNX33', 'BBC3', 'MAP3K7', 'SHMT2', 'FASLG', 'CUL4A', 'TNIP2', 'IRF7', 'RBCK1', 'TICAM2', 'IRAK3', 'FYB1', 'HSPH1', 'DNAJA4', 'IKBKG', 'CDC37', 'MYD88', 'BCL2', 'IKBKB', 'PTPN22', 'BABAM2', 'RAB8B', 'FBXW11', 'STIP1', 'IRAK1', 'LRSAM1', 'TBKBP1', 'MAP3K14', 'CREBBP', 'MEFV', 'RIPK1', 'HSP90AB1', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'CARD8', 'GSK3B', 'MALT1', 'TBK1', 'TAB1', 'TNFSF14', 'NFKBIE', 'SKAP2', 'TRAF6', 'TLR4', 'PTGES3', 'TBC1D17', 'LTBR', 'PSTPIP1', 'COG5', 'FAS', 'BAD', 'NFKB2', 'RBX1', 'BAX', 'OPTN', 'SARM1', 'TNFAIP3', 'CAND1', 'CFLAR', 'NLRP1', 'HSPA8', 'CASP10', 'TNFRSF1B', 'TANK', 'NFKBIB', 'RHPN2', 'IRAK2', 'SFN', 'XPNPEP3', 'SKP1', 'MCL1', 'CASP8', 'IKBKE', 'CUL1', 'SPOP', 'COG7', 'TICAM1', 'BID', 'NLRP4', 'PELI1', 'NLRP2', 'SHARPIN', 'PYDC2', 'HTT', 'BCL10', 'RELA', 'LIPF', 'DNAJA2', 'NLRC4', 'NFKBIA', 'APP', 'REL', 'CUL3', 'SHMT1', 'AIM2', 'TAX1BP1', 'ABRAXAS2', 'UBE2V1', 'TRAF3', 'IRAK4', 'HSP90AA1', 'CHUK', 'UBE2N', 'CASP5', 'RELB', 'BCL2L1', 'TNIP1', 'MAP3K8', 'TAB2', 'TP53']	[['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI', 'IMP', 'ISA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IGI', 'ISA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['TAS', 'NAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IGI', 'ISA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['ISS', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IC', 'IEA'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IPI', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IC', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'NAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IBA', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS'], ['TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IMP', 'IGI', 'ISA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IMP', 'ISA', 'TAS', 'NAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'ISA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IMP', 'ISA', 'TAS', 'IEA']]
19	GO:CC	GO:1902494	catalytic complex	1.6262891899688304e-07	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	135	38	16420	0.2814814814814815	0.0220545560069645	query_1	['GO:0032991']	['BRCC3', 'PYCARD', 'RNF31', 'AZI2', 'FADD', 'BTRC', 'MAP3K7', 'CUL4A', 'RBCK1', 'IKBKG', 'IKBKB', 'BABAM2', 'FBXW11', 'TBKBP1', 'CREBBP', 'RIPK1', 'FBXW7', 'TRAF2', 'GSK3B', 'TBK1', 'PTGES3', 'RBX1', 'CAND1', 'CFLAR', 'CASP10', 'TANK', 'SKP1', 'CASP8', 'IKBKE', 'CUL1', 'SPOP', 'TICAM1', 'SHARPIN', 'CUL3', 'UBE2V1', 'TRAF3', 'CHUK', 'UBE2N']	[['IDA'], ['IDA', 'TAS'], ['IDA', 'IPI', 'IEA'], ['NAS'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IPI'], ['EXP', 'IDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'IBA'], ['IDA', 'IPI', 'IBA', 'TAS'], ['IBA', 'TAS'], ['IDA'], ['IDA', 'NAS', 'IEA'], ['NAS'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'IPI'], ['IPI'], ['IDA', 'IBA', 'TAS', 'NAS'], ['NAS'], ['IDA'], ['EXP', 'IDA', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA'], ['NAS'], ['IDA', 'IEA'], ['IDA'], ['NAS'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IPI', 'IBA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IPI'], ['NAS'], ['IBA', 'TAS'], ['IDA', 'IPI']]
346	GO:BP	GO:0002702	positive regulation of production of molecular mediator of immune response	1.8654318522101817e-07	True	"""Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	131	135	11	15719	0.0814814814814814	0.0839694656488549	query_1	['GO:0002440', 'GO:0002699', 'GO:0002700', 'GO:0010628']	['PYCARD', 'NLRP3', 'MAP3K7', 'MYD88', 'PTPN22', 'TRAF2', 'MALT1', 'TRAF6', 'TLR4', 'TICAM1', 'BCL10']	[['IEA'], ['IEA'], ['IMP'], ['IEA'], ['IBA', 'IEA'], ['IMP'], ['IMP'], ['IMP'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['NAS']]
347	GO:BP	GO:0009057	macromolecule catabolic process	2.0313091896088202e-07	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	135	33	15719	0.2444444444444444	0.0248120300751879	query_1	['GO:0043170', 'GO:1901575']	['AKT1', 'BIRC2', 'BTRC', 'SNX33', 'CUL4A', 'RBCK1', 'IRAK3', 'MYD88', 'FBXW11', 'LRSAM1', 'RIPK1', 'HSP90AB1', 'TNF', 'FBXW7', 'TRAF2', 'GSK3B', 'MALT1', 'RBX1', 'BAX', 'TNFAIP3', 'HSPA8', 'TNFRSF1B', 'SKP1', 'CASP8', 'IKBKE', 'CUL1', 'SPOP', 'PELI1', 'SHARPIN', 'RELA', 'CUL3', 'HSP90AA1', 'UBE2N']	[['TAS', 'IEA'], ['IDA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'NAS', 'IC'], ['IDA'], ['IDA', 'IPI', 'ISS', 'IBA', 'IEA'], ['IMP'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS', 'IBA', 'TAS'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IMP', 'ISS'], ['IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IMP'], ['IBA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IGI', 'TAS'], ['IEA']]
348	GO:BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	2.0443735435281093e-07	True	"""Any process that modulates the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	165	135	12	15719	0.0888888888888888	0.0727272727272727	query_1	['GO:0001817', 'GO:0071706']	['PYCARD', 'CD14', 'FADD', 'IRAK3', 'MYD88', 'PTPN22', 'RIPK1', 'TLR4', 'TNFAIP3', 'TICAM1', 'BCL10', 'APP']	[['IMP'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['NAS'], ['IGI']]
349	GO:BP	GO:0071706	tumor necrosis factor superfamily cytokine production	2.0443735435281093e-07	True	"""The appearance of any member of the TNF superfamily due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add]"	165	135	12	15719	0.0888888888888888	0.0727272727272727	query_1	['GO:0001816']	['PYCARD', 'CD14', 'FADD', 'IRAK3', 'MYD88', 'PTPN22', 'RIPK1', 'TLR4', 'TNFAIP3', 'TICAM1', 'BCL10', 'APP']	[['IMP'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['NAS'], ['IGI']]
20	GO:CC	GO:1902554	serine/threonine protein kinase complex	2.057742290264857e-07	True	"""A protein complex which is capable of protein serine/threonine kinase activity."" [GOC:bhm, GOC:TermGenie, PMID:18191223]"	132	135	11	16420	0.0814814814814814	0.0833333333333333	query_1	['GO:1902911']	['PYCARD', 'AZI2', 'MAP3K7', 'IKBKG', 'IKBKB', 'TBKBP1', 'TBK1', 'TANK', 'IKBKE', 'TRAF3', 'CHUK']	[['IDA', 'TAS'], ['NAS'], ['IPI'], ['IDA', 'IBA', 'TAS'], ['IBA', 'TAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['IBA', 'TAS']]
350	GO:BP	GO:0007005	mitochondrion organization	2.2642741487995665e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]"	522	135	20	15719	0.1481481481481481	0.0383141762452107	query_1	['GO:0006996']	['AKT1', 'PYCARD', 'RNF31', 'BCL2L11', 'BBC3', 'CDC37', 'BCL2', 'FBXW7', 'BAK1', 'GSK3B', 'BAD', 'BAX', 'OPTN', 'SFN', 'BID', 'SHARPIN', 'HTT', 'HSP90AA1', 'BCL2L1', 'TP53']	[['ISS', 'IEA'], ['IDA'], ['HMP'], ['IMP', 'IGI', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IEA'], ['ISS', 'NAS', 'IEA'], ['IMP'], ['IDA', 'IGI', 'NAS', 'IEA'], ['IMP', 'ISS'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IMP'], ['IDA'], ['IDA', 'TAS', 'IC', 'IEA'], ['IDA', 'IEA']]
351	GO:BP	GO:0050870	positive regulation of T cell activation	2.3610406152353107e-07	True	"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]"	242	135	14	15719	0.1037037037037037	0.0578512396694214	query_1	['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']	['CARD11', 'AKT1', 'PYCARD', 'FOXO3', 'FADD', 'NLRP3', 'HSPH1', 'PTPN22', 'MALT1', 'TNFSF14', 'TRAF6', 'BAD', 'BCL10', 'MAP3K8']	[['IDA', 'IEA'], ['TAS'], ['IMP', 'ISS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['TAS'], ['IBA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS']]
352	GO:BP	GO:0051128	regulation of cellular component organization	2.3816825019591237e-07	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	135	46	15719	0.3407407407407407	0.0195994887089902	query_1	['GO:0016043', 'GO:0050794']	['BRCC3', 'AKT1', 'PYCARD', 'CD14', 'BCL2L11', 'BIRC2', 'TNFRSF1A', 'SNX33', 'BBC3', 'FASLG', 'IRAK3', 'DNAJA4', 'MYD88', 'BCL2', 'IKBKB', 'PTPN22', 'RAB8B', 'LRSAM1', 'MEFV', 'TNF', 'FBXW7', 'BAK1', 'TRAF2', 'CARD8', 'GSK3B', 'TNFSF14', 'TLR4', 'BAD', 'BAX', 'SARM1', 'CAND1', 'CFLAR', 'HSPA8', 'TNFRSF1B', 'RHPN2', 'SFN', 'IKBKE', 'TICAM1', 'BID', 'PYDC2', 'HTT', 'APP', 'CUL3', 'HSP90AA1', 'BCL2L1', 'TP53']	[['ISS'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IGI'], ['IEA'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA'], ['IMP', 'ISS', 'IEA'], ['IDA'], ['IMP'], ['IDA', 'IEA'], ['IMP'], ['IDA', 'IEA'], ['IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP'], ['IDA', 'NAS', 'IEA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IMP'], ['IDA', 'IMP'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IGI', 'IBA', 'IEA'], ['IMP'], ['IMP'], ['IDA', 'IMP'], ['IMP'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IC'], ['IDA', 'IMP', 'IEA']]
