source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	evidences
GO:CC	GO:0071944	cell periphery	6.956359460479326e-05	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	141	70	16420	0.4964539007092198	0.0132651127534584	query_1	['GO:0110165']	['NT5E', 'HSD17B10', 'RAB38', 'RHOH', 'RAB8A', 'RAB14', 'NCSTN', 'APBA3', 'RAB18', 'RAB39A', 'GOLGA7B', 'RBSN', 'TRIM4', 'RAB3A', 'PEX19', 'PPFIA3', 'SLC27A2', 'ARHGDIG', 'PSEN1', 'HMMR', 'RAB35', 'APH1B', 'BACE1', 'EHD1', 'KTN1', 'SNAP25', 'RAB5B', 'NGFR', 'RHOG', 'AURKA', 'PAWR', 'APP', 'PTP4A2', 'VAMP2', 'RAB5C', 'GPAM', 'ARHGDIA', 'SHROOM3', 'PSENEN', 'RAB4A', 'RAB7A', 'STXBP1', 'EHD2', 'RAB23', 'STX1A', 'RAB8B', 'RABGGTB', 'YWHAE', 'RAB3GAP2', 'SLC6A8', 'MTDH', 'SYT1', 'RAB5A', 'TMEM102', 'BMX', 'NTRK1', 'EEA1', 'RAB22A', 'RABGGTA', 'APH1A', 'RAB31', 'SLC39A4', 'RAB13', 'RAB10', 'GOLM1', 'SIRT2', 'RAB6A', 'EHD3', 'SORT1', 'S1PR5']	[['IDA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IEA'], ['IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'TAS'], ['IDA', 'IPI', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA'], ['TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IBA', 'TAS', 'IEA'], ['ISS'], ['IEA'], ['TAS', 'IEA'], ['IDA'], ['IDA', 'IGI', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['TAS'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IPI', 'IGI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['TAS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['TAS'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['ISS'], ['IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['TAS'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'IEA'], ['ISS', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'ISS', 'TAS'], ['TAS'], ['IDA', 'IEA'], ['TAS'], ['IDA', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IBA', 'TAS', 'IEA']]
GO:CC	GO:0030135	coated vesicle	6.956359460479326e-05	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	300	141	12	16420	0.0851063829787234	0.04	query_1	['GO:0031410']	['RAB8A', 'RAB14', 'RAB3A', 'RAB35', 'APP', 'VAMP2', 'RAB8B', 'SYT1', 'RAB5A', 'GGA2', 'RAB13', 'SORT1']	[['IBA', 'IEA'], ['ISS'], ['TAS'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'TAS'], ['IBA'], ['TAS'], ['TAS'], ['IDA'], ['IBA'], ['IDA', 'IEA']]
REAC	REAC:R-HSA-209563	Axonal growth stimulation	7.032625970636434e-05	True	Axonal growth stimulation	4	124	3	10022	0.0241935483870967	0.75	query_1	['REAC:R-HSA-193697']	['NGF', 'NGFR', 'ARHGDIA']	[['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:0099500	vesicle fusion to plasma membrane	7.098690920054256e-05	True	"""Fusion of the membrane of a vesicle with the plasma membrane, thereby releasing its contents into the extracellular space."" [GOC:aruk, GOC:bc, ISBN:0071120009, PMID:18618940]"	25	142	5	15719	0.0352112676056338	0.2	query_1	['GO:0006906', 'GO:0140029']	['RAB3A', 'SNAP25', 'STXBP1', 'STX1A', 'SYT1']	[['ISS', 'IBA', 'IEA'], ['IBA'], ['TAS'], ['IBA', 'IEA'], ['IEA']]
GO:CC	GO:0005798	Golgi-associated vesicle	7.653203374068244e-05	True	"""Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell."" [GOC:mah]"	90	141	7	16420	0.0496453900709219	0.0777777777777777	query_1	['GO:0031410']	['RAB8A', 'RAB14', 'BACE1', 'APP', 'RAB8B', 'RAB13', 'SORT1']	[['IBA', 'IEA'], ['ISS'], ['TAS'], ['ISS', 'IEA'], ['IBA'], ['IBA'], ['IEA']]
GO:BP	GO:1903233	regulation of calcium ion-dependent exocytosis of neurotransmitter	7.698919444822357e-05	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis of neurotransmitter."" [GO_REF:0000058, GOC:TermGenie, PMID:16782817]"	4	142	3	15719	0.0211267605633802	0.75	query_1	['GO:0017158', 'GO:0048791', 'GO:2000300']	['RAB3A', 'SYT1', 'RAB3GAP1']	[['IEA'], ['ISS', 'IEA'], ['ISS']]
GO:BP	GO:0015910	long-chain fatty acid import into peroxisome	7.698919444822357e-05	True	"""The directed movement of a long-chain fatty acid into a peroxisome. A long-chain fatty acid is a fatty acid with an aliphatic tail of 13 to 21 carbons."" [GOC:ai]"	4	142	3	15719	0.0211267605633802	0.75	query_1	['GO:0015909', 'GO:0015919', 'GO:0032365', 'GO:1902001']	['ABCD3', 'ABCD1', 'ABCD2']	[['IMP', 'IBA', 'IEA'], ['IGI', 'IBA', 'IEA'], ['IBA']]
GO:BP	GO:0048210	Golgi vesicle fusion to target membrane	7.698919444822357e-05	True	"""The joining of the lipid bilayer membrane around a Golgi transport vesicle to the target lipid bilayer membrane."" [GOC:jid, ISBN:0716731363, PMID:10219233]"	4	142	3	15719	0.0211267605633802	0.75	query_1	['GO:0006906', 'GO:0048193']	['RAB8A', 'RAB8B', 'RAB13']	[['IDA', 'IBA'], ['IBA'], ['IBA']]
GO:BP	GO:0097354	prenylation	7.879741967615357e-05	True	"""The covalent attachment of a prenyl group to a molecule; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, PMID:18029206, PMID:21351751, PMID:22123822, PMID:22642693, PMID:22660767]"	12	142	4	15719	0.028169014084507	0.3333333333333333	query_1	['GO:0044237']	['CHML', 'CHM', 'RABGGTB', 'RABGGTA']	[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA']]
GO:BP	GO:0018342	protein prenylation	7.879741967615357e-05	True	"""The covalent attachment of a prenyl group to a protein; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, ISBN:0198506732]"	12	142	4	15719	0.028169014084507	0.3333333333333333	query_1	['GO:0036211', 'GO:0097354']	['CHML', 'CHM', 'RABGGTB', 'RABGGTA']	[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IBA', 'IEA']]
GO:BP	GO:0098916	anterograde trans-synaptic signaling	7.947911164587084e-05	True	"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	679	142	20	15719	0.1408450704225352	0.0294550810014727	query_1	['GO:0099537']	['RAB8A', 'NCSTN', 'APBA3', 'RAB3A', 'PPFIA3', 'PSEN1', 'NGF', 'BACE1', 'SNAP25', 'NGFR', 'APP', 'VAMP2', 'MECP2', 'STXBP1', 'STX1A', 'SYT1', 'RAB5A', 'NTRK1', 'EEA1', 'RAB3GAP1']	[['IEA'], ['IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IGI'], ['ISS', 'TAS'], ['IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA'], ['IEA'], ['IEA'], ['ISS']]
GO:BP	GO:0007268	chemical synaptic transmission	7.947911164587084e-05	True	"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	679	142	20	15719	0.1408450704225352	0.0294550810014727	query_1	['GO:0098916']	['RAB8A', 'NCSTN', 'APBA3', 'RAB3A', 'PPFIA3', 'PSEN1', 'NGF', 'BACE1', 'SNAP25', 'NGFR', 'APP', 'VAMP2', 'MECP2', 'STXBP1', 'STX1A', 'SYT1', 'RAB5A', 'NTRK1', 'EEA1', 'RAB3GAP1']	[['IEA'], ['IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IGI'], ['ISS', 'TAS'], ['IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA'], ['IEA'], ['IEA'], ['ISS']]
REAC	REAC:R-HSA-597592	Post-translational protein modification	8.001532962247242e-05	True	Post-translational protein modification	1337	124	35	10022	0.282258064516129	0.0261780104712041	query_1	['REAC:R-HSA-392499']	['RAB38', 'RAB8A', 'RAB14', 'RAB32', 'RAB18', 'RAB39A', 'TRIM4', 'RAB3A', 'CHML', 'PIGW', 'RAB35', 'CHM', 'KTN1', 'RAB1B', 'RAB5B', 'AURKA', 'APP', 'PTP4A2', 'RAB5C', 'RAB4A', 'RAB7A', 'RAB23', 'RAB8B', 'RABGGTB', 'RAB5A', 'RAB1A', 'USP3', 'RAB22A', 'RABGGTA', 'RAB31', 'RAB13', 'RAB10', 'GOLM1', 'RAB6A', 'RAB34']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:CC	GO:0035770	ribonucleoprotein granule	8.414796493266257e-05	True	"""A non-membranous macromolecular complex containing proteins and translationally silenced mRNAs. RNA granules contain proteins that control the localization, stability, and translation of their RNA cargo. Different types of RNA granules (RGs) exist, depending on the cell type and cellular conditions."" [GOC:go_curators, GOC:sp, PMID:16520386, PMID:20368989, PMID:21436445]"	257	141	11	16420	0.0780141843971631	0.0428015564202334	query_1	['GO:0043232', 'GO:0099080']	['MOV10', 'TNRC6B', 'ZFP36', 'DDX3Y', 'AGO4', 'TNRC6A', 'TNRC6C', 'USP3', 'AGO2', 'AGO1', 'AGO3']	[['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['IBA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IDA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA']]
REAC	REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	8.622872293030739e-05	True	NOTCH3 Activation and Transmission of Signal to the Nucleus	24	124	5	10022	0.0403225806451612	0.2083333333333333	query_1	['REAC:R-HSA-9012852']	['NCSTN', 'PSEN1', 'APH1B', 'PSENEN', 'APH1A']	[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]
GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	8.745512644933312e-05	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	142	6	15719	0.0422535211267605	0.1304347826086956	query_1	['GO:0071363', 'GO:1990089']	['RAB35', 'NGF', 'EHD1', 'APP', 'NTRK1', 'SORT1']	[['ISS', 'IEA'], ['IBA'], ['ISS', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA']]
GO:BP	GO:0099537	trans-synaptic signaling	9.122852028679873e-05	True	"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]"	686	142	20	15719	0.1408450704225352	0.0291545189504373	query_1	['GO:0099536']	['RAB8A', 'NCSTN', 'APBA3', 'RAB3A', 'PPFIA3', 'PSEN1', 'NGF', 'BACE1', 'SNAP25', 'NGFR', 'APP', 'VAMP2', 'MECP2', 'STXBP1', 'STX1A', 'SYT1', 'RAB5A', 'NTRK1', 'EEA1', 'RAB3GAP1']	[['IEA'], ['IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IBA'], ['IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IGI'], ['ISS', 'TAS'], ['IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA'], ['IEA'], ['IEA'], ['ISS']]
GO:BP	GO:0019882	antigen processing and presentation	9.166865237727468e-05	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	101	142	8	15719	0.056338028169014	0.0792079207920792	query_1	['GO:0002376']	['RAB32', 'RAB35', 'RAB5B', 'RAB4A', 'RAB8B', 'RAB10', 'RAB6A', 'RAB34']	[['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP']]
GO:BP	GO:1990089	response to nerve growth factor	9.706577131918376e-05	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	142	6	15719	0.0422535211267605	0.1276595744680851	query_1	['GO:0070848']	['RAB35', 'NGF', 'EHD1', 'APP', 'NTRK1', 'SORT1']	[['ISS', 'IEA'], ['IBA'], ['ISS', 'IEA'], ['IEA'], ['IMP', 'ISS', 'IBA', 'IEA'], ['IEA']]
GO:CC	GO:0065010	extracellular membrane-bounded organelle	9.713151244030384e-05	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2045	141	36	16420	0.2553191489361702	0.01760391198044	query_1	['GO:0043227', 'GO:0043230']	['NT5E', 'GDI2', 'RAB8A', 'RAB14', 'NCSTN', 'DICER1', 'RBSN', 'RAB3A', 'OSBPL1A', 'PPFIA3', 'SLC27A2', 'RAB35', 'EHD1', 'RAB1B', 'RAB5B', 'RHOG', 'ARHGDIB', 'APP', 'RAB5C', 'ARHGDIA', 'RAB4A', 'RAB7A', 'STXBP1', 'EHD2', 'RAB8B', 'YWHAE', 'RAB5A', 'RAB1A', 'EEA1', 'AGO2', 'RAB22A', 'RAB3GAP1', 'RAB13', 'RAB10', 'RAB6A', 'RAB34']	[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['ISS'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA', 'HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]
GO:CC	GO:0043226	organelle	9.713151244030384e-05	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	141	130	16420	0.9219858156028368	0.0100239031536741	query_1	['GO:0110165']	['NT5E', 'RUFY1', 'NAT8', 'GDI2', 'PRKRA', 'HSD17B10', 'RAB38', 'GGA1', 'RHOH', 'RAB8A', 'RAB14', 'RAB32', 'NCSTN', 'RAB18', 'RILP', 'DICER1', 'RAB39A', 'HTT', 'GOLGA7B', 'RBSN', 'RAB3A', 'ABCD3', 'OSBPL1A', 'CHML', 'PEX19', 'ELOVL2', 'SUN2', 'ABCD1', 'PPFIA3', 'B4GALT7', 'SALL2', 'SALL1', 'SLC27A2', 'ARHGDIG', 'MOV10', 'PEX3', 'PIGW', 'TNRC6B', 'PSEN1', 'ZFP36', 'HMMR', 'RAB35', 'APH1B', 'TMEM9', 'NGF', 'BACE1', 'EHD1', 'PEX16', 'CHM', 'KTN1', 'RAB1B', 'SNAP25', 'RAB5B', 'NGFR', 'RHOG', 'AURKA', 'PAWR', 'ARHGDIB', 'APP', 'PTP4A2', 'VAMP2', 'RAB3IP', 'RAB5C', 'GPAM', 'ARHGDIA', 'DDX3Y', 'AGO4', 'SHROOM3', 'RABEP1', 'PSENEN', 'ANKLE2', 'MECP2', 'TMEM120B', 'TNRC6A', 'RAB4A', 'RAB7A', 'STXBP1', 'TNRC6C', 'GGA3', 'EHD2', 'RAB23', 'HPS1', 'STX1A', 'TARBP2', 'GDI1', 'RAB8B', 'YWHAE', 'VPS45', 'RAB3GAP2', 'SLC25A52', 'HPS4', 'SCML1', 'TBC1D17', 'MTDH', 'SYT1', 'RAB5A', 'RAB1A', 'USP3', 'TMEM102', 'MICALL1', 'RAB3IL1', 'BMX', 'NTRK1', 'EEA1', 'AGO2', 'ABCD2', 'RABGEF1', 'TRMT10C', 'RAB22A', 'APH1A', 'RAB31', 'RIN3', 'GGA2', 'SLC39A4', 'TMEM143', 'AGO1', 'PTDSS1', 'RAB3GAP1', 'RAB13', 'RAB10', 'OPTN', 'TPX2', 'GOLM1', 'SIRT2', 'RAB6A', 'RAB34', 'EHD3', 'AGO3', 'SORT1', 'ACOT13']	[['IDA', 'HDA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['HDA', 'TAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IPI', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IDA', 'HDA', 'TAS', 'NAS', 'IEA'], ['HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IMP', 'HDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['TAS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IDA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'TAS'], ['IDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['HDA', 'IBA', 'TAS'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['HDA', 'TAS'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['HDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'TAS'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['ISS', 'IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['HDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IBA'], ['IDA'], ['ISS', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IC', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'TAS', 'IC', 'IEA'], ['ISS', 'TAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IBA', 'NAS', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['HDA', 'IEA']]
GO:CC	GO:0043230	extracellular organelle	9.713151244030384e-05	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2045	141	36	16420	0.2553191489361702	0.01760391198044	query_1	['GO:0005576', 'GO:0043226']	['NT5E', 'GDI2', 'RAB8A', 'RAB14', 'NCSTN', 'DICER1', 'RBSN', 'RAB3A', 'OSBPL1A', 'PPFIA3', 'SLC27A2', 'RAB35', 'EHD1', 'RAB1B', 'RAB5B', 'RHOG', 'ARHGDIB', 'APP', 'RAB5C', 'ARHGDIA', 'RAB4A', 'RAB7A', 'STXBP1', 'EHD2', 'RAB8B', 'YWHAE', 'RAB5A', 'RAB1A', 'EEA1', 'AGO2', 'RAB22A', 'RAB3GAP1', 'RAB13', 'RAB10', 'RAB6A', 'RAB34']	[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['ISS'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA', 'HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['IDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]
