Unnamed: 0	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
54	GO:BP	GO:0035194	ncRNA-mediated post-transcriptional gene silencing	1.2629336403110866e-07	True	"""A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."" [GOC:ems, PMID:11201747, PMID:11713190, PMID:15020054, PMID:15066275, PMID:18771919, PMID:32885814, PMID:33184244]"	58	142	9	15719	0.0633802816901408	0.1551724137931034	query_1	['GO:0016441', 'GO:0031047']	['AGO2', 'ZFP36', 'MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
14	REAC	REAC:R-HSA-203927	MicroRNA (miRNA) biogenesis	2.0922554865934905e-07	True	MicroRNA (miRNA) biogenesis	23	124	7	10022	0.0564516129032258	0.3043478260869565	query_1	['REAC:R-HSA-211000']	['DICER1', 'AGO2', 'TARBP2', 'PRKRA', 'AGO1', 'AGO3', 'AGO4']	0	0
55	GO:BP	GO:0090382	phagosome maturation	2.336218717590625e-07	True	"""A process that is carried out at the cellular level which results in the arrangement of constituent parts of a phagosome within a cell. Phagosome maturation begins with endocytosis and formation of the early phagosome and ends with the formation of the hybrid organelle, the phagolysosome."" [GOC:kmv, GOC:tb]"	28	142	7	15719	0.0492957746478873	0.25	query_1	['GO:0006996']	['RAB39A', 'RAB32', 'RAB38', 'RAB14', 'RAB7A', 'RAB31', 'RAB34']	0	0
15	REAC	REAC:R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	2.4952767675098653e-07	True	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	36	124	8	10022	0.064516129032258	0.2222222222222222	query_1	['REAC:R-HSA-9024446']	['AGO2', 'MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
56	GO:BP	GO:0007033	vacuole organization	2.794351513978248e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a vacuole."" [GOC:mah]"	206	142	14	15719	0.0985915492957746	0.0679611650485436	query_1	['GO:0006996']	['RAB39A', 'RAB14', 'PSEN1', 'RAB23', 'RAB3GAP2', 'RAB5A', 'RAB7A', 'RAB1A', 'HPS1', 'TMEM9', 'RAB1B', 'RAB34', 'HPS4', 'RAB3GAP1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
16	REAC	REAC:R-HSA-9017802	Noncanonical activation of NOTCH3	3.446662963985935e-07	True	Noncanonical activation of NOTCH3	8	124	5	10022	0.0403225806451612	0.625	query_1	['REAC:R-HSA-9013507']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
57	GO:BP	GO:0007220	Notch receptor processing	3.619769298663366e-07	True	"""The series of successive proteolytic cleavages of the Notch protein, which result in an active form of the receptor."" [PMID:12651094, PMID:14986688]"	9	142	5	15719	0.0352112676056338	0.5555555555555556	query_1	['GO:0019538']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
58	GO:BP	GO:0071840	cellular component organization or biogenesis	4.3213665797613204e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	142	90	15719	0.6338028169014085	0.0144415917843388	query_1	['GO:0009987']	['GDI2', 'RAB10', 'ARHGDIB', 'HSD17B10', 'PPFIA3', 'RAB8A', 'TMEM120B', 'AURKA', 'STXBP1', 'SORT1', 'EEA1', 'RAB39A', 'DICER1', 'GDI1', 'SNAP25', 'PEX16', 'RAB32', 'SYT1', 'AGO2', 'RAB38', 'RAB6A', 'RIN3', 'EHD1', 'USP3', 'TARBP2', 'RAB5B', 'RAB14', 'PSEN1', 'RAB8B', 'BACE1', 'NTRK1', 'RAB23', 'PAWR', 'RAB3A', 'RAB3GAP2', 'RAB13', 'STX1A', 'SUN2', 'NAT8', 'ANKLE2', 'ABCD2', 'RAB5A', 'NGF', 'RAB7A', 'RAB1A', 'MOV10', 'RBSN', 'HPS1', 'RAB4A', 'RAB5C', 'OPTN', 'RAB3IP', 'RABEP1', 'MECP2', 'AGO1', 'RAB18', 'GOLM1', 'RAB35', 'RAB31', 'RHOH', 'ABCD3', 'RAB22A', 'EHD3', 'MICALL1', 'TMEM102', 'TMEM9', 'RAB1B', 'RUFY1', 'RHOG', 'EHD2', 'SIRT2', 'VAMP2', 'PEX19', 'HTT', 'TPX2', 'RABGEF1', 'PEX3', 'APP', 'RAB34', 'AGO3', 'B4GALT7', 'HPS4', 'ACOT13', 'NGFR', 'RAB3GAP1', 'ARHGDIA', 'SHROOM3', 'RILP', 'ABCD1', 'AGO4']	['RAB3GAP2', 'B4GALT7', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
44	GO:CC	GO:0005778	peroxisomal membrane	4.362213404501744e-07	True	"""The lipid bilayer surrounding a peroxisome."" [GOC:mah]"	61	141	8	16420	0.0567375886524822	0.1311475409836065	query_1	['GO:0005777', 'GO:0031903']	['PEX16', 'RAB8B', 'ABCD2', 'ABCD3', 'SLC27A2', 'PEX19', 'PEX3', 'ABCD1']	0	0
45	GO:CC	GO:0031903	microbody membrane	4.362213404501744e-07	True	"""The lipid bilayer surrounding a microbody."" [GOC:mah]"	61	141	8	16420	0.0567375886524822	0.1311475409836065	query_1	['GO:0042579', 'GO:0098588']	['PEX16', 'RAB8B', 'ABCD2', 'ABCD3', 'SLC27A2', 'PEX19', 'PEX3', 'ABCD1']	0	0
46	GO:CC	GO:0030054	cell junction	4.986606060438049e-07	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2080	141	42	16420	0.2978723404255319	0.0201923076923076	query_1	['GO:0110165']	['GDI2', 'RAB10', 'PPFIA3', 'RAB8A', 'AURKA', 'STXBP1', 'SORT1', 'EEA1', 'GDI1', 'SNAP25', 'APH1A', 'SYT1', 'RAB5B', 'PSEN1', 'RAB8B', 'BACE1', 'RAB23', 'NCSTN', 'RAB3A', 'MTDH', 'RAB13', 'STX1A', 'RAB5A', 'PSENEN', 'NGF', 'RAB7A', 'RAB4A', 'MECP2', 'RAB35', 'EHD3', 'VPS45', 'RHOG', 'SIRT2', 'VAMP2', 'HTT', 'APP', 'APBA3', 'NGFR', 'RAB3GAP1', 'ARHGDIA', 'SHROOM3', 'YWHAE']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
17	REAC	REAC:R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	5.14786610716953e-07	True	Acetylcholine Neurotransmitter Release Cycle	16	124	6	10022	0.0483870967741935	0.375	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'SNAP25', 'SYT1', 'RAB3A', 'STX1A', 'VAMP2']	0	0
59	GO:BP	GO:0007264	small GTPase mediated signal transduction	6.331436447664895e-07	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	142	20	15719	0.1408450704225352	0.0415800415800415	query_1	['GO:0035556']	['GDI2', 'ARHGDIB', 'CHML', 'RAB39A', 'CHM', 'GDI1', 'RAB38', 'ARHGDIG', 'NTRK1', 'NGF', 'RAB12', 'RAB4A', 'RAB18', 'RAB35', 'RHOH', 'RUFY1', 'RHOG', 'RABGEF1', 'NGFR', 'ARHGDIA']	0	0
18	REAC	REAC:R-HSA-8986944	Transcriptional Regulation by MECP2	6.750477327847429e-07	True	Transcriptional Regulation by MECP2	58	124	9	10022	0.0725806451612903	0.1551724137931034	query_1	['REAC:R-HSA-212436']	['AGO2', 'MOV10', 'AGO1', 'TNRC6C', 'HTT', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
19	REAC	REAC:R-HSA-181429	Serotonin Neurotransmitter Release Cycle	6.750477327847429e-07	True	Serotonin Neurotransmitter Release Cycle	17	124	6	10022	0.0483870967741935	0.3529411764705882	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'SNAP25', 'SYT1', 'RAB3A', 'STX1A', 'VAMP2']	0	0
20	REAC	REAC:R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	6.750477327847429e-07	True	Norepinephrine Neurotransmitter Release Cycle	17	124	6	10022	0.0483870967741935	0.3529411764705882	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'SNAP25', 'SYT1', 'RAB3A', 'STX1A', 'VAMP2']	0	0
47	GO:CC	GO:0043229	intracellular organelle	6.824408822352003e-07	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	141	130	16420	0.9219858156028368	0.0106009948625947	query_1	['GO:0005622', 'GO:0043226']	['GDI2', 'RAB10', 'ARHGDIB', 'CHML', 'HSD17B10', 'PPFIA3', 'RAB8A', 'GGA3', 'GGA2', 'TMEM120B', 'OSBPL1A', 'AURKA', 'STXBP1', 'SORT1', 'EEA1', 'RAB39A', 'DICER1', 'CHM', 'GDI1', 'SNAP25', 'PEX16', 'APH1A', 'ELOVL2', 'RAB32', 'SYT1', 'AGO2', 'RAB38', 'RAB6A', 'GOLGA7B', 'RIN3', 'EHD1', 'USP3', 'TARBP2', 'ARHGDIG', 'RAB5B', 'RAB14', 'PSEN1', 'RAB8B', 'BACE1', 'NTRK1', 'RAB23', 'NCSTN', 'PAWR', 'RAB3A', 'RAB3GAP2', 'MTDH', 'KTN1', 'RAB13', 'STX1A', 'SUN2', 'NAT8', 'ANKLE2', 'ABCD2', 'BMX', 'RAB5A', 'PSENEN', 'ZFP36', 'NGF', 'RAB7A', 'RAB1A', 'PTDSS1', 'MOV10', 'APH1B', 'SALL1', 'RBSN', 'HPS1', 'TBC1D17', 'RAB4A', 'RAB5C', 'OPTN', 'PIGW', 'RAB3IP', 'PTP4A2', 'PRKRA', 'TMEM143', 'RABEP1', 'SCML1', 'SLC25A52', 'MECP2', 'AGO1', 'TRMT10C', 'RAB18', 'GGA1', 'GOLM1', 'RAB35', 'RAB31', 'HMMR', 'GPAM', 'RHOH', 'TNRC6C', 'ABCD3', 'NT5E', 'SLC39A4', 'SLC27A2', 'RAB22A', 'EHD3', 'VPS45', 'MICALL1', 'TMEM102', 'SALL2', 'TMEM9', 'RAB1B', 'RUFY1', 'RHOG', 'EHD2', 'SIRT2', 'VAMP2', 'RAB3IL1', 'PEX19', 'HTT', 'TPX2', 'RABGEF1', 'TNRC6B', 'PEX3', 'APP', 'RAB34', 'AGO3', 'B4GALT7', 'HPS4', 'ACOT13', 'NGFR', 'TNRC6A', 'RAB3GAP1', 'ARHGDIA', 'SHROOM3', 'RILP', 'ABCD1', 'AGO4', 'YWHAE', 'DDX3Y']	['RAB3GAP2', 'PTDSS1', 'B4GALT7', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Lenz-Majewski hyperostotic dwarfism', 'B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
60	GO:BP	GO:0016079	synaptic vesicle exocytosis	7.681878908198897e-07	True	"""Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."" [GOC:jid, GOC:lmg]"	96	142	10	15719	0.0704225352112676	0.1041666666666666	query_1	['GO:0007269', 'GO:0045055', 'GO:0051649', 'GO:0099003', 'GO:0099504', 'GO:0099643']	['PPFIA3', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'RAB3A', 'STX1A', 'RAB5A', 'VAMP2', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
48	GO:CC	GO:0000932	P-body	7.859067072856946e-07	True	"""A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing."" [GOC:clt, PMID:12730603]"	92	141	9	16420	0.0638297872340425	0.0978260869565217	query_1	['GO:0036464']	['AGO2', 'ZFP36', 'MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
61	GO:BP	GO:0042982	amyloid precursor protein metabolic process	8.046345598024541e-07	True	"""The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]"	72	142	9	15719	0.0633802816901408	0.125	query_1	['GO:0019538']	['GGA3', 'APH1A', 'AGO2', 'PSEN1', 'BACE1', 'NCSTN', 'PAWR', 'PSENEN', 'APH1B']	0	0
21	REAC	REAC:R-HSA-9603798	Class I peroxisomal membrane protein import	9.359905518729456e-07	True	Class I peroxisomal membrane protein import	18	124	6	10022	0.0483870967741935	0.3333333333333333	query_1	['REAC:R-HSA-9609507']	['PEX16', 'ABCD2', 'ABCD3', 'PEX19', 'PEX3', 'ABCD1']	0	0
22	REAC	REAC:R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	9.359905518729456e-07	True	NR1H2 and NR1H3-mediated signaling	44	124	8	10022	0.064516129032258	0.1818181818181818	query_1	['REAC:R-HSA-9006931']	['AGO2', 'MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
62	GO:BP	GO:0031331	positive regulation of cellular catabolic process	1.046636732614584e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	311	142	16	15719	0.1126760563380281	0.0514469453376205	query_1	['GO:0009896', 'GO:0031325', 'GO:0031329', 'GO:0044248']	['AGO2', 'PSEN1', 'RAB3GAP2', 'MTDH', 'ABCD2', 'ZFP36', 'MOV10', 'OPTN', 'TNRC6C', 'HTT', 'TNRC6B', 'APP', 'AGO3', 'TNRC6A', 'RAB3GAP1', 'ABCD1']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
63	GO:BP	GO:0007031	peroxisome organization	1.1013134462050553e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a peroxisome. A peroxisome is a small, membrane-bounded organelle that uses dioxygen (O2) to oxidize organic molecules."" [GOC:mah]"	35	142	7	15719	0.0492957746478873	0.2	query_1	['GO:0006996']	['PEX16', 'RAB8B', 'ABCD2', 'ABCD3', 'PEX19', 'PEX3', 'ABCD1']	0	0
64	GO:BP	GO:0017157	regulation of exocytosis	1.260706741769696e-06	True	"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	197	142	13	15719	0.0915492957746478	0.065989847715736	query_1	['GO:0006887', 'GO:0060627', 'GO:1903530']	['RAB10', 'RAB8A', 'STXBP1', 'SYT1', 'RAB8B', 'RAB3A', 'RAB13', 'STX1A', 'RAB5A', 'RAB7A', 'VAMP2', 'RABGEF1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
23	REAC	REAC:R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	1.954962064374028e-06	True	NOTCH4 Activation and Transmission of Signal to the Nucleus	11	124	5	10022	0.0403225806451612	0.4545454545454545	query_1	['REAC:R-HSA-9013694']	['APH1A', 'PSEN1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
65	GO:BP	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	1.956260216686844e-06	True	"""Any process that increases the frequency, rate or extent of poly(A) tail shortening of a nuclear-transcribed mRNA. Poly(A) tail shortening is the decrease in length of the poly(A) tail of an mRNA from full length to an oligo(A) length."" [GOC:dph, GOC:tb]"	12	142	5	15719	0.0352112676056338	0.4166666666666667	query_1	['GO:0000289', 'GO:0060211', 'GO:0061014']	['AGO2', 'ZFP36', 'TNRC6C', 'TNRC6B', 'TNRC6A']	0	0
24	REAC	REAC:R-HSA-2559585	Oncogene Induced Senescence	1.9742745036488533e-06	True	Oncogene Induced Senescence	33	124	7	10022	0.0564516129032258	0.2121212121212121	query_1	['REAC:R-HSA-2559583']	['MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
66	GO:BP	GO:0033365	protein localization to organelle	2.358114241893237e-06	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	142	27	15719	0.1901408450704225	0.0292207792207792	query_1	['GO:0008104']	['GDI2', 'RAB10', 'RAB8A', 'GGA3', 'AURKA', 'SORT1', 'PEX16', 'RAB6A', 'EHD1', 'PSEN1', 'RAB8B', 'RAB23', 'RAB3GAP2', 'SUN2', 'RAB7A', 'OPTN', 'RAB3IP', 'RABEP1', 'GGA1', 'RAB35', 'MICALL1', 'PEX19', 'PEX3', 'HPS4', 'NGFR', 'RAB3GAP1', 'YWHAE']	['RAB3GAP2', 'RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome', 'Cataract-intellectual disability-hypogonadism syndrome']
49	GO:CC	GO:0030141	secretory granule	2.81268229368604e-06	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	141	24	16420	0.1702127659574468	0.0276816608996539	query_1	['GO:0012505', 'GO:0099503']	['GDI2', 'RAB10', 'PPFIA3', 'STXBP1', 'SNAP25', 'SYT1', 'RAB6A', 'RAB5B', 'RAB14', 'PSEN1', 'NCSTN', 'RAB3A', 'RAB13', 'STX1A', 'RAB7A', 'RAB4A', 'RAB5C', 'RAB18', 'RAB31', 'SLC27A2', 'RHOG', 'VAMP2', 'APP', 'HPS4']	0	0
67	GO:BP	GO:0030030	cell projection organization	3.0176709375120804e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	142	35	15719	0.2464788732394366	0.0238095238095238	query_1	['GO:0016043']	['GDI2', 'RAB10', 'RAB8A', 'AURKA', 'STXBP1', 'DICER1', 'GDI1', 'SNAP25', 'SYT1', 'RAB6A', 'EHD1', 'PSEN1', 'RAB8B', 'NTRK1', 'RAB23', 'RAB3A', 'RAB13', 'ABCD2', 'RAB5A', 'NGF', 'MOV10', 'RAB3IP', 'MECP2', 'RAB35', 'RHOH', 'EHD3', 'MICALL1', 'RHOG', 'EHD2', 'HTT', 'APP', 'RAB34', 'NGFR', 'RILP', 'ABCD1']	0	0
25	REAC	REAC:R-HSA-212676	Dopamine Neurotransmitter Release Cycle	3.124728556099074e-06	True	Dopamine Neurotransmitter Release Cycle	22	124	6	10022	0.0483870967741935	0.2727272727272727	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'SNAP25', 'SYT1', 'RAB3A', 'STX1A', 'VAMP2']	0	0
26	REAC	REAC:R-HSA-210500	Glutamate Neurotransmitter Release Cycle	4.029972499276461e-06	True	Glutamate Neurotransmitter Release Cycle	23	124	6	10022	0.0483870967741935	0.2608695652173913	query_1	['REAC:R-HSA-112310']	['PPFIA3', 'SNAP25', 'SYT1', 'RAB3A', 'STX1A', 'VAMP2']	0	0
68	GO:BP	GO:0045046	protein import into peroxisome membrane	4.187523620806428e-06	True	"""The targeting of proteins into the peroxisomal membrane. The process is not well understood, but both signals and mechanism differ from those involved in peroxisomal matrix protein import."" [ISBN:0716731363, PMID:11687502]"	6	142	4	15719	0.028169014084507	0.6666666666666666	query_1	['GO:0006612', 'GO:0006625', 'GO:0015919']	['PEX16', 'RAB8B', 'PEX19', 'PEX3']	0	0
70	GO:BP	GO:0050804	modulation of chemical synaptic transmission	4.495737554576933e-06	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	142	18	15719	0.1267605633802817	0.0404494382022471	query_1	['GO:0007268', 'GO:0099177']	['PPFIA3', 'RAB8A', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'BACE1', 'NTRK1', 'NCSTN', 'RAB3A', 'STX1A', 'RAB5A', 'NGF', 'MECP2', 'VAMP2', 'APP', 'NGFR', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
69	GO:BP	GO:0048167	regulation of synaptic plasticity	4.495737554576933e-06	True	"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]"	184	142	12	15719	0.0845070422535211	0.0652173913043478	query_1	['GO:0050804', 'GO:0065008']	['PPFIA3', 'RAB8A', 'STXBP1', 'SNAP25', 'PSEN1', 'NCSTN', 'RAB3A', 'RAB5A', 'MECP2', 'VAMP2', 'APP', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
72	GO:BP	GO:0034205	amyloid-beta formation	4.495737554576933e-06	True	"""The generation of amyloid-beta by cleavage of the amyloid precursor protein (APP)."" [GOC:mah]"	43	142	7	15719	0.0492957746478873	0.1627906976744186	query_1	['GO:0042987', 'GO:0050435']	['GGA3', 'APH1A', 'PSEN1', 'BACE1', 'NCSTN', 'PSENEN', 'APH1B']	0	0
71	GO:BP	GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening	4.495737554576933e-06	True	"""Any process that modulates the frequency, rate or extent of poly(A) tail shortening of a nuclear-transcribed mRNA. Poly(A) tail shortening is the decrease in length of the poly(A) tail of an mRNA from full length to an oligo(A) length."" [GOC:dph, GOC:tb]"	14	142	5	15719	0.0352112676056338	0.3571428571428571	query_1	['GO:0000289', 'GO:0061013']	['AGO2', 'ZFP36', 'TNRC6C', 'TNRC6B', 'TNRC6A']	0	0
73	GO:BP	GO:0099177	regulation of trans-synaptic signaling	4.586397455579099e-06	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	446	142	18	15719	0.1267605633802817	0.0403587443946188	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['PPFIA3', 'RAB8A', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'BACE1', 'NTRK1', 'NCSTN', 'RAB3A', 'STX1A', 'RAB5A', 'NGF', 'MECP2', 'VAMP2', 'APP', 'NGFR', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
74	GO:BP	GO:0035196	miRNA processing	5.004569000352631e-06	True	"""A process leading to the generation of a functional miRNA. Includes the cleavage of stem-loop RNA precursors into microRNAs (miRNAs). miRNAs are a class of small RNAs that primarily silence genes by blocking the translation of mRNA transcripts into protein, or by increasing the degradation of non-protein-coding RNA transcripts."" [GOC:aruk, GOC:bc, GOC:dph, GOC:rl, GOC:tb, PMID:15066275, PMID:15066283, PMID:23985560, PMID:28379604]"	44	142	7	15719	0.0492957746478873	0.1590909090909091	query_1	['GO:0070918']	['DICER1', 'AGO2', 'TARBP2', 'PRKRA', 'AGO1', 'AGO3', 'AGO4']	0	0
50	GO:CC	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	5.019976882395261e-06	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin I (or orthologs thereof)."" [PMID:7553862]"	3	141	3	16420	0.0212765957446808	1.0	query_1	['GO:0031201']	['SNAP25', 'STX1A', 'VAMP2']	0	0
75	GO:BP	GO:0045055	regulated exocytosis	5.7095000215810605e-06	True	"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	227	142	13	15719	0.0915492957746478	0.0572687224669603	query_1	['GO:0006887']	['RAB10', 'PPFIA3', 'STXBP1', 'SNAP25', 'SYT1', 'PSEN1', 'RAB3A', 'STX1A', 'RAB5A', 'RAB31', 'VAMP2', 'RABGEF1', 'RAB3GAP1']	['RAB3GAP1']	['Cataract-intellectual disability-hypogonadism syndrome']
27	REAC	REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	5.9679350722369145e-06	True	Transcriptional Regulation by VENTX	39	124	7	10022	0.0564516129032258	0.1794871794871795	query_1	['REAC:R-HSA-212436']	['MOV10', 'AGO1', 'TNRC6C', 'TNRC6B', 'AGO3', 'TNRC6A', 'AGO4']	0	0
