	Unnamed: 0	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections	seeds	diseases
714	714	GO:BP	GO:0010628	positive regulation of gene expression	0.0001371421234476	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1104	155	25	17376	0.1612903225806451	0.0226449275362318	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['MYC', 'KDM5B', 'CITED2', 'ERCC6', 'STAT3', 'E2F1', 'RAB27A', 'CDK6', 'TFAP2A', 'SMAD1', 'SMAD3', 'EP300', 'CDK1', 'DNMT1', 'CTCF', 'TP53', 'SMAD2', 'HDAC2', 'CDKN2A', 'AR', 'SP1', 'CTNNB1', 'YY1', 'HDAC1', 'AKT1']	['ERCC6', 'RAB27A', 'TFAP2A']	['Cockayne syndrome type 3', 'Griscelli syndrome type 2', 'Branchio-oculo-facial syndrome']
715	715	REAC	REAC:R-HSA-8939902	Regulation of RUNX2 expression and activity	0.0001375511957497	True	Regulation of RUNX2 expression and activity	71	155	6	17376	0.0387096774193548	0.0845070422535211	query_1	['REAC:R-HSA-8878166']	['RBX1', 'ESR1', 'CUL1', 'PSMC5', 'SKP1', 'SKP2']	0	0
716	716	REAC	REAC:R-HSA-1912422	Pre-NOTCH Expression and Processing	0.0001375511957497	True	Pre-NOTCH Expression and Processing	104	155	7	17376	0.0451612903225806	0.0673076923076923	query_1	['REAC:R-HSA-157118']	['E2F1', 'TFDP2', 'EP300', 'TP53', 'CREBBP', 'CCND1', 'TFDP1']	0	0
717	717	GO:CC	GO:0032806	carboxy-terminal domain protein kinase complex	0.0001401326682111	True	"""A protein complex that phosphorylates amino acid residues of RNA polymerase II C-terminal domain repeats; phosphorylation occurs mainly on Ser2 and Ser5."" [PMID:15047695, PMID:16721054, PMID:17079683]"	20	155	4	17376	0.0258064516129032	0.2	query_1	['GO:0140513', 'GO:1902554']	['CCNH', 'CDK7', 'RB1', 'MNAT1']	0	0
718	718	GO:CC	GO:0031248	protein acetyltransferase complex	0.0001442357421563	True	"""A complex that catalyzes the transfer of an acetyl group to a protein acceptor molecule."" [GOC:bf]"	98	155	7	17376	0.0451612903225806	0.0714285714285714	query_1	['GO:0140535', 'GO:1902493']	['TRRAP', 'YEATS4', 'EP300', 'RUVBL1', 'EPC1', 'KAT5', 'CREBBP']	0	0
719	719	GO:BP	GO:0061061	muscle structure development	0.0001477400880824	True	"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]"	639	155	18	17376	0.1161290322580645	0.028169014084507	query_1	['GO:0048856']	['FOXH1', 'CITED2', 'EZH2', 'SMAD4', 'SMAD1', 'RB1', 'SMAD3', 'CDK5', 'EP300', 'CDK1', 'DNMT1', 'SMARCA4', 'KDM1A', 'KAT5', 'CTNNB1', 'YY1', 'REST', 'AKT1']	0	0
720	720	GO:BP	GO:0043009	chordate embryonic development	0.000150507045129	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	155	18	17376	0.1161290322580645	0.028125	query_1	['GO:0009792']	['CUL3', 'CUL4A', 'CITED2', 'SMAD4', 'TFAP2A', 'SMAD3', 'EP300', 'CCNB2', 'TP53', 'SMAD2', 'SIN3A', 'CCNB1', 'AR', 'KAT5', 'CTNNB1', 'PCGF2', 'BMI1', 'AKT1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
721	721	GO:CC	GO:1902493	acetyltransferase complex	0.0001521352928891	True	"""A protein complex which is capable of acetyltransferase activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	99	155	7	17376	0.0451612903225806	0.0707070707070707	query_1	['GO:1990234']	['TRRAP', 'YEATS4', 'EP300', 'RUVBL1', 'EPC1', 'KAT5', 'CREBBP']	0	0
722	722	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	0.0001539033577302	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	155	10	17376	0.064516129032258	0.0483091787439613	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['FOXH1', 'ESR1', 'EP300', 'SMARCA4', 'KDM1A', 'AR', 'SKP2', 'REST', 'HDAC1', 'BMI1']	0	0
723	723	REAC	REAC:R-HSA-5250941	Negative epigenetic regulation of rRNA expression	0.0001540578896889	True	Negative epigenetic regulation of rRNA expression	106	155	7	17376	0.0451612903225806	0.0660377358490566	query_1	['REAC:R-HSA-212165']	['CCNH', 'CDK7', 'DNMT1', 'HDAC2', 'SIN3A', 'MNAT1', 'HDAC1']	0	0
724	724	REAC	REAC:R-HSA-171319	Telomere Extension By Telomerase	0.0001586206100272	True	Telomere Extension By Telomerase	23	155	4	17376	0.0258064516129032	0.1739130434782608	query_1	['REAC:R-HSA-180786']	['CDK2', 'CCNA2', 'CCNA1', 'RUVBL1']	0	0
725	725	REAC	REAC:R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	0.0001588884662797	True	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	73	155	6	17376	0.0387096774193548	0.0821917808219178	query_1	['REAC:R-HSA-5250913']	['ERCC6', 'RBBP4', 'EHMT2', 'HDAC2', 'CBX3', 'HDAC1']	['ERCC6']	['Cockayne syndrome type 3']
726	726	GO:BP	GO:0070997	neuron death	0.0001600522306729	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	354	155	13	17376	0.0838709677419354	0.0367231638418079	query_1	['GO:0008219']	['CDK5R1', 'TFAP2B', 'NQO1', 'FOXO3', 'TFAP2A', 'RB1', 'CDK5', 'TP53', 'MAX', 'CTNNB1', 'REST', 'CCND1', 'AKT1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
727	727	GO:CC	GO:0070822	Sin3-type complex	0.00016352044331	True	"""Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex."" [PMID:15565322, PMID:18292778]"	21	155	4	17376	0.0258064516129032	0.1904761904761904	query_1	['GO:0000118', 'GO:0000228', 'GO:0000785']	['RBBP4', 'HDAC2', 'SIN3A', 'HDAC1']	0	0
728	728	GO:CC	GO:0016580	Sin3 complex	0.00016352044331	True	"""A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins."" [PMID:10589671, PMID:11743021, PMID:12865422]"	21	155	4	17376	0.0258064516129032	0.1904761904761904	query_1	['GO:0070822']	['RBBP4', 'HDAC2', 'SIN3A', 'HDAC1']	0	0
729	729	GO:BP	GO:0042401	biogenic amine biosynthetic process	0.0001651717235452	True	"""The chemical reactions and pathways occurring at the level of individual cells resulting in the formation of any of a group of naturally occurring, biologically active amines, such as norepinephrine, histamine, and serotonin, many of which act as neurotransmitters."" [GOC:jl, ISBN:0395825172]"	37	155	5	17376	0.032258064516129	0.1351351351351351	query_1	['GO:0006576', 'GO:0009309']	['AZIN1', 'ODC1', 'OAZ2', 'OAZ3', 'OAZ1']	0	0
730	730	GO:BP	GO:0022616	DNA strand elongation	0.0001651717235452	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	155	5	17376	0.032258064516129	0.1351351351351351	query_1	['GO:0006259']	['MCM4', 'RUVBL1', 'YY1', 'MCM7', 'PCNA']	0	0
731	731	GO:BP	GO:0048583	regulation of response to stimulus	0.0001698205805592	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	155	56	17376	0.3612903225806451	0.0150174309466344	query_1	['GO:0050789', 'GO:0050896']	['MYC', 'CDK5R1', 'NPLOC4', 'RBX1', 'CUL3', 'CUL4A', 'FOXH1', 'TFAP2B', 'CITED2', 'EZH2', 'ESR1', 'BTRC', 'ERCC6', 'STAT3', 'RBBP4', 'UFD1', 'TRRAP', 'SMAD4', 'FOXO3', 'YEATS4', 'COPS5', 'RB1', 'SMAD3', 'CDKN2B', 'VCP', 'ERCC8', 'CDK5', 'EP300', 'SMARCA4', 'CDKN2D', 'FOXO1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'CCNB1', 'KDM1A', 'RUVBL1', 'EPC1', 'CDKN2A', 'AR', 'KAT5', 'CCND3', 'CTNNB1', 'YY1', 'SKP2', 'CDK4', 'REST', 'CREBBP', 'PCGF2', 'CDT1', 'HDAC1', 'BMI1', 'UBD', 'PCNA', 'AKT1']	['ERCC6', 'ERCC8']	['Cockayne syndrome type 3', 'Cockayne syndrome type 3']
732	732	GO:BP	GO:0043414	macromolecule methylation	0.0001714224743289	True	"""The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."" [GOC:go_curators]"	305	155	12	17376	0.0774193548387096	0.0393442622950819	query_1	['GO:0032259', 'GO:0043412']	['MYC', 'EZH2', 'EED', 'SMAD4', 'EHMT2', 'SUZ12', 'DNMT1', 'CTCF', 'KDM1A', 'CTNNB1', 'EHMT1', 'BMI1']	0	0
733	733	GO:CC	GO:0043073	germ cell nucleus	0.0001720138970686	True	"""The nucleus of a germ cell, a reproductive cell in multicellular organisms."" [CL:0000586, GOC:go_curators]"	69	155	6	17376	0.0387096774193548	0.0869565217391304	query_1	['GO:0005634']	['CDK2', 'CDK7', 'DNMT1', 'CTCF', 'TP53', 'PCNA']	0	0
734	734	GO:BP	GO:0051240	positive regulation of multicellular organismal process	0.0001741335869213	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1571	155	31	17376	0.2	0.01973265436028	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['MYC', 'KDM5B', 'CITED2', 'EZH2', 'STAT3', 'E2F1', 'RBBP4', 'FOXG1', 'SMAD4', 'FOXO3', 'TFAP2A', 'SMAD1', 'RB1', 'SMAD3', 'CDK1', 'SMARCA4', 'SMAD2', 'HDAC2', 'SIN3A', 'KDM1A', 'AR', 'SP1', 'KAT5', 'CTNNB1', 'EHMT1', 'CDKN1A', 'REST', 'CCND1', 'HDAC1', 'BMI1', 'AKT1']	['TFAP2A']	['Branchio-oculo-facial syndrome']
735	735	GO:BP	GO:1901653	cellular response to peptide	0.0001776252526157	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	358	155	13	17376	0.0838709677419354	0.0363128491620111	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['STAT3', 'CCNA2', 'RB1', 'CDK5', 'FOXO1', 'TP53', 'MAX', 'CDC6', 'MYO5A', 'SP1', 'CCND3', 'CDK4', 'AKT1']	['MYO5A']	['Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
736	736	GO:BP	GO:2000779	regulation of double-strand break repair	0.0001824622368764	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	155	8	17376	0.0516129032258064	0.0620155038759689	query_1	['GO:0006282', 'GO:0006302']	['ERCC6', 'TRRAP', 'YEATS4', 'SMARCA4', 'KDM1A', 'RUVBL1', 'EPC1', 'KAT5']	['ERCC6']	['Cockayne syndrome type 3']
737	737	REAC	REAC:R-HSA-198693	AKT phosphorylates targets in the nucleus	0.0001855905149794	True	AKT phosphorylates targets in the nucleus	9	155	3	17376	0.0193548387096774	0.3333333333333333	query_1	['REAC:R-HSA-1257604']	['FOXO3', 'FOXO1', 'AKT1']	0	0
738	738	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.0001855905149794	True	Regulation of gene expression by Hypoxia-inducible Factor	9	155	3	17376	0.0193548387096774	0.3333333333333333	query_1	['REAC:R-HSA-1234174']	['CITED2', 'EP300', 'CREBBP']	0	0
739	739	REAC	REAC:R-HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	0.0001855905149794	True	Estrogen-dependent nuclear events downstream of ESR-membrane signaling	24	155	4	17376	0.0258064516129032	0.1666666666666666	query_1	['REAC:R-HSA-9009391']	['FOXO3', 'CDKN1B', 'CCND1', 'AKT1']	0	0
740	740	GO:CC	GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	0.0001859490115329	True	"""A multiprotein ATPase complex required for the efficient dislocation of ER-lumenal degradation substrates, and their subsequent proteolysis by the proteasome. In budding yeast, this complex includes Cdc48p, Npl4p and Ufd1p proteins. In mammals, this complex includes a hexamer of VCP/p97 (a cytosolic ATPase) and trimers of each of its cofactors UFD1L and NPL4 (NPLOC4) (e.g. a 6:3:3 stoichiometry)."" [PMID:11813000, PMID:16179952]"	8	155	3	17376	0.0193548387096774	0.375	query_1	['GO:0005789', 'GO:0098796', 'GO:0140534']	['NPLOC4', 'UFD1', 'VCP']	0	0
741	741	GO:BP	GO:0009309	amine biosynthetic process	0.0001862494518946	True	"""The chemical reactions and pathways resulting in the formation of any organic compound that is weakly basic in character and contains an amino or a substituted amino group. Amines are called primary, secondary, or tertiary according to whether one, two, or three carbon atoms are attached to the nitrogen atom."" [GOC:jl, ISBN:0198506732]"	38	155	5	17376	0.032258064516129	0.131578947368421	query_1	['GO:0009308', 'GO:0044271', 'GO:1901566']	['AZIN1', 'ODC1', 'OAZ2', 'OAZ3', 'OAZ1']	0	0
742	742	GO:BP	GO:0002521	leukocyte differentiation	0.0002008311800569	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	593	155	17	17376	0.1096774193548387	0.0286677908937605	query_1	['GO:0030097', 'GO:0030154']	['MYC', 'CUL4A', 'CITED2', 'EZH2', 'STAT3', 'FOXO3', 'CDK6', 'RB1', 'EP300', 'SMARCA4', 'TP53', 'CDKN2A', 'KAT5', 'CTNNB1', 'YY1', 'BMI1', 'UBD']	0	0
743	743	GO:BP	GO:0051091	positive regulation of DNA-binding transcription factor activity	0.0002022974672903	True	"""Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	261	155	11	17376	0.0709677419354838	0.0421455938697318	query_1	['GO:0044093', 'GO:0051090']	['ESR1', 'STAT3', 'COPS5', 'SMAD3', 'EP300', 'SMARCA4', 'KDM1A', 'AR', 'CTNNB1', 'TFDP1', 'AKT1']	0	0
744	744	REAC	REAC:R-HSA-446652	Interleukin-1 family signaling	0.0002074951933956	True	Interleukin-1 family signaling	151	155	8	17376	0.0516129032258064	0.0529801324503311	query_1	['REAC:R-HSA-449147']	['RBX1', 'BTRC', 'STAT3', 'CUL1', 'SMAD3', 'PSMC5', 'SKP1', 'TP53']	0	0
745	745	GO:BP	GO:1900164	nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0002090593632832	True	"""The series of molecular signals initiated by a nodal protein binding to an activin receptor on the surface of a target cell, which contributes to the establishment of lateral mesoderm with respect to the left and right halves."" [GOC:BHF, GOC:TermGenie, GOC:vk]"	7	155	3	17376	0.0193548387096774	0.4285714285714285	query_1	['GO:0003140', 'GO:0038107']	['FOXH1', 'CITED2', 'SMAD2']	0	0
746	746	GO:BP	GO:0038107	nodal signaling pathway involved in determination of left/right asymmetry	0.0002090593632832	True	"""The series of molecular signals initiated by a nodal protein binding of to an activin receptor on the surface of a target cell, which contributes to the establishment of an organism's body plan or part of an organism with respect to the left and right halves."" [GOC:BHF, GOC:vk, PMID:12857784, PMID:17287255, PMID:20413706]"	7	155	3	17376	0.0193548387096774	0.4285714285714285	query_1	['GO:0007368', 'GO:0038092']	['FOXH1', 'CITED2', 'SMAD2']	0	0
747	747	GO:CC	GO:0005815	microtubule organizing center	0.0002093757076258	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	821	155	20	17376	0.1290322580645161	0.0243605359317904	query_1	['GO:0015630', 'GO:0110165']	['CUL3', 'CDK2', 'E2F1', 'KIF5B', 'SMAD4', 'CDK6', 'CCNE2', 'CDC25B', 'CDK1', 'CCNB2', 'SKP1', 'TP53', 'CCNB1', 'RUVBL1', 'ORC2', 'CTNNB1', 'CCNE1', 'PCNA', 'KCTD1', 'AKT1']	0	0
748	748	REAC	REAC:R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	0.0002100687332424	True	The role of GTSE1 in G2/M progression after G2 checkpoint	77	155	6	17376	0.0387096774193548	0.0779220779220779	query_1	['REAC:R-HSA-69275']	['PSMC5', 'CDK1', 'CCNB2', 'TP53', 'CCNB1', 'CDKN1A']	0	0
749	749	GO:BP	GO:0043401	steroid hormone mediated signaling pathway	0.0002245219960301	True	"""The series of molecular signals mediated by a steroid hormone binding to a receptor."" [PMID:12606724]"	133	155	8	17376	0.0516129032258064	0.0601503759398496	query_1	['GO:0009755', 'GO:0071383']	['FOXH1', 'ESR1', 'EP300', 'SMARCA4', 'KDM1A', 'AR', 'SKP2', 'HDAC1']	0	0
750	750	GO:BP	GO:0016571	histone methylation	0.0002364588437092	True	"""The modification of histones by addition of methyl groups."" [GOC:ai]"	134	155	8	17376	0.0516129032258064	0.0597014925373134	query_1	['GO:0006479', 'GO:0016570']	['EZH2', 'EED', 'SMAD4', 'EHMT2', 'SUZ12', 'KDM1A', 'CTNNB1', 'EHMT1']	0	0
751	751	GO:BP	GO:0048489	synaptic vesicle transport	0.0002368908893084	True	"""The directed movement of synaptic vesicles."" [GOC:aruk, GOC:bc, GOC:jid, GOC:lmg, GOC:pr]"	40	155	5	17376	0.032258064516129	0.125	query_1	['GO:0006810', 'GO:0051650', 'GO:0097479']	['RAB27A', 'KIF5B', 'KIF5A', 'CDK5', 'CTNNB1']	['RAB27A']	['Griscelli syndrome type 2']
752	752	GO:BP	GO:0000280	nuclear division	0.0002494235247739	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	426	155	14	17376	0.0903225806451612	0.0328638497652582	query_1	['GO:0048285']	['CUL3', 'PKMYT1', 'EHMT2', 'ORC4', 'CCNE2', 'RB1', 'CDC25B', 'CCNB2', 'CDKN1B', 'CCNB1', 'CCNA1', 'KAT5', 'CDT1', 'CCNE1']	0	0
753	753	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0002494235247739	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1075	155	24	17376	0.1548387096774193	0.0223255813953488	query_1	['GO:0044093', 'GO:0050790']	['MYC', 'CDK5R1', 'EZH2', 'CCND2', 'ESR1', 'BTRC', 'STAT3', 'SMAD3', 'CDC25B', 'VCP', 'CDK5', 'CDKN1B', 'SKP1', 'CDC6', 'CDKN2A', 'CCND3', 'MNAT1', 'CTNNB1', 'CDKN1A', 'REST', 'CCND1', 'BMI1', 'PCNA', 'AKT1']	0	0
754	754	REAC	REAC:R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0002547612002479	True	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	2	155	2	17376	0.0129032258064516	1.0	query_1	['REAC:R-HSA-9632693']	['CDKN2A', 'CDK4']	0	0
755	755	REAC	REAC:R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA	0.0002547612002479	True	Loss of MECP2 binding ability to 5mC-DNA	2	155	2	17376	0.0129032258064516	1.0	query_1	['REAC:R-HSA-9005891']	['SIN3A', 'HDAC1']	0	0
756	756	REAC	REAC:R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0002547612002479	True	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	2	155	2	17376	0.0129032258064516	1.0	query_1	['REAC:R-HSA-9630750']	['CDKN2A', 'CDK4']	0	0
757	757	GO:BP	GO:0006310	DNA recombination	0.0002579074668141	True	"""Any process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents. In eukaryotes genetic recombination can occur by chromosome assortment, intrachromosomal recombination, or nonreciprocal interchromosomal recombination. Interchromosomal recombination occurs by crossing over. In bacteria it may occur by genetic transformation, conjugation, transduction, or F-duction."" [ISBN:0198506732]"	319	155	12	17376	0.0774193548387096	0.0376175548589341	query_1	['GO:0006259']	['ERCC6', 'MCM4', 'MCM2', 'TRRAP', 'YEATS4', 'MCM6', 'KDM1A', 'RUVBL1', 'EPC1', 'KAT5', 'YY1', 'MCM7']	['ERCC6']	['Cockayne syndrome type 3']
758	758	GO:BP	GO:0007154	cell communication	0.0002579074668141	True	"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]"	5766	155	76	17376	0.4903225806451612	0.013180714533472	query_1	['GO:0009987']	['MYC', 'CDK5R1', 'NPLOC4', 'DDB1', 'RBX1', 'CUL3', 'CUL4A', 'KDM5B', 'FOXH1', 'TFAP2B', 'CITED2', 'EZH2', 'ESR1', 'NQO1', 'BTRC', 'ERCC6', 'CDK2', 'STAT3', 'E2F1', 'RBBP4', 'CCNA2', 'UFD1', 'CUL1', 'KIF5B', 'SMAD4', 'FOXO3', 'EHMT2', 'CDK6', 'COPS5', 'TFAP2C', 'SMAD1', 'RB1', 'SMAD3', 'CDKN2B', 'PSMC5', 'VCP', 'KIF5A', 'CDK5', 'EP300', 'CDK1', 'E2F2', 'CDKN1B', 'SMARCA4', 'CDKN2D', 'FOXO1', 'TP53', 'SMAD2', 'HDAC2', 'SIN3A', 'ORC1', 'CCNB1', 'MAX', 'CDC6', 'KDM1A', 'MYO5A', 'RUVBL1', 'CDKN2A', 'AR', 'SP1', 'KAT5', 'MYRIP', 'CCND3', 'CTNNB1', 'SKP2', 'CDK4', 'CDKN1A', 'REST', 'CREBBP', 'PCGF2', 'CCND1', 'CDT1', 'HDAC1', 'CCNE1', 'BMI1', 'UBD', 'AKT1']	['ERCC6', 'MYO5A']	['Cockayne syndrome type 3', 'Griscelli syndrome type 1', 'Neuroectodermal melanolysosomal disease']
759	759	GO:CC	GO:0005730	nucleolus	0.0002591832882083	True	"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]"	974	155	22	17376	0.1419354838709677	0.0225872689938398	query_1	['GO:0031981', 'GO:0043232']	['MYC', 'CCND2', 'RBL2', 'ORC6', 'ERCC6', 'PKMYT1', 'CDK7', 'E2F5', 'ORC4', 'SUZ12', 'SMARCA4', 'CTCF', 'TP53', 'SIN3A', 'CDKN2A', 'KAT5', 'SKP2', 'CDK4', 'CDKN1A', 'UBD', 'KCTD1', 'NUB1']	['ERCC6']	['Cockayne syndrome type 3']
760	760	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0002627909793071	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	155	24	17376	0.1548387096774193	0.0222428174235403	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['CDK5R1', 'CUL3', 'EZH2', 'ESR1', 'CDK2', 'RAB27A', 'RB1', 'SMAD3', 'PSMC5', 'VCP', 'CDK5', 'EP300', 'DNMT1', 'CDKN1B', 'TP53', 'SIN3A', 'KDM1A', 'RUVBL1', 'AR', 'KAT5', 'CTNNB1', 'YY1', 'CAND1', 'CDT1']	['RAB27A']	['Griscelli syndrome type 2']
761	761	GO:BP	GO:0071466	cellular response to xenobiotic stimulus	0.0002731821119438	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:krc, GOC:mah]"	178	155	9	17376	0.0580645161290322	0.0505617977528089	query_1	['GO:0009410', 'GO:0070887']	['MYC', 'NQO1', 'E2F1', 'EHMT2', 'RB1', 'TP53', 'REST', 'MCM7', 'PCNA']	0	0
762	762	GO:CC	GO:0005871	kinesin complex	0.0002856699414875	True	"""Any complex that includes a dimer of molecules from the kinesin superfamily, a group of related proteins that contain an extended region of predicted alpha-helical coiled coil in the main chain that likely produces dimerization. The native complexes of several kinesin family members have also been shown to contain additional peptides, often designated light chains as all of the noncatalytic subunits that are currently known are smaller than the chain that contains the motor unit. Kinesin complexes generally possess a force-generating enzymatic activity, or motor, which converts the free energy of the gamma phosphate bond of ATP into mechanical work."" [GOC:mah, http://www.proweb.org/kinesin//KinesinMotility.html, http://www.proweb.org/kinesin//KinesinStructure.html]"	47	155	5	17376	0.032258064516129	0.1063829787234042	query_1	['GO:0005875']	['KLC2', 'KLC1', 'KIF5B', 'KIF5A', 'KLC4']	0	0
763	763	REAC	REAC:R-HSA-180786	Extension of Telomeres	0.0002865786728689	True	Extension of Telomeres	51	155	5	17376	0.032258064516129	0.0980392156862745	query_1	['REAC:R-HSA-157579']	['CDK2', 'CCNA2', 'CCNA1', 'RUVBL1', 'PCNA']	0	0
764	764	GO:BP	GO:0070936	protein K48-linked ubiquitination	0.0002970210679691	True	"""A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 48 of the ubiquitin monomers, is added to a protein. K48-linked ubiquitination targets the substrate protein for degradation."" [GOC:cvs, PMID:15556404]"	69	155	6	17376	0.0387096774193548	0.0869565217391304	query_1	['GO:0000209']	['RBX1', 'CUL3', 'BTRC', 'CUL1', 'SKP1', 'SKP2']	0	0
765	765	REAC	REAC:R-HSA-5357801	Programmed Cell Death	0.0003020643991012	True	Programmed Cell Death	205	155	9	17376	0.0580645161290322	0.0439024390243902	query_1	['REAC:0000000']	['STAT3', 'E2F1', 'TFDP2', 'PSMC5', 'TP53', 'CDKN2A', 'CTNNB1', 'TFDP1', 'AKT1']	0	0
