Representing term id	Representing term name	Representing term rank	cluster_1 term id	cluster_1 term name	cluster_1 term rank	cluster_2 term id	cluster_2 term name	cluster_2 term rank	cluster_3 term id	cluster_3 term name	cluster_3 term rank	cluster_4 term id	cluster_4 term name	cluster_4 term rank	cluster_5 term id	cluster_5 term name	cluster_5 term rank	cluster_6 term id	cluster_6 term name	cluster_6 term rank
						GO:0045879	negative regulation of smoothened signaling pathway	842	GO:0045879	negative regulation of smoothened signaling pathway	875									
									GO:0061311	cell surface receptor signaling pathway involved in heart development	842									
															GO:0036363	transforming growth factor beta activation	858			
									GO:0008593	regulation of Notch signaling pathway	878									
									GO:0030514	negative regulation of BMP signaling pathway	894									
									GO:0001960	negative regulation of cytokine-mediated signaling pathway	1347	GO:0001960	negative regulation of cytokine-mediated signaling pathway	909						
												GO:0032667	regulation of interleukin-23 production	934						
												GO:0031666	positive regulation of lipopolysaccharide-mediated signaling pathway	938						
												GO:0032627	interleukin-23 production	939						
									GO:0060761	negative regulation of response to cytokine stimulus	1407	GO:0060761	negative regulation of response to cytokine stimulus	940						
												GO:0045746	negative regulation of Notch signaling pathway	954						
															GO:0008543	fibroblast growth factor receptor signaling pathway	959			
												GO:0036462	TRAIL-activated apoptotic signaling pathway	964						
									GO:0045747	positive regulation of Notch signaling pathway	966									
												GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	987						
															GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	992			
															GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	1015			
									GO:0046628	positive regulation of insulin receptor signaling pathway	1765				GO:0046628	positive regulation of insulin receptor signaling pathway	1033			
						GO:0070102	interleukin-6-mediated signaling pathway	1069	GO:0070102	interleukin-6-mediated signaling pathway	1114									
									GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	1093				GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	1619			
															GO:0035581	sequestering of extracellular ligand from receptor	1115			
															GO:0060389	pathway-restricted SMAD protein phosphorylation	1187			
															GO:0007215	glutamate receptor signaling pathway	1229			
															GO:2001026	regulation of endothelial cell chemotaxis	1262			
															GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	1301			
									GO:0046626	regulation of insulin receptor signaling pathway	1360				GO:0046626	regulation of insulin receptor signaling pathway	1309			
															GO:0060071	Wnt signaling pathway, planar cell polarity pathway	1317			
															GO:0042058	regulation of epidermal growth factor receptor signaling pathway	1350			
									GO:0060333	type II interferon-mediated signaling pathway	1357									
															GO:0035235	ionotropic glutamate receptor signaling pathway	1373			
															GO:0060079	excitatory postsynaptic potential	1425			
															GO:0060396	growth hormone receptor signaling pathway	1431			
															GO:0071378	cellular response to growth hormone stimulus	1432			
															GO:1901184	regulation of ERBB signaling pathway	1441			
									GO:0060330	regulation of response to type II interferon	1461				GO:0060330	regulation of response to type II interferon	1501			
									GO:0060334	regulation of type II interferon-mediated signaling pathway	1463				GO:0060334	regulation of type II interferon-mediated signaling pathway	1499			
															GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	1469			
															GO:2001028	positive regulation of endothelial cell chemotaxis	1502			
									GO:0045880	positive regulation of smoothened signaling pathway	1586									
															GO:1901185	negative regulation of ERBB signaling pathway	1595			
															GO:0035567	non-canonical Wnt signaling pathway	1631			
															GO:1990806	ligand-gated ion channel signaling pathway	1638			
															GO:0038128	ERBB2 signaling pathway	1657			
									GO:0021904	dorsal/ventral neural tube patterning	1688									
									GO:0032925	regulation of activin receptor signaling pathway	1760									
									GO:0060513	prostatic bud formation	1777									
									GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	1843									
									GO:0060390	regulation of SMAD protein signal transduction	1861									
									GO:0060601	lateral sprouting from an epithelium	1890									
									GO:0033210	leptin-mediated signaling pathway	1898									
									GO:0003306	Wnt signaling pathway involved in heart development	1936									
GO:0016192	vesicle-mediated transport	1
															GO:0016192	vesicle-mediated transport	186	GO:0016192	vesicle-mediated transport	1
																		GO:0098876	vesicle-mediated transport to the plasma membrane	14
												GO:0048193	Golgi vesicle transport	970				GO:0048193	Golgi vesicle transport	23
																		GO:0006892	post-Golgi vesicle-mediated transport	25
																		GO:0016197	endosomal transport	26
															GO:0006897	endocytosis	126	GO:0006897	endocytosis	28
																		GO:0006906	vesicle fusion	32
																		GO:0006904	vesicle docking involved in exocytosis	34
																		GO:0006893	Golgi to plasma membrane transport	35
																		GO:0032456	endocytic recycling	36
																		GO:0140029	exocytic process	39
																		GO:0048278	vesicle docking	40
															GO:0060627	regulation of vesicle-mediated transport	237	GO:0060627	regulation of vesicle-mediated transport	41
															GO:0006887	exocytosis	1415	GO:0006887	exocytosis	42
																		GO:0043001	Golgi to plasma membrane protein transport	53
																		GO:0016079	synaptic vesicle exocytosis	59
															GO:0017157	regulation of exocytosis	1377	GO:0017157	regulation of exocytosis	63
																		GO:0045055	regulated exocytosis	73
																		GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	79
																		GO:0099003	vesicle-mediated transport in synapse	84
																		GO:0099504	synaptic vesicle cycle	92
																		GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	97
																		GO:0017156	calcium-ion regulated exocytosis	98
																		GO:0099500	vesicle fusion to plasma membrane	101
																		GO:0048499	synaptic vesicle membrane organization	111
																		GO:0001845	phagolysosome assembly	125
																		GO:0016082	synaptic vesicle priming	141
																		GO:0017158	regulation of calcium ion-dependent exocytosis	145
															GO:0045921	positive regulation of exocytosis	867	GO:0045921	positive regulation of exocytosis	155
																		GO:0090160	Golgi to lysosome transport	156
																		GO:0016081	synaptic vesicle docking	157
																		GO:0090385	phagosome-lysosome fusion	162
																		GO:0042147	retrograde transport, endosome to Golgi	171
																		GO:1903305	regulation of regulated secretory pathway	174
															GO:0006909	phagocytosis	193	GO:0006909	phagocytosis	246
																		GO:0045956	positive regulation of calcium ion-dependent exocytosis	201
															GO:0045022	early endosome to late endosome transport	1081	GO:0045022	early endosome to late endosome transport	203
															GO:0098927	vesicle-mediated transport between endosomal compartments	1133	GO:0098927	vesicle-mediated transport between endosomal compartments	212
																		GO:2000300	regulation of synaptic vesicle exocytosis	213
																		GO:0006896	Golgi to vacuole transport	215
																		GO:0036465	synaptic vesicle recycling	218
																		GO:0035493	SNARE complex assembly	225
																		GO:1903307	positive regulation of regulated secretory pathway	232
																		GO:0031338	regulation of vesicle fusion	240
															GO:0006898	receptor-mediated endocytosis	265			
															GO:0030100	regulation of endocytosis	329	GO:0030100	regulation of endocytosis	281
															GO:0045807	positive regulation of endocytosis	351			
															GO:0048259	regulation of receptor-mediated endocytosis	422			
															GO:0050764	regulation of phagocytosis	495			
															GO:0048260	positive regulation of receptor-mediated endocytosis	523			
															GO:0050766	positive regulation of phagocytosis	546			
															GO:0006911	phagocytosis, engulfment	587			
															GO:2000641	regulation of early endosome to late endosome transport	643			
															GO:0031623	receptor internalization	682			
															GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	811			
												GO:0044351	macropinocytosis	936						
															GO:0002090	regulation of receptor internalization	951			
															GO:0043303	mast cell degranulation	1042			
															GO:0002092	positive regulation of receptor internalization	1055			
															GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	1080			
												GO:0006907	pinocytosis	1177						
															GO:0043299	leukocyte degranulation	1196			
															GO:0071985	multivesicular body sorting pathway	1221			
															GO:0072584	caveolin-mediated endocytosis	1297			
															GO:0045324	late endosome to vacuole transport	1334			
															GO:0032509	endosome transport via multivesicular body sorting pathway	1438			
															GO:1905155	positive regulation of membrane invagination	1451			
															GO:0060100	positive regulation of phagocytosis, engulfment	1452			
									GO:0097091	synaptic vesicle clustering	1521									
															GO:1905153	regulation of membrane invagination	1550			
															GO:0060099	regulation of phagocytosis, engulfment	1559			
															GO:0045806	negative regulation of endocytosis	1601			
															GO:0043277	apoptotic cell clearance	1622			
									GO:0048548	regulation of pinocytosis	1938									
GO:0044772	mitotic cell cycle phase transition	2
			GO:0044772	mitotic cell cycle phase transition	72	GO:0044772	mitotic cell cycle phase transition	2	GO:0044772	mitotic cell cycle phase transition	77	GO:0044772	mitotic cell cycle phase transition	1006						
			GO:0000082	G1/S transition of mitotic cell cycle	131	GO:0000082	G1/S transition of mitotic cell cycle	12	GO:0000082	G1/S transition of mitotic cell cycle	76	GO:0000082	G1/S transition of mitotic cell cycle	952						
			GO:1901990	regulation of mitotic cell cycle phase transition	61	GO:1901990	regulation of mitotic cell cycle phase transition	48	GO:1901990	regulation of mitotic cell cycle phase transition	115	GO:1901990	regulation of mitotic cell cycle phase transition	893						
			GO:2000045	regulation of G1/S transition of mitotic cell cycle	175	GO:2000045	regulation of G1/S transition of mitotic cell cycle	60	GO:2000045	regulation of G1/S transition of mitotic cell cycle	104	GO:2000045	regulation of G1/S transition of mitotic cell cycle	1155						
			GO:1901992	positive regulation of mitotic cell cycle phase transition	220	GO:1901992	positive regulation of mitotic cell cycle phase transition	100	GO:1901992	positive regulation of mitotic cell cycle phase transition	278	GO:1901992	positive regulation of mitotic cell cycle phase transition	1059						
			GO:0010389	regulation of G2/M transition of mitotic cell cycle	126	GO:0010389	regulation of G2/M transition of mitotic cell cycle	200	GO:0010389	regulation of G2/M transition of mitotic cell cycle	658									
			GO:1901991	negative regulation of mitotic cell cycle phase transition	155	GO:1901991	negative regulation of mitotic cell cycle phase transition	171	GO:1901991	negative regulation of mitotic cell cycle phase transition	621									
			GO:0000086	G2/M transition of mitotic cell cycle	168	GO:0000086	G2/M transition of mitotic cell cycle	159	GO:0000086	G2/M transition of mitotic cell cycle	667									
			GO:0044818	mitotic G2/M transition checkpoint	174	GO:0044818	mitotic G2/M transition checkpoint	705												
			GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	185	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	798												
			GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	273	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	198	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	423									
			GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	248	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	214	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	504									
			GO:0031571	mitotic G1 DNA damage checkpoint signaling	218	GO:0031571	mitotic G1 DNA damage checkpoint signaling	362	GO:0031571	mitotic G1 DNA damage checkpoint signaling	505									
			GO:0044819	mitotic G1/S transition checkpoint signaling	219	GO:0044819	mitotic G1/S transition checkpoint signaling	361	GO:0044819	mitotic G1/S transition checkpoint signaling	506									
			GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	478	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	259	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	580									
			GO:0007095	mitotic G2 DNA damage checkpoint signaling	261															
			GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	341	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	649	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	648									
						GO:0030071	regulation of mitotic metaphase/anaphase transition	520	GO:0030071	regulation of mitotic metaphase/anaphase transition	1342									
						GO:0007091	metaphase/anaphase transition of mitotic cell cycle	545	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	1120									
						GO:0045842	positive regulation of mitotic metaphase/anaphase transition	559												
						GO:1901970	positive regulation of mitotic sister chromatid separation	631												
			GO:0033314	mitotic DNA replication checkpoint signaling	679	GO:0033314	mitotic DNA replication checkpoint signaling	845												
GO:0016477	cell migration	2
									GO:0016477	cell migration	625				GO:0016477	cell migration	2			
									GO:0030335	positive regulation of cell migration	1026				GO:0030335	positive regulation of cell migration	32			
									GO:0030334	regulation of cell migration	484				GO:0030334	regulation of cell migration	35			
												GO:0050900	leukocyte migration	1008	GO:0050900	leukocyte migration	62			
									GO:0001667	ameboidal-type cell migration	520				GO:0001667	ameboidal-type cell migration	89			
															GO:0060326	cell chemotaxis	124			
									GO:0010631	epithelial cell migration	756				GO:0010631	epithelial cell migration	133			
												GO:0002685	regulation of leukocyte migration	802	GO:0002685	regulation of leukocyte migration	183			
									GO:0043542	endothelial cell migration	1008				GO:0043542	endothelial cell migration	190			
															GO:0097529	myeloid leukocyte migration	201			
												GO:0002687	positive regulation of leukocyte migration	1085	GO:0002687	positive regulation of leukocyte migration	207			
												GO:0071674	mononuclear cell migration	1016	GO:0071674	mononuclear cell migration	212			
									GO:0010634	positive regulation of epithelial cell migration	1343				GO:0010634	positive regulation of epithelial cell migration	225			
									GO:0010632	regulation of epithelial cell migration	1072				GO:0010632	regulation of epithelial cell migration	278			
															GO:1901163	regulation of trophoblast cell migration	1408	GO:1901163	regulation of trophoblast cell migration	308
															GO:0030595	leukocyte chemotaxis	315			
															GO:0045123	cellular extravasation	334			
												GO:0072676	lymphocyte migration	913	GO:0072676	lymphocyte migration	346			
									GO:0010595	positive regulation of endothelial cell migration	1470				GO:0010595	positive regulation of endothelial cell migration	364			
												GO:0071675	regulation of mononuclear cell migration	790	GO:0071675	regulation of mononuclear cell migration	366			
									GO:0010594	regulation of endothelial cell migration	1063				GO:0010594	regulation of endothelial cell migration	419			
															GO:0014910	regulation of smooth muscle cell migration	452			
						GO:0022030	telencephalon glial cell migration	457	GO:0022030	telencephalon glial cell migration	1816									
						GO:0021801	cerebral cortex radial glia-guided migration	459	GO:0021801	cerebral cortex radial glia-guided migration	1818									
															GO:0001755	neural crest cell migration	460			
												GO:0072678	T cell migration	915	GO:0072678	T cell migration	469			
															GO:0014911	positive regulation of smooth muscle cell migration	470			
															GO:0090497	mesenchymal cell migration	477			
															GO:0097531	mast cell migration	479			
															GO:0050930	induction of positive chemotaxis	480			
									GO:0043534	blood vessel endothelial cell migration	519				GO:0043534	blood vessel endothelial cell migration	499			
															GO:0014909	smooth muscle cell migration	504			
									GO:2000401	regulation of lymphocyte migration	1617	GO:2000401	regulation of lymphocyte migration	727	GO:2000401	regulation of lymphocyte migration	520			
															GO:0006929	substrate-dependent cell migration	527			
															GO:0002688	regulation of leukocyte chemotaxis	529			
															GO:0002551	mast cell chemotaxis	537			
															GO:0002690	positive regulation of leukocyte chemotaxis	539			
															GO:0071621	granulocyte chemotaxis	550			
						GO:0021819	layer formation in cerebral cortex	560												
															GO:0014812	muscle cell migration	563			
						GO:0021799	cerebral cortex radially oriented cell migration	572	GO:0021799	cerebral cortex radially oriented cell migration	1545									
									GO:0002042	cell migration involved in sprouting angiogenesis	1455				GO:0002042	cell migration involved in sprouting angiogenesis	582			
									GO:0043535	regulation of blood vessel endothelial cell migration	584				GO:0043535	regulation of blood vessel endothelial cell migration	890			
															GO:0097530	granulocyte migration	593			
									GO:2000403	positive regulation of lymphocyte migration	1642	GO:2000403	positive regulation of lymphocyte migration	783	GO:2000403	positive regulation of lymphocyte migration	599			
															GO:1905517	macrophage migration	655			
												GO:0071677	positive regulation of mononuclear cell migration	777	GO:0071677	positive regulation of mononuclear cell migration	668			
						GO:0021795	cerebral cortex cell migration	685	GO:0021795	cerebral cortex cell migration	1092				GO:0021795	cerebral cortex cell migration	1624			
															GO:0048246	macrophage chemotaxis	704			
									GO:2000406	positive regulation of T cell migration	1509	GO:2000406	positive regulation of T cell migration	716	GO:2000406	positive regulation of T cell migration	978			
															GO:0001764	neuron migration	722			
															GO:0050901	leukocyte tethering or rolling	751			
						GO:0008347	glial cell migration	759												
						GO:0022029	telencephalon cell migration	779	GO:0022029	telencephalon cell migration	992				GO:0022029	telencephalon cell migration	1160			
									GO:2000404	regulation of T cell migration	1737	GO:2000404	regulation of T cell migration	811	GO:2000404	regulation of T cell migration	779			
						GO:0030336	negative regulation of cell migration	899	GO:0030336	negative regulation of cell migration	800				GO:0030336	negative regulation of cell migration	1264			
						GO:0021885	forebrain cell migration	808	GO:0021885	forebrain cell migration	1037				GO:0021885	forebrain cell migration	1198			
															GO:0010763	positive regulation of fibroblast migration	809			
									GO:0043536	positive regulation of blood vessel endothelial cell migration	891				GO:0043536	positive regulation of blood vessel endothelial cell migration	826			
															GO:0035767	endothelial cell chemotaxis	839			
															GO:0010761	fibroblast migration	859			
															GO:0030593	neutrophil chemotaxis	874			
															GO:1905521	regulation of macrophage migration	877			
															GO:1990266	neutrophil migration	938			
												GO:0061043	regulation of vascular wound healing	960						
															GO:0070486	leukocyte aggregation	985			
															GO:0090049	regulation of cell migration involved in sprouting angiogenesis	1005			
															GO:0010762	regulation of fibroblast migration	1047			
															GO:0061308	cardiac neural crest cell development involved in heart development	1050			
															GO:0061307	cardiac neural crest cell differentiation involved in heart development	1052			
															GO:0010758	regulation of macrophage chemotaxis	1079			
															GO:0010759	positive regulation of macrophage chemotaxis	1114			
															GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	1175			
															GO:0060973	cell migration involved in heart development	1212			
															GO:0044319	wound healing, spreading of cells	1253			
															GO:0090505	epiboly involved in wound healing	1258			
															GO:0071622	regulation of granulocyte chemotaxis	1275			
															GO:0090504	epiboly	1278			
															GO:2000392	regulation of lamellipodium morphogenesis	1292			
															GO:0072683	T cell extravasation	1352			
															GO:1904752	regulation of vascular associated smooth muscle cell migration	1393			
															GO:1905523	positive regulation of macrophage migration	1394			
															GO:1904754	positive regulation of vascular associated smooth muscle cell migration	1406			
															GO:0061450	trophoblast cell migration	1453			
															GO:1904738	vascular associated smooth muscle cell migration	1468			
									GO:0043537	negative regulation of blood vessel endothelial cell migration	1507									
									GO:0010596	negative regulation of endothelial cell migration	1844									
GO:0015031	protein transport	2
						GO:0015031	protein transport	1081	GO:0015031	protein transport	1928	GO:0015031	protein transport	726	GO:0015031	protein transport	955	GO:0015031	protein transport	2
						GO:0006886	intracellular protein transport	636	GO:0006886	intracellular protein transport	1366	GO:0006886	intracellular protein transport	692	GO:0006886	intracellular protein transport	1199	GO:0006886	intracellular protein transport	15
															GO:0006612	protein targeting to membrane	1604	GO:0006612	protein targeting to membrane	74
															GO:0006605	protein targeting	1643	GO:0006605	protein targeting	75
																		GO:0072662	protein localization to peroxisome	137
																		GO:0072663	establishment of protein localization to peroxisome	138
																		GO:0006625	protein targeting to peroxisome	140
																		GO:0006622	protein targeting to lysosome	254
						GO:1903513	endoplasmic reticulum to cytosol transport	761	GO:1903513	endoplasmic reticulum to cytosol transport	461									
						GO:0030970	retrograde protein transport, ER to cytosol	766	GO:0030970	retrograde protein transport, ER to cytosol	462									
			GO:0006606	protein import into nucleus	702	GO:0006606	protein import into nucleus	909	GO:0006606	protein import into nucleus	490	GO:0006606	protein import into nucleus	1167						
			GO:0007008	outer mitochondrial membrane organization	527															
			GO:0045040	protein insertion into mitochondrial outer membrane	529															
									GO:0070862	negative regulation of protein exit from endoplasmic reticulum	588									
									GO:0042307	positive regulation of protein import into nucleus	589				GO:0042307	positive regulation of protein import into nucleus	1412			
						GO:0033157	regulation of intracellular protein transport	716	GO:0033157	regulation of intracellular protein transport	609	GO:0033157	regulation of intracellular protein transport	950	GO:0033157	regulation of intracellular protein transport	1661			
						GO:0090316	positive regulation of intracellular protein transport	635	GO:0090316	positive regulation of intracellular protein transport	1416	GO:0090316	positive regulation of intracellular protein transport	766	GO:0090316	positive regulation of intracellular protein transport	1389			
									GO:0090317	negative regulation of intracellular protein transport	645									
						GO:0032527	protein exit from endoplasmic reticulum	1003	GO:0032527	protein exit from endoplasmic reticulum	654									
									GO:0042306	regulation of protein import into nucleus	663				GO:0042306	regulation of protein import into nucleus	1490			
									GO:1904152	regulation of retrograde protein transport, ER to cytosol	697									
						GO:0051222	positive regulation of protein transport	1017	GO:0051222	positive regulation of protein transport	1501	GO:0051222	positive regulation of protein transport	746	GO:0051222	positive regulation of protein transport	739			
						GO:0051223	regulation of protein transport	832	GO:0051223	regulation of protein transport	806	GO:0051223	regulation of protein transport	854	GO:0051223	regulation of protein transport	1038			
									GO:0051224	negative regulation of protein transport	810									
												GO:0051204	protein insertion into mitochondrial membrane	927						
									GO:0070861	regulation of protein exit from endoplasmic reticulum	931									
												GO:1903749	positive regulation of establishment of protein localization to mitochondrion	943						
						GO:0099118	microtubule-based protein transport	978							GO:0099118	microtubule-based protein transport	1455			
						GO:0098840	protein transport along microtubule	981							GO:0098840	protein transport along microtubule	1456			
												GO:0046827	positive regulation of protein export from nucleus	1093						
												GO:0006626	protein targeting to mitochondrion	1131						
															GO:0050714	positive regulation of protein secretion	1444			
															GO:0036258	multivesicular body assembly	1639			
									GO:0046823	negative regulation of nucleocytoplasmic transport	1693									
									GO:0046825	regulation of protein export from nucleus	1970									
									GO:0006611	protein export from nucleus	1976									
GO:0006974	cellular response to DNA damage stimulus	3
			GO:0006974	cellular response to DNA damage stimulus	3	GO:0006974	cellular response to DNA damage stimulus	110	GO:0006974	cellular response to DNA damage stimulus	190	GO:0006974	cellular response to DNA damage stimulus	323						
			GO:0042770	signal transduction in response to DNA damage	33	GO:0042770	signal transduction in response to DNA damage	270	GO:0042770	signal transduction in response to DNA damage	428									
			GO:0000077	DNA damage checkpoint signaling	38	GO:0000077	DNA damage checkpoint signaling	329	GO:0000077	DNA damage checkpoint signaling	845									
			GO:0044773	mitotic DNA damage checkpoint signaling	78	GO:0044773	mitotic DNA damage checkpoint signaling	485	GO:0044773	mitotic DNA damage checkpoint signaling	709									
			GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	238	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	442	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	326	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	153						
			GO:0031573	mitotic intra-S DNA damage checkpoint signaling	178															
			GO:0030330	DNA damage response, signal transduction by p53 class mediator	184	GO:0030330	DNA damage response, signal transduction by p53 class mediator	446	GO:0030330	DNA damage response, signal transduction by p53 class mediator	433									
			GO:2000001	regulation of DNA damage checkpoint	311							GO:2000001	regulation of DNA damage checkpoint	858						
			GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	359	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	924	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	753									
			GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	417	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	633	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1579									
			GO:0042772	DNA damage response, signal transduction resulting in transcription	420	GO:0042772	DNA damage response, signal transduction resulting in transcription	646	GO:0042772	DNA damage response, signal transduction resulting in transcription	1606									
			GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	476	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	672	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	529	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	815						
									GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1457	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	897	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1596			
									GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1234	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	983						
									GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	1023									
GO:0080090	regulation of primary metabolic process	3
			GO:0080090	regulation of primary metabolic process	148	GO:0080090	regulation of primary metabolic process	3	GO:0080090	regulation of primary metabolic process	37	GO:0080090	regulation of primary metabolic process	117	GO:0080090	regulation of primary metabolic process	670			
									GO:0032000	positive regulation of fatty acid beta-oxidation	1892							GO:0032000	positive regulation of fatty acid beta-oxidation	285
																		GO:2001279	regulation of unsaturated fatty acid biosynthetic process	296
															GO:0090218	positive regulation of lipid kinase activity	349			
															GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	370			
									GO:0019216	regulation of lipid metabolic process	459				GO:0019216	regulation of lipid metabolic process	1140			
						GO:0006109	regulation of carbohydrate metabolic process	970	GO:0006109	regulation of carbohydrate metabolic process	526	GO:0006109	regulation of carbohydrate metabolic process	978						
						GO:0010906	regulation of glucose metabolic process	802	GO:0010906	regulation of glucose metabolic process	569									
									GO:0046890	regulation of lipid biosynthetic process	677									
						GO:0006111	regulation of gluconeogenesis	1063	GO:0006111	regulation of gluconeogenesis	708									
									GO:0019217	regulation of fatty acid metabolic process	732									
									GO:0045834	positive regulation of lipid metabolic process	1599				GO:0045834	positive regulation of lipid metabolic process	748			
						GO:0010907	positive regulation of glucose metabolic process	951	GO:0010907	positive regulation of glucose metabolic process	771									
									GO:0045913	positive regulation of carbohydrate metabolic process	777									
						GO:0045722	positive regulation of gluconeogenesis	1046	GO:0045722	positive regulation of gluconeogenesis	805									
									GO:0050810	regulation of steroid biosynthetic process	886									
						GO:0043470	regulation of carbohydrate catabolic process	1101	GO:0043470	regulation of carbohydrate catabolic process	920									
						GO:0043255	regulation of carbohydrate biosynthetic process	1089	GO:0043255	regulation of carbohydrate biosynthetic process	939									
												GO:0032885	regulation of polysaccharide biosynthetic process	946						
												GO:0032881	regulation of polysaccharide metabolic process	1003						
						GO:0045912	negative regulation of carbohydrate metabolic process	1080	GO:0045912	negative regulation of carbohydrate metabolic process	1454									
															GO:0035306	positive regulation of dephosphorylation	1096			
									GO:0019218	regulation of steroid metabolic process	1102									
									GO:0045833	negative regulation of lipid metabolic process	1439	GO:0045833	negative regulation of lipid metabolic process	1114						
									GO:0060602	branch elongation of an epithelium	1142									
									GO:0045922	negative regulation of fatty acid metabolic process	1147									
									GO:0046320	regulation of fatty acid oxidation	1177									
									GO:0045923	positive regulation of fatty acid metabolic process	1200									
															GO:0010922	positive regulation of phosphatase activity	1226			
									GO:0046321	positive regulation of fatty acid oxidation	1522									
									GO:0031998	regulation of fatty acid beta-oxidation	1605									
									GO:0042304	regulation of fatty acid biosynthetic process	1632									
									GO:0051055	negative regulation of lipid biosynthetic process	1851									
									GO:0046889	positive regulation of lipid biosynthetic process	1866									
									GO:0070857	regulation of bile acid biosynthetic process	1873									
									GO:0050994	regulation of lipid catabolic process	1981									
									GO:0010867	positive regulation of triglyceride biosynthetic process	1993									
GO:0032774	RNA biosynthetic process	3
			GO:0032774	RNA biosynthetic process	440	GO:0032774	RNA biosynthetic process	38	GO:0032774	RNA biosynthetic process	3	GO:0032774	RNA biosynthetic process	260						
GO:0071705	nitrogen compound transport	3
												GO:0071705	nitrogen compound transport	899	GO:0071705	nitrogen compound transport	962	GO:0071705	nitrogen compound transport	3
																		GO:0051954	positive regulation of amine transport	146
																		GO:0051952	regulation of amine transport	180
																		GO:0015837	amine transport	197
																		GO:0051957	positive regulation of amino acid transport	243
																		GO:0050432	catecholamine secretion	248
																		GO:0042886	amide transport	272
																		GO:0051937	catecholamine transport	276
																		GO:0051938	L-glutamate import	282
																		GO:0014049	positive regulation of glutamate secretion	286
																		GO:0033605	positive regulation of catecholamine secretion	305
															GO:0030072	peptide hormone secretion	1482			
															GO:0002790	peptide secretion	1538			
GO:0033554	cellular response to stress	4
			GO:0033554	cellular response to stress	4	GO:0033554	cellular response to stress	92	GO:0033554	cellular response to stress	112	GO:0033554	cellular response to stress	114	GO:0033554	cellular response to stress	754			
			GO:0080135	regulation of cellular response to stress	83	GO:0080135	regulation of cellular response to stress	260	GO:0080135	regulation of cellular response to stress	260	GO:0080135	regulation of cellular response to stress	181	GO:0080135	regulation of cellular response to stress	659			
			GO:0090398	cellular senescence	179	GO:0090398	cellular senescence	229	GO:0090398	cellular senescence	451									
